osmid,oneway,name,highway,reversed,length,geometry,width,lanes,junction
21810801,False,Riverside Avenue,residential,True,95.001,"LINESTRING (-88.285933 42.0379469, -88.2858648 42.0378669, -88.2856986 42.037672, -88.2856037 42.0375662, -88.2853766 42.0372923, -88.2853494 42.0372595, -88.2853168 42.0372256)",,,
21804656,True,East Highland Avenue,secondary,False,69.419,"LINESTRING (-88.2851651 42.0381643, -88.2852723 42.0381623, -88.2853298 42.0381613, -88.2854513 42.0381471, -88.2855179 42.0381278, -88.2856092 42.0380901, -88.2857651 42.0380193, -88.2858601 42.0379783, -88.285933 42.0379469)",,,
21810622,False,North Grove Avenue,residential,False,13.341999999999999,"LINESTRING (-88.2851651 42.0381643, -88.2852089 42.0382592, -88.2852175 42.0382778)",,,
21810622,False,North Grove Avenue,residential,True,118.071,"LINESTRING (-88.2851651 42.0381643, -88.2851119 42.0381002, -88.2849374 42.0378938, -88.2848212 42.0377571, -88.2848049 42.037738, -88.2845004 42.037388, -88.2844768 42.0373511, -88.2844184 42.0372599)",,,
21805742,False,Park Street,residential,False,42.678,"LINESTRING (-88.2783466 42.0407917, -88.2782746 42.0407916, -88.2778962 42.040791, -88.2778298 42.0407909)",,,
21805742,False,Park Street,residential,True,150.105,"LINESTRING (-88.2783466 42.0407917, -88.2787687 42.0407925, -88.2788872 42.0407927, -88.279505 42.040796, -88.2797024 42.0407948, -88.280025 42.0407999, -88.2800524 42.0408075, -88.2801554 42.040836)",,,
21805742,False,Park Street,residential,False,65.16499999999999,"LINESTRING (-88.2778298 42.0407909, -88.2777673 42.0407906, -88.2770407 42.0407874)",,,
21805742,False,Park Street,residential,True,42.678,"LINESTRING (-88.2778298 42.0407909, -88.2778962 42.040791, -88.2782746 42.0407916, -88.2783466 42.0407917)",,,
21813372,False,College Street,residential,True,76.107,"LINESTRING (-88.2778298 42.0407909, -88.2778285 42.0407078, -88.2778193 42.0401602, -88.2778187 42.0401065)",,,
21805742,False,Park Street,residential,False,101.848,"LINESTRING (-88.2770407 42.0407874, -88.2759027 42.0407841, -88.2758074 42.0407839)",,,
21805742,False,Park Street,residential,True,65.16499999999999,"LINESTRING (-88.2770407 42.0407874, -88.2777673 42.0407906, -88.2778298 42.0407909)",,,
21805742,False,Park Street,residential,True,101.848,"LINESTRING (-88.2758074 42.0407839, -88.2759027 42.0407841, -88.2770407 42.0407874)",,,
94546390,False,North Gifford Street,residential,False,75.557,"LINESTRING (-88.2758074 42.0407839, -88.2758076 42.0407016, -88.2758089 42.0401576, -88.2758091 42.0401044)",,,
21810801,False,Riverside Avenue,residential,False,95.001,"LINESTRING (-88.2853168 42.0372256, -88.2853494 42.0372595, -88.2853766 42.0372923, -88.2856037 42.0375662, -88.2856986 42.037672, -88.2858648 42.0378669, -88.285933 42.0379469)",,,
"[21826149, 21825846]",False,"['Prairie Street', 'South Riverside Drive']",residential,False,442.6950000000001,"LINESTRING (-88.2853168 42.0372256, -88.2853026 42.0372122, -88.2852821 42.0371945, -88.2852452 42.0371398, -88.285012 42.0367945, -88.2849638 42.0367063, -88.2849164 42.0366288, -88.2848746 42.0365793, -88.2847566 42.0364439, -88.2836629 42.035189, -88.2834695 42.0349732, -88.2832006 42.0346612, -88.2831827 42.0346405, -88.2831025 42.034554, -88.2830705 42.0345339, -88.2830388 42.034521, -88.2830129 42.0345151, -88.2829704 42.0345123, -88.2821374 42.0345126, -88.2819884 42.0345127)",,,
474998209,True,East Chicago Street,secondary,False,74.667,"LINESTRING (-88.2853168 42.0372256, -88.2852095 42.0372476, -88.2851899 42.0372516, -88.2851343 42.0372579, -88.2851055 42.0372611, -88.2845255 42.0372601, -88.2844184 42.0372599)",,,
21810622,False,North Grove Avenue,residential,False,118.07100000000001,"LINESTRING (-88.2844184 42.0372599, -88.2844768 42.0373511, -88.2845004 42.037388, -88.2848049 42.037738, -88.2848212 42.0377571, -88.2849374 42.0378938, -88.2851119 42.0381002, -88.2851651 42.0381643)",,,
474998209,True,East Chicago Street,secondary,False,32.827999999999996,"LINESTRING (-88.2844184 42.0372599, -88.2841157 42.037261, -88.2840209 42.0372613)",,,
"[21810445, 21825519]",False,"['Douglas Avenue', 'South Grove Avenue']",residential,"[False, True]",249.84500000000003,"LINESTRING (-88.2840209 42.0372613, -88.2840242 42.0371681, -88.2840295 42.0370198, -88.2840243 42.0369568, -88.2840151 42.0369045, -88.2840017 42.0368638, -88.2839838 42.0368213, -88.2839649 42.0367905, -88.2839564 42.0367767, -88.2839274 42.0367416, -88.2837633 42.0365541, -88.2837384 42.0365259, -88.2837272 42.0365131, -88.2836072 42.0363768, -88.2835951 42.0363626, -88.2835426 42.0363013, -88.2834956 42.0362481, -88.2834342 42.0361787, -88.282928 42.035592, -88.2828967 42.0355573, -88.2828003 42.0354615, -88.2827659 42.0354426, -88.2827253 42.0354238, -88.282694 42.0354236, -88.2825695 42.0354228)",,,
474998211,False,Douglas Avenue,residential,False,99.268,"LINESTRING (-88.2840209 42.0372613, -88.2840197 42.0373414, -88.2840145 42.0376931, -88.2840114 42.0380948, -88.2840109 42.038154)",,,
474998216,True,East Chicago Street,secondary,False,121.92399999999999,"LINESTRING (-88.2840209 42.0372613, -88.2839108 42.0372609, -88.2835711 42.0372596, -88.2829536 42.0372572, -88.2828281 42.0372567, -88.2826593 42.0372555, -88.2825446 42.0372547)",,,
21805790,True,East Chicago Street,secondary,False,122.086,"LINESTRING (-88.2825446 42.0372547, -88.2824301 42.0372538, -88.2822376 42.0372523, -88.2820291 42.0372507, -88.2816203 42.0372474, -88.281194 42.0372441, -88.2810664 42.0372431)",,,
