osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed
10282411,residential,False,False,43.336,,"LINESTRING (-123.357789 39.413206, -123.357467 39.413506)",,
10309760,residential,False,False,105.56299999999999,Mill Creek Drive,"LINESTRING (-123.357789 39.413206, -123.357698 39.413173, -123.357608 39.413106, -123.357531 39.413026, -123.357487 39.412953, -123.357457 39.412874, -123.357448 39.41281, -123.357443 39.412681, -123.357431 39.412362)",,
10309760,residential,False,True,69.679,Mill Creek Drive,"LINESTRING (-123.357789 39.413206, -123.358078 39.413255, -123.358151 39.413282, -123.358207 39.413313, -123.358328 39.413416, -123.358433 39.413534)",,
10282411,residential,False,True,43.336,,"LINESTRING (-123.357467 39.413506, -123.357789 39.413206)",,
10310105,residential,False,False,63.628,Page Court,"LINESTRING (-123.349926 39.408365, -123.3506666 39.4083669)",,
827705464,residential,False,False,129.275,Railroad Avenue,"LINESTRING (-123.349926 39.408365, -123.350327 39.409007, -123.350475 39.409271, -123.3505665 39.4094168)",,
10312316,tertiary,False,True,64.141,East Valley Street,"LINESTRING (-123.3505665 39.4094168, -123.351313 39.409408)",,
827705464,residential,False,True,129.275,Railroad Avenue,"LINESTRING (-123.3505665 39.4094168, -123.350475 39.409271, -123.350327 39.409007, -123.349926 39.408365)",,
10305968,residential,False,False,167.485,Tuttle Lane,"LINESTRING (-123.35327 39.40996, -123.352655 39.409957, -123.352209 39.409985, -123.351322 39.409988)",,
10314136,residential,False,False,67.612,South Humboldt Street,"LINESTRING (-123.35327 39.40996, -123.3532717 39.4100618, -123.3532742 39.4102141, -123.35328 39.410568)",,
10314136,residential,False,True,65.775,South Humboldt Street,"LINESTRING (-123.35327 39.40996, -123.353267 39.4097769, -123.353352 39.4093738)",,
10313838,residential,False,False,67.363,Madden Lane,"LINESTRING (-123.351322 39.409988, -123.3513428 39.4105936)",,
10313838,residential,False,True,64.498,Madden Lane,"LINESTRING (-123.351322 39.409988, -123.351313 39.409408)",,
10305968,residential,False,True,167.485,Tuttle Lane,"LINESTRING (-123.351322 39.409988, -123.352209 39.409985, -123.352655 39.409957, -123.35327 39.40996)",,
10306176,residential,False,False,146.121,Hellums Place,"LINESTRING (-123.3545389 39.4140875, -123.3560774 39.4135271)",,
53265810,secondary,False,True,71.643,North Main Street,"LINESTRING (-123.3545389 39.4140875, -123.3545397 39.4134432)",2,35 mph
10306176,residential,False,True,146.121,Hellums Place,"LINESTRING (-123.3560774 39.4135271, -123.3545389 39.4140875)",,
10306224,residential,False,False,166.451,Pearl Street,"LINESTRING (-123.35328 39.410568, -123.3513428 39.4105936)",,
10314136,residential,False,False,28.389,South Humboldt Street,"LINESTRING (-123.35328 39.410568, -123.3532846 39.4106842, -123.3532896 39.4108232)",,
10314136,residential,False,True,67.612,South Humboldt Street,"LINESTRING (-123.35328 39.410568, -123.3532742 39.4102141, -123.3532717 39.4100618, -123.35327 39.40996)",,
10306224,residential,False,False,45.508,Pearl Street,"LINESTRING (-123.3513428 39.4105936, -123.3508131 39.4105964)",,
10306224,residential,False,True,166.451,Pearl Street,"LINESTRING (-123.3513428 39.4105936, -123.35328 39.410568)",,
10313838,residential,False,False,82.858,Madden Lane,"LINESTRING (-123.3513428 39.4105936, -123.3513551 39.4113387)",,
10313838,residential,False,True,67.363,Madden Lane,"LINESTRING (-123.3513428 39.4105936, -123.351322 39.409988)",,
117809295,secondary,False,False,58.883,South Main Street,"LINESTRING (-123.3531631 39.4085674, -123.3535324 39.4090135)",3,25 mph
"[10306376, 10307539]",residential,False,False,232.205,"['Penn Street', 'California Street']","LINESTRING (-123.3531631 39.4085674, -123.351554 39.408585, -123.351511 39.408607, -123.35148 39.408672, -123.3515006 39.4094076)",,
117809295,secondary,False,True,140.656,South Main Street,"LINESTRING (-123.3531631 39.4085674, -123.3529771 39.4083267, -123.3529054 39.4082339, -123.3528144 39.408105, -123.3527123 39.4079494, -123.3525626 39.4076639, -123.3524393 39.4074358)",3,25 mph
10306436,residential,False,False,108.13,West Mendocino Avenue,"LINESTRING (-123.360531 39.411168, -123.359273 39.411199)",,
10308299,residential,False,False,55.809,Spruce Street,"LINESTRING (-123.360531 39.411168, -123.36057 39.411669)",,
10308299,residential,False,True,103.527,Spruce Street,"LINESTRING (-123.360531 39.411168, -123.36052 39.410237)",,
10306436,residential,False,False,111.837,West Mendocino Avenue,"LINESTRING (-123.359273 39.411199, -123.357972 39.411234)",,
10306436,residential,False,True,108.13,West Mendocino Avenue,"LINESTRING (-123.359273 39.411199, -123.360531 39.411168)",,
10307862,residential,False,False,111.152,Maple Street,"LINESTRING (-123.359273 39.411199, -123.35926 39.411284, -123.359269 39.412198)",,
10307862,residential,False,True,105.00800000000001,Maple Street,"LINESTRING (-123.359273 39.411199, -123.359297 39.411055, -123.359241 39.410257)",,
10306436,residential,False,False,99.59,West Mendocino Avenue,"LINESTRING (-123.357972 39.411234, -123.356813 39.411252)",,
10306436,residential,False,True,111.837,West Mendocino Avenue,"LINESTRING (-123.357972 39.411234, -123.359273 39.411199)",,
10314209,residential,False,False,65.181,North Street,"LINESTRING (-123.357972 39.411234, -123.357953 39.41182)",,
10314209,residential,False,True,66.274,North Street,"LINESTRING (-123.357972 39.411234, -123.357977 39.410638)",,
10306436,residential,False,False,64.939,West Mendocino Avenue,"LINESTRING (-123.356813 39.411252, -123.3560573 39.411265)",,
10306436,residential,False,True,99.59,West Mendocino Avenue,"LINESTRING (-123.356813 39.411252, -123.357972 39.411234)",,
