osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,bridge
21570057,Woodward Avenue,tertiary,False,False,108.42099999999999,"LINESTRING (-89.0282174 42.5080261, -89.0280323 42.5080388, -89.027789 42.5080428, -89.0268957 42.5080326)",,,
21570057,Woodward Avenue,tertiary,False,True,210.111,"LINESTRING (-89.0282174 42.5080261, -89.0283544 42.5080068, -89.0292943 42.5078748, -89.0294133 42.5078624, -89.0294968 42.5078631, -89.0296521 42.5078785, -89.0297802 42.5078996, -89.0298905 42.5079338, -89.0299115 42.5079444, -89.0301898 42.5080854, -89.0302451 42.5081237, -89.03036 42.508236, -89.0304129 42.5082996, -89.0304472 42.5083639, -89.0304546 42.508386)",,,
21573790,Church Street,residential,False,False,162.05100000000002,"LINESTRING (-89.0282174 42.5080261, -89.0282195 42.5090395, -89.0282206 42.5092174, -89.028221 42.509278, -89.028271 42.509385, -89.028342 42.509461)",,,
21573790,Church Street,residential,False,True,183.71,"LINESTRING (-89.0282174 42.5080261, -89.0282154 42.5077383, -89.0282121 42.5072377, -89.0282082 42.5066905, -89.0282101 42.5064781, -89.028207 42.506374)",,,
21570057,Woodward Avenue,tertiary,False,False,8.52,"LINESTRING (-89.0268957 42.5080326, -89.0267918 42.5080348)",,,
21570057,Woodward Avenue,tertiary,False,True,108.42099999999999,"LINESTRING (-89.0268957 42.5080326, -89.027789 42.5080428, -89.0280323 42.5080388, -89.0282174 42.5080261)",,,
271924444,Park Avenue,tertiary,True,False,183.57,"LINESTRING (-89.0268957 42.5080326, -89.0268875 42.5068842, -89.0268878 42.506848, -89.0268935 42.5064884, -89.0268892 42.5063818)",,,
21570057,Woodward Avenue,tertiary,False,True,8.52,"LINESTRING (-89.0267918 42.5080348, -89.0268957 42.5080326)",,,
914921446,Park Avenue,tertiary,True,False,290.545,"LINESTRING (-89.0267918 42.5080348, -89.0267631 42.5102875, -89.026774 42.5104221, -89.0267898 42.5105208, -89.026849 42.5106389)",,,
914925857,Emerson Street,residential,False,True,10.769,"LINESTRING (-89.0295534 42.5047293, -89.0296847 42.5047262)",,,
