osmid,oneway,name,highway,reversed,length,geometry,ref,tunnel,lanes,access,bridge,maxspeed
11589551,True,North 5th Street,residential,False,46.961,"LINESTRING (-75.121409 39.9445226, -75.1214711 39.9444035, -75.1215341 39.9442883, -75.1215676 39.944167, -75.1215797 39.9441228)",,,,,,
62642520,True,North 5Th Street,residential,False,49.797,"LINESTRING (-75.121409 39.9445226, -75.1214456 39.9443191, -75.1214416 39.9442461, -75.1214134 39.9441896, -75.1213772 39.9441526, -75.1213089 39.9441183)",,,,,,
626143477,True,Arch Street,residential,False,118.516,"LINESTRING (-75.121409 39.9445226, -75.121705 39.9445711, -75.1218885 39.9445947, -75.1219855 39.9446031, -75.1221471 39.9446171, -75.1222288 39.9446255, -75.1227827 39.9446821)",,,,,,
11589551,True,North 5th Street,residential,False,129.00400000000002,"LINESTRING (-75.1210987 39.9456581, -75.1211293 39.9455486, -75.1212668 39.9450553, -75.1212786 39.9450122, -75.121409 39.9445226)",,,,,,
60541665,True,Market Street,secondary,False,114.583,"LINESTRING (-75.1210987 39.9456581, -75.1222862 39.94589, -75.1224012 39.9459125)",CR 537,,,,,
29660549,False,Penn Street,residential,False,145.155,"LINESTRING (-75.120405 39.9479532, -75.1202931 39.9479316, -75.1201813 39.9479099, -75.1199781 39.9478706, -75.1197755 39.9478314, -75.1194735 39.9477729, -75.1192454 39.9477288, -75.118754 39.9476337)",,,,,,
"[965884816, 62642526, 965884815]",False,North 5th Street,residential,True,118.27000000000001,"LINESTRING (-75.120405 39.9479532, -75.120433 39.947863, -75.120487 39.9476832, -75.1205238 39.947561, -75.1205614 39.9474357, -75.1207125 39.9469937, -75.1207338 39.94692)",,building_passage,,,,
60541646,True,Federal Street,primary,False,94.494,"LINESTRING (-75.1180942 39.944078, -75.1180281 39.9440758, -75.1177385 39.9440709, -75.1169859 39.9440674)",CR 537,,3,,,
1211486081,False,North 7th Street,residential,False,110.74600000000001,"LINESTRING (-75.1180942 39.944078, -75.1179041 39.9446371, -75.1178712 39.9446523, -75.1178313 39.9447159, -75.1177191 39.9450222)",,,,destination,,
11589692,True,North 7th Street,residential,False,132.976,"LINESTRING (-75.1177191 39.9450222, -75.1175218 39.9455822, -75.1174398 39.9458299, -75.1173706 39.9460468, -75.1173336 39.9461808)",,,,,,
424814682,True,Market Street,primary,False,99.471,"LINESTRING (-75.1177191 39.9450222, -75.1182227 39.94512, -75.1183451 39.9451446, -75.1188495 39.945244)",CR 537,,3,,,
1211486081,False,North 7th Street,residential,True,110.74600000000001,"LINESTRING (-75.1177191 39.9450222, -75.1178313 39.9447159, -75.1178712 39.9446523, -75.1179041 39.9446371, -75.1180942 39.944078)",,,,destination,,
38009939,True,Cooper Street,primary,False,50.756,"LINESTRING (-75.1173336 39.9461808, -75.1168836 39.9460955, -75.116752 39.9461016)",,,3,,,
61756005,True,Dr Martin Luther King Boulevard,primary,False,18.363,"LINESTRING (-75.1180527 39.9424027, -75.1178374 39.9423979)",,,3,,,
680073610,True,South 6th Street,residential,False,22.325,"LINESTRING (-75.1180527 39.9424027, -75.1180542 39.9422694, -75.1180316 39.9422042)",,,,,,
11601306,False,North 8th Street,residential,False,116.69999999999999,"LINESTRING (-75.1153085 39.9480337, -75.1153152 39.9480725, -75.1153162 39.9481042, -75.1153123 39.9481407, -75.1151489 39.9486319, -75.1150164 39.949055)",,,,,,
585010096,True,Linden Street,primary,False,86.931,"LINESTRING (-75.1153085 39.9480337, -75.1161788 39.9482065, -75.1162957 39.9482297)",,,,,,
584038582,True,,motorway_link,False,55.34000000000001,"LINESTRING (-75.1190652 39.9480148, -75.1188609 39.9478785, -75.1188119 39.9478523, -75.1187755 39.9478296, -75.1187498 39.9478075, -75.1187357 39.9477872, -75.1187308 39.9477654, -75.1187288 39.947741, -75.1187335 39.9477153, -75.1187456 39.9476746, -75.118754 39.9476337)",,,,,,
961530164,True,,motorway_link,False,71.241,"LINESTRING (-75.1190652 39.9480148, -75.1188455 39.947917, -75.1187153 39.9478587, -75.1183076 39.9477518)",,,1,,,
29660549,False,Penn Street,residential,True,145.15499999999997,"LINESTRING (-75.118754 39.9476337, -75.1192454 39.9477288, -75.1194735 39.9477729, -75.1197755 39.9478314, -75.1199781 39.9478706, -75.1201813 39.9479099, -75.1202931 39.9479316, -75.120405 39.9479532)",,,,,,
61756222,True,Penn Street,residential,False,56.870000000000005,"LINESTRING (-75.118754 39.9476337, -75.11856 39.9475946, -75.1185119 39.947585, -75.1181091 39.9475028)",,,,,,
307094775,False,North 6th Street,tertiary,True,117.26700000000001,"LINESTRING (-75.118754 39.9476337, -75.1187713 39.9475484, -75.1189083 39.9471266, -75.1190759 39.9466087)",,,,,,
60541665,True,Market Street,secondary,False,144.212,"LINESTRING (-75.1194522 39.9453608, -75.1202951 39.945508, -75.1205843 39.9455579, -75.1205921 39.9455595, -75.1208013 39.9456003, -75.1210987 39.9456581)",CR 537,,,,,
362649006,False,North 6th Street,tertiary,False,131.879,"LINESTRING (-75.1194522 39.9453608, -75.1193208 39.9458089, -75.1191047 39.9465165)",CR 756,,,,,
30103939,False,North 2nd Street,residential,False,138.79399999999998,"LINESTRING (-75.1251133 39.9464407, -75.1249064 39.9471312, -75.1247824 39.947545, -75.124768 39.947606, -75.1247519 39.9476577)",,,,,,
585515563,True,Market Street,secondary,False,117.855,"LINESTRING (-75.1237734 39.9461796, -75.1251133 39.9464407)",CR 537,,,,,
585515564,False,North 3rd Street,tertiary,False,214.655,"LINESTRING (-75.1237734 39.9461796, -75.1243293 39.9442968)",,,,,,
11596764,False,North 3rd Street,tertiary,False,138.362,"LINESTRING (-75.1237734 39.9461796, -75.1236288 39.9466278, -75.1235941 39.9467354, -75.1235246 39.9469507, -75.1233984 39.9473419, -75.1233836 39.9473875)",,,,,,
60541665,True,Market Street,secondary,False,52.995,"LINESTRING (-75.1188495 39.945244, -75.1194522 39.9453608)",CR 537,,,,,
585515565,False,North Broadway,primary,False,130.703,"LINESTRING (-75.1188495 39.945244, -75.1184873 39.9463117, -75.1184636 39.9463816)",CR 551,,,,,
1211486082,True,Market Street,primary,False,66.253,"LINESTRING (-75.116974 39.9448528, -75.1177191 39.9450222)",CR 537,,3,,,
"[424814676, 29873286]",True,Haddon Avenue,primary,False,87.33800000000001,"LINESTRING (-75.116974 39.9448528, -75.1169779 39.9445977, -75.1169849 39.9441351, -75.1169859 39.9440674)",,,3,,,
584038591,True,Market Street,primary,False,14.773,"LINESTRING (-75.1168026 39.9448332, -75.116974 39.9448528)",CR 537,,,,,
"[1148483047, 29873287]",True,Haddon Avenue,primary,False,143.18699999999998,"LINESTRING (-75.1168026 39.9448332, -75.1167728 39.9450002, -75.1167347 39.9453361, -75.1167045 39.945508, -75.1166743 39.9456799, -75.116628 39.9459236, -75.1165842 39.9461094)",,,"['3', '2']",,,
38010061,True,Market Street,primary,False,160.55700000000002,"LINESTRING (-75.1149754 39.9444832, -75.1152808 39.9445417, -75.1157094 39.9446238, -75.1158355 39.944648, -75.1163653 39.9447495, -75.1168026 39.9448332)",CR 537,,3,,,
"[61756242, 29655211, 29655204]",True,North 7th Street,primary,False,236.86,"LINESTRING (-75.1164659 39.9482568, -75.1164349 39.9478681, -75.1164349 39.9476419, -75.1164403 39.9474733, -75.1164564 39.9473541, -75.116628 39.9465603, -75.1167043 39.9462849, -75.1167422 39.9461481)",,,3,,yes,
584038583,True,Linden Street,primary,False,122.824,"LINESTRING (-75.1164659 39.9482568, -75.1168462 39.9483111, -75.1169399 39.9483249, -75.1173858 39.9483908, -75.1178832 39.9484553)",,,3,,,
584038583,True,Linden Street,primary,False,14.818,"LINESTRING (-75.1162957 39.9482297, -75.1164659 39.9482568)",,,3,,,
61756241,True,North 7th Street,tertiary,False,119.556,"LINESTRING (-75.1162957 39.9482297, -75.1163348 39.9485796, -75.1163528 39.9487756, -75.1163551 39.9489334, -75.1163389 39.9490925, -75.1162855 39.9492986)",,,2,,,
584038576,True,Federal Street,primary,False,12.809,"LINESTRING (-75.1169859 39.9440674, -75.1168357 39.9440643)",CR 537,,,,,
