osmid,name,highway,oneway,reversed,length,geometry,lanes,junction
7855067,Brett Court,residential,False,False,112.707,"LINESTRING (-122.2995071 38.0083529, -122.2982207 38.0083588)",,
7869961,Pinon Avenue,residential,False,False,41.778,"LINESTRING (-122.2995071 38.0083529, -122.299512 38.0079772)",,
7855067,Brett Court,residential,False,True,112.707,"LINESTRING (-122.2982207 38.0083588, -122.2995071 38.0083529)",,
515310584,Hazel Street,residential,False,False,49.33,"LINESTRING (-122.3031512 38.0088495, -122.3025882 38.0088439)",,
515310584,Hazel Street,residential,False,True,10.16,"LINESTRING (-122.3031512 38.0088495, -122.3032671 38.0088525)",,
7855718,Alvarez Avenue,residential,False,False,10.476,"LINESTRING (-122.2948409 38.0042161, -122.2948507 38.0041222)",,
230072001,San Pablo Avenue,primary,True,False,21.824,"LINESTRING (-122.2948409 38.0042161, -122.2950896 38.0042269)",,
7855718,Alvarez Avenue,residential,False,True,195.035,"LINESTRING (-122.2951686 38.002387, -122.2950167 38.0031316, -122.2949205 38.0036028, -122.2948932 38.0037363, -122.2948867 38.0037886, -122.2948603 38.0040293, -122.2948507 38.0041222)",,
23978583,Appian Way,secondary,False,True,86.126,"LINESTRING (-122.2994627 38.0010272, -122.2992757 38.0017876)",,
7866031,Belden Street,residential,False,False,127.005,"LINESTRING (-122.2994627 38.0010272, -122.3007676 38.0009898, -122.3009097 38.0010067)",,
23978583,Appian Way,secondary,False,False,86.126,"LINESTRING (-122.2992757 38.0017876, -122.2994627 38.0010272)",,
697025195,Appian Way,secondary,False,True,88.269,"LINESTRING (-122.2992757 38.0017876, -122.2990839 38.0025669)",,
697025196,Marlesta Road,residential,False,False,50.489999999999995,"LINESTRING (-122.2992757 38.0017876, -122.2991006 38.001762, -122.2988968 38.0017323, -122.2987091 38.0017049)",,
697025197,Marlesta Road,residential,False,True,235.51800000000003,"LINESTRING (-122.2992757 38.0017876, -122.2996925 38.0017741, -122.3007941 38.0017383, -122.3009054 38.0017177, -122.3011518 38.001672, -122.3015425 38.0016031, -122.3019356 38.0016631)",,
7866534,Nob Hill Avenue,residential,False,True,88.711,"LINESTRING (-122.2990839 38.0025669, -122.3000958 38.0025404)",,
697025195,Appian Way,secondary,False,False,88.269,"LINESTRING (-122.2990839 38.0025669, -122.2992757 38.0017876)",,
697025195,Appian Way,secondary,False,True,150.16500000000002,"LINESTRING (-122.2990839 38.0025669, -122.2989409 38.0029288, -122.2988204 38.0032338, -122.2986366 38.0038695)",,
696274992,Appian Way,secondary,True,False,11.769,"LINESTRING (-122.2985735 38.0042943, -122.2985437 38.0041911)",,
697025202,San Pablo Avenue,primary,True,False,190.359,"LINESTRING (-122.2985735 38.0042943, -122.2988452 38.0042849, -122.2989101 38.0042777, -122.2990765 38.0042662, -122.299334 38.004234, -122.2994064 38.004225, -122.2997295 38.0041983, -122.3000917 38.0041975, -122.3003973 38.0042262, -122.3007345 38.0042552)",,
7857028,Fourth Avenue,residential,False,False,10.384,"LINESTRING (-122.301645 38.0043318, -122.3016524 38.0042386)",,
697025202,San Pablo Avenue,primary,True,False,60.093999999999994,"LINESTRING (-122.301645 38.0043318, -122.3017821 38.0043434, -122.3020451 38.0043664, -122.302327 38.0043891)",,
7857028,Fourth Avenue,residential,False,False,91.42,"LINESTRING (-122.3019561 38.0024851, -122.3019356 38.0016631)",,
7866534,Nob Hill Avenue,residential,False,False,73.178,"LINESTRING (-122.3019561 38.0024851, -122.3011226 38.0025267)",,
7866534,Nob Hill Avenue,residential,False,True,77.805,"LINESTRING (-122.3019561 38.0024851, -122.3028433 38.0024557)",,
