osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed
442351732,1,South Park Terrace,residential,24.4,False,False,29.267,"LINESTRING (-72.6198614 42.0696123, -72.6197226 42.0693701)",,
8944005,1,South Park Terrace,residential,24.4,False,True,166.466,"LINESTRING (-72.6198614 42.0696123, -72.6198049 42.0695961, -72.6197043 42.0695941, -72.619581 42.069637, -72.619412 42.06968, -72.618708 42.069925, -72.618357 42.07005, -72.618018 42.070167)",,
1267789482,,South Park Terrace,residential,,False,True,14.645999999999999,"LINESTRING (-72.6198614 42.0696123, -72.6198257 42.0696547, -72.6197814 42.0696765, -72.6197333 42.0696991)",,
8944005,1,South Park Terrace,residential,24.4,False,False,71.889,"LINESTRING (-72.615899 42.071026, -72.61608 42.070866, -72.616605 42.070667)",,
8944005,1,South Park Terrace,residential,24.4,False,True,71.657,"LINESTRING (-72.615899 42.071026, -72.616123 42.070986, -72.616528 42.070825, -72.616681 42.070757)",,
8944011,1,South Park Terrace,residential,24.4,False,False,95.11299999999999,"LINESTRING (-72.615899 42.071026, -72.615853 42.071052, -72.615807 42.071078, -72.61576 42.071102, -72.615698 42.071129, -72.615634 42.071153, -72.615569 42.071176, -72.615514 42.071196, -72.615459 42.071214, -72.615403 42.071232, -72.615321 42.071255, -72.6153133 42.0712569, -72.615238 42.071276, -72.615154 42.071294, -72.615051 42.071314, -72.614947 42.07133, -72.614843 42.071346)",,
8943803,2,South Park Terrace,residential,12.2,False,True,81.71600000000001,"LINESTRING (-72.62012 42.070374, -72.620087 42.070278, -72.620042 42.070202, -72.619865 42.069904, -72.619751 42.069722, -72.6197333 42.0696991)",,
"[8945304, 8945574]","['1', '2']",Lealand Avenue,residential,7.6,False,False,277.86199999999997,"LINESTRING (-72.62012 42.070374, -72.620092 42.070382, -72.619794 42.070462, -72.619687 42.070494, -72.618743 42.07077, -72.617896 42.071022, -72.616985 42.071284)",,
8944740,,South Park Terrace,unclassified,,False,False,11.811,"LINESTRING (-72.616605 42.070667, -72.616681 42.070757)",,
8944005,1,South Park Terrace,residential,24.4,False,False,129.214,"LINESTRING (-72.616605 42.070667, -72.616993 42.070535, -72.617498 42.070357, -72.617988 42.070178, -72.618018 42.070167)",,
8944005,1,South Park Terrace,residential,24.4,False,True,71.889,"LINESTRING (-72.616605 42.070667, -72.61608 42.070866, -72.615899 42.071026)",,
8945926,2,Monroe Street,residential,15.2,False,True,86.542,"LINESTRING (-72.6112621 42.0684898, -72.6123103 42.0685057)",,
8944579,2,Elbert Road,residential,18.3,False,True,463.96999999999997,"LINESTRING (-72.6112621 42.0684898, -72.611272 42.068017, -72.611287 42.067563, -72.611848 42.06756, -72.612433 42.067584, -72.613006 42.06761, -72.613511 42.067628, -72.613837 42.067641, -72.614038 42.067656, -72.614218 42.06767, -72.6144244 42.0676981, -72.61474 42.067741, -72.6154709 42.067842, -72.61563 42.067864)",,
8945926,2,Monroe Street,residential,15.2,False,False,205.26399999999995,"LINESTRING (-72.6112621 42.0684898, -72.610618 42.06848, -72.610384 42.068496, -72.610184 42.068567, -72.610007 42.068688, -72.60986 42.068833, -72.609781 42.068958, -72.609751 42.069118, -72.609747 42.069487)",,
8943803,2,South Park Terrace,residential,12.2,False,False,81.716,"LINESTRING (-72.6197333 42.0696991, -72.619751 42.069722, -72.619865 42.069904, -72.620042 42.070202, -72.620087 42.070278, -72.62012 42.070374)",,
8944005,1,South Park Terrace,residential,24.4,False,False,151.128,"LINESTRING (-72.6197333 42.0696991, -72.619689 42.069715, -72.61961 42.069731, -72.619516 42.069754, -72.619241 42.069853, -72.618833 42.070009, -72.618073 42.070268)",,
1267789482,,South Park Terrace,residential,,False,False,14.645999999999997,"LINESTRING (-72.6197333 42.0696991, -72.6197814 42.0696765, -72.6198257 42.0696547, -72.6198614 42.0696123)",,
662512549,2,Main Street,secondary,24.4,False,False,84.491,"LINESTRING (-72.61563 42.067864, -72.61545 42.068612)",MA 159,40 mph
