osmid,oneway,lanes,highway,reversed,length,geometry,name,access,bridge,junction
54968031,True,1,motorway_link,False,38.400999999999996,"LINESTRING (-76.792982 39.4051389, -76.7928506 39.4051609, -76.7927931 39.4051696, -76.7927276 39.4051734, -76.792668 39.4051689, -76.79254 39.4051616)",,,,
930110485,True,3,motorway_link,False,23.612000000000002,"LINESTRING (-76.792982 39.4051389, -76.7929038 39.4052012, -76.7928076 39.4053024)",,,,
954893765,True,3,primary,False,189.603,"LINESTRING (-76.7963853 39.4046426, -76.7964594 39.4048192, -76.7965296 39.4050076, -76.7966001 39.4052175, -76.7966517 39.4054007, -76.7966871 39.4055682, -76.7967118 39.405698, -76.7967357 39.4058857, -76.7967545 39.4060965, -76.7967657 39.4063146)",Owings Mills Boulevard,,,
5279599,True,,primary_link,False,192.40300000000002,"LINESTRING (-76.7946412 39.403822, -76.7954805 39.4038904, -76.7955826 39.4039066, -76.7957004 39.4039389, -76.7958144 39.4039878, -76.7959119 39.4040465, -76.796017 39.4041297, -76.796074 39.4041923, -76.7961183 39.404253, -76.7961826 39.4043596, -76.7962467 39.404478, -76.7963853 39.4046426)",,,,
223617360,True,2,secondary,False,116.83699999999999,"LINESTRING (-76.7946412 39.403822, -76.7958103 39.4038461, -76.7960006 39.4038489)",Red Run Boulevard,,,
"[223617373, 921722703]",True,"['1', '2']",motorway_link,False,707.9310000000002,"LINESTRING (-76.7932136 39.4052598, -76.7933908 39.4051304, -76.7935441 39.405031, -76.7937058 39.4049457, -76.7938699 39.4048663, -76.7940255 39.4048033, -76.7941718 39.4047565, -76.794323 39.4047146, -76.7944779 39.4046873, -76.7946116 39.4046671, -76.7947511 39.4046552, -76.7948923 39.4046546, -76.7950573 39.4046626, -76.7951939 39.4046793, -76.7953294 39.4047065, -76.7954552 39.4047381, -76.7955781 39.4047738, -76.7956989 39.4048206, -76.7958009 39.4048703, -76.7958938 39.4049209, -76.7959833 39.4049784, -76.7960766 39.4050431, -76.7961707 39.4051204, -76.7962531 39.4052069, -76.7963291 39.4052947, -76.7963887 39.4053737, -76.7964394 39.4054551, -76.7964876 39.4055426, -76.7965277 39.4056352, -76.7965553 39.4057229, -76.7965747 39.4058157, -76.7965902 39.4059161, -76.7966005 39.4060466, -76.7966085 39.4061898, -76.7966123 39.4063442, -76.7966047 39.4064634, -76.7965944 39.4065587, -76.7965784 39.4066458, -76.7965473 39.4067679, -76.7965044 39.406896, -76.7964517 39.407026, -76.7963959 39.4071434, -76.7963376 39.4072475, -76.7962534 39.4073756, -76.796166 39.4074881, -76.7960633 39.4076058, -76.7959655 39.4077091, -76.7958431 39.4078199, -76.7957143 39.4079206, -76.7955955 39.408001, -76.7954469 39.4080919, -76.7949768 39.4083289)",,,,
717794787,True,,tertiary,False,14.494,"LINESTRING (-76.7928238 39.4055038, -76.7928541 39.4054862, -76.7929621 39.4054292)",Owings Mills Center,,,
889983380,True,3,tertiary,False,166.967,"LINESTRING (-76.7928238 39.4055038, -76.7930123 39.4056423, -76.793221 39.4058233, -76.7933494 39.4059509, -76.7935143 39.4061097, -76.7935768 39.4061763, -76.7936395 39.4062754, -76.7937528 39.4065017, -76.7938635 39.4067448)",Mill Run Circle,,,
223617347,True,3,tertiary,False,15.033,"LINESTRING (-76.7926808 39.4054259, -76.7928238 39.4055038)",Mill Run Circle,,,
5291165,True,1,motorway_link,False,285.53,"LINESTRING (-76.7967657 39.4063146, -76.7966569 39.4067122, -76.796627 39.4068168, -76.7965872 39.4069202, -76.7965496 39.4070189, -76.796499 39.4071227, -76.7964333 39.407237, -76.7963464 39.4073715, -76.7962644 39.40748, -76.7961661 39.4075962, -76.7960878 39.4076775, -76.7959614 39.4077933, -76.7958157 39.4079082, -76.7956958 39.4079946, -76.7955793 39.4080717, -76.7954509 39.4081412, -76.7953393 39.4081982, -76.7951811 39.4082629, -76.7949768 39.4083289)",,,,
972341840,True,2,secondary,False,19.276,"LINESTRING (-76.7961621 39.4037205, -76.7959378 39.4037242)",Red Run Boulevard,,,
238228987,True,3,primary,False,210.157,"LINESTRING (-76.7961621 39.4037205, -76.7958816 39.4031816, -76.7958026 39.4030101, -76.7957009 39.4027907, -76.7956169 39.4025835, -76.7955618 39.4024296, -76.7955172 39.4022756, -76.7954576 39.4021302, -76.7953553 39.401939)",Owings Mills Boulevard,,,
1061641142,True,,residential,False,12.825,"LINESTRING (-76.7984154 39.4045914, -76.7982873 39.4046506)",Esplanade Court,permissive,,
"[1061641144, 61651266, 1061641143]",True,"['4', '3', '5']",secondary,False,229.29700000000003,"LINESTRING (-76.7984154 39.4045914, -76.7983775 39.4045455, -76.7983381 39.4044954, -76.7982599 39.4044103, -76.7981427 39.4042893, -76.7980433 39.4042028, -76.7979726 39.4041524, -76.7978945 39.4041049, -76.7978385 39.4040709, -76.7977289 39.4040159, -76.7975637 39.4039373, -76.7974281 39.4038806, -76.7972701 39.4038267, -76.7970577 39.4037728, -76.7969336 39.4037547, -76.7968614 39.4037445, -76.7966462 39.4037287, -76.796389 39.4037249, -76.7963561 39.4037243, -76.7961621 39.4037205)",Red Run Boulevard,,,
872945148,True,1,primary_link,False,167.49700000000004,"LINESTRING (-76.7953704 39.4023904, -76.795368 39.4025235, -76.7954083 39.4026732, -76.7954481 39.4028068, -76.7955768 39.4031163, -76.7956933 39.403362, -76.7957543 39.403485, -76.7957677 39.4035169, -76.7957734 39.4035445, -76.7957711 39.4035695, -76.7957619 39.4035945, -76.795748 39.4036168, -76.7957353 39.403632, -76.7957122 39.4036516, -76.7956868 39.4036676, -76.7956614 39.4036783, -76.7956291 39.4036864, -76.7955887 39.4036953, -76.7954925 39.4037132)",,,,
"[1028965082, 810817739]",True,"['4', '2']",primary,False,156.273,"LINESTRING (-76.7953704 39.4023904, -76.7954672 39.4026675, -76.7955192 39.4028266, -76.7956095 39.403042, -76.7956137 39.4030504, -76.7957029 39.4032295, -76.7958731 39.4035879, -76.7959378 39.4037242)",Owings Mills Boulevard,,,
138607471,True,,primary_link,False,213.31500000000005,"LINESTRING (-76.7967977 39.4052877, -76.796749 39.4050336, -76.7967317 39.404965, -76.7966957 39.4048595, -76.7966885 39.4047578, -76.7966885 39.4046893, -76.796679 39.4046245, -76.796662 39.4045706, -76.7964713 39.4041635, -76.7964646 39.4041179, -76.7964722 39.4040723, -76.7964882 39.4040313, -76.796509 39.4040014, -76.7965423 39.4039683, -76.7965972 39.403937, -76.7966597 39.4039169, -76.7967435 39.4039133, -76.7968476 39.4039171, -76.7969786 39.4039276, -76.7972291 39.403957)",,,,
"[1061062483, 1061062484]",True,"['5', '2']",primary,False,167.29,"LINESTRING (-76.7967977 39.4052877, -76.7967102 39.4050062, -76.7966394 39.40479, -76.7965897 39.4046581, -76.796572 39.4046188, -76.7965303 39.4045262, -76.7962729 39.4039543, -76.7962237 39.4038517)",Owings Mills Boulevard,,,
1061062482,True,3,primary,False,187.623,"LINESTRING (-76.7968933 39.4069672, -76.7969174 39.4067406, -76.7969357 39.4064759, -76.7969332 39.406322, -76.7969266 39.4060964, -76.7968978 39.4058434, -76.7968725 39.4056403, -76.7968092 39.4053455, -76.7967977 39.4052877)",Owings Mills Boulevard,,,
972341841,True,2,secondary,False,19.171,"LINESTRING (-76.7960006 39.4038489, -76.7962237 39.4038517)",Red Run Boulevard,,,
