osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,ref,access
6003617,Glenbrook Road North,residential,False,True,10.59,,"LINESTRING (-93.5062734 44.9715337, -93.5063082 44.9714417)",,,
723006744,Wayzata Boulevard,secondary,True,False,79.264,1,"LINESTRING (-93.5062734 44.9715337, -93.5064041 44.9715619, -93.5071292 44.9717179, -93.5072385 44.9717384)",,,
723006442,Superior Boulevard,tertiary,True,False,99.246,,"LINESTRING (-93.5087662 44.968608, -93.5086502 44.9686836, -93.5086417 44.968702, -93.5084903 44.9690295, -93.5084577 44.9691153, -93.5083349 44.9693121, -93.5082931 44.9693791, -93.508265 44.9694136)",35 mph,,
832770592,Lake Street East,residential,False,False,245.817,,"LINESTRING (-93.5087662 44.968608, -93.5085724 44.9685599, -93.5082678 44.9684842, -93.5079151 44.9683955, -93.5072437 44.9682265, -93.5071301 44.9681979, -93.505827 44.9678579)",15 mph,,
832770592,Lake Street East,residential,False,True,232.52599999999998,,"LINESTRING (-93.5087662 44.968608, -93.5090219 44.968666, -93.5094246 44.9687574, -93.5098829 44.968857, -93.5105638 44.969005, -93.5114338 44.9691829, -93.5114622 44.9691901, -93.5115935 44.9692172)",15 mph,,
1080234673,Broadway Avenue South,residential,False,False,7.462,,"LINESTRING (-93.5102294 44.9723593, -93.5102546 44.9722946)",,,
6034262,Broadway Avenue North,residential,False,False,116.986,,"LINESTRING (-93.5102294 44.9723593, -93.5101886 44.97244, -93.5101045 44.9726251, -93.5097705 44.97336)",,,
1080236432,Wayzata Boulevard,secondary,True,False,104.24799999999999,1,"LINESTRING (-93.5102294 44.9723593, -93.5104006 44.9723989, -93.5114928 44.9726423)",,,
6036592,Rice Street East,residential,False,False,120.10300000000001,,"LINESTRING (-93.5091589 44.9709576, -93.508494 44.9708084, -93.5083178 44.9707689, -93.5077036 44.9706311)",,,
6036592,Rice Street East,residential,False,True,125.688,,"LINESTRING (-93.5091589 44.9709576, -93.5094781 44.9710172, -93.5105606 44.9712511, -93.5106904 44.9712792)",,,
6037881,Chicago Avenue South,residential,False,True,115.545,,"LINESTRING (-93.5091589 44.9709576, -93.5089331 44.9714869, -93.5087619 44.9718882, -93.508735 44.9719525)",,,
"[6036592, 812380231]",Rice Street East,residential,False,False,108.23499999999999,,"LINESTRING (-93.5077036 44.9706311, -93.5072755 44.9705364, -93.5070189 44.9704746, -93.5068602 44.9704324, -93.5067283 44.9703763, -93.5066586 44.9703416, -93.5065941 44.9703059, -93.5065541 44.9702589, -93.5065247 44.9702001)",,,
6036592,Rice Street East,residential,False,True,120.10300000000001,,"LINESTRING (-93.5077036 44.9706311, -93.5083178 44.9707689, -93.508494 44.9708084, -93.5091589 44.9709576)",,,
6037913,Grand Avenue,residential,False,True,117.94999999999999,,"LINESTRING (-93.5077036 44.9706311, -93.5073765 44.9713834, -93.5072774 44.9716272, -93.5072691 44.9716463)",,,
6034262,Broadway Avenue North,residential,False,True,121.542,,"LINESTRING (-93.5093101 44.9744034, -93.5097705 44.97336)",,,
409813504,Gardner Street East,residential,False,True,166.217,,"LINESTRING (-93.5093101 44.9744034, -93.5113336 44.974834)",,,
6000215,Park Street East,residential,False,False,102.582,,"LINESTRING (-93.5082568 44.9730235, -93.5070092 44.972755)",,,
6000215,Park Street East,residential,False,True,124.814,,"LINESTRING (-93.5082568 44.9730235, -93.5097705 44.97336)",,,
6009368,Chicago Avenue North,residential,False,False,115.176,,"LINESTRING (-93.5082568 44.9730235, -93.5078412 44.9740167)",,,
6009368,Chicago Avenue North,residential,False,True,114.414,,"LINESTRING (-93.5082568 44.9730235, -93.5085628 44.9723324, -93.5086586 44.972116, -93.5086958 44.9720426)",,,
6029586,Broadway Avenue South,residential,False,False,119.759,,"LINESTRING (-93.5106904 44.9712792, -93.5107176 44.9712154, -93.510834 44.970943, -93.5111412 44.9702505)",,,
6029586,Broadway Avenue South,residential,False,True,118.007,,"LINESTRING (-93.5106904 44.9712792, -93.5106615 44.9713457, -93.5102807 44.9722218, -93.5102546 44.9722946)",,,
6036592,Rice Street East,residential,False,False,125.688,,"LINESTRING (-93.5106904 44.9712792, -93.5105606 44.9712511, -93.5094781 44.9710172, -93.5091589 44.9709576)",,,
6036592,Rice Street East,residential,False,True,166.68699999999998,,"LINESTRING (-93.5106904 44.9712792, -93.5107969 44.9713021, -93.5113958 44.9714311, -93.5119405 44.9715484, -93.5120026 44.9715618, -93.5126298 44.9716969, -93.5127112 44.9717267)",,,
812380231,Rice Street East,residential,False,True,5.239,,"LINESTRING (-93.5065024 44.9701557, -93.5065247 44.9702001)",,,
6036592,Rice Street East,residential,False,False,118.906,,"LINESTRING (-93.5169147 44.9726557, -93.5154703 44.9723405)",,,
6026075,Barry Avenue South,residential,False,False,257.307,,"LINESTRING (-93.5169147 44.9726557, -93.5169164 44.9725192, -93.5169213 44.9723871, -93.517256 44.9714918, -93.5172659 44.971299, -93.5172602 44.9712121, -93.5172386 44.9708841, -93.517235 44.970829, -93.5172412 44.9704577, -93.5172431 44.9703732)",25 mph,,
6040005,Barry Avenue South,residential,False,True,66.23,,"LINESTRING (-93.5169147 44.9726557, -93.5169618 44.9728423, -93.5171111 44.9731841, -93.5171341 44.9732296)",25 mph,,
6036592,Rice Street East,residential,False,True,118.906,,"LINESTRING (-93.5154703 44.9723405, -93.5169147 44.9726557)",,,
6018972,Manitoba Avenue,residential,False,False,120.74100000000001,,"LINESTRING (-93.5154703 44.9723405, -93.515526 44.972225, -93.5159154 44.9713014)",,,
6036592,Rice Street East,residential,False,False,109.01400000000001,,"LINESTRING (-93.5154703 44.9723405, -93.5142746 44.9720731, -93.5141465 44.9720512)",,,
6000215,Park Street East,residential,False,False,119.368,,"LINESTRING (-93.5132533 44.9741183, -93.5118066 44.9737943)",,,
6027725,Minnetonka Avenue North,residential,False,False,120.749,,"LINESTRING (-93.5132533 44.9741183, -93.5128159 44.9751592)",,,
6000215,Park Street East,residential,False,True,332.62,,"LINESTRING (-93.5132533 44.9741183, -93.5140084 44.9742889, -93.5150313 44.9745149, -93.5172918 44.9750048)",,,
6027725,Minnetonka Avenue North,residential,False,True,119.85099999999998,,"LINESTRING (-93.5132533 44.9741183, -93.5132799 44.9740597, -93.513581 44.9733959, -93.5136806 44.9731763, -93.5137188 44.973092)",,,
6000215,Park Street East,residential,False,False,167.288,,"LINESTRING (-93.5118066 44.9737943, -93.5097705 44.97336)",,,
6000215,Park Street East,residential,False,True,119.368,,"LINESTRING (-93.5118066 44.9737943, -93.5132533 44.9741183)",,,
6016941,Walker Avenue North,residential,False,False,121.449,,"LINESTRING (-93.5118066 44.9737943, -93.5113336 44.974834)",,,
6016941,Walker Avenue North,residential,False,True,114.63000000000001,,"LINESTRING (-93.5118066 44.9737943, -93.5122155 44.9728522, -93.5122328 44.9728085)",,,
6018972,Manitoba Avenue,residential,False,True,121.06300000000002,,"LINESTRING (-93.516381 44.9702637, -93.5163582 44.9703195, -93.5160811 44.9709313, -93.5159154 44.9713014)",,,
832770593,Lake Street East,residential,False,False,107.395,,"LINESTRING (-93.516381 44.9702637, -93.5162952 44.9702456, -93.5157317 44.9701224, -93.515174 44.9700116, -93.5150725 44.9699886)",15 mph,,
832770593,Lake Street East,residential,False,True,69.07000000000001,,"LINESTRING (-93.516381 44.9702637, -93.5164588 44.9702799, -93.5166776 44.9703191, -93.516763 44.9703305, -93.5168589 44.9703406, -93.5169878 44.9703535, -93.5170764 44.9703641, -93.5171106 44.9703675, -93.5172431 44.9703732)",15 mph,,
6026075,Barry Avenue South,residential,False,True,257.30699999999996,,"LINESTRING (-93.5172431 44.9703732, -93.5172412 44.9704577, -93.517235 44.970829, -93.5172386 44.9708841, -93.5172602 44.9712121, -93.5172659 44.971299, -93.517256 44.9714918, -93.5169213 44.9723871, -93.5169164 44.9725192, -93.5169147 44.9726557)",25 mph,,
832770593,Lake Street East,residential,False,False,69.07,,"LINESTRING (-93.5172431 44.9703732, -93.5171106 44.9703675, -93.5170764 44.9703641, -93.5169878 44.9703535, -93.5168589 44.9703406, -93.516763 44.9703305, -93.5166776 44.9703191, -93.5164588 44.9702799, -93.516381 44.9702637)",15 mph,,
