osmid,bridge,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,access
17216839,,False,,,residential,,True,236.197,"LINESTRING (-73.0398035 41.5555935, -73.0397626 41.5556934, -73.0397526 41.5557186, -73.0395737 41.5561691, -73.0394399 41.5565059, -73.0393573 41.5567138, -73.0393315 41.5567787, -73.0392894 41.556904, -73.039266 41.5570224, -73.0393142 41.5571329, -73.0393465 41.5572071, -73.0393885 41.5572448, -73.0395074 41.5573516, -73.0396522 41.557474, -73.0397344 41.5575434)",Phoenix Avenue,
"[657116360, 657403707]",,False,,,secondary,,False,90.592,"LINESTRING (-73.0398035 41.5555935, -73.0398872 41.5556154, -73.0399152 41.5556238, -73.0402615 41.5557273, -73.0406638 41.5558475, -73.0408163 41.5558923)",East Main Street,
17210909,,True,,,residential,,False,117.753,"LINESTRING (-73.0435281 41.5566287, -73.0436342 41.5565914, -73.0437121 41.5565001, -73.0437551 41.5562224, -73.0437592 41.5561958, -73.0438104 41.5558655, -73.0438251 41.5557706, -73.0438449 41.5556429)",Church Street,
"[657116331, 657116335]",,True,,,secondary,,False,90.62800000000001,"LINESTRING (-73.0435281 41.5566287, -73.0434845 41.5565671, -73.0434472 41.556529, -73.0433582 41.5564876, -73.0430616 41.5564107, -73.0428184 41.5563589, -73.0427683 41.556352, -73.0425614 41.5563234)",West Main Street,
93836309,,True,1,,primary_link,,False,54.56,"LINESTRING (-73.0465031 41.5550344, -73.0463871 41.5550725, -73.0460314 41.555215, -73.0459298 41.5552702)",Grand Street,
"[1085685097, 845229379, 845229380, 93836321]",,False,,,secondary,,False,252.986,"LINESTRING (-73.0465031 41.5550344, -73.0464795 41.5548221, -73.0464555 41.5547037, -73.0463999 41.554523, -73.0462886 41.5542681, -73.0462477 41.5541888, -73.0461945 41.5540849, -73.0460044 41.5537265, -73.0457991 41.5533689, -73.0457213 41.5532284, -73.0456911 41.5531672, -73.0456364 41.5530636, -73.0455943 41.5529793, -73.0455486 41.5528864)",Meadow Street,
1085685097,,False,,,secondary,,True,54.98,"LINESTRING (-73.0465031 41.5550344, -73.0465136 41.5553966, -73.046508 41.5555287)",Meadow Street,
17206567,,False,2,,primary,,True,141.968,"LINESTRING (-73.0456073 41.5551227, -73.0454675 41.5550772, -73.044932 41.5549079, -73.0446008 41.5548035, -73.0441019 41.5546375, -73.0440407 41.5546171)",Grand Street,
17218356,,True,,,residential,,False,246.908,"LINESTRING (-73.0456073 41.5551227, -73.045557 41.555207, -73.0455058 41.5553595, -73.0453939 41.5557908, -73.0453755 41.5558713, -73.0453349 41.5560384, -73.0453231 41.5560785, -73.0452604 41.5562997, -73.0452339 41.5563993, -73.0450253 41.5571981, -73.0450074 41.5572946)",State Street,
657116367,,False,4,,primary,,False,31.454,"LINESTRING (-73.0456073 41.5551227, -73.0457729 41.5551959, -73.0459298 41.5552702)",Grand Street,
657116367,,False,4,,primary,,True,31.454,"LINESTRING (-73.0459298 41.5552702, -73.0457729 41.5551959, -73.0456073 41.5551227)",Grand Street,
1115159781,,False,4,,primary,,False,56.432,"LINESTRING (-73.0459298 41.5552702, -73.0463785 41.5554908, -73.0464485 41.5555213, -73.046508 41.5555287)",Grand Street,
125004822,,True,,,secondary_link,,False,30.254000000000005,"LINESTRING (-73.0432974 41.5569302, -73.0432089 41.5569884, -73.0430935 41.5570044, -73.0429652 41.5570084)",West Main Street,
657116336,,True,,,secondary,,False,4.405,"LINESTRING (-73.0429652 41.5570084, -73.0430118 41.5570272)",West Main Street,
17210675,,False,,,secondary,,True,132.845,"LINESTRING (-73.0429652 41.5570084, -73.0429495 41.5570038, -73.0423298 41.5568671, -73.042211 41.5568407, -73.0419258 41.5567782, -73.0415077 41.5566857, -73.0414343 41.5566695)",West Main Street,
17210675,,False,,,secondary,,False,73.622,"LINESTRING (-73.0405932 41.556464, -73.0407915 41.5565124, -73.0414343 41.5566695)",West Main Street,
610274102,,False,,,secondary,,False,144.487,"LINESTRING (-73.0405932 41.556464, -73.0405582 41.5565665, -73.0404794 41.5567888, -73.0404443 41.556869, -73.0403807 41.5569909, -73.040325 41.5570978, -73.0403053 41.5571199, -73.0401638 41.5572782, -73.0400045 41.5573766, -73.0397998 41.557503, -73.0397344 41.5575434)",North Main Street,
"[17212570, 657116333]",,False,,,secondary,,True,66.225,"LINESTRING (-73.0405932 41.556464, -73.0406212 41.5563922, -73.0406459 41.5563288, -73.0407495 41.5560634, -73.0407682 41.5560155, -73.0407803 41.5559845, -73.0408163 41.5558923)",North Main Street,
"[17210677, 657116359]",,False,,,secondary,,"[False, True]",115.18900000000001,"LINESTRING (-73.0408163 41.5558923, -73.0409847 41.5559343, -73.0416373 41.5560971, -73.0418273 41.5561445, -73.0420672 41.5562043, -73.0421085 41.5562146, -73.0421296 41.5562199)",West Main Street,
"[17212570, 657116333]",,False,,,secondary,,False,66.225,"LINESTRING (-73.0408163 41.5558923, -73.0407803 41.5559845, -73.0407682 41.5560155, -73.0407495 41.5560634, -73.0406459 41.5563288, -73.0406212 41.5563922, -73.0405932 41.556464)",North Main Street,
"[657116360, 657403707]",,False,,,secondary,,True,90.592,"LINESTRING (-73.0408163 41.5558923, -73.0406638 41.5558475, -73.0402615 41.5557273, -73.0399152 41.5556238, -73.0398872 41.5556154, -73.0398035 41.5555935)",East Main Street,
657403397,,True,,,secondary,,False,85.359,"LINESTRING (-73.0408163 41.5558923, -73.0408232 41.5558181, -73.0408643 41.5553757, -73.0408744 41.5552668, -73.0408875 41.5551265)",Bank Street,
618820855,,True,,,secondary,,False,15.372,"LINESTRING (-73.045211 41.5522915, -73.04527 41.5524225)",Meadow Street,
618820854,,True,,,secondary,,False,83.64699999999999,"LINESTRING (-73.045211 41.5522915, -73.0450125 41.5523161, -73.044806 41.5523342, -73.0443727 41.5523326, -73.0443202 41.552338, -73.044271 41.5523555, -73.0442285 41.552382)",Field Street,
618820856,,True,,,secondary,,False,17.93,"LINESTRING (-73.04527 41.5524225, -73.0454443 41.5523277)",Field Street,
618820857,,True,,,secondary,,False,57.00300000000001,"LINESTRING (-73.04527 41.5524225, -73.0453106 41.5525152, -73.0454253 41.5527516, -73.045472 41.5528103, -73.0455486 41.5528864)",Meadow Street,
28102694,,True,,,secondary,,False,19.826,"LINESTRING (-73.0454443 41.5523277, -73.045211 41.5522915)",Field Street,
17203069,,True,,,motorway_link,,False,115.738,"LINESTRING (-73.0454443 41.5523277, -73.045381 41.5522803, -73.0453257 41.5522343, -73.045276 41.5521716, -73.0451052 41.5517743, -73.0450367 41.5516373, -73.0449888 41.5515472, -73.0449641 41.5515111, -73.0449339 41.5514761, -73.0448856 41.5514329, -73.0448468 41.5514055)",,
618820858,,True,,,secondary,,False,245.795,"LINESTRING (-73.0454443 41.5523277, -73.0454142 41.5521455, -73.0453605 41.5519894, -73.0448516 41.550843, -73.044794 41.5507418, -73.0447244 41.5506431, -73.0446481 41.5505588, -73.0445699 41.550483, -73.0444331 41.5503836, -73.0443071 41.5503665)",Meadow Street,
17216839,,False,,,residential,,False,236.197,"LINESTRING (-73.0397344 41.5575434, -73.0396522 41.557474, -73.0395074 41.5573516, -73.0393885 41.5572448, -73.0393465 41.5572071, -73.0393142 41.5571329, -73.039266 41.5570224, -73.0392894 41.556904, -73.0393315 41.5567787, -73.0393573 41.5567138, -73.0394399 41.5565059, -73.0395737 41.5561691, -73.0397526 41.5557186, -73.0397626 41.5556934, -73.0398035 41.5555935)",Phoenix Avenue,
610274102,,False,,,secondary,,False,117.09699999999998,"LINESTRING (-73.0397344 41.5575434, -73.0396818 41.5575773, -73.0395732 41.5576472, -73.0393033 41.557821, -73.0391037 41.5579525, -73.0390237 41.5580052, -73.0387885 41.5581602, -73.0387614 41.5581815, -73.0386832 41.5582429)",North Main Street,
610274102,,False,,,secondary,,True,144.487,"LINESTRING (-73.0397344 41.5575434, -73.0397998 41.557503, -73.0400045 41.5573766, -73.0401638 41.5572782, -73.0403053 41.5571199, -73.040325 41.5570978, -73.0403807 41.5569909, -73.0404443 41.556869, -73.0404794 41.5567888, -73.0405582 41.5565665, -73.0405932 41.556464)",North Main Street,
125004820,,True,,,secondary,,False,17.357,"LINESTRING (-73.0435068 41.556854, -73.0435342 41.5569078, -73.043588 41.556965, -73.0436159 41.5569845)",West Main Street,
125004824,,True,,,secondary_link,,False,19.990000000000002,"LINESTRING (-73.0435068 41.556854, -73.0434342 41.5568639, -73.0433617 41.556884, -73.0432974 41.5569302)",West Main Street,
125004820,,True,,,secondary,,False,43.231,"LINESTRING (-73.0436159 41.5569845, -73.0436818 41.5570438, -73.0437656 41.5570961, -73.043824 41.5571296, -73.0440359 41.5572035)",West Main Street,
125004821,,True,,,secondary_link,,False,12.256,"LINESTRING (-73.0436159 41.5569845, -73.0436541 41.5569262, -73.0436727 41.5568831)",West Main Street,
610289215,,True,,,secondary,,False,83.534,"LINESTRING (-73.0440359 41.5572035, -73.0444677 41.5572996, -73.044506 41.557308, -73.0448829 41.5573923, -73.0449982 41.5574176)",West Main Street,
17208720,,False,,,residential,,False,13.698,"LINESTRING (-73.0449982 41.5574176, -73.0450074 41.5572946)",Holmes Avenue,
610289215,,True,,,secondary,,False,141.94,"LINESTRING (-73.0449982 41.5574176, -73.0461951 41.5576795, -73.0462172 41.5576867, -73.0463646 41.5577419, -73.0464674 41.5577743, -73.0466212 41.5578026)",West Main Street,
125004821,,True,,,secondary_link,,False,31.918,"LINESTRING (-73.0432724 41.5570779, -73.0434824 41.5570647, -73.0435424 41.5570393, -73.0435927 41.5570048, -73.0436159 41.5569845)",West Main Street,
630471706,,True,,,secondary,,False,65.191,"LINESTRING (-73.0432724 41.5570779, -73.0437377 41.5571739, -73.0440359 41.5572035)",West Main Street,
125004914,,True,,,secondary_link,,False,28.412999999999997,"LINESTRING (-73.040602 41.5551447, -73.0406929 41.555188, -73.0407241 41.5551977, -73.0407573 41.555196, -73.0407954 41.5551916, -73.0408226 41.5551807, -73.0408875 41.5551265)",,
"[179220962, 657116334]",,True,,,secondary,,False,85.164,"LINESTRING (-73.040602 41.5551447, -73.0406577 41.5552873, -73.0407133 41.5554299, -73.0407554 41.555619, -73.0407985 41.5558124, -73.0408163 41.5558923)",South Main Street,
657403397,,True,,,secondary,,False,41.564,"LINESTRING (-73.0408875 41.5551265, -73.0409221 41.5547536)",Bank Street,
179220949,,True,,,residential,,False,48.574,"LINESTRING (-73.0396487 41.550871, -73.0395751 41.5508736, -73.0394696 41.5508767, -73.0391498 41.5508853, -73.0390654 41.5508876)",Market Square,
17205877,,False,,,residential,,False,89.422,"LINESTRING (-73.0455486 41.5528864, -73.0454382 41.5529114, -73.0454031 41.5529211, -73.0453682 41.5529266, -73.0453183 41.5529228, -73.0452726 41.5529097, -73.0450454 41.5528119, -73.0446028 41.5526006)",Meadow Street,
30326546,,True,,,secondary,,False,63.113,"LINESTRING (-73.0455486 41.5528864, -73.0455546 41.5527999, -73.045555 41.5527341, -73.0454755 41.5524873, -73.0454443 41.5523277)",Meadow Street,
"[93836321, 845229379, 845229380, 1085685097]",,False,,,secondary,,True,252.98600000000002,"LINESTRING (-73.0455486 41.5528864, -73.0455943 41.5529793, -73.0456364 41.5530636, -73.0456911 41.5531672, -73.0457213 41.5532284, -73.0457991 41.5533689, -73.0460044 41.5537265, -73.0461945 41.5540849, -73.0462477 41.5541888, -73.0462886 41.5542681, -73.0463999 41.554523, -73.0464555 41.5547037, -73.0464795 41.5548221, -73.0465031 41.5550344)",Meadow Street,
125004820,,True,,,secondary,,False,25.244999999999997,"LINESTRING (-73.0433931 41.5566439, -73.0434384 41.5567447, -73.0435068 41.556854)",West Main Street,
125004822,,True,,,secondary_link,,False,33.018,"LINESTRING (-73.0433931 41.5566439, -73.0433456 41.5568479, -73.0432974 41.5569302)",West Main Street,
611262993,,False,,,secondary,,False,37.727,"LINESTRING (-73.0425614 41.5563234, -73.0422128 41.5562398, -73.0421296 41.5562199)",West Main Street,
657116326,,True,,,secondary,,False,79.99099999999999,"LINESTRING (-73.0425614 41.5563234, -73.0428639 41.5564299, -73.0429638 41.5564571, -73.0433251 41.5565556, -73.0433931 41.5566439)",West Main Street,
17210675,,False,,,secondary,,False,132.845,"LINESTRING (-73.0414343 41.5566695, -73.0415077 41.5566857, -73.0419258 41.5567782, -73.042211 41.5568407, -73.0423298 41.5568671, -73.0429495 41.5570038, -73.0429652 41.5570084)",West Main Street,
17210675,,False,,,secondary,,True,73.622,"LINESTRING (-73.0414343 41.5566695, -73.0407915 41.5565124, -73.0405932 41.556464)",West Main Street,
17211262,,False,,,residential,,True,40.695,"LINESTRING (-73.0427369 41.5546044, -73.0425944 41.5549545)",Leavenworth Street,
"[1019874224, 17211262]",,False,,,residential,,False,47.98100000000001,"LINESTRING (-73.0427369 41.5546044, -73.0427703 41.5544877, -73.0428577 41.5542678, -73.0429035 41.5541925)",Leavenworth Street,
431701601,,True,,,residential,,False,146.576,"LINESTRING (-73.0427369 41.5546044, -73.0426474 41.554591, -73.0419436 41.5544857, -73.0417129 41.5544512, -73.0415308 41.5544239, -73.0414642 41.5547787, -73.0414624 41.5547867, -73.0414569 41.5548178)",Printers Court,
17218445,,True,,,residential,,False,95.863,"LINESTRING (-73.0414569 41.5548178, -73.0415831 41.5548329, -73.0416403 41.5548398, -73.0418716 41.5548676, -73.042487 41.5549416, -73.0425231 41.5549462, -73.0425944 41.5549545)",Center Street,
618820851,,True,,,motorway_link,,False,24.765,"LINESTRING (-73.0440394 41.5522922, -73.0441129 41.5523965, -73.0441301 41.5525005)",,
618820852,,True,,,motorway_link,,False,18.646,"LINESTRING (-73.0440394 41.5522922, -73.0441274 41.5523372, -73.0442285 41.552382)",,
17203075,,True,,,motorway_link,,False,67.981,"LINESTRING (-73.044759 41.5509276, -73.0447001 41.5509784, -73.0446726 41.5510225, -73.0446541 41.5510463, -73.0446344 41.5510678, -73.0446102 41.5510903, -73.0445803 41.5511142, -73.0445546 41.5511325, -73.0445222 41.5511523, -73.0444782 41.5511754, -73.0444314 41.5511966, -73.0443539 41.5512265, -73.044269 41.5512544, -73.0441354 41.5512912)",,
30326544,,True,,,secondary,,False,53.873,"LINESTRING (-73.044759 41.5509276, -73.0448046 41.551042, -73.0448241 41.5511469, -73.0448408 41.551305, -73.0448468 41.5514055)",Meadow Street,
17203069,,True,,,motorway_link,,False,62.87800000000001,"LINESTRING (-73.0448468 41.5514055, -73.0448102 41.5513835, -73.0447831 41.5513693, -73.0447424 41.5513504, -73.0447041 41.5513348, -73.0446615 41.5513214, -73.0446078 41.551307, -73.0445669 41.5512975, -73.044511 41.5512868, -73.0444381 41.5512765, -73.0444 41.5512729, -73.044361 41.5512706, -73.0442947 41.5512701, -73.0442546 41.5512722, -73.0442146 41.5512763, -73.0441616 41.5512851, -73.0441354 41.5512912)",,
30326544,,True,,,secondary,,False,103.217,"LINESTRING (-73.0448468 41.5514055, -73.0448569 41.551461, -73.0448718 41.5515151, -73.0449088 41.5516176, -73.045211 41.5522915)",Meadow Street,
"[125004913, 96895597, 1100844150]",yes,True,"['4', '3']",I 84,motorway,"['55 mph', '45 mph']",False,125.97,"LINESTRING (-73.0395267 41.5511752, -73.0394593 41.551165, -73.0392329 41.5511386, -73.0390058 41.5511221, -73.0387751 41.5511152, -73.038534 41.5511136, -73.0382762 41.5511259, -73.0380207 41.5511494)",,
1019874222,,False,,,primary,,True,13.486,"LINESTRING (-73.0430476 41.554248, -73.0429035 41.5541925)",Grand Street,
17206567,,False,2,,primary,,False,92.269,"LINESTRING (-73.0430476 41.554248, -73.0430923 41.5542652, -73.0432838 41.5543354, -73.0434562 41.5544011, -73.0436513 41.5544739, -73.043896 41.5545647, -73.0440407 41.5546171)",Grand Street,
"[17212946, 1019874223]",,False,,,residential,,True,214.20100000000002,"LINESTRING (-73.0430476 41.554248, -73.0430995 41.5541667, -73.0432804 41.5538795, -73.0433971 41.5536735, -73.0435456 41.5534358, -73.0436002 41.5533485, -73.0436468 41.5532815, -73.0441301 41.5525005)",Field Street,
17205877,,False,,,residential,,True,89.42200000000001,"LINESTRING (-73.0446028 41.5526006, -73.0450454 41.5528119, -73.0452726 41.5529097, -73.0453183 41.5529228, -73.0453682 41.5529266, -73.0454031 41.5529211, -73.0454382 41.5529114, -73.0455486 41.5528864)",Meadow Street,
96895606,yes,True,3,I 84,motorway,45 mph,False,153.881,"LINESTRING (-73.04607 41.5518606, -73.0479164 41.5517841)",,
96895606,yes,True,3,I 84,motorway,45 mph,False,53.058,"LINESTRING (-73.0454332 41.5518847, -73.04607 41.5518606)",,
121501135,yes,True,3,I 84,motorway,45 mph,False,130.013,"LINESTRING (-73.0494765 41.5517198, -73.0479164 41.5517832)",,
96895606,yes,True,3,I 84,motorway,45 mph,False,130.085,"LINESTRING (-73.0479164 41.5517841, -73.0494774 41.5517211)",,
657116336,,True,,,secondary,,False,22.405,"LINESTRING (-73.0430118 41.5570272, -73.0432724 41.5570779)",West Main Street,
