osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry
182910762,True,1,LP-302,Calle Calderon,secondary_link,50,circular,False,5.314,"LINESTRING (-17.8533771 28.65363, -17.8533856 28.6536772)"
182910768,False,2,LP-3,Carretera General Padrón,primary,50,,True,18.543,"LINESTRING (-17.8533771 28.65363, -17.8531871 28.6536331)"
182910770,False,2,LP-3,Carretera General Padrón,primary,50,,False,25.2,"LINESTRING (-17.8533771 28.65363, -17.8536352 28.6536222)"
182910751,True,1,LP-302,Calle Calderon,secondary_link,,,False,16.66,"LINESTRING (-17.853421 28.653859, -17.8534754 28.6537989, -17.853531 28.6537445)"
182910774,False,2,LP-3,Carretera General Padrón,primary,70,,False,492.4540000000001,"LINESTRING (-17.8572664 28.6523809, -17.8572865 28.652372, -17.8573474 28.6523356, -17.8573774 28.6523185, -17.8574105 28.6522995, -17.8575456 28.6522442, -17.8575993 28.6522222, -17.8578524 28.6521524, -17.8578901 28.652142, -17.8580959 28.6520886, -17.8583162 28.6520315, -17.8584252 28.6520032, -17.8586291 28.6519504, -17.8587922 28.6519091, -17.8588688 28.6518883, -17.8590226 28.6518464, -17.8591964 28.6517991, -17.8592618 28.6517813, -17.8593605 28.6517577, -17.8594233 28.6517426, -17.8595506 28.6517121, -17.8595728 28.6517104, -17.8596921 28.6517011, -17.8597525 28.6517017, -17.8598137 28.6517023, -17.8598475 28.6517027, -17.8598662 28.6517063, -17.8599083 28.6517145, -17.8599586 28.6517268, -17.8600184 28.6517439, -17.8601443 28.6517798, -17.8602341 28.6518054, -17.8603478 28.6518395, -17.860441 28.6518675, -17.8604866 28.6518797, -17.8605282 28.6518908, -17.860573 28.6518985, -17.8606196 28.6519066, -17.8606556 28.6519129, -17.8607291 28.6519206, -17.8607861 28.6519165, -17.8608799 28.6518997, -17.8609149 28.6518934, -17.8609336 28.65189, -17.8611354 28.6518448, -17.861236 28.6518223, -17.8614146 28.6517823, -17.8614933 28.6517644, -17.8615572 28.6517499, -17.8617893 28.6516972, -17.8619109 28.6516696, -17.8619919 28.6516512, -17.8621029 28.6516253)"
182910774,False,2,LP-3,Carretera General Padrón,primary,70,,True,363.865,"LINESTRING (-17.8572664 28.6523809, -17.8572071 28.6524205, -17.8571722 28.6524414, -17.8570549 28.6525116, -17.8570074 28.6525406, -17.856926 28.6525887, -17.8568272 28.6526505, -17.8566674 28.6527504, -17.8565737 28.6528053, -17.8564459 28.6528803, -17.8561512 28.6530612, -17.8558884 28.6532263, -17.8558168 28.6532713, -17.8558025 28.6532788, -17.8557136 28.6533253, -17.8556447 28.6533614, -17.8556244 28.6533707, -17.8554812 28.6534365, -17.855465 28.6534417, -17.8552398 28.6535132, -17.8552224 28.6535168, -17.8550529 28.6535517, -17.8549614 28.6535705, -17.8547911 28.6535896, -17.8547685 28.6535914, -17.8546286 28.6536024, -17.8545542 28.6536047, -17.854495 28.6536065, -17.8543802 28.6536101, -17.8541959 28.6536158, -17.853932 28.6536166)"
182910774,False,2,LP-3,Carretera General Padrón,primary,70,,True,492.4539999999999,"LINESTRING (-17.8621029 28.6516253, -17.8619919 28.6516512, -17.8619109 28.6516696, -17.8617893 28.6516972, -17.8615572 28.6517499, -17.8614933 28.6517644, -17.8614146 28.6517823, -17.861236 28.6518223, -17.8611354 28.6518448, -17.8609336 28.65189, -17.8609149 28.6518934, -17.8608799 28.6518997, -17.8607861 28.6519165, -17.8607291 28.6519206, -17.8606556 28.6519129, -17.8606196 28.6519066, -17.860573 28.6518985, -17.8605282 28.6518908, -17.8604866 28.6518797, -17.860441 28.6518675, -17.8603478 28.6518395, -17.8602341 28.6518054, -17.8601443 28.6517798, -17.8600184 28.6517439, -17.8599586 28.6517268, -17.8599083 28.6517145, -17.8598662 28.6517063, -17.8598475 28.6517027, -17.8598137 28.6517023, -17.8597525 28.6517017, -17.8596921 28.6517011, -17.8595728 28.6517104, -17.8595506 28.6517121, -17.8594233 28.6517426, -17.8593605 28.6517577, -17.8592618 28.6517813, -17.8591964 28.6517991, -17.8590226 28.6518464, -17.8588688 28.6518883, -17.8587922 28.6519091, -17.8586291 28.6519504, -17.8584252 28.6520032, -17.8583162 28.6520315, -17.8580959 28.6520886, -17.8578901 28.652142, -17.8578524 28.6521524, -17.8575993 28.6522222, -17.8575456 28.6522442, -17.8574105 28.6522995, -17.8573774 28.6523185, -17.8573474 28.6523356, -17.8572865 28.652372, -17.8572664 28.6523809)"
"[182910778, 1216937285]",True,1,,,secondary_link,50,,False,31.131,"LINESTRING (-17.8534699 28.6535114, -17.8534022 28.6535212, -17.8533515 28.6535503, -17.8532672 28.6535981, -17.8531871 28.6536331)"
1216937288,True,1,LP-302,Calle Calderon,secondary_link,50,circular,False,17.156,"LINESTRING (-17.8534699 28.6535114, -17.8534552 28.6535206, -17.853421 28.653538, -17.8533783 28.6535919, -17.8533771 28.65363)"
1216937289,True,1,LP-302,Calle Calderon,secondary_link,50,circular,False,7.262,"LINESTRING (-17.8535443 28.653513, -17.8534699 28.6535114)"
182910772,False,2,LP-3,Carretera General Padrón,primary,50,,True,10.189,"LINESTRING (-17.853932 28.6536166, -17.8538277 28.653621)"
182910753,True,1,,Calle Calderon,secondary_link,50,,False,39.586,"LINESTRING (-17.853932 28.6536166, -17.8537548 28.6535775, -17.8537207 28.6535674, -17.8536194 28.6535362, -17.8535443 28.653513)"
182910774,False,2,LP-3,Carretera General Padrón,primary,70,,False,363.86500000000007,"LINESTRING (-17.853932 28.6536166, -17.8541959 28.6536158, -17.8543802 28.6536101, -17.854495 28.6536065, -17.8545542 28.6536047, -17.8546286 28.6536024, -17.8547685 28.6535914, -17.8547911 28.6535896, -17.8549614 28.6535705, -17.8550529 28.6535517, -17.8552224 28.6535168, -17.8552398 28.6535132, -17.855465 28.6534417, -17.8554812 28.6534365, -17.8556244 28.6533707, -17.8556447 28.6533614, -17.8557136 28.6533253, -17.8558025 28.6532788, -17.8558168 28.6532713, -17.8558884 28.6532263, -17.8561512 28.6530612, -17.8564459 28.6528803, -17.8565737 28.6528053, -17.8566674 28.6527504, -17.8568272 28.6526505, -17.856926 28.6525887, -17.8570074 28.6525406, -17.8570549 28.6525116, -17.8571722 28.6524414, -17.8572071 28.6524205, -17.8572664 28.6523809)"
182910766,False,2,LP-3,Carretera General Padrón,primary,50,,True,18.784,"LINESTRING (-17.8538277 28.653621, -17.8536352 28.6536222)"
182910772,False,2,LP-3,Carretera General Padrón,primary,50,,False,10.189,"LINESTRING (-17.8538277 28.653621, -17.853932 28.6536166)"
182910766,False,2,LP-3,Carretera General Padrón,primary,50,,False,18.784,"LINESTRING (-17.8536352 28.6536222, -17.8538277 28.653621)"
182910770,False,2,LP-3,Carretera General Padrón,primary,50,,True,25.2,"LINESTRING (-17.8536352 28.6536222, -17.8533771 28.65363)"
182910760,True,1,LP-302,Calle Calderon,secondary_link,50,circular,False,15.659,"LINESTRING (-17.8536352 28.6536222, -17.8536253 28.6535923, -17.8536083 28.6535579, -17.8535793 28.6535334, -17.8535443 28.653513)"
182910768,False,2,LP-3,Carretera General Padrón,primary,50,,False,18.543,"LINESTRING (-17.8531871 28.6536331, -17.8533771 28.65363)"
1190460557,True,1,,Calle Calderon,secondary_link,50,,False,19.98,"LINESTRING (-17.8531871 28.6536331, -17.8533856 28.6536772)"
26706589,True,1,LP-302,Calle Calderon,secondary_link,,,False,16.436999999999998,"LINESTRING (-17.8534122 28.6537118, -17.8534233 28.6537928, -17.853421 28.653859)"
1216937284,True,1,LP-302,Calle Calderon,secondary_link,50,circular,False,12.420000000000002,"LINESTRING (-17.8534122 28.6537118, -17.8534623 28.6537377, -17.853531 28.6537445)"
182910749,True,1,,Calle Calderon,secondary_link,,,False,24.683,"LINESTRING (-17.8535969 28.6537118, -17.8536486 28.6536909, -17.8536742 28.6536806, -17.8537485 28.6536506, -17.8538277 28.653621)"
1216937286,True,1,LP-302,Calle Calderon,secondary_link,50,circular,False,10.739,"LINESTRING (-17.8535969 28.6537118, -17.8536283 28.6536561, -17.8536352 28.6536222)"
1216937287,True,1,LP-302,Calle Calderon,secondary_link,50,circular,False,7.442,"LINESTRING (-17.853531 28.6537445, -17.8535668 28.6537314, -17.8535969 28.6537118)"
1216937281,True,1,LP-302,Calle Calderon,secondary_link,50,circular,False,4.641,"LINESTRING (-17.8533856 28.6536772, -17.8534122 28.6537118)"
