osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,access,ref
1053849378,True,5,Central Avenue Southwest,secondary,False,25.268,"LINESTRING (-84.3929542 33.7467527, -84.392859 33.7468642, -84.392796 33.746938)",,,
"[1111405818, 1111405819]",True,5,Pryor Street Southwest,secondary,False,199.909,"LINESTRING (-84.3944372 33.7463713, -84.394458 33.745399, -84.3944783 33.7445738)",,,
44698161,True,2,,motorway_link,False,70.724,"LINESTRING (-84.3855308 33.748644, -84.3855578 33.7486398, -84.3856395 33.7486253, -84.3857124 33.7486226, -84.3857633 33.7486237, -84.3858388 33.7486268, -84.3859567 33.7486512, -84.3860758 33.7486827, -84.3862829 33.7486669)",,,
436808888,True,1,,motorway_link,False,67.23,"LINESTRING (-84.3855308 33.748644, -84.3856162 33.7486693, -84.3856787 33.7486901, -84.3857315 33.7487127, -84.3857784 33.74874, -84.3858153 33.7487684, -84.3858408 33.7488091, -84.3858529 33.7488531, -84.3858578 33.7488999, -84.3858509 33.7489658, -84.3858502 33.7490009, -84.3858446 33.749096)",,,
"[755543580, 755543583]",True,1,,motorway_link,False,24.447,"LINESTRING (-84.3855308 33.748644, -84.3855718 33.7485869, -84.385604 33.7485602, -84.3856104 33.7485463, -84.3856534 33.7484522)",yes,,
563545715,False,,Capitol Avenue Southeast,secondary,False,122.459,"LINESTRING (-84.3877455 33.7450365, -84.3877426 33.7451491, -84.3877274 33.7461377)",,,
385744394,True,3,Martin Luther King Jr Drive Southwest,secondary,False,71.5,"LINESTRING (-84.392145 33.752069, -84.3922227 33.7521123, -84.3927339 33.7523973, -84.3927875 33.7524269)",,,
629278228,False,,Peachtree Street Southwest,secondary,False,145.774,"LINESTRING (-84.392145 33.752069, -84.3920831 33.7521471, -84.3913289 33.7530997, -84.391278 33.753164)",,,
629278230,False,2,Peachtree Street Southwest,secondary,True,149.952,"LINESTRING (-84.392145 33.752069, -84.3921823 33.7520204, -84.3922058 33.7519916, -84.3926325 33.7514485, -84.3929764 33.7510098, -84.393032 33.75094)",,,
630391544,True,3,Martin Luther King Jr Drive Southwest,secondary,False,131.206,"LINESTRING (-84.3909641 33.7514146, -84.3910548 33.7514667, -84.3920692 33.7520271, -84.392145 33.752069)",,,
1040740789,True,4,Pryor Street Southwest,secondary,False,149.17800000000003,"LINESTRING (-84.3909641 33.7514146, -84.3910006 33.751358, -84.3910223 33.7513245, -84.3918258 33.7503831, -84.3918849 33.7503138)",,,
"[580808689, 630644330, 54032747]",True,4,Central Avenue Southwest,secondary,False,239.03000000000003,"LINESTRING (-84.3898561 33.7507996, -84.389788 33.7508894, -84.389667 33.751049, -84.3890604 33.7518426, -84.3890108 33.751906, -84.3889592 33.7519779, -84.3889403 33.7520087, -84.3888794 33.7520698, -84.3888187 33.7521357, -84.3887791 33.752174, -84.3886779 33.7522721, -84.3885194 33.7524176, -84.3884522 33.7524801, -84.3883734 33.7525534)",yes,,
"[1046210144, 630644331]",True,"['4', '5']",Martin Luther King Jr Drive Southwest,secondary,False,123.167,"LINESTRING (-84.3898561 33.7507996, -84.3899528 33.7508533, -84.3906603 33.751246, -84.3908817 33.7513689, -84.3909641 33.7514146)",,,
630697023,True,4,Martin Luther King Jr Drive Southwest,secondary,False,154.474,"LINESTRING (-84.388458 33.750039, -84.3885389 33.7500833, -84.3888314 33.7502427, -84.3888955 33.7502762, -84.3897495 33.7507433, -84.3898561 33.7507996)",,,
631165781,True,4,Washington Street Southwest,secondary,False,148.676,"LINESTRING (-84.388458 33.750039, -84.3885228 33.7499585, -84.3889067 33.7494813, -84.3889341 33.7494472, -84.3892874 33.7489854, -84.389338 33.74892)",,,
"[9272764, 1029605047]",True,"['4', '3']",Piedmont Avenue Southeast,secondary,False,294.29,"LINESTRING (-84.387283 33.7493633, -84.3872165 33.7494834, -84.3871101 33.7496674, -84.3869076 33.7499612, -84.3869032 33.7499664, -84.3866689 33.7502411, -84.3865111 33.7503958, -84.3864114 33.7504936, -84.3862026 33.7507057, -84.3859627 33.7509378, -84.3858469 33.7510439, -84.3854369 33.7514196, -84.385383 33.751469)",,,
579586365,True,5,Martin Luther King Jr Drive Southwest,secondary,False,132.131,"LINESTRING (-84.387283 33.7493633, -84.3874174 33.7494475, -84.387746 33.7496478, -84.3884005 33.7500073, -84.388458 33.750039)",,,
9240814,True,4,Martin Luther King Jr Drive Southeast,secondary,False,42.685,"LINESTRING (-84.3869429 33.7491063, -84.387043 33.7492033, -84.387167 33.7492782, -84.387283 33.7493633)",,,
"[755543584, 583662785, 755543590]",False,6,Martin Luther King Jr Drive Southeast,secondary,True,78.175,"LINESTRING (-84.3869429 33.7491063, -84.3867571 33.7489844, -84.3864587 33.7487824, -84.3864488 33.7487757, -84.3863591 33.7487155, -84.3862829 33.7486669)",,,
"[755543600, 9264609]",True,3,Capitol Square Southwest,residential,False,140.45000000000002,"LINESTRING (-84.389338 33.74892, -84.3892705 33.748883, -84.3892235 33.748857, -84.3887316 33.7485872, -84.388582 33.7485051, -84.3882929 33.7483469, -84.3880697 33.7482248)",,no,
54032749,True,4,Washington Street Southwest,secondary,False,146.658,"LINESTRING (-84.389338 33.74892, -84.3893955 33.7488547, -84.3896723 33.7485042, -84.3901692 33.7478751, -84.390213 33.74782)",,,
"[1052597162, 580808690, 1052597163]",True,"['3', '2', '5']",Central Avenue Southwest,secondary,False,149.197,"LINESTRING (-84.390663 33.749647, -84.3906073 33.7497173, -84.3900432 33.7504296, -84.3899638 33.7505306, -84.389931 33.7506297, -84.3899015 33.750711, -84.389899 33.750718, -84.3898853 33.7507439, -84.3898561 33.7507996)",,,
"[755543598, 630697022]",True,3,Mitchell Street Southwest,secondary,False,146.773,"LINESTRING (-84.390663 33.749647, -84.3905857 33.7496046, -84.389916 33.7492372, -84.3894345 33.748973, -84.389338 33.74892)",,,
580807402,True,3,Mitchell Street Southwest,secondary,False,135.129,"LINESTRING (-84.3918849 33.7503138, -84.3917694 33.7502508, -84.3909251 33.74979, -84.3907405 33.7496893, -84.390663 33.749647)",,,
1177485086,True,4,Pryor Street Southwest,secondary,False,144.862,"LINESTRING (-84.3918849 33.7503138, -84.3919312 33.7502563, -84.3921904 33.7499343, -84.3922991 33.7497992, -84.392375 33.7497049, -84.392458 33.7496086, -84.3926043 33.7494195, -84.3926238 33.749392, -84.3927492 33.7492274)",,,
580810158,True,,Broad Street Southwest,tertiary,False,150.24899999999997,"LINESTRING (-84.3936945 33.7513057, -84.3936323 33.7513815, -84.3933907 33.7516812, -84.3928521 33.752347, -84.3928243 33.7523817, -84.3927875 33.7524269)",,,
629305962,True,2,Mitchell Street Southwest,secondary,False,73.523,"LINESTRING (-84.3936945 33.7513057, -84.3936279 33.7512705, -84.3934601 33.7511796, -84.3932249 33.751048, -84.3931128 33.7509849, -84.393032 33.75094)",,,
39441455,True,2,Mitchell Street Southwest,secondary,False,70.607,"LINESTRING (-84.394329 33.7516591, -84.3942692 33.7516258, -84.3941692 33.7515701, -84.394125 33.7515455, -84.3939937 33.7514719, -84.3939595 33.7514529, -84.3937752 33.7513502, -84.3936945 33.7513057)",,,
629278227,False,4,Forsyth Street Southwest,tertiary,True,151.23999999999998,"LINESTRING (-84.394329 33.7516591, -84.3940353 33.7520446, -84.3939685 33.7521322, -84.3938684 33.7522636, -84.3936609 33.752536, -84.3935569 33.7526725, -84.393496 33.7527525, -84.3934536 33.7528081)",,,
629305952,False,4,Forsyth Street Southwest,tertiary,False,81.305,"LINESTRING (-84.394329 33.7516591, -84.3947515 33.7511055, -84.3947982 33.7510407)",,,
629278226,True,2,Mitchell Street Southwest,secondary,False,148.28900000000002,"LINESTRING (-84.3956705 33.7523901, -84.3956047 33.7523546, -84.394329 33.7516591)",,,
629305908,True,5,Martin Luther King Jr Drive Southwest,secondary,False,74.763,"LINESTRING (-84.3927875 33.7524269, -84.3928748 33.7524775, -84.3932075 33.7526686, -84.3932352 33.7526846, -84.3933858 33.7527712, -84.3934536 33.7528081)",,,
629278227,False,4,Forsyth Street Southwest,tertiary,False,151.24,"LINESTRING (-84.3934536 33.7528081, -84.393496 33.7527525, -84.3935569 33.7526725, -84.3936609 33.752536, -84.3938684 33.7522636, -84.3939685 33.7521322, -84.3940353 33.7520446, -84.394329 33.7516591)",,,
629305952,False,4,Forsyth Street Southwest,tertiary,False,64.903,"LINESTRING (-84.3947982 33.7510407, -84.3948885 33.7509187, -84.3949782 33.7508015, -84.3950694 33.7506801, -84.3951153 33.7506211, -84.3951732 33.7505473)",,,
629305952,False,4,Forsyth Street Southwest,tertiary,True,81.305,"LINESTRING (-84.3947982 33.7510407, -84.3947515 33.7511055, -84.394329 33.7516591)",,,
234939833,False,4,Trinity Avenue Southwest,primary,True,68.73400000000001,"LINESTRING (-84.3951732 33.7505473, -84.3951065 33.7505115, -84.394851 33.7503707, -84.3948308 33.7503594, -84.3946205 33.7502467, -84.3945519 33.7502079)",,,GA 154
629305952,False,4,Forsyth Street Southwest,tertiary,True,64.903,"LINESTRING (-84.3951732 33.7505473, -84.3951153 33.7506211, -84.3950694 33.7506801, -84.3949782 33.7508015, -84.3948885 33.7509187, -84.3947982 33.7510407)",,,
"[9245544, 583666182, 54032750, 580342815]",True,4,"['Washington Street Southwest', 'Courtland Street Southeast']",secondary,False,482.25000000000006,"LINESTRING (-84.3853205 33.753486, -84.3853676 33.7534388, -84.3857582 33.7530459, -84.3858634 33.7529454, -84.3859457 33.7528675, -84.387118 33.751758, -84.387386 33.751488, -84.3875232 33.7513218, -84.3880506 33.7505882, -84.388172 33.750411, -84.3883195 33.7502328, -84.3884023 33.7501214, -84.3884284 33.7500868, -84.388458 33.750039)",yes,,
9245540,False,,Pulliam Street Southwest,residential,False,59.024,"LINESTRING (-84.392399 33.747445, -84.3923912 33.7473311, -84.392387 33.747269, -84.3922833 33.7470268, -84.392244 33.746935)",,,
9276700,False,,Garnett Street Southwest,residential,False,130.40800000000002,"LINESTRING (-84.392399 33.747445, -84.3924856 33.7474924, -84.3935157 33.7480564, -84.393577 33.74809)",,,
630778919,True,4,Central Avenue Southwest,secondary,False,146.233,"LINESTRING (-84.392399 33.747445, -84.392337 33.747524, -84.3915779 33.7484902, -84.391534 33.748546)",,,
9245540,False,,Pulliam Street Southwest,residential,True,59.023999999999994,"LINESTRING (-84.392244 33.746935, -84.3922833 33.7470268, -84.392387 33.747269, -84.3923912 33.7473311, -84.392399 33.747445)",,,
1053849379,False,,Memorial Drive Southwest,secondary,False,51.039,"LINESTRING (-84.392244 33.746935, -84.3926596 33.7469373, -84.392796 33.746938)",,,
"[1053849379, 714358318]",False,,Memorial Drive Southwest,secondary,True,83.083,"LINESTRING (-84.392244 33.746935, -84.3921373 33.7469349, -84.3919227 33.7469347, -84.3917705 33.7469345, -84.3914178 33.7469342, -84.3913454 33.7469341)",,,
"[1111405816, 1112206676]",True,5,Pryor Street Southwest,secondary,False,64.048,"LINESTRING (-84.394415 33.746947, -84.3944186 33.7468566, -84.394426 33.746669, -84.3944372 33.7463713)",,,
1111405817,False,,Memorial Drive Southwest,secondary,True,149.69299999999998,"LINESTRING (-84.394415 33.746947, -84.3943219 33.7469465, -84.3941979 33.7469458, -84.393873 33.746944, -84.3932705 33.7469406, -84.3929494 33.7469388, -84.392796 33.746938)",,,
54032753,False,,Wall Street Southeast,tertiary,False,130.68800000000002,"LINESTRING (-84.3894781 33.753285, -84.3894181 33.7532587, -84.389051 33.753014, -84.3884677 33.7526175, -84.3883734 33.7525534)",,,
"[580809057, 580809058, 54032756]",True,4,"['Pryor Street', 'Pryor Street Southwest']",secondary,False,249.34,"LINESTRING (-84.3894781 33.753285, -84.3895356 33.7532121, -84.3896958 33.753009, -84.3897905 33.7528976, -84.3899496 33.7527003, -84.3900468 33.7525794, -84.390094 33.752521, -84.3901498 33.7524518, -84.3904137 33.7521246, -84.390873 33.751555, -84.3909043 33.7515067, -84.3909641 33.7514146)",yes,,
"[9266408, 1177485087]",False,3,Trinity Avenue Southwest,primary,True,135.516,"LINESTRING (-84.3927492 33.7492274, -84.3924629 33.7490696, -84.3922077 33.7489264, -84.392137 33.748886, -84.391617 33.7485928, -84.391534 33.748546)",,,GA 154
54032755,True,4,Pryor Street Southwest,secondary,False,147.84400000000002,"LINESTRING (-84.3927492 33.7492274, -84.3930792 33.7487921, -84.3931279 33.7487234, -84.3932214 33.7485915, -84.3932606 33.7485362, -84.3935278 33.7481594, -84.393577 33.74809)",,,
"[1177485084, 1177485085]",False,3,Trinity Avenue Southwest,primary,False,126.15400000000001,"LINESTRING (-84.3927492 33.7492274, -84.3935329 33.7496521, -84.3936236 33.7497013, -84.3938327 33.7498136, -84.393893 33.749846)",,,GA 154
9276700,False,,Garnett Street Southwest,residential,True,130.40800000000002,"LINESTRING (-84.393577 33.74809, -84.3935157 33.7480564, -84.3924856 33.7474924, -84.392399 33.747445)",,,
54032755,True,4,Pryor Street Southwest,secondary,False,150.316,"LINESTRING (-84.393577 33.74809, -84.3936259 33.7480276, -84.3940528 33.7474819, -84.3940984 33.7474237, -84.3944125 33.7470383, -84.394415 33.746947)",,,
"[1110500853, 54032749]",True,"['4', '5']",Washington Street Southwest,secondary,False,118.005,"LINESTRING (-84.390213 33.74782, -84.3902692 33.7477491, -84.3904468 33.7475247, -84.3905059 33.7474501, -84.3906203 33.7473058, -84.3908548 33.7470097, -84.390915 33.7469337)",,,
1053849375,False,4,Trinity Avenue Southwest,primary,False,146.403,"LINESTRING (-84.390213 33.74782, -84.3903083 33.7478724, -84.3914699 33.7485108, -84.391534 33.748546)",,,GA 154
