osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,access
15165483,Frio Street,residential,False,True,211.901,"LINESTRING (-97.6785736 29.881928, -97.677484 29.880273)",,,,
15158503,West Prairie Lea Street,residential,False,False,143.631,"LINESTRING (-97.6785736 29.881928, -97.6784684 29.881945, -97.67711 29.882169)",,,,
15158503,West Prairie Lea Street,residential,False,False,29.392,"LINESTRING (-97.67711 29.882169, -97.67681 29.882216)",,,,
15166240,Cibilo Street,residential,False,False,96.954,"LINESTRING (-97.67711 29.882169, -97.677289 29.883027)",,,,
15158503,West Prairie Lea Street,residential,False,True,143.631,"LINESTRING (-97.67711 29.882169, -97.6784684 29.881945, -97.6785736 29.881928)",,,,
15158503,West Prairie Lea Street,residential,False,False,136.63,"LINESTRING (-97.67681 29.882216, -97.6754166 29.88244)",,,,
15158503,West Prairie Lea Street,residential,False,True,29.392,"LINESTRING (-97.67681 29.882216, -97.67711 29.882169)",,,,
15166242,Cibilo Street,residential,False,True,98.64,"LINESTRING (-97.67681 29.882216, -97.676616 29.881345)",,,,
15158503,West Prairie Lea Street,residential,False,False,126.744,"LINESTRING (-97.6754166 29.88244, -97.674123 29.882643)",,,,
15158503,West Prairie Lea Street,residential,False,True,136.63,"LINESTRING (-97.6754166 29.88244, -97.67681 29.882216)",,,,
15166163,South Guadalupe Street,residential,False,False,94.107,"LINESTRING (-97.6754166 29.88244, -97.6753879 29.8825648, -97.6755435 29.8832711)",,,,
15166163,South Guadalupe Street,residential,False,True,101.078,"LINESTRING (-97.6754166 29.88244, -97.6754335 29.8823276, -97.675281 29.881543)",,,,
15158503,West Prairie Lea Street,residential,False,True,126.744,"LINESTRING (-97.674123 29.882643, -97.6754166 29.88244)",,,,
15158503,West Prairie Lea Street,residential,False,False,106.108,"LINESTRING (-97.674123 29.882643, -97.673952 29.882669, -97.6737707 29.8826966, -97.673039 29.882808)",,,,
15167772,South Blanco Street,residential,False,False,96.38999999999999,"LINESTRING (-97.674123 29.882643, -97.674155 29.8827951, -97.6742459 29.8832276, -97.6742737 29.8833597, -97.674307 29.883495)",,,,
15167772,South Blanco Street,residential,False,True,100.116,"LINESTRING (-97.674123 29.882643, -97.6740229 29.8821793, -97.673932 29.881758)",,,,
15158503,West Prairie Lea Street,residential,False,False,98.49,"LINESTRING (-97.673039 29.882808, -97.672033 29.882962)",,,,
179457767,South Church Street,residential,False,False,98.113,"LINESTRING (-97.673039 29.882808, -97.673228 29.883675)",,,,
179457767,South Church Street,residential,False,True,98.9,"LINESTRING (-97.673039 29.882808, -97.672855 29.881933)",,,,
15158503,West Prairie Lea Street,residential,False,True,106.108,"LINESTRING (-97.673039 29.882808, -97.6737707 29.8826966, -97.673952 29.882669, -97.674123 29.882643)",,,,
