osmid,highway,oneway,reversed,length,geometry,name,maxspeed,lanes
12175940,residential,False,False,53.696999999999996,"LINESTRING (-122.169393 47.1908204, -122.1690912 47.1908151, -122.1690543 47.1908531, -122.1689752 47.190908, -122.1688892 47.1909629, -122.1687902 47.1909965)",,,
12237527,residential,False,True,134.548,"LINESTRING (-122.169393 47.1908204, -122.169392 47.190421, -122.169407 47.190276, -122.169434 47.190131, -122.16957 47.1896694, -122.169584 47.189622)",194th Avenue East,25 mph,
162511651,residential,False,False,50.388,"LINESTRING (-122.166784 47.187011, -122.167126 47.186622)",195th Avenue Court East,25 mph,
12183466,residential,False,False,91.71900000000001,"LINESTRING (-122.166784 47.187011, -122.167232 47.1872, -122.16735 47.187265, -122.167452 47.187341, -122.167533 47.187429, -122.1676595 47.1875599)",77th Street Court East,25 mph,
162511651,residential,False,True,56.774,"LINESTRING (-122.166784 47.187011, -122.1665078 47.1873139, -122.1664503 47.1874631)",195th Avenue Court East,25 mph,
12183466,residential,False,True,91.71900000000001,"LINESTRING (-122.1676595 47.1875599, -122.167533 47.187429, -122.167452 47.187341, -122.16735 47.187265, -122.167232 47.1872, -122.166784 47.187011)",77th Street Court East,25 mph,
12237807,residential,False,True,132.239,"LINESTRING (-122.173723 47.189655, -122.175473 47.189653)",75th Street East,25 mph,
12198460,residential,False,False,210.863,"LINESTRING (-122.173723 47.189655, -122.173718 47.18961, -122.1737377 47.1882808, -122.1737386 47.1882607, -122.173742 47.188041, -122.173749 47.187947, -122.17378 47.187795, -122.173795 47.187762)",192nd Avenue East,25 mph,
12237807,residential,False,False,135.18699999999998,"LINESTRING (-122.173723 47.189655, -122.1733694 47.1896538, -122.1729274 47.1896523, -122.171934 47.189649)",75th Street East,25 mph,
12198460,residential,False,False,107.655,"LINESTRING (-122.173795 47.187762, -122.173834 47.187663, -122.173926 47.187564, -122.174069 47.187444, -122.174645 47.186997)",192nd Avenue East,25 mph,
12198460,residential,False,True,210.863,"LINESTRING (-122.173795 47.187762, -122.17378 47.187795, -122.173749 47.187947, -122.173742 47.188041, -122.1737386 47.1882607, -122.1737377 47.1882808, -122.173718 47.18961, -122.173723 47.189655)",192nd Avenue East,25 mph,
12245693,residential,False,True,143.02100000000002,"LINESTRING (-122.173795 47.187762, -122.173266 47.187751, -122.172749 47.187752, -122.172563 47.187748, -122.172438 47.18773, -122.172346 47.187709, -122.172195 47.187665, -122.172112 47.187628, -122.171979 47.187554)",77th Street East,25 mph,
12198460,residential,False,True,107.655,"LINESTRING (-122.174645 47.186997, -122.174069 47.187444, -122.173926 47.187564, -122.173834 47.187663, -122.173795 47.187762)",192nd Avenue East,25 mph,
12198477,residential,False,False,91.33000000000001,"LINESTRING (-122.174645 47.186997, -122.174328 47.186792, -122.174231 47.186715, -122.174171 47.186661, -122.174105 47.186555, -122.174005 47.186325)",192nd Avenue East,25 mph,
12245690,residential,False,False,86.89999999999999,"LINESTRING (-122.174645 47.186997, -122.174807 47.187103, -122.174982 47.187196, -122.175137 47.187266, -122.175294 47.187324, -122.175416 47.187362, -122.175605 47.187414)",77th Street East,25 mph,
12198477,residential,False,False,37.281,"LINESTRING (-122.174005 47.186325, -122.17391 47.185996)",192nd Avenue East,25 mph,
