osmid,oneway,highway,junction,reversed,length,geometry,ref,name,lanes,maxspeed
11584330,True,primary_link,jughandle,False,72.898,"LINESTRING (-74.992672 39.99665, -74.992587 39.996596, -74.992522 39.996538, -74.992458 39.996483, -74.99239 39.996438, -74.992318 39.996411, -74.992244 39.996407, -74.992187 39.996411, -74.9921 39.996438, -74.992069 39.996452, -74.992028 39.996474, -74.991986 39.996515)",,,,
62095622,True,primary,jughandle,False,68.15799999999999,"LINESTRING (-74.992672 39.99665, -74.992596 39.996583, -74.992452 39.996429, -74.9922111 39.9961497)",CR 603,Riverton Road,,
"[1002542538, 62095623]",True,primary_link,jughandle,False,32.466,"LINESTRING (-74.991986 39.996515, -74.991949 39.99656, -74.9919402 39.9965788, -74.991928 39.996605, -74.99192 39.996628, -74.991915 39.99665, -74.991913 39.996673, -74.991915 39.9967, -74.991928 39.99674, -74.991953 39.99679)",CR 603,,"['1', '2']",
1001756364,True,primary,,False,39.907,"LINESTRING (-74.991953 39.99679, -74.992216 39.997087)",CR 603,,2,
62095625,True,trunk_link,,False,59.022000000000006,"LINESTRING (-74.991953 39.99679, -74.9919961 39.9969282, -74.9919941 39.9970726, -74.9919451 39.9971661, -74.9918287 39.9972786)",,,,
62102897,True,trunk,,False,39.273,"LINESTRING (-74.992216 39.997087, -74.9918287 39.9972786)",US 130,Burlington Pike,3,50 mph
1001756366,True,primary,,False,11.789,"LINESTRING (-74.992216 39.997087, -74.9923021 39.99717)",CR 603,,,
62102881,True,trunk,,False,40.508,"LINESTRING (-74.9919001 39.9973646, -74.9923021 39.99717)",US 130,Burlington Pike,3,50 mph
11584585,True,trunk_link,jughandle,False,58.869,"LINESTRING (-74.9919001 39.9973646, -74.992125 39.99733, -74.992245 39.997335, -74.992352 39.997362, -74.992451 39.997402, -74.992539 39.997461)",,,1,
"[62095624, 1018518304]",True,primary,jughandle,False,89.465,"LINESTRING (-74.992539 39.997461, -74.992613 39.997533, -74.992682 39.997605, -74.992754 39.997664, -74.992837 39.997695, -74.992919 39.997704, -74.992994 39.997686, -74.993067 39.997659, -74.993134 39.997637, -74.993181 39.997614, -74.9933962 39.9975241)",CR 603,,2,
11587132,False,residential,,False,175.676,"LINESTRING (-74.99254 39.993258, -74.990731 39.9940165)",,Hilltop Road,,
11619788,False,residential,,True,106.184,"LINESTRING (-74.99254 39.993258, -74.993128 39.9941)",,Meetinghouse Road,,
11587132,False,residential,,True,175.676,"LINESTRING (-74.990731 39.9940165, -74.99254 39.993258)",,Hilltop Road,,
541780821,False,secondary,,True,215.623,"LINESTRING (-74.990731 39.9940165, -74.9910504 39.9945784, -74.991441 39.995258, -74.991678 39.995582, -74.991833 39.995758)",CR 603,Riverton Road,2,
11591403,False,residential,,False,100.669,"LINESTRING (-74.990617 39.995983, -74.99042 39.996213, -74.990235 39.996371, -74.989788 39.9966107)",,Lilac Lane,,
11623572,False,residential,,False,222.318,"LINESTRING (-74.990617 39.995983, -74.9904553 39.9958908, -74.9903769 39.9958173, -74.9902483 39.995643, -74.989429 39.994226)",,Laurel Drive,,
11623572,False,residential,,True,113.441,"LINESTRING (-74.990617 39.995983, -74.99079 39.996037, -74.990964 39.99606, -74.991055 39.996055, -74.991229 39.996024, -74.991385 39.995974, -74.991833 39.995758)",,Laurel Drive,,
11591403,False,residential,,False,49.501,"LINESTRING (-74.989788 39.9966107, -74.9893202 39.9968748)",,Lilac Lane,,
11591403,False,residential,,True,100.669,"LINESTRING (-74.989788 39.9966107, -74.990235 39.996371, -74.99042 39.996213, -74.990617 39.995983)",,Lilac Lane,,
11613688,False,residential,,False,262.53200000000004,"LINESTRING (-74.989788 39.9966107, -74.988735 39.995452, -74.988556 39.99515, -74.988269 39.994573)",,Holly Lane,,
11591403,False,residential,,True,49.501,"LINESTRING (-74.9893202 39.9968748, -74.989788 39.9966107)",,Lilac Lane,,
28947672,True,primary,,False,13.39,"LINESTRING (-74.9929779 39.9968391, -74.992852 39.996767)",CR 603,Riverton Road,,
"[768482464, 768482465]",False,primary,,True,83.616,"LINESTRING (-74.9929779 39.9968391, -74.9932836 39.9970305, -74.993417 39.997114, -74.993525 39.997227, -74.9935577 39.9972735, -74.9936348 39.9973833)",CR 603,Riverton Road,,
11597448,False,residential,,False,146.788,"LINESTRING (-74.9948874 39.9991414, -74.9961376 39.998608, -74.9963345 39.9984426)",,Cynthia Court,,
294325082,False,primary,,False,97.459,"LINESTRING (-74.9948874 39.9991414, -74.9954151 39.999902, -74.9954215 39.9999163)",CR 603,Riverton Road,,
"[424803384, 424803385, 757115195, 757115196, 424803710]",False,primary,,True,180.773,"LINESTRING (-74.9948874 39.9991414, -74.9946243 39.9987792, -74.9944634 39.9985577, -74.9944255 39.9985051, -74.9943956 39.9984636, -74.994313 39.998349, -74.9942688 39.9982847, -74.9941765 39.9981503, -74.994002 39.9978986, -74.99393 39.9977984, -74.9938757 39.9977125)",CR 603,Riverton Road,3,
11597448,False,residential,,True,146.788,"LINESTRING (-74.9963345 39.9984426, -74.9961376 39.998608, -74.9948874 39.9991414)",,Cynthia Court,,
11623269,False,residential,,False,145.404,"LINESTRING (-74.987381 39.99619, -74.987432 39.995888, -74.987405 39.995596, -74.987141 39.994915)",,Walnut Place,,
11619788,False,residential,,False,88.386,"LINESTRING (-74.993622 39.994799, -74.993128 39.9941)",,Meetinghouse Road,,
11601011,False,residential,,True,434.99,"LINESTRING (-74.993622 39.994799, -74.9938679 39.9946801, -74.9943173 39.9944628, -74.994815 39.9942221, -74.995268 39.9939955, -74.9954062 39.9938711, -74.995543 39.993637, -74.9956206 39.9935867, -74.9956741 39.993552, -74.9960585 39.9933734, -74.9962942 39.993269, -74.9965118 39.9931727, -74.9967717 39.9930576, -74.9969639 39.9929725, -74.997367 39.992794, -74.9974372 39.9927689, -74.997543 39.992731, -74.997743 39.992718, -74.9978198 39.9927314)",,Westfield Drive,,
