osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,bridge
16276969,True,KY 15 Business,Church Street,secondary,False,16.572,"LINESTRING (-82.8266725 37.1195787, -82.8267 37.119625, -82.826748 37.119715)",,
109771949,False,,Church Street,residential,False,135.923,"LINESTRING (-82.8266725 37.1195787, -82.8266461 37.1195752, -82.8266131 37.1195567, -82.8265866 37.1195285, -82.8265367 37.1194613, -82.8264813 37.1193891, -82.8264134 37.1193191, -82.8263274 37.11927, -82.8262854 37.119246, -82.826119 37.119176, -82.825927 37.119099, -82.825676 37.118997, -82.825488 37.118929, -82.825437 37.118907)",,
16271765,True,KY 15 Business,North Webb Avenue,secondary,False,88.843,"LINESTRING (-82.8265677 37.1188567, -82.826423 37.11909, -82.826412 37.119139, -82.826422 37.119192, -82.826452 37.119245, -82.8266725 37.1195787)",,
16273713,False,,Hays Street,residential,True,94.399,"LINESTRING (-82.8265677 37.1188567, -82.8262051 37.1187213, -82.8260639 37.1186686, -82.8256035 37.1184967)",,
16271765,True,KY 15 Business,North Webb Avenue,secondary,False,65.448,"LINESTRING (-82.8268949 37.1183291, -82.8265677 37.1188567)",,
16275931,False,,Webb Street,residential,False,55.912000000000006,"LINESTRING (-82.8268949 37.1183291, -82.827028 37.118122, -82.827181 37.117881)",,
743463054,False,KY 15 Business,Main Street,secondary,True,49.864000000000004,"LINESTRING (-82.8268949 37.1183291, -82.8265237 37.1181911, -82.8263852 37.1181396)",,
16272510,False,,Main Street,secondary,False,257.13100000000003,"LINESTRING (-82.826244 37.115461, -82.826208 37.11548, -82.826152 37.11552, -82.826106 37.115569, -82.8260992 37.1155785, -82.826065 37.115626, -82.825923 37.115853, -82.8258412 37.1159916, -82.825756 37.116136, -82.825659 37.116285, -82.825578 37.116381, -82.825538 37.116421, -82.825466 37.116479, -82.825387 37.116529, -82.825312 37.116568, -82.825237 37.116601, -82.825042 37.116671, -82.824711 37.116773, -82.82465 37.116795, -82.824559 37.116841, -82.824514 37.116873, -82.824479 37.116904, -82.824451 37.116937, -82.8244227 37.1169707, -82.8243839 37.1170317, -82.8243594 37.1170851)",,
16272510,False,,Main Street,secondary,True,86.307,"LINESTRING (-82.826244 37.115461, -82.8262744 37.1154409, -82.8263501 37.1154126, -82.826467 37.1153928, -82.8266098 37.115395, -82.8267193 37.115419, -82.8267949 37.1154576, -82.8268769 37.1155255, -82.8269176 37.1155959, -82.8269285 37.1156768, -82.8269222 37.1157301)",,
16272510,False,,Main Street,secondary,False,16.304,"LINESTRING (-82.8266905 37.1161701, -82.8267736 37.1160393)",,
297799500,True,KY 15,,trunk,False,129.705,"LINESTRING (-82.8266905 37.1161701, -82.8278301 37.116601, -82.8280288 37.1166281)",1,
16272510,False,,Main Street,secondary,True,16.304,"LINESTRING (-82.8267736 37.1160393, -82.8266905 37.1161701)",,
16272510,False,,Main Street,secondary,False,36.944,"LINESTRING (-82.8267736 37.1160393, -82.8268479 37.1159174, -82.8268972 37.1158096, -82.8269222 37.1157301)",,
"[755914400, 297799499, 297799501]",True,KY 15,Whitesburg Bypass,trunk,False,239.90800000000002,"LINESTRING (-82.8267736 37.1160393, -82.826483 37.11593, -82.8262361 37.1158377, -82.8257639 37.1156657, -82.8253 37.115493, -82.825165 37.115446, -82.8243033 37.1151602)",2,yes
