osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,lanes,maxspeed
21636300,Shaw Street,residential,False,False,140.812,"LINESTRING (-88.759293 44.61659, -88.757514 44.616597)",,,,
21638761,Auto Street,residential,False,True,33.602,"LINESTRING (-88.759293 44.61659, -88.759278 44.616288)",,,,
21638761,Auto Street,residential,False,False,162.27100000000002,"LINESTRING (-88.759293 44.61659, -88.7593062 44.6170284, -88.759337 44.618049)",,,,
21636300,Shaw Street,residential,False,False,76.47,"LINESTRING (-88.757514 44.616597, -88.756548 44.616586)",,,,
21636300,Shaw Street,residential,False,True,140.812,"LINESTRING (-88.757514 44.616597, -88.759293 44.61659)",,,,
21636300,Shaw Street,residential,False,True,76.47,"LINESTRING (-88.756548 44.616586, -88.757514 44.616597)",,,,
21638356,10th Street,residential,False,False,290.776,"LINESTRING (-88.76466 44.623597, -88.766927 44.624586, -88.767094 44.624667, -88.767178 44.624698, -88.767226 44.624711, -88.767326 44.624718, -88.767892 44.624699)",,,,
21638356,10th Street,residential,False,True,87.956,"LINESTRING (-88.76466 44.623597, -88.7641802 44.6233873, -88.7638279 44.6232332, -88.763713 44.623183)",,,,
21636795,Wilson Street,residential,False,False,70.323,"LINESTRING (-88.756133 44.622644, -88.756891 44.622974)",,,,
21638673,Garfield Avenue,residential,False,True,115.34,"LINESTRING (-88.756133 44.622644, -88.7569 44.621762)",,,,
21636795,Wilson Street,residential,False,False,17.851,"LINESTRING (-88.756891 44.622974, -88.7570819 44.6230595)",,,,
21636795,Wilson Street,residential,False,True,70.323,"LINESTRING (-88.756891 44.622974, -88.756133 44.622644)",,,,
21648469,Lincoln Street,residential,False,True,115.64699999999999,"LINESTRING (-88.756891 44.622974, -88.756951 44.622914, -88.7571642 44.6226663, -88.757383 44.622412, -88.757651 44.622086)",,,,
21636795,Wilson Street,residential,False,True,17.851,"LINESTRING (-88.7570819 44.6230595, -88.756891 44.622974)",,,,
21636795,Wilson Street,residential,False,False,89.85400000000001,"LINESTRING (-88.7570819 44.6230595, -88.757607 44.623288, -88.757951 44.623445, -88.758047 44.623485)",,,,
21648465,Lincoln Street,residential,False,False,96.778,"LINESTRING (-88.7570819 44.6230595, -88.7570353 44.6231135, -88.7567488 44.6234347, -88.756535 44.623688, -88.756435 44.623798)",,,,
21636795,Wilson Street,residential,False,True,89.85400000000001,"LINESTRING (-88.758047 44.623485, -88.757951 44.623445, -88.757607 44.623288, -88.7570819 44.6230595)",,,,
21641135,Anne Street,residential,False,False,96.62299999999999,"LINESTRING (-88.758047 44.623485, -88.757942 44.62359, -88.757851 44.623704, -88.7577201 44.6238483, -88.757705 44.623865, -88.757406 44.624224)",,,,
21641135,Anne Street,residential,False,True,115.90299999999999,"LINESTRING (-88.758047 44.623485, -88.7582146 44.6233244, -88.7583559 44.6231891, -88.758404 44.623143, -88.758577 44.622955, -88.758892 44.622634)",,,,
21640975,8th Street,residential,False,False,107.72400000000002,"LINESTRING (-88.765158 44.621505, -88.7650843 44.6214738, -88.7640859 44.6210514, -88.763988 44.62101)",,,,
502994459,Hemlock Street,residential,False,False,109.59200000000001,"LINESTRING (-88.765158 44.621505, -88.7650976 44.6215753, -88.7647878 44.6219362, -88.764436 44.622346)",CTH C,,,
502994459,Hemlock Street,residential,False,True,147.544,"LINESTRING (-88.765158 44.621505, -88.7652621 44.6213724, -88.765311 44.62131, -88.766114 44.620366)",CTH C,,,
