osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref
24067087,Garfield Street,residential,False,False,50.577,"LINESTRING (-87.9358103 42.0129064, -87.935819 42.0124516)",,,
24100395,Madison Road,residential,True,False,360.33,"LINESTRING (-87.9358103 42.0129064, -87.9371885 42.0128945, -87.9374316 42.0129784, -87.9375706 42.0129752, -87.9376878 42.0129526, -87.9378008 42.0128881, -87.9401126 42.0128477)",,,
24067087,Garfield Street,residential,False,True,50.577,"LINESTRING (-87.935819 42.0124516, -87.9358103 42.0129064)",,,
24086671,McKinley Road,residential,True,False,354.964,"LINESTRING (-87.935819 42.0124516, -87.9401146 42.012388)",,,
24098382,Tyler Road,residential,False,False,26.605,"LINESTRING (-87.9402599 42.0118975, -87.9399379 42.0119005)",,,
"[428489489, 428489479]",South Elmhurst Road,secondary,True,False,53.488,"LINESTRING (-87.9402599 42.0118975, -87.9402626 42.0121006, -87.9402641 42.0122203, -87.9402661 42.0123785)",4,40 mph,
"[428489491, 428489476, 428489477, 428489478]",South Elmhurst Road,secondary,False,False,221.69,"LINESTRING (-87.9402015 42.0063447, -87.9401969 42.0059664, -87.9401963 42.0059263, -87.9401914 42.0055764, -87.9401852 42.0051362, -87.9401809 42.0048263, -87.9401742 42.0043511)","['4', '5', '6']",40 mph,
"[1094150383, 891789814, 891791599]",South Elmhurst Road,secondary,True,False,94.02799999999999,"LINESTRING (-87.9402015 42.0063447, -87.9401424 42.0064719, -87.9401423 42.0066044, -87.9401423 42.0066981, -87.9401457 42.0068794, -87.9401513 42.0071829)","['4', '3', '2']",40 mph,
24096355,Greenleaf Avenue,residential,False,False,294.749,"LINESTRING (-87.9401742 42.0043511, -87.9397999 42.0043568, -87.939038 42.0043685, -87.9389372 42.00437, -87.9388723 42.004371, -87.9386549 42.0043743, -87.9376602 42.0043896, -87.9375858 42.0043907, -87.9366078 42.0044057)",,,
"[428489491, 428489476, 428489477, 428489478]",South Elmhurst Road,secondary,False,True,221.69,"LINESTRING (-87.9401742 42.0043511, -87.9401809 42.0048263, -87.9401852 42.0051362, -87.9401914 42.0055764, -87.9401963 42.0059263, -87.9401969 42.0059664, -87.9402015 42.0063447)","['4', '5', '6']",40 mph,
24091213,Carmen Drive,residential,False,False,199.93899999999996,"LINESTRING (-87.9366317 42.0062037, -87.9366288 42.0059846, -87.9366238 42.0056092, -87.9366159 42.0050136, -87.9366078 42.0044057)",,,
27347299,Old Higgins Road,unclassified,False,False,310.972,"LINESTRING (-87.9366317 42.0062037, -87.9371287 42.0063365, -87.9376431 42.0064739, -87.9379308 42.0065507, -87.9383637 42.0066651, -87.9384975 42.0067005, -87.9386538 42.0067418, -87.9391797 42.0068807, -87.9397303 42.0070263, -87.9399515 42.0070887, -87.9401513 42.0071829)",2,,
24091213,Carmen Drive,residential,False,True,199.939,"LINESTRING (-87.9366078 42.0044057, -87.9366159 42.0050136, -87.9366238 42.0056092, -87.9366288 42.0059846, -87.9366317 42.0062037)",,,
24096355,Greenleaf Avenue,residential,False,True,294.749,"LINESTRING (-87.9366078 42.0044057, -87.9375858 42.0043907, -87.9376602 42.0043896, -87.9386549 42.0043743, -87.9388723 42.004371, -87.9389372 42.00437, -87.939038 42.0043685, -87.9397999 42.0043568, -87.9401742 42.0043511)",,,
"[1094150378, 391114755]",Landmeier Road,tertiary,False,False,427.317,"LINESTRING (-87.9443043 42.0104439, -87.943672 42.0108724, -87.9436301 42.0109037, -87.9435573 42.0109534, -87.943553 42.0109563, -87.9434502 42.0110264, -87.9433593 42.0111176, -87.9432061 42.0112714, -87.9431968 42.0112807, -87.9431407 42.0114107, -87.9431185 42.0114621, -87.9431147 42.0114708, -87.9431026 42.0114987, -87.9429623 42.0118231, -87.9429254 42.0118782, -87.9429184 42.0118887, -87.9428578 42.0119794, -87.9426897 42.0121163, -87.9425542 42.0121758, -87.942312 42.0122821, -87.9421759 42.012311, -87.9418994 42.0123696, -87.9417792 42.0123695, -87.9410663 42.0123691, -87.9409512 42.0123705, -87.9406002 42.0123746, -87.9404314 42.0123766)",5,,
518303971,East Higgins Road,primary,True,False,51.61,"LINESTRING (-87.9443043 42.0104439, -87.9442317 42.0102885, -87.9439965 42.0100451)",2,45 mph,IL 72
321567580,Touhy Avenue,tertiary,False,False,17.664,"LINESTRING (-87.9427343 42.0091028, -87.9426034 42.0092284)",,,
"[154645999, 1068258070, 1068258071]",East Higgins Road,primary,True,False,221.23200000000003,"LINESTRING (-87.9427343 42.0091028, -87.9421685 42.0088197, -87.9420383 42.0087556, -87.9418675 42.0086715, -87.9417175 42.0086103, -87.9414053 42.008483, -87.9412748 42.0084487, -87.9408617 42.00834, -87.9403616 42.0082085)","['4', '3', '5']",45 mph,IL 72
891789813,East Touhy Avenue,primary,True,False,14.752,"LINESTRING (-87.9403616 42.0082085, -87.9401881 42.0081772)",,,IL 72
"[428489485, 252823343]",South Elmhurst Road,secondary,True,False,61.494,"LINESTRING (-87.9403616 42.0082085, -87.9403636 42.0080062, -87.9403637 42.0079959, -87.9403617 42.007779, -87.9403588 42.007673, -87.9403587 42.0076555)",3,40 mph,
551908443,,residential,False,True,51.117,"LINESTRING (-87.9401146 42.012388, -87.9401126 42.0128477)",,,
551908443,,residential,False,False,56.791,"LINESTRING (-87.9401146 42.012388, -87.9401029 42.0122155, -87.9399379 42.0119005)",,,
551908443,,residential,False,False,51.117,"LINESTRING (-87.9401126 42.0128477, -87.9401146 42.012388)",,,
583189776,South Elmhurst Road,secondary,True,False,43.646,"LINESTRING (-87.9402661 42.0123785, -87.9402711 42.012771)",4,40 mph,
1094150376,Landmeier Road,tertiary,False,True,13.658,"LINESTRING (-87.9402661 42.0123785, -87.9404314 42.0123766)",,,
104684920,,primary_link,True,False,66.32,"LINESTRING (-87.9401688 42.0076184, -87.9400984 42.0079466, -87.9400574 42.0080044, -87.9400156 42.0080438, -87.9399386 42.0080863, -87.9398471 42.0081231)",1,,
891789815,South Elmhurst Road,secondary,True,False,62.162,"LINESTRING (-87.9401688 42.0076184, -87.9401852 42.007961, -87.9401881 42.0081772)",5,40 mph,
104684922,,primary_link,True,False,75.551,"LINESTRING (-87.93968 42.0082699, -87.9398438 42.0083737, -87.9399276 42.0084174, -87.9400072 42.0084692, -87.9400984 42.0085768, -87.9401717 42.0088081)",,,
435670249,West Touhy Avenue,primary,True,False,42.951,"LINESTRING (-87.93968 42.0082699, -87.9400206 42.0083197, -87.9401883 42.0083504)",5,,IL 72
518303976,South Elmhurst Road,secondary,True,False,53.061,"LINESTRING (-87.9403352 42.0088572, -87.9403532 42.0083802)",5,40 mph,
154646004,,primary_link,True,False,59.82699999999999,"LINESTRING (-87.9403352 42.0088572, -87.9404685 42.0086306, -87.9405034 42.0086007, -87.9405409 42.0085668, -87.9405838 42.0085449, -87.9406331 42.0085199, -87.9407047 42.0085032, -87.9407939 42.0084859)",,,
321567580,Touhy Avenue,tertiary,False,True,17.664,"LINESTRING (-87.9426034 42.0092284, -87.9427343 42.0091028)",,,
"[154646000, 428489474]",East Higgins Road,primary,True,False,196.01099999999997,"LINESTRING (-87.9426034 42.0092284, -87.942708 42.0092902, -87.9428341 42.0093699, -87.9429017 42.0094152, -87.9429709 42.0094616, -87.9430674 42.0095273, -87.9433047 42.0097067, -87.9433759 42.0097605, -87.9434168 42.0097946, -87.9436226 42.0099658, -87.9439365 42.0102328, -87.9440303 42.0103185, -87.9443043 42.0104439)","['4', '3']",,IL 72
321181713,South Elmhurst Road,secondary,True,False,19.105,"LINESTRING (-87.9403532 42.0083802, -87.9403616 42.0082085)",,40 mph,
428489495,East Higgins Road,primary,True,False,38.269999999999996,"LINESTRING (-87.9403532 42.0083802, -87.9407782 42.0084808, -87.9407939 42.0084859)",4,,IL 72
24108802,East Higgins Road,primary,True,False,148.043,"LINESTRING (-87.9439965 42.0100451, -87.9437623 42.0098506, -87.9437443 42.0098351, -87.9435644 42.0096798, -87.943244 42.0094395, -87.9429883 42.0092683, -87.9427343 42.0091028)",3,45 mph,IL 72
"[891791597, 252823343]",South Elmhurst Road,secondary,True,False,113.729,"LINESTRING (-87.9403532 42.007343, -87.940345 42.0071873, -87.9403286 42.0068747, -87.9403119 42.0066161, -87.9403084 42.006556, -87.9403022 42.0064511, -87.9402015 42.0063447)","['3', '2']",40 mph,
24098382,Tyler Road,residential,False,True,26.605,"LINESTRING (-87.9399379 42.0119005, -87.9402599 42.0118975)",,,
551908443,,residential,False,True,56.791,"LINESTRING (-87.9399379 42.0119005, -87.9401029 42.0122155, -87.9401146 42.012388)",,,
"[626833596, 626833597]","['Tyler Road', 'Garfield Street']",residential,True,False,390.517,"LINESTRING (-87.9399379 42.0119005, -87.9358623 42.0119806, -87.9357989 42.0120718, -87.935819 42.0124516)",,,
154646006,,primary_link,True,False,64.87,"LINESTRING (-87.9447032 42.0102189, -87.9445346 42.0102368, -87.9444085 42.0102328, -87.9443012 42.0102069, -87.9442089 42.0101675, -87.9441295 42.0101137, -87.9439965 42.0100451)",,,
551866049,Landmeier Road,tertiary,True,False,42.664,"LINESTRING (-87.9447032 42.0102189, -87.9443698 42.0103558, -87.9443043 42.0104439)",2,,
27347299,Old Higgins Road,unclassified,False,True,310.972,"LINESTRING (-87.9401513 42.0071829, -87.9399515 42.0070887, -87.9397303 42.0070263, -87.9391797 42.0068807, -87.9386538 42.0067418, -87.9384975 42.0067005, -87.9383637 42.0066651, -87.9379308 42.0065507, -87.9376431 42.0064739, -87.9371287 42.0063365, -87.9366317 42.0062037)",2,,
"[1094150384, 891791598]",South Elmhurst Road,secondary,True,False,48.452,"LINESTRING (-87.9401513 42.0071829, -87.9401674 42.0074884, -87.9401688 42.0076184)","['4', '5']",40 mph,
891789812,East Touhy Avenue,primary,True,False,14.022,"LINESTRING (-87.9401883 42.0083504, -87.9403532 42.0083802)",,,IL 72
891789817,South Elmhurst Road,secondary,True,False,50.912,"LINESTRING (-87.9401883 42.0083504, -87.9401717 42.0088081)",3,40 mph,
518303984,West Touhy Avenue,primary,True,False,28.81,"LINESTRING (-87.9401881 42.0081772, -87.9398471 42.0081231)",3,,IL 72
891789816,South Elmhurst Road,secondary,True,False,19.259,"LINESTRING (-87.9401881 42.0081772, -87.9401883 42.0083504)",,40 mph,
"[774880997, 428489481, 428489483, 1094150382, 428489487, 428489492, 891789818, 891789819]",South Elmhurst Road,secondary,True,False,343.61699999999996,"LINESTRING (-87.9401717 42.0088081, -87.9401734 42.0088739, -87.9401839 42.0092882, -87.9402029 42.009625, -87.9402053 42.0096858, -87.9402132 42.0099137, -87.9402296 42.0104638, -87.9402321 42.0105344, -87.9402339 42.0106728, -87.9402388 42.0109907, -87.9402515 42.0114046, -87.9402521 42.0114687, -87.9402599 42.0118975)","['4', '3', '5']",40 mph,
1094150376,Landmeier Road,tertiary,False,False,13.658,"LINESTRING (-87.9404314 42.0123766, -87.9402661 42.0123785)",,,
