osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,width
996192590,,West Prospect Avenue,tertiary,False,False,132.462,6,"LINESTRING (-81.69637 41.4978591, -81.6947854 41.4977566)",25,
425386295,,,tertiary_link,True,False,42.397,1,"LINESTRING (-81.69637 41.4978591, -81.6964783 41.4979639, -81.6965003 41.4979946, -81.696518 41.4980286, -81.6965271 41.4980653, -81.6965482 41.4982045)",25,
432212675,US 6;US 20;US 42;SR 3,West Superior Avenue,primary,False,False,48.453,7,"LINESTRING (-81.6965482 41.4982045, -81.6967714 41.4980906, -81.697037 41.4979684)",25 mph,
"[571352988, 222026886]",US 6;US 20;US 42;SR 3,West Superior Avenue,primary,False,False,111.88399999999999,7,"LINESTRING (-81.6965482 41.4982045, -81.6963364 41.4983098, -81.6962632 41.498346, -81.6957661 41.4985962, -81.6955581 41.4987028, -81.6954327 41.4987652)",25 mph,
1087632295,,East 4th Street,living_street,False,False,12.967,,"LINESTRING (-81.6903652 41.4998106, -81.6903386 41.4996957)",,
"[1093842289, 523303022]",US 20,Euclid Avenue,primary,True,False,173.278,2,"LINESTRING (-81.6903652 41.4998106, -81.6905957 41.4997813, -81.6913846 41.4996812, -81.6916795 41.4996438, -81.6922503 41.4995713, -81.6923349 41.4995606, -81.6923623 41.4995571, -81.6924166 41.4995502)",25 mph,
102189480,US 6;US 322,Superior Avenue East,primary,True,False,180.13,1,"LINESTRING (-81.6885425 41.502266, -81.6887326 41.5022313, -81.6888178 41.5021993, -81.6902455 41.5014714, -81.690317 41.501377)",25 mph,
376546323,,East 9th Street,primary,False,True,90.09,,"LINESTRING (-81.6885425 41.502266, -81.688683 41.5024137, -81.6891585 41.502932)",25 mph,
651637606,,East 9th Street,primary,False,False,70.289,6,"LINESTRING (-81.6885425 41.502266, -81.6884404 41.5021414, -81.6883723 41.5020637, -81.6880843 41.5017352)",25 mph,
352864234,US 422;SR 8;SR 14;SR 43;SR 87,Ontario Street,primary,True,False,241.37,4,"LINESTRING (-81.6877686 41.4955388, -81.6882075 41.4957243, -81.6891742 41.4961613, -81.6899192 41.496488, -81.6903028 41.4965774)",25 mph,
1093842288,,East 4th Street,living_street,False,True,38.45,,"LINESTRING (-81.6902424 41.4993575, -81.6903256 41.4996502, -81.6903386 41.4996957)",,
