osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,bridge,maxspeed
1132329074,False,tertiary,False,289.95300000000003,"LINESTRING (-120.435403 34.8650676, -120.4353771 34.8649246, -120.4353729 34.8648962, -120.4354138 34.8647089, -120.4354326 34.8646246, -120.4354487 34.8645557, -120.4354905 34.8644432, -120.4355512 34.8643329, -120.4356877 34.8641569, -120.4358842 34.8639041, -120.435964 34.8637973, -120.4360503 34.8636649, -120.4361454 34.8634908, -120.4362213 34.8633143, -120.4362742 34.8631645, -120.4363161 34.8630167, -120.4363496 34.8628592, -120.4363688 34.8627186, -120.4363748 34.86264)",,,Orcutt Road,,
322886707,False,secondary,True,163.221,"LINESTRING (-120.4398018 34.8650908, -120.4380128 34.8650883)",,,East Clark Avenue,,
210933445,False,residential,False,112.47399999999999,"LINESTRING (-120.4398018 34.8650908, -120.439802 34.8645696, -120.4398039 34.8640793)",,,Norris Street,,
322886707,False,secondary,False,107.312,"LINESTRING (-120.4398018 34.8650908, -120.4406965 34.8651006, -120.4409779 34.8651037)",,,East Clark Avenue,,
16250474,False,residential,False,67.306,"LINESTRING (-120.4361958 34.8669934, -120.436089 34.8670111, -120.435505 34.8672023)",2,,Kalle Lane,,
590024538,False,tertiary,False,226.58300000000003,"LINESTRING (-120.4361958 34.8669934, -120.4361523 34.8668163, -120.4360794 34.8666184, -120.4359266 34.8662776, -120.4358817 34.8661822, -120.4354363 34.8652357, -120.435403 34.8650676)",,,Orcutt Road,,
590024538,False,tertiary,True,198.265,"LINESTRING (-120.4361958 34.8669934, -120.436235 34.867204, -120.4362959 34.8687732)",,,Orcutt Road,,
16250474,False,residential,True,67.306,"LINESTRING (-120.435505 34.8672023, -120.436089 34.8670111, -120.4361958 34.8669934)",2,,Kalle Lane,,
16259541,False,residential,False,96.78399999999999,"LINESTRING (-120.435505 34.8672023, -120.435414 34.8670779, -120.435325 34.8669899, -120.435273 34.8669609, -120.435202 34.8669349, -120.434991 34.8669189, -120.4345989 34.8669149)",2,,Benji Lane,,
16259541,False,residential,True,21.868000000000002,"LINESTRING (-120.435505 34.8672023, -120.4355484 34.8673129, -120.435559 34.8673929)",2,,Benji Lane,,
172609342,False,residential,False,111.269,"LINESTRING (-120.4398039 34.8640793, -120.4385845 34.8640627)",,,Union Avenue,,
172609342,False,residential,True,108.021,"LINESTRING (-120.4398039 34.8640793, -120.4409877 34.8640955)",,,Union Avenue,,
210933445,False,residential,False,112.80799999999999,"LINESTRING (-120.4398039 34.8640793, -120.439806 34.8635741, -120.439808 34.8630648)",,,Norris Street,,
210933445,False,residential,True,112.47399999999999,"LINESTRING (-120.4398039 34.8640793, -120.439802 34.8645696, -120.4398018 34.8650908)",,,Norris Street,,
16253860,False,residential,False,104.924,"LINESTRING (-120.433821 34.8669109, -120.4338246 34.8678545)",2,,Ajay Drive,,
16259541,False,residential,False,52.606,"LINESTRING (-120.433821 34.8669109, -120.4332444 34.8669093)",2,,Benji Lane,,
16259541,False,residential,True,70.972,"LINESTRING (-120.433821 34.8669109, -120.4345989 34.8669149)",2,,Benji Lane,,
16253860,False,residential,True,104.924,"LINESTRING (-120.4338246 34.8678545, -120.433821 34.8669109)",2,,Ajay Drive,,
16257756,False,residential,True,64.945,"LINESTRING (-120.433427 34.8609696, -120.4327152 34.8609682)",,,Jullien Drive,,
16254279,False,residential,True,101.765,"LINESTRING (-120.433427 34.8609696, -120.433409 34.861469, -120.4333455 34.8618813)",,,Redwillow Drive,,
172609342,False,residential,False,108.021,"LINESTRING (-120.4409877 34.8640955, -120.4398039 34.8640793)",,,Union Avenue,,
210933412,False,residential,False,113.401,"LINESTRING (-120.4409877 34.8640955, -120.4409933 34.8635824, -120.4409989 34.8630757)",,,Twitchell Street,,
210933412,False,residential,True,112.11,"LINESTRING (-120.4409877 34.8640955, -120.4409825 34.8645834, -120.4409779 34.8651037)",,,Twitchell Street,,
172609341,False,residential,False,108.662,"LINESTRING (-120.4409989 34.8630757, -120.439808 34.8630648)",,,Pinal Avenue,,
210933412,False,residential,True,113.401,"LINESTRING (-120.4409989 34.8630757, -120.4409933 34.8635824, -120.4409877 34.8640955)",,,Twitchell Street,,
16257756,False,residential,False,64.945,"LINESTRING (-120.4327152 34.8609682, -120.433427 34.8609696)",,,Jullien Drive,,
16258440,False,residential,False,78.91399999999999,"LINESTRING (-120.4363748 34.86264, -120.4357542 34.8626343, -120.435637 34.862686, -120.4355809 34.8627648)",,,George Lane,,
1132329074,False,tertiary,False,94.51,"LINESTRING (-120.4363748 34.86264, -120.4363804 34.8625437, -120.4363893 34.8623539, -120.4364027 34.8617904)",,,Orcutt Road,,
1132329074,False,tertiary,True,289.95300000000003,"LINESTRING (-120.4363748 34.86264, -120.4363688 34.8627186, -120.4363496 34.8628592, -120.4363161 34.8630167, -120.4362742 34.8631645, -120.4362213 34.8633143, -120.4361454 34.8634908, -120.4360503 34.8636649, -120.435964 34.8637973, -120.4358842 34.8639041, -120.4356877 34.8641569, -120.4355512 34.8643329, -120.4354905 34.8644432, -120.4354487 34.8645557, -120.4354326 34.8646246, -120.4354138 34.8647089, -120.4353729 34.8648962, -120.4353771 34.8649246, -120.435403 34.8650676)",,,Orcutt Road,,
16259541,False,residential,False,21.868000000000002,"LINESTRING (-120.435559 34.8673929, -120.4355484 34.8673129, -120.435505 34.8672023)",2,,Benji Lane,,
16259541,False,residential,False,70.972,"LINESTRING (-120.4345989 34.8669149, -120.433821 34.8669109)",2,,Benji Lane,,
16260969,False,residential,False,108.437,"LINESTRING (-120.4345989 34.8669149, -120.4345979 34.8659397)",2,,Ruby Crest Court,,
16260969,False,residential,True,47.436,"LINESTRING (-120.4345989 34.8669149, -120.4345993 34.8673415)",2,,Ruby Crest Court,,
16259541,False,residential,True,96.784,"LINESTRING (-120.4345989 34.8669149, -120.434991 34.8669189, -120.435202 34.8669349, -120.435273 34.8669609, -120.435325 34.8669899, -120.435414 34.8670779, -120.435505 34.8672023)",2,,Benji Lane,,
210933432,False,residential,True,58.719,"LINESTRING (-120.4314761 34.8655932, -120.431487 34.8650652)",2,,Crestwood Court,,
172609342,False,residential,True,111.269,"LINESTRING (-120.4385845 34.8640627, -120.4398039 34.8640793)",,,Union Avenue,,
16260796,False,residential,False,112.21000000000001,"LINESTRING (-120.4385845 34.8640627, -120.438589 34.8635657, -120.4385936 34.8630536)",,,Garrett Street,,
"[172609341, 172609342, 16256687]",False,residential,"[False, True]",316.694,"LINESTRING (-120.4385845 34.8640627, -120.4375346 34.8640484, -120.437449 34.864022, -120.43742 34.863966, -120.43741 34.86379, -120.4374145 34.8635575, -120.4374195 34.8631135, -120.437451 34.863062, -120.4375242 34.8630438, -120.4380605 34.8630487, -120.4385936 34.8630536)",,,"['Pinal Avenue', 'Oak Street', 'Union Avenue']",,
207632564,False,tertiary,False,180.004,"LINESTRING (-120.4343452 34.8687619, -120.4342318 34.8687613, -120.4323722 34.8687508)",,,Patterson Road,,
207632564,False,tertiary,True,177.97,"LINESTRING (-120.4343452 34.8687619, -120.4349077 34.8687652, -120.4352067 34.8687669, -120.435433 34.8687682, -120.4362959 34.8687732)",,,Patterson Road,,
16260969,False,residential,True,108.437,"LINESTRING (-120.4345979 34.8659397, -120.4345989 34.8669149)",2,,Ruby Crest Court,,
16262920,False,residential,True,28.955,"LINESTRING (-120.4349654 34.8620349, -120.4349652 34.8617745)",,,Southpoint Court,,
207632564,False,tertiary,False,177.97,"LINESTRING (-120.4362959 34.8687732, -120.435433 34.8687682, -120.4352067 34.8687669, -120.4349077 34.8687652, -120.4343452 34.8687619)",,,Patterson Road,,
590024538,False,tertiary,False,198.265,"LINESTRING (-120.4362959 34.8687732, -120.436235 34.867204, -120.4361958 34.8669934)",,,Orcutt Road,,
16264497,False,residential,False,164.96300000000002,"LINESTRING (-120.4323722 34.8687508, -120.4323695 34.8673881, -120.4323502 34.8672683)",2,,Claybrook Court,,
207632564,False,tertiary,True,180.004,"LINESTRING (-120.4323722 34.8687508, -120.4342318 34.8687613, -120.4343452 34.8687619)",,,Patterson Road,,
16264229,False,residential,True,125.452,"LINESTRING (-120.4330406 34.8679389, -120.4330506 34.8670632, -120.4330606 34.8670014, -120.433098 34.8669512, -120.433156 34.8669175, -120.4332444 34.8669093)",2,,Bethany Lane,,
16264497,False,residential,True,164.96300000000002,"LINESTRING (-120.4323502 34.8672683, -120.4323695 34.8673881, -120.4323722 34.8687508)",2,,Claybrook Court,,
172609341,False,residential,False,110.806,"LINESTRING (-120.439808 34.8630648, -120.4385936 34.8630536)",,,Pinal Avenue,,
172609341,False,residential,True,108.662,"LINESTRING (-120.439808 34.8630648, -120.4409989 34.8630757)",,,Pinal Avenue,,
210933445,False,residential,True,112.80799999999999,"LINESTRING (-120.439808 34.8630648, -120.439806 34.8635741, -120.4398039 34.8640793)",,,Norris Street,,
172609341,False,residential,True,110.806,"LINESTRING (-120.4385936 34.8630536, -120.439808 34.8630648)",,,Pinal Avenue,,
16260796,False,residential,True,112.21000000000001,"LINESTRING (-120.4385936 34.8630536, -120.438589 34.8635657, -120.4385845 34.8640627)",,,Garrett Street,,
"[172609341, 172609342, 16256687]",False,residential,"[False, True]",316.69399999999996,"LINESTRING (-120.4385936 34.8630536, -120.4380605 34.8630487, -120.4375242 34.8630438, -120.437451 34.863062, -120.4374195 34.8631135, -120.4374145 34.8635575, -120.43741 34.86379, -120.43742 34.863966, -120.437449 34.864022, -120.4375346 34.8640484, -120.4385845 34.8640627)",,,"['Pinal Avenue', 'Oak Street', 'Union Avenue']",,
322886707,False,secondary,False,163.221,"LINESTRING (-120.4380128 34.8650883, -120.4398018 34.8650908)",,,East Clark Avenue,,
1132289646,False,secondary,True,59.667,"LINESTRING (-120.4380128 34.8650883, -120.437517 34.865084, -120.437359 34.8650782)",,,East Clark Avenue,,
16258440,False,residential,True,78.914,"LINESTRING (-120.4355809 34.8627648, -120.435637 34.862686, -120.4357542 34.8626343, -120.4363748 34.86264)",,,George Lane,,
16260969,False,residential,False,47.436,"LINESTRING (-120.4345993 34.8673415, -120.4345989 34.8669149)",2,,Ruby Crest Court,,
16259541,False,residential,True,52.606,"LINESTRING (-120.4332444 34.8669093, -120.433821 34.8669109)",2,,Benji Lane,,
16264229,False,residential,False,125.452,"LINESTRING (-120.4332444 34.8669093, -120.433156 34.8669175, -120.433098 34.8669512, -120.4330606 34.8670014, -120.4330506 34.8670632, -120.4330406 34.8679389)",2,,Bethany Lane,,
210933409,False,residential,True,204.513,"LINESTRING (-120.4332444 34.8669093, -120.4332531 34.8662951, -120.4332537 34.8662566, -120.4332633 34.8655854, -120.4332706 34.8650702)",2,,Bethany Lane,,
210933412,False,residential,False,112.11,"LINESTRING (-120.4409779 34.8651037, -120.4409825 34.8645834, -120.4409877 34.8640955)",,,Twitchell Street,,
322886707,False,secondary,True,107.312,"LINESTRING (-120.4409779 34.8651037, -120.4406965 34.8651006, -120.4398018 34.8650908)",,,East Clark Avenue,,
322886708,False,secondary,False,34.925,"LINESTRING (-120.4332706 34.8650702, -120.4336534 34.8650709)",2,,East Clark Avenue,,50 mph
322886708,False,secondary,True,162.729,"LINESTRING (-120.4332706 34.8650702, -120.431487 34.8650652)",2,,East Clark Avenue,,50 mph
210933409,False,residential,False,204.51299999999998,"LINESTRING (-120.4332706 34.8650702, -120.4332633 34.8655854, -120.4332537 34.8662566, -120.4332531 34.8662951, -120.4332444 34.8669093)",2,,Bethany Lane,,
