osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes
6140953,117th Avenue Northeast,residential,False,False,209.111,"LINESTRING (-122.0725773 48.0156238, -122.0725564 48.0161566, -122.0725426 48.0165091, -122.0725362 48.0166727, -122.072535 48.0167737, -122.0725347 48.0167956, -122.072531 48.0169292, -122.0725036 48.0175037)",,,
263826759,20th Street Northeast,tertiary,False,False,92.449,"LINESTRING (-122.0725773 48.0156238, -122.0716741 48.0156102, -122.0713347 48.0156051)",25 mph,,
263826759,20th Street Northeast,tertiary,False,False,43.836,"LINESTRING (-122.0713347 48.0156051, -122.0707455 48.0155967)",25 mph,,
263826759,20th Street Northeast,tertiary,False,True,92.449,"LINESTRING (-122.0713347 48.0156051, -122.0716741 48.0156102, -122.0725773 48.0156238)",25 mph,,
6141261,120th Drive Northeast,residential,False,False,85.776,"LINESTRING (-122.0707455 48.0155967, -122.0707265 48.016368)",,,
263826759,20th Street Northeast,tertiary,False,True,43.836,"LINESTRING (-122.0707455 48.0155967, -122.0713347 48.0156051)",25 mph,,
263826759,20th Street Northeast,tertiary,False,False,416.88,"LINESTRING (-122.0707455 48.0155967, -122.069092 48.0155896, -122.0684762 48.0155869, -122.0678625 48.0155842, -122.0673383 48.0155819, -122.0669306 48.0155802, -122.0668019 48.0155796, -122.065141 48.0155724)",25 mph,,
6126169,123rd Avenue Northeast,residential,False,False,76.294,"LINESTRING (-122.065141 48.0155724, -122.065134 48.0158325, -122.0651283 48.0160086, -122.0651244 48.0161531, -122.0651216 48.0162584)",,,
"[1124000109, 263826759]",20th Street Northeast,tertiary,False,False,126.779,"LINESTRING (-122.065141 48.0155724, -122.0640854 48.0155562, -122.0636194 48.0155491, -122.063575 48.0155484, -122.063437 48.0155463)",25 mph,,
263826759,20th Street Northeast,tertiary,False,True,416.88,"LINESTRING (-122.065141 48.0155724, -122.0668019 48.0155796, -122.0669306 48.0155802, -122.0673383 48.0155819, -122.0678625 48.0155842, -122.0684762 48.0155869, -122.069092 48.0155896, -122.0707455 48.0155967)",25 mph,,
6141517,Hartford Drive,secondary,False,False,62.036,"LINESTRING (-122.063437 48.0155463, -122.0633473 48.0156417, -122.0629933 48.0160187)",25 mph,,
