osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,access,maxspeed
11236260,9th Avenue South,residential,False,True,75.357,"LINESTRING (-82.6964512 27.9885963, -82.6964523 27.989274)",,,,
11236260,9th Avenue South,residential,False,False,87.62899999999999,"LINESTRING (-82.6964512 27.9885963, -82.6964569 27.9881973, -82.6964607 27.9879359, -82.6964625 27.9878083)",,,,
11241722,4th Street South,residential,False,True,106.396,"LINESTRING (-82.6964512 27.9885963, -82.696333 27.988549, -82.6953792 27.9885517)",,,,
11234108,3rd Avenue South,residential,False,False,20.798,"LINESTRING (-82.6902011 27.9899404, -82.6901966 27.9897534)",,,,
11234108,3rd Avenue South,residential,False,True,95.89,"LINESTRING (-82.6902011 27.9899404, -82.6901899 27.9908027)",,,,
11237709,2nd Street South,residential,False,False,100.59200000000001,"LINESTRING (-82.6902011 27.9899404, -82.6906977 27.9899458, -82.6912255 27.9899516)",,,,
11249954,6th Street South,residential,False,False,88.069,"LINESTRING (-82.6934379 27.9870607, -82.6943348 27.9870563)",,,,
11249954,6th Street South,residential,False,True,90.292,"LINESTRING (-82.6934379 27.9870607, -82.6925189 27.9870325)",,,,
11250075,6th Avenue South,residential,False,True,80.354,"LINESTRING (-82.6934379 27.9870607, -82.6934423 27.9874238, -82.6934466 27.9877833)",,,,
11254768,3rd Street North,residential,False,True,95.368,"LINESTRING (-82.696276 27.992678, -82.6957899 27.9926785, -82.6953047 27.9926789)",,,,
11236185,9th Avenue North,tertiary,False,False,75.947,"LINESTRING (-82.6965684 27.9923204, -82.6965711 27.9930034)",2,,,
11254771,3rd Street North,residential,False,False,139.981,"LINESTRING (-82.6965684 27.9923204, -82.697994 27.9923322)",,,,
"[763326033, 83807889]",Legion Lane,tertiary,False,True,168.717,"LINESTRING (-82.6965684 27.9923204, -82.6965693 27.9916897, -82.6965782 27.9914584, -82.6965943 27.9912536, -82.6966158 27.9910095, -82.6966391 27.9908055)",2,,,
11237620,2nd Street North,residential,False,True,89.944,"LINESTRING (-82.6962208 27.9917321, -82.695992 27.9917342, -82.6956183 27.9917378, -82.6953048 27.9917407)",,,,
11234108,3rd Avenue South,residential,False,False,95.89,"LINESTRING (-82.6901899 27.9908027, -82.6902011 27.9899404)",,,,
11233985,3rd Avenue North,residential,False,False,105.212,"LINESTRING (-82.6901899 27.9908027, -82.6901894 27.9913059, -82.6901889 27.9917489)",,,,
47569317,Main Street,secondary,False,False,100.477,"LINESTRING (-82.6901899 27.9908027, -82.6906902 27.9908055, -82.6912132 27.9908084)",2,FL 590,,
47569317,Main Street,secondary,False,True,99.213,"LINESTRING (-82.6901899 27.9908027, -82.6896618 27.9908066, -82.6891795 27.9908101)",2,FL 590,,
11233985,3rd Avenue North,residential,False,False,103.934,"LINESTRING (-82.6901889 27.9917489, -82.6901879 27.9926836)",,,,
11237620,2nd Street North,residential,False,False,100.546,"LINESTRING (-82.6901889 27.9917489, -82.6912129 27.9917431)",,,,
11233985,3rd Avenue North,residential,False,True,105.212,"LINESTRING (-82.6901889 27.9917489, -82.6901894 27.9913059, -82.6901899 27.9908027)",,,,
11237620,2nd Street North,residential,False,True,99.611,"LINESTRING (-82.6901889 27.9917489, -82.6896668 27.9917499, -82.6891744 27.9917509)",,,,
11233985,3rd Avenue North,residential,False,False,103.467,"LINESTRING (-82.6901879 27.9926836, -82.690187 27.9936141)",,,,
11233985,3rd Avenue North,residential,False,True,103.934,"LINESTRING (-82.6901879 27.9926836, -82.6901889 27.9917489)",,,,
11254768,3rd Street North,residential,False,False,100.621,"LINESTRING (-82.6901879 27.9926836, -82.6912127 27.9926827)",,,,
11254768,3rd Street North,residential,False,True,100.012,"LINESTRING (-82.6901879 27.9926836, -82.6896653 27.9926841, -82.6891693 27.9926846)",,,,
11233985,3rd Avenue North,residential,False,True,103.467,"LINESTRING (-82.690187 27.9936141, -82.6901879 27.9926836)",,,,
11241578,4th Street North,residential,False,False,100.683,"LINESTRING (-82.690187 27.9936141, -82.6912124 27.993606)",,,,
11233985,3rd Avenue North,residential,False,False,82.31800000000001,"LINESTRING (-82.690187 27.9936141, -82.6901866 27.993987, -82.6901862 27.9943544)",,,,
11241578,4th Street North,residential,False,True,100.41499999999999,"LINESTRING (-82.690187 27.9936141, -82.689662 27.9936118, -82.6891643 27.9936096)",,,,
11239676,5th Street North,residential,False,False,100.739,"LINESTRING (-82.6901862 27.9943544, -82.6912122 27.99435)",,,,
11233985,3rd Avenue North,residential,False,True,82.31800000000001,"LINESTRING (-82.6901862 27.9943544, -82.6901866 27.993987, -82.690187 27.9936141)",,,,
"[11251579, 11239676]","['Palm Street', '5th Street North']",residential,False,"[False, True]",96.438,"LINESTRING (-82.6901862 27.9943544, -82.6896836 27.9943659, -82.6896853 27.9944359, -82.6896744 27.9947891)",,,,
11234108,3rd Avenue South,residential,False,True,20.798,"LINESTRING (-82.6901966 27.9897534, -82.6902011 27.9899404)",,,,
"[11254840, 11250442]","['3rd Street South', 'Short Street']",residential,False,"[False, True]",125.84299999999999,"LINESTRING (-82.6901966 27.9897534, -82.690348 27.9897, -82.6906456 27.9895123, -82.6909908 27.9892565, -82.6910161 27.9892377, -82.6912852 27.9892316)",,,,
11257851,Ironage Street,residential,False,True,38.048,"LINESTRING (-82.6901966 27.9897534, -82.6900971 27.9897152, -82.6898181 27.9897155)",,,,
11235624,Suwanee Street,residential,False,False,98.862,"LINESTRING (-82.6969882 27.989384, -82.697995 27.989393)",,,,
"[11243106, 11243107]",Legion Lane,residential,False,True,156.334,"LINESTRING (-82.6969882 27.989384, -82.6971061 27.9890291, -82.6972812 27.9886709, -82.6980127 27.988669)",,,destination,
480522775,Legion Lane,residential,True,False,81.75,"LINESTRING (-82.6969882 27.989384, -82.6968523 27.9897506, -82.6967663 27.9900917)",,,,
11235624,Suwanee Street,residential,False,True,98.862,"LINESTRING (-82.697995 27.989393, -82.6969882 27.989384)",,,,
83846480,10th Avenue South,secondary,False,False,80.524,"LINESTRING (-82.697995 27.989393, -82.6980127 27.988669)",2,FL 590,,30 mph
83846480,10th Avenue South,secondary,False,True,78.06,"LINESTRING (-82.697995 27.989393, -82.697998 27.990095)",2,FL 590,,30 mph
11236185,9th Avenue North,tertiary,False,False,70.895,"LINESTRING (-82.6965711 27.9930034, -82.6965601 27.9936409)",2,,,
11236185,9th Avenue North,tertiary,False,True,75.947,"LINESTRING (-82.6965711 27.9930034, -82.6965684 27.9923204)",2,,,
11258946,Withlacoochee Street,residential,False,True,139.02100000000002,"LINESTRING (-82.6965711 27.9930034, -82.6979045 27.9930107, -82.6979869 27.9930139)",,,,
11236185,9th Avenue North,tertiary,False,True,70.895,"LINESTRING (-82.6965601 27.9936409, -82.6965711 27.9930034)",2,,,
11241578,4th Street North,residential,False,False,91.156,"LINESTRING (-82.6965601 27.9936409, -82.6974885 27.9936444)",,,,
11241578,4th Street North,residential,False,True,123.30399999999999,"LINESTRING (-82.6965601 27.9936409, -82.6964247 27.993644, -82.6957955 27.9936339, -82.6955068 27.9936293, -82.6953045 27.993626)",,,,
11236260,9th Avenue South,residential,False,False,93.375,"LINESTRING (-82.6962786 27.9908056, -82.6962946 27.9906289, -82.6963122 27.9904344, -82.6963243 27.9903924, -82.6963898 27.9901654, -82.6964428 27.9899815)",,,,
47569317,Main Street,secondary,False,False,35.396,"LINESTRING (-82.6962786 27.9908056, -82.696337 27.9908056, -82.6964869 27.9908056, -82.6966391 27.9908055)",2,FL 590,,
47569317,Main Street,secondary,False,True,97.177,"LINESTRING (-82.6962786 27.9908056, -82.6959546 27.9908042, -82.6952889 27.9908013)",2,FL 590,,
11236260,9th Avenue South,residential,False,False,78.676,"LINESTRING (-82.6964428 27.9899815, -82.6964475 27.9896349, -82.6964523 27.989274)",,,,
11236260,9th Avenue South,residential,False,True,93.375,"LINESTRING (-82.6964428 27.9899815, -82.6963898 27.9901654, -82.6963243 27.9903924, -82.6963122 27.9904344, -82.6962946 27.9906289, -82.6962786 27.9908056)",,,,
160849725,2nd Street South,residential,False,True,106.624,"LINESTRING (-82.6964428 27.9899815, -82.6954655 27.9899772, -82.6953569 27.9899767)",,,,
11236260,9th Avenue South,residential,False,False,75.357,"LINESTRING (-82.6964523 27.989274, -82.6964512 27.9885963)",,,,
11254843,3rd Street South,residential,False,True,106.602,"LINESTRING (-82.6964523 27.989274, -82.6953667 27.9892622)",,,,
11236260,9th Avenue South,residential,False,True,78.676,"LINESTRING (-82.6964523 27.989274, -82.6964475 27.9896349, -82.6964428 27.9899815)",,,,
11239757,5th Street South,residential,False,True,106.135,"LINESTRING (-82.6964625 27.9878083, -82.6953816 27.9878037)",,,,
11236260,9th Avenue South,residential,False,False,82.13000000000001,"LINESTRING (-82.6964625 27.9878083, -82.6964645 27.987455, -82.6964665 27.98709, -82.6964666 27.9870697)",,,,
11236260,9th Avenue South,residential,False,True,87.62899999999999,"LINESTRING (-82.6964625 27.9878083, -82.6964607 27.9879359, -82.6964569 27.9881973, -82.6964512 27.9885963)",,,,
11249954,6th Street South,residential,False,True,105.785,"LINESTRING (-82.6964666 27.9870697, -82.6953893 27.9870614)",,,,
11236260,9th Avenue South,residential,False,True,82.13,"LINESTRING (-82.6964666 27.9870697, -82.6964665 27.98709, -82.6964645 27.987455, -82.6964625 27.9878083)",,,,
11236458,Delaware Street,residential,False,False,120.939,"LINESTRING (-82.6967663 27.9900917, -82.697998 27.990095)",,,,
480522776,Legion Lane,residential,False,False,80.348,"LINESTRING (-82.6967663 27.9900917, -82.6966391 27.9908055)",,,,
11236458,Delaware Street,residential,False,True,120.939,"LINESTRING (-82.697998 27.990095, -82.6967663 27.9900917)",,,,
11241271,10th Avenue South,secondary,False,True,78.95,"LINESTRING (-82.697998 27.990095, -82.697993 27.990805)",2,FL 590,,
83846480,10th Avenue South,secondary,False,False,78.06,"LINESTRING (-82.697998 27.990095, -82.697995 27.989393)",2,FL 590,,30 mph
47569316,Phillippe Parkway,secondary,False,False,41.291,"LINESTRING (-82.6881113 27.993271, -82.6881056 27.9936423)",2,FL 590,,
47569316,Phillippe Parkway,secondary,False,True,65.995,"LINESTRING (-82.6881113 27.993271, -82.6881292 27.9926777)",2,FL 590,,
11237620,2nd Street North,residential,False,False,53.048,"LINESTRING (-82.6886343 27.9917478, -82.6887123 27.9917525, -82.6889301 27.9917517, -82.6891744 27.9917509)",,,,
11240472,2nd Avenue North,residential,False,False,103.824,"LINESTRING (-82.6891744 27.9917509, -82.6891693 27.9926846)",,,,
11237620,2nd Street North,residential,False,False,99.611,"LINESTRING (-82.6891744 27.9917509, -82.6896668 27.9917499, -82.6901889 27.9917489)",,,,
11237620,2nd Street North,residential,False,True,53.048,"LINESTRING (-82.6891744 27.9917509, -82.6889301 27.9917517, -82.6887123 27.9917525, -82.6886343 27.9917478)",,,,
11240472,2nd Avenue North,residential,False,True,104.613,"LINESTRING (-82.6891744 27.9917509, -82.6891775 27.9911881, -82.6891795 27.9908101)",,,,
11237620,2nd Street North,residential,False,False,100.222,"LINESTRING (-82.6912129 27.9917431, -82.6922336 27.9917371)",,,,
11237620,2nd Street North,residential,False,True,100.546,"LINESTRING (-82.6912129 27.9917431, -82.6901889 27.9917489)",,,,
11238656,4th Avenue North,residential,False,False,104.479,"LINESTRING (-82.6912129 27.9917431, -82.6912127 27.9926827)",,,,
11238656,4th Avenue North,residential,False,True,103.934,"LINESTRING (-82.6912129 27.9917431, -82.6912132 27.9908084)",,,,
11237620,2nd Street North,residential,False,False,100.338,"LINESTRING (-82.6922336 27.9917371, -82.6932555 27.9917404)",,,,
11237620,2nd Street North,residential,False,True,100.222,"LINESTRING (-82.6922336 27.9917371, -82.6912129 27.9917431)",,,,
11247654,5th Avenue North,residential,False,False,105.046,"LINESTRING (-82.6922336 27.9917371, -82.6922315 27.9926818)",,,,
11247654,5th Avenue North,residential,False,True,103.04499999999999,"LINESTRING (-82.6922336 27.9917371, -82.692235 27.9910748, -82.6922356 27.9908104)",,,,
11237620,2nd Street North,residential,False,True,100.338,"LINESTRING (-82.6932555 27.9917404, -82.6922336 27.9917371)",,,,
11256879,6th Avenue North,residential,False,False,104.568,"LINESTRING (-82.6932555 27.9917404, -82.6932551 27.9926808)",,,,
11237620,2nd Street North,residential,False,False,101.046,"LINESTRING (-82.6932555 27.9917404, -82.6938153 27.9917398, -82.6942846 27.9917437)",,,,
11256879,6th Avenue North,residential,False,True,103.456,"LINESTRING (-82.6932555 27.9917404, -82.6932558 27.9910216, -82.6932559 27.99081)",,,,
11237620,2nd Street North,residential,False,False,100.171,"LINESTRING (-82.6942846 27.9917437, -82.6953048 27.9917407)",,,,
11249181,7th Avenue North,residential,False,False,104.134,"LINESTRING (-82.6942846 27.9917437, -82.694258 27.9926799)",,,,
11237620,2nd Street North,residential,False,True,101.046,"LINESTRING (-82.6942846 27.9917437, -82.6938153 27.9917398, -82.6932555 27.9917404)",,,,
11249181,7th Avenue North,residential,False,True,104.001,"LINESTRING (-82.6942846 27.9917437, -82.6942851 27.9912812, -82.6942857 27.9908084)",,,,
11237620,2nd Street North,residential,False,True,100.171,"LINESTRING (-82.6953048 27.9917407, -82.6942846 27.9917437)",,,,
11258180,8th Avenue North,residential,False,False,104.323,"LINESTRING (-82.6953048 27.9917407, -82.6953047 27.9926789)",,,,
11237620,2nd Street North,residential,False,False,89.94400000000002,"LINESTRING (-82.6953048 27.9917407, -82.6956183 27.9917378, -82.695992 27.9917342, -82.6962208 27.9917321)",,,,
11258180,8th Avenue North,residential,False,True,104.46799999999999,"LINESTRING (-82.6953048 27.9917407, -82.6952972 27.9912946, -82.6952969 27.9912788, -82.6952889 27.9908013)",,,,
11237709,2nd Street South,residential,False,False,6.079,"LINESTRING (-82.6912255 27.9899516, -82.6912874 27.9899505)",,,,
11238798,4th Avenue South,residential,False,True,95.28,"LINESTRING (-82.6912255 27.9899516, -82.6912132 27.9908084)",,,,
11237709,2nd Street South,residential,False,True,100.59200000000001,"LINESTRING (-82.6912255 27.9899516, -82.6906977 27.9899458, -82.6902011 27.9899404)",,,,
11237709,2nd Street South,residential,False,True,93.554,"LINESTRING (-82.6922401 27.9899628, -82.6917292 27.9899562, -82.6912874 27.9899505)",,,,
11247746,5th Avenue South,residential,False,True,94.25,"LINESTRING (-82.6922401 27.9899628, -82.6922373 27.9904921, -82.6922356 27.9908104)",,,,
160849725,2nd Street South,residential,False,False,25.921999999999997,"LINESTRING (-82.6922401 27.9899628, -82.6923297 27.9899632, -82.6925041 27.989964)",,,,
160849725,2nd Street South,residential,False,False,102.805,"LINESTRING (-82.6932644 27.9899674, -82.6943114 27.989972)",,,,
160849725,2nd Street South,residential,False,True,74.654,"LINESTRING (-82.6932644 27.9899674, -82.6925041 27.989964)",,,,
11256923,6th Avenue South,residential,False,False,63.503,"LINESTRING (-82.6932644 27.9899674, -82.6932664 27.9895544, -82.6932839 27.9894788, -82.6933043 27.9893999)",,,,
11256923,6th Avenue South,residential,False,True,93.696,"LINESTRING (-82.6932644 27.9899674, -82.6932592 27.9904845, -82.6932559 27.99081)",,,,
160849725,2nd Street South,residential,False,True,102.805,"LINESTRING (-82.6943114 27.989972, -82.6932644 27.9899674)",,,,
