osmid,bridge,oneway,lanes,highway,reversed,length,geometry,ref,maxspeed,name,access
"[26944530, 60429462]",yes,True,1,motorway_link,False,136.082,"LINESTRING (-74.021797 40.7679172, -74.0218198 40.7680783, -74.0218556 40.7681285, -74.0218901 40.7681733, -74.0219493 40.7682384, -74.0220409 40.7683182, -74.0221275 40.7683805, -74.0222111 40.7684292, -74.0223028 40.7684742, -74.022387 40.7685093, -74.0229127 40.7687017)",,,,
"[122603998, 26944647]",yes,True,3,motorway,False,391.597,"LINESTRING (-74.021797 40.7679172, -74.0220583 40.768069, -74.0221134 40.7681002, -74.0221727 40.7681318, -74.0222315 40.7681611, -74.0222911 40.7681886, -74.0243866 40.7691195, -74.0257751 40.7697365)",NJ 495,"['35 mph', '50 mph']",,
852432666,,True,1,residential,False,16.542,"LINESTRING (-74.026279 40.7701473, -74.0262392 40.7702094, -74.0261876 40.7702789)",,,Hudson Avenue,
11631344,,True,,residential,False,171.24,"LINESTRING (-74.0257865 40.7708172, -74.0257237 40.7707908, -74.0240525 40.7700129)",,,Peter Street,
852432666,,True,1,residential,False,77.8,"LINESTRING (-74.0257865 40.7708172, -74.0257401 40.7708739, -74.0256757 40.77096, -74.0256352 40.7710143, -74.0253608 40.7713815, -74.0253276 40.7714244)",,,Hudson Avenue,
11633087,,True,,residential,False,211.835,"LINESTRING (-74.0253276 40.7714244, -74.025275 40.7714004, -74.0249917 40.7712657, -74.0243793 40.7709746, -74.0234891 40.7705553, -74.0233025 40.7704688, -74.0231912 40.7704187)",,,34th Street,
852432666,,True,1,residential,False,73.94900000000001,"LINESTRING (-74.0253276 40.7714244, -74.0252915 40.7714663, -74.0249173 40.7719487, -74.0248816 40.7719972)",,,Hudson Avenue,
11631814,,True,,residential,False,90.584,"LINESTRING (-74.0248816 40.7719972, -74.0249484 40.7720322, -74.0251177 40.7721127, -74.0255918 40.7723383, -74.0257358 40.7724068, -74.0257914 40.7724317)",,,35th Street,
852432666,,True,1,residential,False,73.601,"LINESTRING (-74.0248816 40.7719972, -74.0248497 40.7720418, -74.0244724 40.772526, -74.0244396 40.7725682)",,,Hudson Avenue,
11631195,,True,,residential,False,211.447,"LINESTRING (-74.0244396 40.7725682, -74.0243667 40.7725378, -74.0224233 40.7716067, -74.0223133 40.771557)",,,36th Street,
852432666,,True,1,residential,False,73.883,"LINESTRING (-74.0244396 40.7725682, -74.0244026 40.7726121, -74.0240412 40.7730908, -74.024001 40.7731436)",,,Hudson Avenue,
11634032,,True,1,tertiary,False,90.64999999999999,"LINESTRING (-74.024001 40.7731436, -74.0240605 40.7731727, -74.0242604 40.7732701, -74.0243704 40.7733237, -74.0244122 40.7733425, -74.0245548 40.7734065, -74.0248492 40.7735387, -74.0249176 40.7735709)",CR 505,,37th Street,
852432666,,True,1,residential,False,75.92500000000001,"LINESTRING (-74.024001 40.7731436, -74.0239672 40.7731868, -74.0236072 40.7736707, -74.0235557 40.7737373)",,,Hudson Avenue,
11633081,,True,1,tertiary,False,194.819,"LINESTRING (-74.0235557 40.7737373, -74.0234921 40.7737083, -74.0216832 40.7728768, -74.0215761 40.7728306)",CR 505,,38th Street,
1036840576,,False,2,secondary,True,86.127,"LINESTRING (-74.0249439 40.7669865, -74.0249835 40.7670418, -74.0251469 40.7672654, -74.0253917 40.7675896, -74.0254459 40.7676613)",,,Plank Road,
11630068,,False,,residential,False,32.344,"LINESTRING (-74.0199622 40.7677822, -74.0198734 40.7677468, -74.0198277 40.7677492, -74.0198064 40.7677621, -74.0197074 40.7679029)",,,,
11633691,,False,,residential,True,190.80700000000002,"LINESTRING (-74.0199622 40.7677822, -74.0199903 40.7677418, -74.0202725 40.7673354, -74.020486 40.7671633, -74.0205347 40.767124, -74.0206082 40.7670616, -74.0206669 40.7669596, -74.020709 40.7668046, -74.020773 40.7665643, -74.0208794 40.7663626, -74.0209311 40.7662645)",,,Kingswood Road,
11633692,,False,,residential,False,133.78799999999998,"LINESTRING (-74.0199622 40.7677822, -74.0205613 40.7680123, -74.0205716 40.7680517, -74.0205494 40.76808, -74.0203804 40.7683126, -74.0201855 40.7685899, -74.0201588 40.7686264)",,,Kingswood Road,
11630068,,False,,residential,True,32.344,"LINESTRING (-74.0197074 40.7679029, -74.0198064 40.7677621, -74.0198277 40.7677492, -74.0198734 40.7677468, -74.0199622 40.7677822)",,,,
11633306,,True,1,residential,False,295.771,"LINESTRING (-74.0158908 40.7724734, -74.016001 40.7725175, -74.0188719 40.7737682, -74.0189375 40.7737968)",,,Eldorado Place,
27523657,,False,,primary,False,76.799,"LINESTRING (-74.0158908 40.7724734, -74.0157252 40.7728557, -74.0156253 40.7730831, -74.0156043 40.7731291)",CR 505,,Boulevard East,
27523657,,False,,primary,True,76.34100000000001,"LINESTRING (-74.0158908 40.7724734, -74.0161544 40.7718818, -74.0161833 40.7718236)",CR 505,,Boulevard East,
27523657,,False,,primary,True,88.167,"LINESTRING (-74.0152685 40.77388, -74.0152968 40.7738272, -74.0155675 40.7732115, -74.015582 40.7731776, -74.0156043 40.7731291)",CR 505,,Boulevard East,
27523657,,False,,primary,True,47.439,"LINESTRING (-74.0165229 40.7711599, -74.0168381 40.7708063)",CR 505,,Boulevard East,
27523657,,False,,primary,False,79.27199999999999,"LINESTRING (-74.0165229 40.7711599, -74.016382 40.771383, -74.016207 40.771775, -74.0161833 40.7718236)",CR 505,,Boulevard East,
11630629,,False,2,residential,False,284.819,"LINESTRING (-74.0161833 40.7718236, -74.0162826 40.7718601, -74.0190621 40.7730594, -74.019126 40.773086)",,,Hudson Place,
27523657,,False,,primary,False,76.34100000000001,"LINESTRING (-74.0161833 40.7718236, -74.0161544 40.7718818, -74.0158908 40.7724734)",CR 505,,Boulevard East,
27523657,,False,,primary,True,79.272,"LINESTRING (-74.0161833 40.7718236, -74.016207 40.771775, -74.016382 40.771383, -74.0165229 40.7711599)",CR 505,,Boulevard East,
11633753,,True,1,residential,False,124.459,"LINESTRING (-74.0156043 40.7731291, -74.0157119 40.7731679, -74.0168491 40.7736691, -74.0168863 40.7736855)",,,Liberty Place,
27523657,,False,,primary,False,88.167,"LINESTRING (-74.0156043 40.7731291, -74.015582 40.7731776, -74.0155675 40.7732115, -74.0152968 40.7738272, -74.0152685 40.77388)",CR 505,,Boulevard East,
27523657,,False,,primary,True,76.799,"LINESTRING (-74.0156043 40.7731291, -74.0156253 40.7730831, -74.0157252 40.7728557, -74.0158908 40.7724734)",CR 505,,Boulevard East,
11630536,,True,,residential,False,154.15699999999998,"LINESTRING (-74.0258507 40.7694469, -74.0257437 40.7693185, -74.0254993 40.7690251, -74.0252045 40.7686712, -74.0249621 40.7683803, -74.0249343 40.7683469, -74.0248739 40.7682744)",,,33rd Street,
11633888,,True,2,secondary,False,136.197,"LINESTRING (-74.0258507 40.7694469, -74.0245875 40.7688796, -74.0245419 40.7688713, -74.0244424 40.768855)",,,South Marginal Highway,
11630560,,False,2,residential,False,100.286,"LINESTRING (-74.0201569 40.7716501, -74.0201224 40.7717249, -74.020119 40.7717327, -74.0197767 40.7725048)",,,Nesbit Street,
11633079,,False,2,tertiary,False,76.673,"LINESTRING (-74.0201569 40.7716501, -74.0207998 40.7718263, -74.0209492 40.7718646, -74.0210138 40.7718831)",CR 505,,Highwood Terrace,
11633079,,False,2,tertiary,True,80.372,"LINESTRING (-74.0201569 40.7716501, -74.0195761 40.7714995, -74.0192526 40.771419)",CR 505,,Highwood Terrace,
11630560,,False,2,residential,True,100.286,"LINESTRING (-74.0197767 40.7725048, -74.020119 40.7717327, -74.0201224 40.7717249, -74.0201569 40.7716501)",,,Nesbit Street,
11630629,,False,2,residential,True,284.819,"LINESTRING (-74.019126 40.773086, -74.0190621 40.7730594, -74.0162826 40.7718601, -74.0161833 40.7718236)",,,Hudson Place,
11633762,,False,,tertiary,False,80.616,"LINESTRING (-74.019126 40.773086, -74.0191045 40.7731653, -74.0189541 40.7737341, -74.0189375 40.7737968)",,,Highwood Avenue,
11633762,,False,,tertiary,True,190.48,"LINESTRING (-74.019126 40.773086, -74.019237 40.772673, -74.0192389 40.7725986, -74.0190777 40.7722383, -74.0190577 40.7720637, -74.0191233 40.7718244, -74.0191701 40.7716821, -74.0192068 40.7715703, -74.0192244 40.7715107, -74.0192526 40.771419)",,,Highwood Avenue,
27523657,,False,,primary,False,47.439,"LINESTRING (-74.0168381 40.7708063, -74.0165229 40.7711599)",CR 505,,Boulevard East,
