osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,ref,junction
11138421,Northeast 4th Road,unclassified,False,True,102.365,"LINESTRING (-80.473046 25.4691045, -80.4730929 25.4690546, -80.4737181 25.4684122)",,,,,
11155704,Northeast 1st Drive,residential,False,False,56.3,"LINESTRING (-80.473046 25.4691045, -80.472809 25.4689152, -80.4727787 25.4688901, -80.4727087 25.468832, -80.4726832 25.4688109, -80.4726274 25.4687676)",,,,,
11155704,Northeast 1st Drive,residential,False,True,39.717,"LINESTRING (-80.473046 25.4691045, -80.473271 25.4692844, -80.4733411 25.4693424)",,,,,
11151008,Northeast 2nd Drive,tertiary,False,False,16.014,"LINESTRING (-80.4721882 25.4699956, -80.472114 25.4699667, -80.4720389 25.4699454)",2,,,,
11151008,Northeast 2nd Drive,tertiary,False,True,38.653000000000006,"LINESTRING (-80.4721882 25.4699956, -80.472263 25.4700397, -80.4723359 25.4700906, -80.4724569 25.4701973, -80.4724814 25.4702191)",2,,,,
11170240,East Mowry Drive,tertiary,False,True,61.671,"LINESTRING (-80.4767436 25.4698322, -80.4773579 25.4698275)",2,,,,
11168798,Northeast Washington Avenue,residential,False,False,86.197,"LINESTRING (-80.4767436 25.4698322, -80.4767373 25.4699162, -80.4767346 25.4699303, -80.4767192 25.4700124, -80.4767173 25.4700226, -80.4766559 25.4701105, -80.4764219 25.4703333, -80.4763589 25.4704047, -80.4763117 25.4704734)",2,,,,
546332374,East Mowry Drive,tertiary,False,False,26.732,"LINESTRING (-80.4767436 25.4698322, -80.4767063 25.4698328, -80.4765743 25.4698367, -80.4764774 25.469838)",2,,,,
11168798,Northeast Washington Avenue,residential,False,True,86.197,"LINESTRING (-80.4763117 25.4704734, -80.4763589 25.4704047, -80.4764219 25.4703333, -80.4766559 25.4701105, -80.4767173 25.4700226, -80.4767192 25.4700124, -80.4767346 25.4699303, -80.4767373 25.4699162, -80.4767436 25.4698322)",2,,,,
523610066,Washington Avenue,residential,True,False,134.85500000000002,"LINESTRING (-80.4763117 25.4704734, -80.476266 25.4705406, -80.4762442 25.47059, -80.4762288 25.4706765, -80.4762235 25.4707764, -80.4762292 25.4711817, -80.4762292 25.4712842, -80.4762293 25.4714241, -80.4762293 25.4715874, -80.4762295 25.4716695)",1,,,,
