osmid,name,highway,oneway,reversed,length,geometry,ref,tunnel
16928261,East Aspinwall Street,residential,False,False,106.565,"LINESTRING (-110.692296 35.0243574, -110.6928516 35.0245708, -110.6933601 35.0247562)",,
16937057,North Snider Avenue,residential,False,True,107.44800000000001,"LINESTRING (-110.692296 35.0243574, -110.6925513 35.0239185, -110.6927995 35.0234835)",,
16928261,East Aspinwall Street,residential,False,False,106.399,"LINESTRING (-110.6933601 35.0247562, -110.6939088 35.0249742, -110.6944112 35.0251742)",,
16928261,East Aspinwall Street,residential,False,True,106.565,"LINESTRING (-110.6933601 35.0247562, -110.6928516 35.0245708, -110.692296 35.0243574)",,
16940583,North Colorado Avenue,residential,False,False,106.52799999999999,"LINESTRING (-110.6933601 35.0247562, -110.6931157 35.0251861, -110.6928676 35.0256252)",,
16940583,North Colorado Avenue,residential,False,True,105.994,"LINESTRING (-110.6933601 35.0247562, -110.6936088 35.0243292, -110.6938591 35.023895)",,
16928261,East Aspinwall Street,residential,False,False,107.45400000000001,"LINESTRING (-110.6944112 35.0251742, -110.6949649 35.0253875, -110.695478 35.0255873)",,
16928261,East Aspinwall Street,residential,False,True,106.399,"LINESTRING (-110.6944112 35.0251742, -110.6939088 35.0249742, -110.6933601 35.0247562)",,
16941823,North Apache Avenue,residential,False,False,106.416,"LINESTRING (-110.6944112 35.0251742, -110.6946618 35.0247407, -110.6949076 35.0243078)",,
16941823,North Apache Avenue,residential,False,True,106.064,"LINESTRING (-110.6944112 35.0251742, -110.6941684 35.0255988, -110.6939211 35.0260395)",,
16928261,East Aspinwall Street,residential,False,False,105.24600000000001,"LINESTRING (-110.695478 35.0255873, -110.6960216 35.0257983, -110.6965218 35.0259938)",,
16928261,East Aspinwall Street,residential,False,True,107.45400000000001,"LINESTRING (-110.695478 35.0255873, -110.6949649 35.0253875, -110.6944112 35.0251742)",,
16938474,North Williamson Avenue,tertiary,False,False,106.602,"LINESTRING (-110.695478 35.0255873, -110.6952166 35.0260178, -110.6949683 35.0264503)",,
16938474,North Williamson Avenue,tertiary,False,True,107.55699999999999,"LINESTRING (-110.695478 35.0255873, -110.6957193 35.0251495, -110.6959691 35.0247076)",,
162155111,North Kinsley Avenue,residential,False,False,106.523,"LINESTRING (-110.6965218 35.0259938, -110.6960198 35.0268591)",,
162155111,North Kinsley Avenue,residential,False,True,108.142,"LINESTRING (-110.6965218 35.0259938, -110.6970407 35.025119)",,
