osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,ref
711005234,North Penn Street,residential,False,True,53.84700000000001,"LINESTRING (-75.6484514 40.2479554, -75.6485273 40.2476458, -75.6485681 40.2474794)",,,,
719695387,North Penn Street,residential,True,False,54.433,"LINESTRING (-75.6484514 40.2479554, -75.6484447 40.2479906, -75.6483588 40.2484398)",,,,
12359601,North Evans Street,residential,True,False,114.987,"LINESTRING (-75.6459847 40.245124, -75.6458765 40.2456514, -75.6458752 40.2456578, -75.6457698 40.246145)",,,,
"[1059783826, 1059783827]",East High Street,primary,False,False,141.716,"LINESTRING (-75.6459847 40.245124, -75.6456802 40.2450848, -75.6454058 40.2450495, -75.6443382 40.2449122)",25 mph,,,
1063942076,East High Street,primary,False,True,140.094,"LINESTRING (-75.6459847 40.245124, -75.6465456 40.2451881, -75.6476141 40.2453251)",25 mph,,,
12317831,South Evans Street,residential,True,False,65.103,"LINESTRING (-75.6461011 40.2445453, -75.6459847 40.245124)",,2,,
12317831,South Evans Street,residential,True,False,36.474000000000004,"LINESTRING (-75.6461767 40.2442224, -75.6461442 40.2443551, -75.6461011 40.2445453)",,2,,
"[12317831, 266982308, 266982311]",South Evans Street,residential,True,False,69.203,"LINESTRING (-75.6462877 40.2436059, -75.6462349 40.2439144, -75.6462259 40.2439707, -75.6461854 40.2441875, -75.6461767 40.2442224)",,2,yes,
12338850,South Street,residential,False,False,141.435,"LINESTRING (-75.6463906 40.2431114, -75.6447448 40.2429122)",,,,
12338850,South Street,residential,False,True,46.31,"LINESTRING (-75.6463906 40.2431114, -75.6469247 40.2431965)",,,,
266982311,South Evans Street,residential,True,False,55.675,"LINESTRING (-75.6463906 40.2431114, -75.6462877 40.2436059)",,2,,
12369800,Cherry Street,residential,False,True,141.382,"LINESTRING (-75.6465905 40.2421596, -75.6482301 40.2423839)",,,,
12369800,Cherry Street,residential,False,False,140.788,"LINESTRING (-75.6465905 40.2421596, -75.6454712 40.2420351, -75.6449491 40.2419771)",,,,
266982311,South Evans Street,residential,True,False,107.18700000000001,"LINESTRING (-75.6465905 40.2421596, -75.6464933 40.24263, -75.6463906 40.2431114)",,2,,
266982311,South Evans Street,residential,True,False,106.456,"LINESTRING (-75.6467971 40.2412153, -75.6466971 40.2416758, -75.6465905 40.2421596)",,2,,
266982311,South Evans Street,residential,True,False,36.992,"LINESTRING (-75.6469454 40.2409073, -75.6468719 40.2409878, -75.6467971 40.2412153)",,2,,
924446153,Industrial Highway,tertiary,False,True,140.774,"LINESTRING (-75.6469454 40.2409073, -75.6481113 40.2413525, -75.6484303 40.2414712)",25 mph,,,
12370802,East High Street,primary,False,False,122.29,"LINESTRING (-75.6504231 40.2456716, -75.6490028 40.2454865)",25 mph,,,
12336906,South Hanover Street,secondary,False,True,106.68900000000001,"LINESTRING (-75.6504231 40.2456716, -75.6506024 40.2448302, -75.6506197 40.244724)",25 mph,,,
626834284,North Hanover Street,tertiary,False,False,115.275,"LINESTRING (-75.6504231 40.2456716, -75.6503122 40.2462054, -75.6502104 40.2466955)",25 mph,,,
1059297183,East High Street,primary,False,True,201.89800000000002,"LINESTRING (-75.6504231 40.2456716, -75.6508644 40.2457308, -75.650963 40.2457427, -75.6517862 40.2458431, -75.651968 40.2458642, -75.6527714 40.2459613)",25 mph,,,
12336906,South Hanover Street,secondary,False,False,106.68900000000001,"LINESTRING (-75.6506197 40.244724, -75.6506024 40.2448302, -75.6504231 40.2456716)",25 mph,,,
12336906,South Hanover Street,secondary,False,True,118.513,"LINESTRING (-75.6506197 40.244724, -75.6506325 40.2446579, -75.6506397 40.2446264, -75.6506763 40.2444665, -75.6507087 40.2443249, -75.6507836 40.2439976, -75.6508576 40.2436738)",25 mph,,,
924446154,South Street,residential,False,True,94.336,"LINESTRING (-75.6508576 40.2436738, -75.6519504 40.2438286)",,,,
924446155,South Hanover Street,secondary,False,True,49.731,"LINESTRING (-75.6508576 40.2436738, -75.6509604 40.2432335)",25 mph,,,
12336906,South Hanover Street,secondary,False,False,118.51299999999998,"LINESTRING (-75.6508576 40.2436738, -75.6507836 40.2439976, -75.6507087 40.2443249, -75.6506763 40.2444665, -75.6506397 40.2446264, -75.6506325 40.2446579, -75.6506197 40.244724)",25 mph,,,
12338850,South Street,residential,False,False,242.856,"LINESTRING (-75.6508576 40.2436738, -75.6503752 40.2436141, -75.6499125 40.2435568, -75.649396 40.2434929, -75.6493571 40.2434881, -75.6484425 40.2433735, -75.6480336 40.2433223)",,,,
626834291,South Hanover Street,secondary,False,False,36.383,"LINESTRING (-75.6510264 40.2429102, -75.6509604 40.2432335)",25 mph,,,
12371399,College Drive,tertiary,False,True,53.943000000000005,"LINESTRING (-75.6510264 40.2429102, -75.6513467 40.2430768, -75.6515622 40.2431704)",25 mph,3,,
"[14224032, 626834290, 12336907, 46594755]","['South Hanover Street', 'Hanover Street']",secondary,False,"[False, True]",179.581,"LINESTRING (-75.6510264 40.2429102, -75.6510705 40.2427747, -75.6510865 40.2427013, -75.6511275 40.2425135, -75.6512206 40.2420693, -75.6513544 40.2414436, -75.6513737 40.2413177)",25 mph,2,yes,
924446153,Industrial Highway,tertiary,False,False,272.56100000000004,"LINESTRING (-75.6510264 40.2429102, -75.6508472 40.2427909, -75.6499558 40.2422854, -75.6496947 40.2421373, -75.6489293 40.2417071, -75.6484681 40.2414853, -75.6484303 40.2414712)",25 mph,,,
12337191,Laurel Street,residential,True,False,141.784,"LINESTRING (-75.6451483 40.2410108, -75.6467971 40.2412153)",,,,
