osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,maxspeed
9518780,Calhoun Street,residential,False,False,86.278,,,"LINESTRING (-82.350643 31.209696, -82.350599 31.210471)",
9526165,Williams Street,residential,False,False,133.047,,,"LINESTRING (-82.350643 31.209696, -82.352041 31.209741)",
9518780,Calhoun Street,residential,False,False,84.94,,,"LINESTRING (-82.350599 31.210471, -82.350556 31.211234)",
9518780,Calhoun Street,residential,False,True,86.278,,,"LINESTRING (-82.350599 31.210471, -82.350643 31.209696)",
9524000,Hicks Street,residential,False,False,133.506,,,"LINESTRING (-82.350599 31.210471, -82.352002 31.210512)",
9518780,Calhoun Street,residential,False,True,84.94,,,"LINESTRING (-82.350556 31.211234, -82.350599 31.210471)",
"[1175445032, 50071524]",Memorial Drive,primary,False,False,323.17699999999996,5,US 1 Business,"LINESTRING (-82.350556 31.211234, -82.351956 31.211278, -82.3521893 31.2112851, -82.3527015 31.2113008, -82.3534808 31.2113285, -82.353952 31.211339)",
9524768,Pendleton Street,residential,False,False,55.363,,,"LINESTRING (-82.358902 31.215806, -82.358697 31.216272)",
9524768,Pendleton Street,residential,False,True,88.248,,,"LINESTRING (-82.358902 31.215806, -82.359188 31.215051)",
52034554,Plant Avenue,trunk,False,False,123.514,5,US 84;GA 38,"LINESTRING (-82.351012 31.215887, -82.350055 31.216638)",35 mph
52034554,Plant Avenue,trunk,False,True,22.724,5,US 84;GA 38,"LINESTRING (-82.351012 31.215887, -82.351178 31.21574)",35 mph
"[9522696, 9527122]",Dewey Street,residential,False,"[False, True]",61.841,,,"LINESTRING (-82.351012 31.215887, -82.3508011 31.2157181, -82.350535 31.215509)",
9523844,Clay Street,residential,False,True,85.812,,,"LINESTRING (-82.352002 31.210512, -82.352041 31.209741)",
9524000,Hicks Street,residential,False,True,133.506,,,"LINESTRING (-82.352002 31.210512, -82.350599 31.210471)",
9524000,Hicks Street,residential,False,False,187.84900000000002,,,"LINESTRING (-82.352002 31.210512, -82.3521469 31.2105164, -82.3525102 31.2105274, -82.3530157 31.2105428, -82.3534225 31.2105552, -82.353976 31.210572)",
1175445070,Albany Avenue,tertiary,False,True,29.875,3,,"LINESTRING (-82.3541255 31.2134008, -82.3539665 31.2132106, -82.3539413 31.2131832)",
"[52034551, 1175445068, 1175445071]",Plant Avenue,trunk,False,True,217.71,5,US 84;US 1 Business;GA 38,"LINESTRING (-82.3541255 31.2134008, -82.3544725 31.2131446, -82.355566 31.2123373, -82.3558569 31.2121199)",35 mph
"[1175445072, 1175445073, 1175445076]",Plant Avenue,trunk,False,False,86.063,5,US 84;US 1 Business;GA 38,"LINESTRING (-82.3541255 31.2134008, -82.3538514 31.2136197, -82.3536763 31.2137594, -82.353464 31.213929)",35 mph
"[52034553, 1175445074]",Albany Avenue,secondary,False,False,148.709,3,,"LINESTRING (-82.3541255 31.2134008, -82.3542734 31.2134973, -82.3544176 31.2135529, -82.3544754 31.213571, -82.355563 31.213911)",
1054217809,Lee Avenue,tertiary,False,False,115.837,,,"LINESTRING (-82.353952 31.211339, -82.353909 31.2123801)",
1054217809,Lee Avenue,tertiary,False,True,85.317,,,"LINESTRING (-82.353952 31.211339, -82.353976 31.210572)",
"[1175445030, 1175445031]",Memorial Drive,primary,False,False,111.375,5,US 1 Business,"LINESTRING (-82.353952 31.211339, -82.3543165 31.2113472, -82.354668 31.211357, -82.354921 31.211389, -82.355104 31.211456)",
"[1175445032, 50071524]",Memorial Drive,primary,False,True,323.177,5,US 1 Business,"LINESTRING (-82.353952 31.211339, -82.3534808 31.2113285, -82.3527015 31.2113008, -82.3521893 31.2112851, -82.351956 31.211278, -82.350556 31.211234)",
195045648,Screven Avenue,secondary,False,True,158.902,2,,"LINESTRING (-82.355104 31.211456, -82.3553495 31.2113818, -82.355728 31.211326, -82.355822 31.211285, -82.35594 31.2112, -82.356201 31.210986, -82.35647 31.210727)",
1175445031,Memorial Drive,primary,False,False,102.842,5,US 1 Business,"LINESTRING (-82.355104 31.211456, -82.355685 31.211969, -82.3558569 31.2121199)",
"[1175445030, 1175445031]",Memorial Drive,primary,False,True,111.375,5,US 1 Business,"LINESTRING (-82.355104 31.211456, -82.354921 31.211389, -82.354668 31.211357, -82.3543165 31.2113472, -82.353952 31.211339)",
"[1175445068, 1175445071, 52034551]",Plant Avenue,trunk,False,False,217.71,5,US 84;US 1 Business;GA 38,"LINESTRING (-82.3558569 31.2121199, -82.355566 31.2123373, -82.3544725 31.2131446, -82.3541255 31.2134008)",35 mph
195045642,Plant Avenue,trunk,False,True,146.442,2,US 84;GA 38,"LINESTRING (-82.3558569 31.2121199, -82.356795 31.21134, -82.35696 31.211201)",35 mph
1175445031,Memorial Drive,primary,False,True,102.842,5,US 1 Business,"LINESTRING (-82.3558569 31.2121199, -82.355685 31.211969, -82.355104 31.211456)",
"[1175445067, 1175445061]",Carswell Avenue,secondary,False,False,63.870000000000005,4,,"LINESTRING (-82.3558569 31.2121199, -82.3560947 31.2123466, -82.3562466 31.2124741, -82.3563199 31.2125356)",
9523785,Screven Avenue,residential,False,False,409.993,,,"LINESTRING (-82.353705 31.21301, -82.352091 31.214277, -82.350535 31.215509)",
52034552,Albany Avenue,tertiary,False,False,29.828000000000003,3,,"LINESTRING (-82.353705 31.21301, -82.353885 31.213122, -82.3539413 31.2131832)",
687217987,Knight Avenue,tertiary,False,True,93.565,2,,"LINESTRING (-82.353705 31.21301, -82.3533682 31.2128993, -82.3527779 31.2127288)",
948376650,Lee Avenue,tertiary,True,False,26.2,1,,"LINESTRING (-82.353705 31.21301, -82.3538142 31.2129607, -82.3538761 31.2129018, -82.3539072 31.2128585)",
52034553,Albany Avenue,secondary,False,False,148.01999999999998,,,"LINESTRING (-82.355563 31.213911, -82.356045 31.214066, -82.356197 31.214115, -82.357021 31.214377)",
"[52034553, 1175445074]",Albany Avenue,secondary,False,True,148.709,3,,"LINESTRING (-82.355563 31.213911, -82.3544754 31.213571, -82.3544176 31.2135529, -82.3542734 31.2134973, -82.3541255 31.2134008)",
1054117544,Church Street,residential,False,True,169.752,,,"LINESTRING (-82.355563 31.213911, -82.355788 31.213569, -82.356037 31.213204, -82.35609 31.213037, -82.3563199 31.2125356)",
9527141,Knox Street,residential,False,False,142.517,,,"LINESTRING (-82.357021 31.214377, -82.356504 31.21558)",
52034553,Albany Avenue,secondary,False,False,76.705,,,"LINESTRING (-82.357021 31.214377, -82.357775 31.214622)",
52034553,Albany Avenue,secondary,False,True,148.02,,,"LINESTRING (-82.357021 31.214377, -82.356197 31.214115, -82.356045 31.214066, -82.355563 31.213911)",
52034553,Albany Avenue,secondary,False,False,142.589,,,"LINESTRING (-82.357775 31.214622, -82.359188 31.215051)",
52034553,Albany Avenue,secondary,False,True,76.705,,,"LINESTRING (-82.357775 31.214622, -82.357021 31.214377)",
195045591,Alice Street,residential,False,False,141.023,,,"LINESTRING (-82.357775 31.214622, -82.357259 31.215811)",
195045591,Alice Street,residential,False,True,185.47899999999998,,,"LINESTRING (-82.357775 31.214622, -82.357904 31.214328, -82.3579097 31.213778, -82.357912 31.213614, -82.357915 31.212974)",
9524768,Pendleton Street,residential,False,False,88.248,,,"LINESTRING (-82.359188 31.215051, -82.358902 31.215806)",
52034553,Albany Avenue,secondary,False,True,142.589,,,"LINESTRING (-82.359188 31.215051, -82.357775 31.214622)",
684667498,Dewey Street,residential,False,True,78.98,,,"LINESTRING (-82.350535 31.215509, -82.349968 31.21499)",
9523785,Screven Avenue,residential,False,True,409.993,,,"LINESTRING (-82.350535 31.215509, -82.352091 31.214277, -82.353705 31.21301)",
"[9522696, 9527122]",Dewey Street,residential,False,"[False, True]",61.841,,,"LINESTRING (-82.350535 31.215509, -82.3508011 31.2157181, -82.351012 31.215887)",
9523788,Screven Avenue,secondary,False,False,12.15,2,,"LINESTRING (-82.357629 31.209752, -82.357535 31.209826)",
969808673,Brunel Street,residential,False,True,63.949,,,"LINESTRING (-82.357629 31.209752, -82.357642 31.209177)",
9523788,Screven Avenue,secondary,False,True,12.15,2,,"LINESTRING (-82.357535 31.209826, -82.357629 31.209752)",
9526108,Alice Street,residential,False,False,38.875,,,"LINESTRING (-82.357535 31.209826, -82.3578144 31.2100812)",
195045647,Screven Avenue,secondary,False,False,16.914,,,"LINESTRING (-82.357535 31.209826, -82.357398 31.209923)",
195045647,Screven Avenue,secondary,False,True,16.914,,,"LINESTRING (-82.357398 31.209923, -82.357535 31.209826)",
195045648,Screven Avenue,secondary,False,False,125.624,2,,"LINESTRING (-82.357398 31.209923, -82.35647 31.210727)",
195045670,Williams Street,residential,False,True,94.355,,,"LINESTRING (-82.357398 31.209923, -82.3564069 31.2098841)",
9526866,Gilmore Avenue,tertiary,False,True,10.938,,,"LINESTRING (-82.35647 31.210727, -82.3563845 31.2106612)",
195045648,Screven Avenue,secondary,False,True,125.624,2,,"LINESTRING (-82.35647 31.210727, -82.357398 31.209923)",
9526783,Isabella Street,residential,False,False,70.352,,,"LINESTRING (-82.35647 31.210727, -82.356746 31.210994, -82.356844 31.211089, -82.35696 31.211201)",
195045648,Screven Avenue,secondary,False,False,158.902,2,,"LINESTRING (-82.35647 31.210727, -82.356201 31.210986, -82.35594 31.2112, -82.355822 31.211285, -82.355728 31.211326, -82.3553495 31.2113818, -82.355104 31.211456)",
52034554,Plant Avenue,trunk,False,False,149.563,5,US 84;GA 38,"LINESTRING (-82.352334 31.214828, -82.351178 31.21574)",35 mph
52034554,Plant Avenue,trunk,False,True,146.767,5,US 84;GA 38,"LINESTRING (-82.352334 31.214828, -82.353464 31.213929)",35 mph
9523834,Thomas Street,residential,False,False,136.24599999999998,,,"LINESTRING (-82.352334 31.214828, -82.352836 31.215302, -82.353296 31.215736)",
9523834,Thomas Street,residential,False,False,143.607,,,"LINESTRING (-82.353296 31.215736, -82.354319 31.216686)",
9527146,Church Street,residential,False,False,145.718,,,"LINESTRING (-82.353296 31.215736, -82.35218 31.216634)",
9527146,Church Street,residential,False,True,149.003,,,"LINESTRING (-82.353296 31.215736, -82.354433 31.214814)",
9523834,Thomas Street,residential,False,True,136.24599999999998,,,"LINESTRING (-82.353296 31.215736, -82.352836 31.215302, -82.352334 31.214828)",
9523834,Thomas Street,residential,False,False,71.947,,,"LINESTRING (-82.354319 31.216686, -82.354834 31.21716)",
9523834,Thomas Street,residential,False,True,143.607,,,"LINESTRING (-82.354319 31.216686, -82.353296 31.215736)",
680946566,Grove Avenue,residential,False,False,147.906,,,"LINESTRING (-82.354319 31.216686, -82.353189 31.2176)",
680946566,Grove Avenue,residential,False,True,75.133,,,"LINESTRING (-82.354319 31.216686, -82.35489 31.216219)",
9523834,Thomas Street,residential,False,False,70.52,,,"LINESTRING (-82.354834 31.21716, -82.355328 31.217633)",
9523834,Thomas Street,residential,False,True,71.947,,,"LINESTRING (-82.354834 31.21716, -82.354319 31.216686)",
9526952,Clifford Street,residential,False,True,75.722,,,"LINESTRING (-82.354834 31.21716, -82.355419 31.216698)",
9523834,Thomas Street,residential,False,True,70.52,,,"LINESTRING (-82.355328 31.217633, -82.354834 31.21716)",
9526112,Alice Street,tertiary,False,True,149.28500000000003,,,"LINESTRING (-82.355328 31.217633, -82.3559 31.217154, -82.35645 31.216694)",
9523844,Clay Street,residential,False,False,85.812,,,"LINESTRING (-82.352041 31.209741, -82.352002 31.210512)",
9526165,Williams Street,residential,False,False,186.772,,,"LINESTRING (-82.352041 31.209741, -82.354004 31.209792)",
9526165,Williams Street,residential,False,True,133.047,,,"LINESTRING (-82.352041 31.209741, -82.350643 31.209696)",
9528153,State Street,primary,False,True,98.77,4,US 1 Business,"LINESTRING (-82.357494 31.217628, -82.356795 31.216971)",
9524000,Hicks Street,residential,False,False,229.267,,,"LINESTRING (-82.353976 31.210572, -82.3563845 31.2106612)",
1054217809,Lee Avenue,tertiary,False,False,85.317,,,"LINESTRING (-82.353976 31.210572, -82.353952 31.211339)",
1054217809,Lee Avenue,tertiary,False,True,86.773,,,"LINESTRING (-82.353976 31.210572, -82.354004 31.209792)",
9524000,Hicks Street,residential,False,True,187.849,,,"LINESTRING (-82.353976 31.210572, -82.3534225 31.2105552, -82.3530157 31.2105428, -82.3525102 31.2105274, -82.3521469 31.2105164, -82.352002 31.210512)",
9524000,Hicks Street,residential,False,True,229.267,,,"LINESTRING (-82.3563845 31.2106612, -82.353976 31.210572)",
9526866,Gilmore Avenue,tertiary,False,False,10.938,,,"LINESTRING (-82.3563845 31.2106612, -82.35647 31.210727)",
195045606,Gilmore Street,tertiary,False,True,86.436,,,"LINESTRING (-82.3563845 31.2106612, -82.3564069 31.2098841)",
9526165,Williams Street,residential,False,False,228.751,,,"LINESTRING (-82.354004 31.209792, -82.3564069 31.2098841)",
9526165,Williams Street,residential,False,True,186.772,,,"LINESTRING (-82.354004 31.209792, -82.352041 31.209741)",
1054217809,Lee Avenue,tertiary,False,False,86.773,,,"LINESTRING (-82.354004 31.209792, -82.353976 31.210572)",
1054217809,Lee Avenue,tertiary,False,True,115.837,,,"LINESTRING (-82.353909 31.2123801, -82.353952 31.211339)",
"[1175445069, 1054117543]",Lee Avenue,tertiary,True,False,74.348,"['1', '2']",,"LINESTRING (-82.353909 31.2123801, -82.3538772 31.2124861, -82.3538651 31.2127293, -82.3538216 31.2128537, -82.3537579 31.212926, -82.353705 31.21301)",
1054117544,Church Street,residential,False,False,169.75199999999998,,,"LINESTRING (-82.3563199 31.2125356, -82.35609 31.213037, -82.356037 31.213204, -82.355788 31.213569, -82.355563 31.213911)",
1175445061,Carswell Avenue,secondary,False,False,163.83200000000002,4,,"LINESTRING (-82.3563199 31.2125356, -82.3564217 31.2126137, -82.3565304 31.2126846, -82.3566453 31.2127478, -82.3567658 31.2128031, -82.356891 31.21285, -82.3570009 31.2128832, -82.3571132 31.2129099, -82.3572273 31.21293, -82.357915 31.212974)",
"[1175445067, 1175445061]",Carswell Avenue,secondary,False,True,63.870000000000005,4,,"LINESTRING (-82.3563199 31.2125356, -82.3562466 31.2124741, -82.3560947 31.2123466, -82.3558569 31.2121199)",
195045591,Alice Street,residential,False,True,177.41,,,"LINESTRING (-82.357915 31.212974, -82.358019 31.211381)",
1175445061,Carswell Avenue,secondary,False,False,88.109,4,,"LINESTRING (-82.357915 31.212974, -82.358841 31.213)",
195045591,Alice Street,residential,False,False,185.479,,,"LINESTRING (-82.357915 31.212974, -82.357912 31.213614, -82.3579097 31.213778, -82.357904 31.214328, -82.357775 31.214622)",
1175445061,Carswell Avenue,secondary,False,True,163.83200000000002,4,,"LINESTRING (-82.357915 31.212974, -82.3572273 31.21293, -82.3571132 31.2129099, -82.3570009 31.2128832, -82.356891 31.21285, -82.3567658 31.2128031, -82.3566453 31.2127478, -82.3565304 31.2126846, -82.3564217 31.2126137, -82.3563199 31.2125356)",
1175445061,Carswell Avenue,secondary,False,True,88.109,4,,"LINESTRING (-82.358841 31.213, -82.357915 31.212974)",
9528047,Lott Street,residential,False,True,176.553,,,"LINESTRING (-82.358841 31.213, -82.3588631 31.212396, -82.358899 31.211413)",
9527086,Reed Street West,residential,False,False,115.605,,,"LINESTRING (-82.356428 31.209124, -82.357642 31.209177)",
195045608,Gilmore Street,tertiary,False,False,84.543,,,"LINESTRING (-82.356428 31.209124, -82.3564069 31.2098841)",
9526165,Williams Street,residential,False,True,228.751,,,"LINESTRING (-82.3564069 31.2098841, -82.354004 31.209792)",
195045606,Gilmore Street,tertiary,False,False,86.436,,,"LINESTRING (-82.3564069 31.2098841, -82.3563845 31.2106612)",
195045608,Gilmore Street,tertiary,False,True,84.543,,,"LINESTRING (-82.3564069 31.2098841, -82.356428 31.209124)",
195045670,Williams Street,residential,False,False,94.355,,,"LINESTRING (-82.3564069 31.2098841, -82.357398 31.209923)",
"[687217993, 687217994, 1175445028]",Knight Avenue,tertiary,False,False,95.584,2,,"LINESTRING (-82.349044 31.211659, -82.3492328 31.211712, -82.3495654 31.2118053, -82.349999 31.211927)",
9527141,Knox Street,residential,False,True,142.517,,,"LINESTRING (-82.356504 31.21558, -82.357021 31.214377)",
969808655,Oak Street,residential,False,False,76.254,,,"LINESTRING (-82.356504 31.21558, -82.357259 31.215811)",
9527141,Knox Street,residential,False,False,91.152,,,"LINESTRING (-82.356504 31.21558, -82.3564329 31.2157498, -82.3563518 31.2159247, -82.3562813 31.2160121, -82.3562179 31.2160754, -82.3561156 31.2161538, -82.355984 31.216244)",
"[178744521, 969808655]","['Grove Avenue', 'Oak Street']",residential,False,"[False, True]",137.107,,,"LINESTRING (-82.356504 31.21558, -82.3556871 31.2153194, -82.3555481 31.2156597, -82.3555019 31.2157047, -82.3554274 31.2157255)",
195045591,Alice Street,residential,False,False,136.325,,,"LINESTRING (-82.357259 31.215811, -82.356795 31.216971)",
195045591,Alice Street,residential,False,True,141.023,,,"LINESTRING (-82.357259 31.215811, -82.357775 31.214622)",
969808655,Oak Street,residential,False,False,146.04,,,"LINESTRING (-82.357259 31.215811, -82.358697 31.216272)",
969808655,Oak Street,residential,False,True,76.254,,,"LINESTRING (-82.357259 31.215811, -82.356504 31.21558)",
9524768,Pendleton Street,residential,False,True,55.363,,,"LINESTRING (-82.358697 31.216272, -82.358902 31.215806)",
969808655,Oak Street,residential,False,True,146.04,,,"LINESTRING (-82.358697 31.216272, -82.357259 31.215811)",
9524557,Scruggs Street,residential,False,False,90.006,,,"LINESTRING (-82.349488 31.213329, -82.348784 31.21387)",
9524557,Scruggs Street,residential,False,True,90.006,,,"LINESTRING (-82.348784 31.21387, -82.349488 31.213329)",
687217970,Dewey Street,residential,False,True,83.521,,,"LINESTRING (-82.348784 31.21387, -82.349368 31.214431)",
687217970,Dewey Street,residential,False,False,83.521,,,"LINESTRING (-82.349368 31.214431, -82.348784 31.21387)",
"[9527121, 687217970, 687217974]",Dewey Street,residential,False,True,84.376,,,"LINESTRING (-82.349368 31.214431, -82.3495696 31.2146188, -82.3497749 31.2148101, -82.349968 31.21499)",
9528153,State Street,primary,False,False,71.496,4,US 1 Business,"LINESTRING (-82.355476 31.21577, -82.355984 31.216244)",
9528153,State Street,primary,False,True,6.771,4,US 1 Business,"LINESTRING (-82.355476 31.21577, -82.3554274 31.2157255)",
680946566,Grove Avenue,residential,False,False,74.82,,,"LINESTRING (-82.355476 31.21577, -82.35489 31.216219)",
9527153,Center Street,residential,False,False,73.264,,,"LINESTRING (-82.35489 31.216219, -82.355419 31.216698)",
680946566,Grove Avenue,residential,False,False,75.133,,,"LINESTRING (-82.35489 31.216219, -82.354319 31.216686)",
680946566,Grove Avenue,residential,False,True,74.82,,,"LINESTRING (-82.35489 31.216219, -82.355476 31.21577)",
9526751,Butler Street,residential,False,True,144.029,,,"LINESTRING (-82.353189 31.2176, -82.35218 31.216634)",
680946566,Grove Avenue,residential,False,True,147.906,,,"LINESTRING (-82.353189 31.2176, -82.354319 31.216686)",
"[687217993, 687217986, 687217987]",Knight Avenue,tertiary,False,False,278.919,2,,"LINESTRING (-82.349999 31.211927, -82.351311 31.2123148, -82.3516905 31.212427, -82.3527779 31.2127288)",
"[687217993, 687217994, 1175445028]",Knight Avenue,tertiary,False,True,95.584,2,,"LINESTRING (-82.349999 31.211927, -82.3495654 31.2118053, -82.3492328 31.211712, -82.349044 31.211659)",
9525329,Mary Street,residential,False,False,80.077,,,"LINESTRING (-82.3580938 31.2103364, -82.358935 31.210368)",
195045642,Plant Avenue,trunk,False,False,18.972,2,US 84;GA 38,"LINESTRING (-82.3580938 31.2103364, -82.3579426 31.2104477)",35 mph
866665020,Alice Street,residential,False,True,26.243,,,"LINESTRING (-82.3580938 31.2103364, -82.3579056 31.2101638)",
195045641,Plant Avenue,trunk,False,True,103.742,2,US 84;GA 38,"LINESTRING (-82.3580938 31.2103364, -82.3587931 31.2097874, -82.358899 31.209707)",35 mph
9525329,Mary Street,residential,False,True,80.077,,,"LINESTRING (-82.358935 31.210368, -82.3580938 31.2103364)",
9528047,Lott Street,residential,False,False,116.249,,,"LINESTRING (-82.358935 31.210368, -82.358899 31.211413)",
