osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,bridge
13283562,residential,False,False,25.642,,"LINESTRING (-117.9406327 33.9290101, -117.9406317 33.9287795)",,,
13363321,residential,False,True,93.295,Bright Street,"LINESTRING (-117.9406327 33.9290101, -117.9406397 33.9298491)",,,
13283562,residential,False,True,25.642,,"LINESTRING (-117.9406317 33.9287795, -117.9406327 33.9290101)",,,
13294811,tertiary,False,False,113.03,South Walnut Street,"LINESTRING (-117.9504842 33.9318517, -117.9504846 33.9316354, -117.950485 33.9313632, -117.9504858 33.9308352)",,,
"[663579671, 400996383]",secondary,False,True,107.924,West La Habra Boulevard,"LINESTRING (-117.9504842 33.9318517, -117.9502122 33.9318519, -117.9499948 33.9318521, -117.9493144 33.9318529)",5,,
405005584,tertiary,False,False,101.17699999999999,North Walnut Street,"LINESTRING (-117.9504842 33.9318517, -117.9504847 33.932295, -117.9504853 33.9327616)",,,
13362347,residential,False,True,54.064,West 1st Avenue,"LINESTRING (-117.9504858 33.9308352, -117.9498998 33.9308357)",,,
13294811,tertiary,False,False,200.661,South Walnut Street,"LINESTRING (-117.9504858 33.9308352, -117.9504766 33.9297432, -117.9504742 33.929463, -117.9504817 33.9290307)",,,
13294811,tertiary,False,True,113.03,South Walnut Street,"LINESTRING (-117.9504858 33.9308352, -117.950485 33.9313632, -117.9504846 33.9316354, -117.9504842 33.9318517)",,,
13294811,tertiary,False,False,62.394999999999996,South Walnut Street,"LINESTRING (-117.9504817 33.9290307, -117.9504877 33.9285605, -117.9504884 33.9284696)",,,
"[13335529, 13305019, 13299940]",residential,False,False,401.099,"['West Loma Verde Avenue', 'Acacia Avenue', 'Portola Avenue']","LINESTRING (-117.9504817 33.9290307, -117.9486412 33.9290223, -117.9486415 33.9289799, -117.9486573 33.9284618, -117.9504884 33.9284696)",,,
13294811,tertiary,False,True,200.661,South Walnut Street,"LINESTRING (-117.9504817 33.9290307, -117.9504742 33.929463, -117.9504766 33.9297432, -117.9504858 33.9308352)",,,
13294811,tertiary,False,False,51.727999999999994,South Walnut Street,"LINESTRING (-117.9504884 33.9284696, -117.9504893 33.9282133, -117.9504888 33.9280044)",,,
13294811,tertiary,False,True,62.394999999999996,South Walnut Street,"LINESTRING (-117.9504884 33.9284696, -117.9504877 33.9285605, -117.9504817 33.9290307)",,,
"[13335529, 13305019, 13299940]",residential,False,True,401.099,"['West Loma Verde Avenue', 'Acacia Avenue', 'Portola Avenue']","LINESTRING (-117.9504884 33.9284696, -117.9486573 33.9284618, -117.9486415 33.9289799, -117.9486412 33.9290223, -117.9504817 33.9290307)",,,
13294811,tertiary,False,False,38.39,South Walnut Street,"LINESTRING (-117.9504888 33.9280044, -117.9504817 33.9276592)",,,
13294811,tertiary,False,True,51.727999999999994,South Walnut Street,"LINESTRING (-117.9504888 33.9280044, -117.9504893 33.9282133, -117.9504884 33.9284696)",,,
13348880,residential,False,True,402.13800000000003,West Electric Avenue,"LINESTRING (-117.9504888 33.9280044, -117.9499375 33.9280033, -117.94953 33.9280047, -117.9493605 33.9280047, -117.9491717 33.9280039, -117.9490123 33.9280048, -117.9488466 33.9280048, -117.9486203 33.9280049, -117.9475645 33.9280052, -117.9470034 33.9280054, -117.9465775 33.9280059, -117.9461302 33.9280064)",,,
13294811,tertiary,False,True,38.39,South Walnut Street,"LINESTRING (-117.9504817 33.9276592, -117.9504888 33.9280044)",,,
13357936,residential,False,False,150.542,West Francis Avenue,"LINESTRING (-117.9461551 33.9350318, -117.9477869 33.9350341)",,,
609057528,tertiary,False,False,101.233,North Euclid Street,"LINESTRING (-117.9461551 33.9350318, -117.9461603 33.9359422)",,,
609057528,tertiary,False,True,102.976,North Euclid Street,"LINESTRING (-117.9461551 33.9350318, -117.9461229 33.9341061)",,,
13296121,residential,False,False,201.815,East Francis Avenue,"LINESTRING (-117.9461551 33.9350318, -117.9458688 33.9350383, -117.9455893 33.9350792, -117.9453316 33.9350701, -117.944967 33.935016, -117.9446809 33.9349738, -117.9439833 33.9350022)",,,
13296121,residential,False,False,203.483,East Francis Avenue,"LINESTRING (-117.9439833 33.9350022, -117.9417777 33.935014)",,,
884613034,residential,False,False,103.268,North Orange Street,"LINESTRING (-117.9439833 33.9350022, -117.9439793 33.9359309)",,,
884613034,residential,False,True,99.376,North Orange Street,"LINESTRING (-117.9439833 33.9350022, -117.9439889 33.9341085)",,,
13296121,residential,False,True,201.815,East Francis Avenue,"LINESTRING (-117.9439833 33.9350022, -117.9446809 33.9349738, -117.944967 33.935016, -117.9453316 33.9350701, -117.9455893 33.9350792, -117.9458688 33.9350383, -117.9461551 33.9350318)",,,
13296121,residential,False,True,203.483,East Francis Avenue,"LINESTRING (-117.9417777 33.935014, -117.9439833 33.9350022)",,,
13301711,tertiary,False,True,101.579,North Cypress Street,"LINESTRING (-117.9417777 33.935014, -117.9417843 33.9341005)",,30 mph,
13310007,residential,False,True,71.087,Lemon Street,"LINESTRING (-117.9409157 33.9354939, -117.9408966 33.9353154, -117.94074 33.9350445, -117.9407213 33.9348856)",,,
13296440,residential,False,False,113.056,Wallace Street,"LINESTRING (-117.9473157 33.931855, -117.9473108 33.9313558, -117.9473055 33.9308383)",,,
"[129899345, 921941950]",secondary,False,False,42.19,West La Habra Boulevard,"LINESTRING (-117.9473157 33.931855, -117.9473259 33.931855, -117.9475929 33.9318547, -117.947773 33.9318545)",,,
"[129899345, 401297665]",secondary,False,True,110.046,West La Habra Boulevard,"LINESTRING (-117.9473157 33.931855, -117.947003 33.9318554, -117.9466246 33.9318558, -117.9461229 33.9318563)",5,,
13296440,residential,False,False,50.344,Wallace Street,"LINESTRING (-117.9473055 33.9308383, -117.9472838 33.9303859)",,,
680933149,residential,False,False,91.337,West 1st Avenue,"LINESTRING (-117.9473055 33.9308383, -117.9482955 33.930837)",,,
13296440,residential,False,True,113.056,Wallace Street,"LINESTRING (-117.9473055 33.9308383, -117.9473108 33.9313558, -117.9473157 33.931855)",,,
680933149,residential,False,True,62.658,West 1st Avenue,"LINESTRING (-117.9473055 33.9308383, -117.9469624 33.9308279, -117.9468035 33.9308231, -117.9466268 33.9308177)",,,
13296440,residential,False,True,50.344,Wallace Street,"LINESTRING (-117.9472838 33.9303859, -117.9473055 33.9308383)",,,
13301711,tertiary,False,False,109.31700000000001,North Cypress Street,"LINESTRING (-117.9417694 33.9318589, -117.9417701 33.9320853, -117.9417702 33.9321151, -117.9417707 33.9322981, -117.9417724 33.932842)",,30 mph,
13302341,residential,False,False,116.68,South Cypress Street,"LINESTRING (-117.9417694 33.9318589, -117.9417633 33.9313379, -117.9417657 33.9308096)",,,
"[401297661, 401297663]",secondary,False,False,97.94999999999999,East La Habra Boulevard,"LINESTRING (-117.9417694 33.9318589, -117.9414037 33.9318546, -117.9411275 33.9318519, -117.9407078 33.9318478)",5,40 mph,
"[922378520, 401297662]",secondary,False,True,133.52700000000002,East La Habra Boulevard,"LINESTRING (-117.9417694 33.9318589, -117.942144 33.9318576, -117.9424083 33.9318567, -117.9429889 33.9318546, -117.9432167 33.9318538)",5,40 mph,
13301711,tertiary,False,False,139.94299999999998,North Cypress Street,"LINESTRING (-117.9417724 33.932842, -117.9417766 33.933327, -117.9417843 33.9341005)",,30 mph,
13301711,tertiary,False,True,109.317,North Cypress Street,"LINESTRING (-117.9417724 33.932842, -117.9417707 33.9322981, -117.9417702 33.9321151, -117.9417701 33.9320853, -117.9417694 33.9318589)",,30 mph,
"[13342346, 13321213]",residential,False,True,282.59700000000004,"['North Orange Street', 'East Erna Avenue']","LINESTRING (-117.9417724 33.932842, -117.9422732 33.9328362, -117.9424696 33.9328339, -117.943051 33.9328272, -117.9434326 33.9327446, -117.9439645 33.9327488, -117.9439461 33.9322781, -117.9439433 33.9320762, -117.9439428 33.9320371)",,,
13301711,tertiary,False,False,101.579,North Cypress Street,"LINESTRING (-117.9417843 33.9341005, -117.9417777 33.935014)",,30 mph,
13325755,residential,False,False,97.596,East Florence Avenue,"LINESTRING (-117.9417843 33.9341005, -117.9407265 33.934111)",,,
13325755,residential,False,True,203.39,East Florence Avenue,"LINESTRING (-117.9417843 33.9341005, -117.9439889 33.9341085)",,,
13301711,tertiary,False,True,139.94299999999998,North Cypress Street,"LINESTRING (-117.9417843 33.9341005, -117.9417766 33.933327, -117.9417724 33.932842)",,30 mph,
663579671,secondary,False,True,91.179,West La Habra Boulevard,"LINESTRING (-117.9493144 33.9318529, -117.9483261 33.9318539)",,,
13302307,residential,False,False,101.493,North Hazel Street,"LINESTRING (-117.9493144 33.9318529, -117.9493212 33.932295, -117.9493255 33.9327656)",,,
13312522,residential,True,False,113.043,South Hazel Street,"LINESTRING (-117.9493144 33.9318529, -117.9493114 33.9313558, -117.9493083 33.9308363)",,,
"[400996383, 663579671]",secondary,False,False,107.924,West La Habra Boulevard,"LINESTRING (-117.9493144 33.9318529, -117.9499948 33.9318521, -117.9502122 33.9318519, -117.9504842 33.9318517)",5,,
