osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,bridge,ref
6124340,False,Guilford Road,residential,False,117.499,"LINESTRING (-76.9360902 38.9775234, -76.9360172 38.9775166, -76.9357456 38.9774955, -76.9355836 38.9774745, -76.935481 38.9774606, -76.9354249 38.977453, -76.9353916 38.9774485, -76.9350516 38.9773925, -76.9349011 38.9773626, -76.934755 38.9773336)",,,,
6124340,False,Guilford Road,residential,True,48.365,"LINESTRING (-76.9360902 38.9775234, -76.9362168 38.9775347, -76.9364646 38.9775495, -76.9366476 38.9775605)",,,,
369448791,True,Wake Forest Drive,residential,False,141.67500000000004,"LINESTRING (-76.9360902 38.9775234, -76.9361022 38.9774415, -76.936105 38.977402, -76.936141 38.977124, -76.9361505 38.9770038, -76.936163 38.976846, -76.936158 38.976727, -76.93614 38.976615, -76.936113 38.976533, -76.936077 38.976453, -76.936019 38.976358, -76.9359616 38.9762825)",,,,
6113845,True,Guilford Drive,residential,False,128.434,"LINESTRING (-76.9379224 38.9776098, -76.9380815 38.977656, -76.9381543 38.9776654, -76.9382334 38.9776738, -76.9383152 38.977703, -76.9383877 38.9777322, -76.9386756 38.9778693, -76.9387002 38.977881, -76.9388275 38.9779417, -76.9389871 38.978022, -76.939081 38.9780752, -76.9391953 38.9781715)",25 mph,,,
6124340,False,Guilford Road,residential,False,110.35900000000001,"LINESTRING (-76.9379224 38.9776098, -76.9377712 38.9775971, -76.9377052 38.9775959, -76.9373753 38.9775848, -76.9373 38.9775823, -76.9366476 38.9775605)",,,,
120487083,True,Baltimore Avenue,primary,False,95.257,"LINESTRING (-76.9379224 38.9776098, -76.9378851 38.9776415, -76.9378623 38.9776769, -76.9378541 38.9776994, -76.9378536 38.9777292, -76.9378497 38.9779625, -76.9378502 38.9780282, -76.9378533 38.9784501)",25 mph,2,,US 1
553657045,False,Baltimore Avenue,primary,True,107.663,"LINESTRING (-76.9379224 38.9776098, -76.9379245 38.9774806, -76.9379234 38.977386, -76.9379237 38.9772566, -76.9379235 38.9771524, -76.9379236 38.977005, -76.9379243 38.97696, -76.9379231 38.9768695, -76.9379257 38.9766416)",30 mph,5,,US 1
507287195,False,Calvert Road,residential,False,11.801,"LINESTRING (-76.9379898 38.9784517, -76.9378533 38.9784501)",25 mph,,,
"[468548618, 468548613]",True,Baltimore Avenue,primary,False,95.14899999999999,"LINESTRING (-76.9379898 38.9784517, -76.9379886 38.9782801, -76.9379885 38.9782659, -76.937986 38.9779295, -76.9379858 38.977896, -76.9379862 38.9777335, -76.9379845 38.9777069, -76.9379801 38.9776816, -76.9379634 38.9776523, -76.9379435 38.9776284, -76.9379224 38.9776098)",25 mph,"['3', '2']",,US 1
507289252,False,Knox Road,tertiary,False,11.531,"LINESTRING (-76.9379786 38.9808585, -76.9378452 38.9808579)",25 mph,,,
"[468548605, 1009911693]",True,Baltimore Avenue,primary,False,139.07600000000002,"LINESTRING (-76.9379786 38.9808585, -76.9379793 38.9808005, -76.937983 38.9805154, -76.9379832 38.9804781, -76.9379833 38.9804462, -76.937985 38.9800985, -76.9379848 38.9799045, -76.9379872 38.9796864, -76.9379875 38.9796078)",25 mph,"['3', '2']",,US 1
6134386,False,Lehigh Road,residential,False,40.608000000000004,"LINESTRING (-76.9379821 38.9818182, -76.9380724 38.9818136, -76.9384511 38.981797)",,,,
"[699897713, 507289254, 1055411207]",True,Baltimore Avenue,primary,False,106.717,"LINESTRING (-76.9379821 38.9818182, -76.9379797 38.9815068, -76.937982 38.9812324, -76.9379809 38.9811194, -76.937979 38.9809261, -76.9379786 38.9808585)",25 mph,"['3', '2']",,US 1
6124279,False,Regents Drive,tertiary,True,12.802,"LINESTRING (-76.9379872 38.9821569, -76.9378441 38.9821272)",,2,,
507289254,True,Baltimore Avenue,primary,False,37.665,"LINESTRING (-76.9379872 38.9821569, -76.9379868 38.9820382, -76.9379834 38.9818684, -76.9379821 38.9818182)",25 mph,2,,US 1
694374358,False,Regents Drive,tertiary,False,48.925,"LINESTRING (-76.9379872 38.9821569, -76.9381239 38.9821923, -76.938522 38.982301)",,2,,
6124340,False,Guilford Road,residential,False,48.365,"LINESTRING (-76.9366476 38.9775605, -76.9364646 38.9775495, -76.9362168 38.9775347, -76.9360902 38.9775234)",,,,
6124340,False,Guilford Road,residential,True,110.359,"LINESTRING (-76.9366476 38.9775605, -76.9373 38.9775823, -76.9373753 38.9775848, -76.9377052 38.9775959, -76.9377712 38.9775971, -76.9379224 38.9776098)",,,,
"[6113064, 909127860]",False,Fordham Lane,residential,True,191.605,"LINESTRING (-76.9366476 38.9775605, -76.9366554 38.9774798, -76.9366843 38.9771628, -76.9367054 38.9769339, -76.9367333 38.976632, -76.9376696 38.9766327, -76.9377524 38.9766328)",,,,
6113845,True,Guilford Drive,residential,False,348.3599999999999,"LINESTRING (-76.9391953 38.9781715, -76.9395364 38.9786454, -76.939566 38.9786865, -76.939604 38.9787393, -76.9396751 38.9788122, -76.9397435 38.97888, -76.9397616 38.9788957, -76.939824 38.9789499, -76.9398522 38.9789689, -76.9399554 38.9790385, -76.9400389 38.9790852, -76.9400748 38.9791052, -76.9401888 38.9791636, -76.9403497 38.9792199, -76.9404731 38.9792553, -76.9405924 38.9792793, -76.9407319 38.9793033, -76.9410243 38.9793481, -76.9411785 38.9793721, -76.9413609 38.9794002, -76.941605 38.9794659, -76.9416868 38.9794868, -76.9417833 38.9795201, -76.9419724 38.979615, -76.9423788 38.979836)",25 mph,,,
497705350,False,Rowalt Drive,residential,True,15.982,"LINESTRING (-76.9391953 38.9781715, -76.9392748 38.9781379, -76.9393649 38.978116)",,,,
6115271,False,Rowalt Drive,residential,True,261.49399999999997,"LINESTRING (-76.9393649 38.978116, -76.9394619 38.9781032, -76.939588 38.978101, -76.939685 38.978108, -76.939768 38.97812, -76.939856 38.978145, -76.939933 38.978177, -76.940041 38.978233, -76.940162 38.978309, -76.940284 38.978401, -76.940402 38.978481, -76.940488 38.978532, -76.940629 38.978603, -76.9406569 38.9786154, -76.940815 38.978686, -76.940918 38.978728, -76.941044 38.978765, -76.941147 38.97879, -76.941283 38.97882, -76.941395 38.978848, -76.941471 38.97888, -76.94153 38.97891, -76.941589 38.978956, -76.941619 38.978997, -76.9416336 38.9790696, -76.9416405 38.9791779, -76.9416425 38.9792487, -76.9416409 38.9792719, -76.9416411 38.9793194)",,,,
497705350,False,Rowalt Drive,residential,False,15.982,"LINESTRING (-76.9393649 38.978116, -76.9392748 38.9781379, -76.9391953 38.9781715)",,,,
"[1029261940, 497705351]",True,Guilford Drive,residential,False,144.37199999999999,"LINESTRING (-76.9393649 38.978116, -76.9392047 38.977999, -76.9390755 38.9779194, -76.938921 38.9778455, -76.9389114 38.9778411, -76.9384517 38.977632, -76.9384155 38.9776203, -76.9383094 38.9775848, -76.9382987 38.9775825, -76.9382039 38.9775635, -76.9381103 38.9775551, -76.9380779 38.9775565, -76.9379224 38.9776098)",25 mph,"['1', '2']",,
6115271,False,Rowalt Drive,residential,False,261.49399999999997,"LINESTRING (-76.9416411 38.9793194, -76.9416409 38.9792719, -76.9416425 38.9792487, -76.9416405 38.9791779, -76.9416336 38.9790696, -76.941619 38.978997, -76.941589 38.978956, -76.94153 38.97891, -76.941471 38.97888, -76.941395 38.978848, -76.941283 38.97882, -76.941147 38.97879, -76.941044 38.978765, -76.940918 38.978728, -76.940815 38.978686, -76.9406569 38.9786154, -76.940629 38.978603, -76.940488 38.978532, -76.940402 38.978481, -76.940284 38.978401, -76.940162 38.978309, -76.940041 38.978233, -76.939933 38.978177, -76.939856 38.978145, -76.939768 38.97812, -76.939685 38.978108, -76.939588 38.978101, -76.9394619 38.9781032, -76.9393649 38.978116)",,,,
497705349,True,Guilford Drive,residential,False,252.926,"LINESTRING (-76.9416411 38.9793194, -76.9413514 38.9792444, -76.9411924 38.9792129, -76.9410358 38.9791908, -76.9407185 38.9791498, -76.9406149 38.9791305, -76.9405029 38.979105, -76.940379 38.9790634, -76.9402632 38.9790152, -76.9401584 38.9789644, -76.9400516 38.9789025, -76.9399611 38.9788351, -76.9399068 38.978786, -76.9398347 38.9787167, -76.9397784 38.9786511, -76.9394582 38.9782055, -76.9393649 38.978116)",25 mph,,,
6119874,False,Rossburg Drive,residential,False,18.436,"LINESTRING (-76.9424813 38.9796906, -76.9423788 38.979836)",,,,
6113848,True,Guilford Drive,residential,False,83.69500000000001,"LINESTRING (-76.9424813 38.9796906, -76.9422888 38.9795976, -76.9420096 38.9794626, -76.9418633 38.9793951, -76.9417405 38.9793508, -76.9416411 38.9793194)",25 mph,,,
6114051,False,Princeton Avenue,residential,False,68.751,"LINESTRING (-76.9358736 38.9785089, -76.9358551 38.9785588, -76.9356732 38.9790503, -76.9356537 38.9791031)",,,,
6115481,False,Calvert Road,residential,False,152.39800000000002,"LINESTRING (-76.9358736 38.9785089, -76.9357353 38.9785217, -76.9355113 38.9785425, -76.9351424 38.9785872, -76.9349528 38.9786112, -76.9346938 38.9786435, -76.9341303 38.9787123)",25 mph,2,,
6115481,False,Calvert Road,residential,True,171.37699999999998,"LINESTRING (-76.9358736 38.9785089, -76.9360327 38.9784986, -76.936395 38.9784727, -76.936443 38.9784698, -76.9369348 38.9784501, -76.9370306 38.97845, -76.9374494 38.9784497, -76.9377768 38.97845, -76.9378533 38.9784501)",25 mph,2,,
6114051,False,Princeton Avenue,residential,True,68.75099999999999,"LINESTRING (-76.9356537 38.9791031, -76.9356732 38.9790503, -76.9358551 38.9785588, -76.9358736 38.9785089)",,,,
682588736,False,Princeton Avenue,residential,False,134.471,"LINESTRING (-76.9356537 38.9791031, -76.9356363 38.97915, -76.9353311 38.9799851, -76.9352419 38.9802288, -76.9352282 38.9802663)",,,,
682588736,False,Princeton Avenue,residential,False,136.339,"LINESTRING (-76.9352282 38.9802663, -76.9352081 38.9803201, -76.935082 38.9806616, -76.9350765 38.9806773, -76.9350299 38.9808027, -76.9349461 38.9810377, -76.9348139 38.9813802, -76.9347874 38.9814435)",,,,
682588736,False,Princeton Avenue,residential,True,134.471,"LINESTRING (-76.9352282 38.9802663, -76.9352419 38.9802288, -76.9353311 38.9799851, -76.9356363 38.97915, -76.9356537 38.9791031)",,,,
682588739,False,Knox Road,residential,False,66.61099999999999,"LINESTRING (-76.9352282 38.9802663, -76.9351804 38.9802553, -76.9347543 38.980159, -76.9344884 38.9800986)",,,,
682588739,False,Knox Road,residential,True,134.292,"LINESTRING (-76.9352282 38.9802663, -76.9352995 38.980283, -76.9358888 38.9804206, -76.9359839 38.9804441, -76.9361088 38.980472, -76.9366308 38.9805941, -76.936716 38.980614)",,,,
682588736,False,Princeton Avenue,residential,False,136.979,"LINESTRING (-76.9347874 38.9814435, -76.9347599 38.9815179, -76.9346882 38.9817126, -76.934526 38.9821526, -76.9345142 38.9821818, -76.9344496 38.9823562, -76.9343698 38.9825718, -76.9343499 38.9826275)",,,,
682588736,False,Princeton Avenue,residential,True,136.339,"LINESTRING (-76.9347874 38.9814435, -76.9348139 38.9813802, -76.9349461 38.9810377, -76.9350299 38.9808027, -76.9350765 38.9806773, -76.935082 38.9806616, -76.9352081 38.9803201, -76.9352282 38.9802663)",,,,
974883738,False,College Avenue,residential,False,66.883,"LINESTRING (-76.9347874 38.9814435, -76.9347343 38.9814319, -76.9341024 38.9812907, -76.9340435 38.981278)",25 mph,2,,
974883738,False,College Avenue,residential,True,135.39,"LINESTRING (-76.9347874 38.9814435, -76.9348535 38.9814592, -76.9362132 38.9817632, -76.9362924 38.9817809)",25 mph,2,,
6114560,False,Norwich Road,residential,True,66.016,"LINESTRING (-76.9343499 38.9826275, -76.934288 38.9826141, -76.9336143 38.9824678)",,,,
623584143,False,Princeton Avenue,residential,False,34.123,"LINESTRING (-76.9343499 38.9826275, -76.9343324 38.9826791, -76.9342491 38.9829242)",,,,
682588736,False,Princeton Avenue,residential,True,136.979,"LINESTRING (-76.9343499 38.9826275, -76.9343698 38.9825718, -76.9344496 38.9823562, -76.9345142 38.9821818, -76.934526 38.9821526, -76.9346882 38.9817126, -76.9347599 38.9815179, -76.9347874 38.9814435)",,,,
488794226,False,Rhode Island Avenue,residential,True,67.291,"LINESTRING (-76.9314176 38.9819751, -76.9314454 38.9819032, -76.931638 38.9813947)",,,,
"[6114560, 909163956]",False,Norwich Road,residential,"[False, True]",129.584,"LINESTRING (-76.9314176 38.9819751, -76.9314823 38.9819897, -76.9319943 38.9821047, -76.9321254 38.9821341, -76.9322218 38.9821557, -76.9326515 38.9822522, -76.9328579 38.9822985)",,,,
6114654,True,Hopkins Avenue,residential,False,133.94899999999998,"LINESTRING (-76.9341685 38.9787644, -76.9341427 38.978834, -76.9337562 38.9798764, -76.9337393 38.9799219)",,,,
682588737,True,Hartwick Road,residential,False,68.406,"LINESTRING (-76.9341685 38.9787644, -76.9342452 38.9787817, -76.9349288 38.9789351)",,,,
682588738,False,Hopkins Avenue,residential,False,137.46699999999998,"LINESTRING (-76.9337393 38.9799219, -76.9337166 38.9799832, -76.9333186 38.9810562, -76.9332988 38.9811098)",,,,
682588739,False,Knox Road,residential,False,128.074,"LINESTRING (-76.9337393 38.9799219, -76.9337047 38.9799143, -76.9328303 38.9797231, -76.9324095 38.9796311, -76.932313 38.97961)",,,,
682588739,False,Knox Road,residential,True,67.688,"LINESTRING (-76.9337393 38.9799219, -76.9338184 38.9799403, -76.9343104 38.9800516, -76.9344589 38.9800888, -76.9344884 38.9800986)",,,,
497500735,False,College Avenue,residential,False,128.334,"LINESTRING (-76.9332988 38.9811098, -76.9332314 38.9810947, -76.9322237 38.9808687, -76.9319297 38.9808077, -76.9318703 38.9807954)",25 mph,2,,
497500735,False,College Avenue,residential,True,67.034,"LINESTRING (-76.9332988 38.9811098, -76.9333567 38.9811227, -76.9339917 38.9812651, -76.9340435 38.981278)",25 mph,2,,
682588738,False,Hopkins Avenue,residential,False,137.585,"LINESTRING (-76.9332988 38.9811098, -76.9332711 38.9811871, -76.9331471 38.9815248, -76.9328746 38.9822668, -76.9328579 38.9822985)",,,,
682588738,False,Hopkins Avenue,residential,True,137.46699999999998,"LINESTRING (-76.9332988 38.9811098, -76.9333186 38.9810562, -76.9337166 38.9799832, -76.9337393 38.9799219)",,,,
682588737,True,Hartwick Road,residential,False,6.668,"LINESTRING (-76.9341303 38.9787123, -76.9341685 38.9787644)",,,,
6115481,False,Calvert Road,residential,False,134.179,"LINESTRING (-76.9341303 38.9787123, -76.9340075 38.9787285, -76.9338381 38.9787508, -76.933623 38.978779, -76.9328017 38.9788691, -76.9325935 38.9788745)",25 mph,2,,
6115481,False,Calvert Road,residential,True,152.398,"LINESTRING (-76.9341303 38.9787123, -76.9346938 38.9786435, -76.9349528 38.9786112, -76.9351424 38.9785872, -76.9355113 38.9785425, -76.9357353 38.9785217, -76.9358736 38.9785089)",25 mph,2,,
6115481,False,Calvert Road,residential,True,134.179,"LINESTRING (-76.9325935 38.9788745, -76.9328017 38.9788691, -76.933623 38.978779, -76.9338381 38.9787508, -76.9340075 38.9787285, -76.9341303 38.9787123)",25 mph,2,,
581578487,False,Rhode Island Avenue,residential,False,85.308,"LINESTRING (-76.9325935 38.9788745, -76.9325727 38.9789296, -76.9323524 38.9795176, -76.932313 38.97961)",,,,
954107932,False,Calvert Road,residential,False,20.609,"LINESTRING (-76.9325935 38.9788745, -76.9324959 38.9788561, -76.9323618 38.9788308)",15 mph,,,
682603443,True,Hartwick Road,residential,False,138.263,"LINESTRING (-76.9371896 38.9794503, -76.9356537 38.9791031)",,,,
6121394,False,Yale Avenue,residential,False,135.71900000000002,"LINESTRING (-76.9371896 38.9794503, -76.9371713 38.9794952, -76.9370667 38.9797522, -76.9369516 38.9800351, -76.9369143 38.9801268, -76.9368289 38.9803366, -76.9367358 38.9805654, -76.936716 38.980614)",,,,
362191875,False,Hartwick Road,residential,True,59.371,"LINESTRING (-76.9371896 38.9794503, -76.9375394 38.9795285, -76.9377786 38.979587, -76.9378478 38.9796028)",,,,
6121394,False,Yale Avenue,residential,True,135.71900000000002,"LINESTRING (-76.936716 38.980614, -76.9367358 38.9805654, -76.9368289 38.9803366, -76.9369143 38.9801268, -76.9369516 38.9800351, -76.9370667 38.9797522, -76.9371713 38.9794952, -76.9371896 38.9794503)",,,,
327911362,False,Knox Road,residential,True,101.40500000000002,"LINESTRING (-76.936716 38.980614, -76.9367777 38.9806303, -76.936943 38.980674, -76.9372627 38.980746, -76.9375396 38.9808043, -76.937731 38.9808438, -76.937771 38.9808487, -76.9378452 38.9808579)",,,,
682588739,False,Knox Road,residential,False,134.292,"LINESTRING (-76.936716 38.980614, -76.9366308 38.9805941, -76.9361088 38.980472, -76.9359839 38.9804441, -76.9358888 38.9804206, -76.9352995 38.980283, -76.9352282 38.9802663)",,,,
909163946,False,Yale Avenue,residential,True,65.815,"LINESTRING (-76.936716 38.980614, -76.9367032 38.9806494, -76.9366897 38.9806868, -76.9365557 38.9810573, -76.9365191 38.9811584, -76.9365099 38.9811838)",,,,
6134380,False,Lehigh Road,residential,True,120.03999999999999,"LINESTRING (-76.9365099 38.9811838, -76.9365667 38.9811965, -76.9370794 38.9813112, -76.9371985 38.9813378, -76.9373325 38.9813678, -76.9376431 38.9814338, -76.9377411 38.9814546, -76.9377842 38.9814637, -76.9378442 38.9814822)",,,,
909163946,False,Yale Avenue,residential,False,65.81500000000001,"LINESTRING (-76.9365099 38.9811838, -76.9365191 38.9811584, -76.9365557 38.9810573, -76.9366897 38.9806868, -76.9367032 38.9806494, -76.936716 38.980614)",,,,
909163946,False,Yale Avenue,residential,True,69.005,"LINESTRING (-76.9365099 38.9811838, -76.9363157 38.9817166, -76.9362924 38.9817809)",,,,
974883738,False,College Avenue,residential,True,89.266,"LINESTRING (-76.9362924 38.9817809, -76.9372823 38.9820097)",25 mph,2,,
909163946,False,Yale Avenue,residential,False,69.005,"LINESTRING (-76.9362924 38.9817809, -76.9363157 38.9817166, -76.9365099 38.9811838)",,,,
974883738,False,College Avenue,residential,False,135.39,"LINESTRING (-76.9362924 38.9817809, -76.9362132 38.9817632, -76.9348535 38.9814592, -76.9347874 38.9814435)",25 mph,2,,
6135437,False,Dickinson Avenue,residential,True,136.672,"LINESTRING (-76.9340435 38.981278, -76.9340645 38.9812138, -76.9342005 38.9808572, -76.9344471 38.9802093, -76.9344681 38.9801553, -76.9344884 38.9800986)",,,,
497500735,False,College Avenue,residential,False,67.03399999999999,"LINESTRING (-76.9340435 38.981278, -76.9339917 38.9812651, -76.9333567 38.9811227, -76.9332988 38.9811098)",25 mph,2,,
974883737,True,Dickinson Avenue,residential,False,137.406,"LINESTRING (-76.9340435 38.981278, -76.9340161 38.9813559, -76.9338941 38.9816916, -76.933628 38.9824236, -76.9336143 38.9824678)",,,,
974883738,False,College Avenue,residential,True,66.883,"LINESTRING (-76.9340435 38.981278, -76.9341024 38.9812907, -76.9347343 38.9814319, -76.9347874 38.9814435)",25 mph,2,,
488794226,False,Rhode Island Avenue,residential,False,69.607,"LINESTRING (-76.9318703 38.9807954, -76.9318369 38.9808779, -76.9317364 38.981126, -76.9316892 38.98126, -76.931638 38.9813947)",,,,
488794226,False,Rhode Island Avenue,residential,True,137.25799999999998,"LINESTRING (-76.9318703 38.9807954, -76.931905 38.980709, -76.9322897 38.979679, -76.932313 38.97961)",,,,
497500735,False,College Avenue,residential,True,128.334,"LINESTRING (-76.9318703 38.9807954, -76.9319297 38.9808077, -76.9322237 38.9808687, -76.9332314 38.9810947, -76.9332988 38.9811098)",25 mph,2,,
6124340,False,Guilford Road,residential,False,64.938,"LINESTRING (-76.934755 38.9773336, -76.934031 38.9771778)",,,,
6124340,False,Guilford Road,residential,True,117.49900000000001,"LINESTRING (-76.934755 38.9773336, -76.9349011 38.9773626, -76.9350516 38.9773925, -76.9353916 38.9774485, -76.9354249 38.977453, -76.935481 38.9774606, -76.9355836 38.9774745, -76.9357456 38.9774955, -76.9360172 38.9775166, -76.9360902 38.9775234)",,,,
683982400,False,Harvard Road,residential,True,144.075,"LINESTRING (-76.934755 38.9773336, -76.9348011 38.9772737, -76.9350043 38.9769818, -76.9350886 38.9768887, -76.9351718 38.9767865, -76.9352516 38.9766974, -76.9353955 38.9765494, -76.9355106 38.97646, -76.9356276 38.9763556, -76.9356864 38.9762665)",,,,
6124340,False,Guilford Road,residential,True,64.938,"LINESTRING (-76.934031 38.9771778, -76.934755 38.9773336)",,,,
6124340,False,Guilford Road,residential,False,64.363,"LINESTRING (-76.934031 38.9771778, -76.9333712 38.9770438, -76.9333106 38.9770315)",,,,
"[921538209, 6128846]",False,Guilford Place,residential,True,46.922,"LINESTRING (-76.934031 38.9771778, -76.9340515 38.9771217, -76.9341489 38.9768553, -76.9341794 38.9767719)",,,,
6124340,False,Guilford Road,residential,True,64.363,"LINESTRING (-76.9333106 38.9770315, -76.9333712 38.9770438, -76.934031 38.9771778)",,,,
683982399,False,Rhode Island Avenue,residential,True,94.708,"LINESTRING (-76.9333106 38.9770315, -76.9332895 38.977109, -76.93321 38.9774, -76.933099 38.977711, -76.9330465 38.9778577)",,,,
909127862,False,Guilford Road,residential,False,26.052,"LINESTRING (-76.9333106 38.9770315, -76.9331486 38.9769985, -76.9331028 38.9769898, -76.9330185 38.9769739)",,,,
583704252,True,Harvard Road,residential,False,176.49200000000002,"LINESTRING (-76.9330465 38.9778577, -76.9330779 38.9778644, -76.9330996 38.9778691, -76.9332731 38.9779063, -76.9334181 38.9779313, -76.9335431 38.9779403, -76.9336221 38.9779433, -76.9337215 38.9779338, -76.9337481 38.9779313, -76.9338491 38.9779193, -76.9339916 38.9778906, -76.9340647 38.9778676, -76.9341378 38.9778426, -76.9342325 38.9778009, -76.9342491 38.9777931, -76.9343115 38.9777587, -76.9343564 38.9777305, -76.9344295 38.9776841, -76.9345348 38.9775955, -76.934626 38.9775007, -76.9347218 38.9774074, -76.9347447 38.9773604, -76.934755 38.9773336)",,,,
683982399,False,Rhode Island Avenue,residential,False,94.708,"LINESTRING (-76.9330465 38.9778577, -76.933099 38.977711, -76.93321 38.9774, -76.9332895 38.977109, -76.9333106 38.9770315)",,,,
488794226,False,Rhode Island Avenue,residential,False,137.258,"LINESTRING (-76.932313 38.97961, -76.9322897 38.979679, -76.931905 38.980709, -76.9318703 38.9807954)",,,,
581578487,False,Rhode Island Avenue,residential,True,85.308,"LINESTRING (-76.932313 38.97961, -76.9323524 38.9795176, -76.9325727 38.9789296, -76.9325935 38.9788745)",,,,
682588739,False,Knox Road,residential,True,128.074,"LINESTRING (-76.932313 38.97961, -76.9324095 38.9796311, -76.9328303 38.9797231, -76.9337047 38.9799143, -76.9337393 38.9799219)",,,,
"[921538209, 6128846]",False,Guilford Place,residential,False,46.922,"LINESTRING (-76.9341794 38.9767719, -76.9341489 38.9768553, -76.9340515 38.9771217, -76.934031 38.9771778)",,,,
6135437,False,Dickinson Avenue,residential,False,136.67200000000003,"LINESTRING (-76.9344884 38.9800986, -76.9344681 38.9801553, -76.9344471 38.9802093, -76.9342005 38.9808572, -76.9340645 38.9812138, -76.9340435 38.981278)",,,,
6135437,False,Dickinson Avenue,residential,True,134.86100000000002,"LINESTRING (-76.9344884 38.9800986, -76.9345031 38.9800564, -76.9347103 38.979511, -76.9349098 38.9789859, -76.9349288 38.9789351)",,,,
682588739,False,Knox Road,residential,False,67.688,"LINESTRING (-76.9344884 38.9800986, -76.9344589 38.9800888, -76.9343104 38.9800516, -76.9338184 38.9799403, -76.9337393 38.9799219)",,,,
682588739,False,Knox Road,residential,True,66.611,"LINESTRING (-76.9344884 38.9800986, -76.9347543 38.980159, -76.9351804 38.9802553, -76.9352282 38.9802663)",,,,
6135437,False,Dickinson Avenue,residential,False,134.861,"LINESTRING (-76.9349288 38.9789351, -76.9349098 38.9789859, -76.9347103 38.979511, -76.9345031 38.9800564, -76.9344884 38.9800986)",,,,
682588737,True,Hartwick Road,residential,False,65.38600000000001,"LINESTRING (-76.9349288 38.9789351, -76.9356135 38.9790941, -76.9356537 38.9791031)",,,,
