osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,junction
10035135,Garry Lynne Drive,residential,False,False,26.776,,"LINESTRING (-97.151841 32.87932, -97.1521272 32.8793346)",,,
10048155,Bedford Road,tertiary,False,True,117.34700000000001,30 mph,"LINESTRING (-97.151841 32.87932, -97.151823 32.879893, -97.1518127 32.8802739, -97.1518112 32.8803309, -97.15181 32.880375)",,,
10036791,Cottage Oak Lane,residential,False,False,82.416,,"LINESTRING (-97.1591255 32.8834212, -97.158243 32.883432)",,,
10044690,Shadoweed Trail,residential,False,True,88.37,,"LINESTRING (-97.1591255 32.8834212, -97.159091 32.882627)",,,
10063743,Indian Trail Court,residential,False,False,57.51,,"LINESTRING (-97.1591255 32.8834212, -97.1591324 32.8838309, -97.1592113 32.8839155)",,,
10036791,Cottage Oak Lane,residential,False,True,82.416,,"LINESTRING (-97.158243 32.883432, -97.1591255 32.8834212)",,,
10038594,Shadow Wood Road,residential,False,True,219.167,,"LINESTRING (-97.158243 32.883432, -97.158253 32.881461)",,,
"[10050968, 10038594]","['Forest Oak Lane', 'Shadow Wood Road']",residential,False,False,70.338,,"LINESTRING (-97.158243 32.883432, -97.15825 32.883778, -97.1582631 32.8840643)",,,
10067940,Centerpark Drive,tertiary,False,False,3.255,,"LINESTRING (-97.1545397 32.8770796, -97.1545736 32.8770864)",,,
10067940,Centerpark Drive,tertiary,False,True,2.535,,"LINESTRING (-97.1545397 32.8770796, -97.1545133 32.8770743)",,,
876209466,Clearwater Court,residential,False,False,17.34,,"LINESTRING (-97.1545397 32.8770796, -97.1545785 32.8769271)",,,
10038268,Maplewood Trail,residential,False,False,78.17,,"LINESTRING (-97.15909 32.881472, -97.158253 32.881461)",,,
10038268,Maplewood Trail,residential,False,True,30.765,,"LINESTRING (-97.15909 32.881472, -97.1594194 32.8814667)",,,
10044690,Shadoweed Trail,residential,False,False,128.43,,"LINESTRING (-97.15909 32.881472, -97.159091 32.882627)",,,
10038268,Maplewood Trail,residential,False,True,78.17,,"LINESTRING (-97.158253 32.881461, -97.15909 32.881472)",,,
10038594,Shadow Wood Road,residential,False,False,219.167,,"LINESTRING (-97.158253 32.881461, -97.158243 32.883432)",,,
10038594,Shadow Wood Road,residential,False,True,56.757,,"LINESTRING (-97.158253 32.881461, -97.1582585 32.8810456, -97.1582581 32.8809506)",,,
10038594,Shadow Wood Road,residential,False,False,56.757,,"LINESTRING (-97.1582581 32.8809506, -97.1582585 32.8810456, -97.158253 32.881461)",,,
10055475,Glade Road,secondary,False,False,239.667,,"LINESTRING (-97.1582581 32.8809506, -97.1580266 32.880946, -97.157773 32.880941, -97.1576763 32.8809437, -97.157484 32.880949, -97.1573744 32.880971, -97.15725 32.880996, -97.15699 32.881079, -97.156761 32.881154, -97.15666 32.881166, -97.1565254 32.881166, -97.156477 32.881166, -97.156353 32.881151, -97.156265 32.881129, -97.156069 32.881047, -97.1559157 32.8809724, -97.15581 32.8809098)",,,
10055475,Glade Road,secondary,False,True,114.727,,"LINESTRING (-97.1582581 32.8809506, -97.1588575 32.8809528, -97.1594866 32.8809448)",,,
10043661,Long Shadow Court,residential,False,False,54.161,,"LINESTRING (-97.159091 32.882627, -97.159671 32.882624)",,,
10044690,Shadoweed Trail,residential,False,False,88.37,,"LINESTRING (-97.159091 32.882627, -97.1591255 32.8834212)",,,
10044690,Shadoweed Trail,residential,False,True,128.43,,"LINESTRING (-97.159091 32.882627, -97.15909 32.881472)",,,
10043661,Long Shadow Court,residential,False,True,54.161,,"LINESTRING (-97.159671 32.882624, -97.159091 32.882627)",,,
97779473,Glade Road,secondary,False,True,11.7,30 mph,"LINESTRING (-97.15176 32.88147, -97.1518837 32.8814533)",,,
10046998,Oak Timber Court,residential,False,False,365.439,30 mph,"LINESTRING (-97.15176 32.88147, -97.1517421 32.881537, -97.151724 32.881605, -97.151683 32.881987, -97.151547 32.882295, -97.151535 32.882404, -97.1515 32.883177, -97.151516 32.883521, -97.151481 32.884262, -97.151498 32.884729)",,,
10046998,Oak Timber Court,residential,False,True,365.43899999999996,30 mph,"LINESTRING (-97.151498 32.884729, -97.151481 32.884262, -97.151516 32.883521, -97.1515 32.883177, -97.151535 32.882404, -97.151547 32.882295, -97.151683 32.881987, -97.151724 32.881605, -97.1517421 32.881537, -97.15176 32.88147)",,,
10048155,Bedford Road,tertiary,False,False,117.34700000000001,30 mph,"LINESTRING (-97.15181 32.880375, -97.1518112 32.8803309, -97.1518127 32.8802739, -97.151823 32.879893, -97.151841 32.87932)",,,
10048155,Bedford Road,tertiary,False,True,120.20899999999999,30 mph,"LINESTRING (-97.15181 32.880375, -97.1518379 32.8809072, -97.1518617 32.8813598, -97.1518837 32.8814533)",,,
"[10050968, 10038594]","['Forest Oak Lane', 'Shadow Wood Road']",residential,False,True,70.338,,"LINESTRING (-97.1582631 32.8840643, -97.15825 32.883778, -97.158243 32.883432)",,,
10055475,Glade Road,secondary,False,False,114.727,,"LINESTRING (-97.1594866 32.8809448, -97.1588575 32.8809528, -97.1582581 32.8809506)",,,
1132527749,Shadowood Trail,residential,True,False,60.236000000000004,,"LINESTRING (-97.1594866 32.8809448, -97.159414 32.8810288, -97.1594143 32.8810511, -97.1594194 32.8814667)",1,,
10052957,Thompson Terrace,residential,False,False,353.2969999999999,,"LINESTRING (-97.1526271 32.8814489, -97.152613 32.882837, -97.152643 32.883164, -97.152684 32.883438, -97.1526915 32.8836008, -97.152723 32.8842801, -97.1527273 32.8843561, -97.152769 32.8844328, -97.1528022 32.8844689, -97.1528191 32.8844858, -97.1528507 32.8845117, -97.1528569 32.8845156, -97.1529241 32.884558)",2,,
10055473,Old Glade Road,residential,False,True,102.58099999999999,,"LINESTRING (-97.1526271 32.8814489, -97.153073 32.8814452, -97.1531516 32.8814446, -97.1537255 32.881453)",2,,
1164920985,Old Glade Road,residential,False,False,26.455000000000002,,"LINESTRING (-97.1526271 32.8814489, -97.1526271 32.8813678, -97.152598 32.8813343, -97.1525841 32.8813183, -97.1525037 32.8812507)",2,,
10055473,Old Glade Road,residential,False,False,122.19299999999998,,"LINESTRING (-97.1549933 32.8815915, -97.1547678 32.8814816, -97.1546893 32.8814568, -97.1546089 32.8814526, -97.1537255 32.881453)",2,,
"[1049276914, 1164920981, 1164920982, 1164920986, 1164920987, 1164920988]",Colleyville Boulevard,primary,True,False,379.567,45 mph,"LINESTRING (-97.1549933 32.8815915, -97.1549006 32.8817262, -97.1548142 32.8818559, -97.1547609 32.8819359, -97.1546647 32.8820802, -97.1545052 32.8823196, -97.1541677 32.8828262, -97.1540425 32.8830081, -97.1538455 32.8832943, -97.1537029 32.8835055, -97.1533829 32.8839931, -97.1530537 32.8844946, -97.1530051 32.8845687)","['4', '3']",TX 26,
10055473,Old Glade Road,residential,False,False,102.58099999999999,,"LINESTRING (-97.1537255 32.881453, -97.1531516 32.8814446, -97.153073 32.8814452, -97.1526271 32.8814489)",2,,
10055473,Old Glade Road,residential,False,True,122.193,,"LINESTRING (-97.1537255 32.881453, -97.1546089 32.8814526, -97.1546893 32.8814568, -97.1547678 32.8814816, -97.1549933 32.8815915)",2,,
10072623,Pleasant Run Road,residential,False,True,172.04299999999998,,"LINESTRING (-97.1537255 32.881453, -97.1537375 32.8816111, -97.1537338 32.8816289, -97.153708 32.881753, -97.153641 32.881853, -97.153641 32.88194, -97.153658 32.881979, -97.153709 32.882036, -97.154143 32.88225, -97.15416 32.882272, -97.1541561 32.8823757, -97.1539314 32.8827027)",,,
98673605,Glade Road,secondary,False,False,164.68599999999998,30 mph,"LINESTRING (-97.1556569 32.8808185, -97.1555281 32.8807338, -97.155282 32.880572, -97.1551752 32.8805101, -97.1549631 32.8804027, -97.154777 32.880304, -97.154692 32.880271, -97.1546012 32.8802549, -97.154483 32.880234, -97.1543171 32.8802262, -97.154248 32.880223, -97.154104 32.880249)",,,
"[10055475, 98673605]",Glade Road,secondary,False,True,17.535,30 mph,"LINESTRING (-97.1556569 32.8808185, -97.1557332 32.8808649, -97.15581 32.8809098)",,,
1049276914,Colleyville Boulevard,primary,True,False,106.447,45 mph,"LINESTRING (-97.1556569 32.8808185, -97.1555406 32.8809227, -97.1554021 32.8810469, -97.1552934 32.8811737, -97.1551843 32.8813142, -97.1549933 32.8815915)",3,TX 26,
