osmid,highway,oneway,reversed,length,name,geometry,maxspeed,access,lanes,ref
8798659,residential,False,False,7.792,,"LINESTRING (-77.194565 38.869666, -77.194496 38.869621)",,,,
8798659,residential,False,True,7.792,,"LINESTRING (-77.194496 38.869621, -77.194565 38.869666)",,,,
8821122,residential,False,False,150.33800000000002,Graham Court,"LINESTRING (-77.194496 38.869621, -77.194515 38.869602, -77.194547 38.869547, -77.194556 38.869508, -77.194521 38.868795, -77.194518 38.86856, -77.194501 38.868495, -77.194464 38.868432, -77.194403 38.868374, -77.194332 38.868333)",,,,
8821122,residential,False,True,156.88500000000002,Graham Court,"LINESTRING (-77.194496 38.869621, -77.194468 38.869644, -77.194403 38.869677, -77.194353 38.86969, -77.19307 38.869817, -77.192998 38.869814, -77.192962 38.869806, -77.19292 38.869789, -77.192793 38.869678)",,,,
46350940,residential,False,False,17.216,Arlington Boulevard Service Road,"LINESTRING (-77.191478 38.867054, -77.191672 38.86702)",25 mph,yes,,
8804978,residential,False,False,97.85699999999999,Fredsen Place,"LINESTRING (-77.191478 38.867054, -77.191565 38.867378, -77.191587 38.867403, -77.191615 38.867419, -77.191664 38.867423, -77.191711 38.867414, -77.191739 38.867398, -77.191754 38.867378, -77.19176 38.867347, -77.191672 38.86702)",,,,
46350940,residential,False,True,17.216,Arlington Boulevard Service Road,"LINESTRING (-77.191672 38.86702, -77.191478 38.867054)",25 mph,yes,,
8804978,residential,False,True,97.85699999999999,Fredsen Place,"LINESTRING (-77.191672 38.86702, -77.19176 38.867347, -77.191754 38.867378, -77.191739 38.867398, -77.191711 38.867414, -77.191664 38.867423, -77.191615 38.867419, -77.191587 38.867403, -77.191565 38.867378, -77.191478 38.867054)",,,,
46350940,residential,False,False,196.482,Arlington Boulevard Service Road,"LINESTRING (-77.191672 38.86702, -77.1918195 38.8669952, -77.193425 38.866725, -77.193832 38.8666633, -77.1938922 38.8666542)",25 mph,yes,,
46350940,residential,False,True,84.907,Arlington Boulevard Service Road,"LINESTRING (-77.194971 38.866504, -77.1947324 38.8665345, -77.194648 38.8665453, -77.194407 38.866576, -77.1941996 38.8666075, -77.1940054 38.866637)",25 mph,yes,,
659634616,tertiary,False,False,15.318000000000001,Graham Road,"LINESTRING (-77.194971 38.866504, -77.1949637 38.8664463, -77.1949537 38.8663669)",,,,
"[8842472, 1155925085, 659654869, 659654870]",tertiary,False,True,154.598,Graham Road,"LINESTRING (-77.194971 38.866504, -77.194996 38.866727, -77.1949955 38.8668033, -77.1949952 38.866842, -77.194995 38.866867, -77.195004 38.867061, -77.195014 38.867173, -77.195011 38.8672238, -77.195003 38.86736, -77.19499 38.867427, -77.19495 38.867524, -77.1949347 38.8675488, -77.194881 38.867636, -77.194721 38.86784)",,,"['5', '2']",
1010442207,residential,False,False,129.916,Arlington Boulevard Service Road,"LINESTRING (-77.194971 38.866504, -77.1951686 38.8664908, -77.1956237 38.8664604, -77.195884 38.866443, -77.196467 38.8664137)",25 mph,yes,,
171603324,residential,False,False,66.413,Monticello Drive,"LINESTRING (-77.196467 38.8664137, -77.1964712 38.8666217, -77.196479 38.8670109)",,,,
1010442207,residential,False,True,129.916,Arlington Boulevard Service Road,"LINESTRING (-77.196467 38.8664137, -77.195884 38.866443, -77.1956237 38.8664604, -77.1951686 38.8664908, -77.194971 38.866504)",25 mph,yes,,
1010442205,residential,False,False,18.65,Allen Street,"LINESTRING (-77.200227 38.866329, -77.2002381 38.8661615)",,,,
8816385,residential,False,True,45.206999999999994,Allen Street,"LINESTRING (-77.200227 38.866329, -77.2002097 38.8663955, -77.200166 38.866564, -77.200115 38.866726)",,,,
659634615,residential,True,False,325.72700000000003,Arlington Boulevard Service Road,"LINESTRING (-77.200227 38.866329, -77.2000946 38.8663361, -77.200059 38.866338, -77.197411 38.8663774, -77.196961 38.866388, -77.196635 38.866402, -77.196467 38.8664137)",25 mph,yes,,
8802104,residential,False,False,281.645,Parkwood Court,"LINESTRING (-77.199267 38.8635656, -77.1991731 38.8636366, -77.1968262 38.8636115, -77.1960591 38.8636972)",,,,
8813415,residential,False,False,298.16,Parkwood Court,"LINESTRING (-77.199267 38.8635656, -77.1991758 38.8634528, -77.1968423 38.86334, -77.1964024 38.8634403, -77.1960591 38.8636972)",,,,
8813415,residential,False,True,93.871,Parkwood Court,"LINESTRING (-77.199267 38.8635656, -77.199406 38.863591, -77.1995787 38.8636298, -77.200208 38.863771, -77.200313 38.863786)",,,,
8802104,residential,False,False,152.66,Parkwood Court,"LINESTRING (-77.1960591 38.8636972, -77.19547 38.864043, -77.195422 38.864053, -77.195416 38.864054, -77.195408 38.864056, -77.194457 38.864165)",,,,
8802104,residential,False,True,281.645,Parkwood Court,"LINESTRING (-77.1960591 38.8636972, -77.1968262 38.8636115, -77.1991731 38.8636366, -77.199267 38.8635656)",,,,
8813415,residential,False,True,298.16,Parkwood Court,"LINESTRING (-77.1960591 38.8636972, -77.1964024 38.8634403, -77.1968423 38.86334, -77.1991758 38.8634528, -77.199267 38.8635656)",,,,
8802104,residential,False,True,152.66,Parkwood Court,"LINESTRING (-77.194457 38.864165, -77.195408 38.864056, -77.195416 38.864054, -77.195422 38.864053, -77.19547 38.864043, -77.1960591 38.8636972)",,,,
1147827938,tertiary,False,False,30.391,Graham Road,"LINESTRING (-77.194457 38.864165, -77.194411 38.864105, -77.194341 38.863909)",,,2,
1147827938,tertiary,False,True,102.286,Graham Road,"LINESTRING (-77.194457 38.864165, -77.194651 38.864688, -77.194734 38.864951, -77.194758 38.865054)",,,2,
8802728,residential,False,False,52.59,,"LINESTRING (-77.191854 38.865334, -77.191829 38.865322, -77.191807 38.8653, -77.191797 38.865273, -77.1918 38.865245, -77.191816 38.86522, -77.191842 38.865201, -77.191876 38.865191, -77.191911 38.865191, -77.191945 38.865201, -77.191971 38.86522, -77.191987 38.865244, -77.191991 38.865271, -77.191981 38.865298, -77.19196 38.865321, -77.19193 38.865336, -77.191895 38.865341, -77.191854 38.865334)",,,,
8802728,residential,False,True,52.59,,"LINESTRING (-77.191854 38.865334, -77.191895 38.865341, -77.19193 38.865336, -77.19196 38.865321, -77.191981 38.865298, -77.191991 38.865271, -77.191987 38.865244, -77.191971 38.86522, -77.191945 38.865201, -77.191911 38.865191, -77.191876 38.865191, -77.191842 38.865201, -77.191816 38.86522, -77.1918 38.865245, -77.191797 38.865273, -77.191807 38.8653, -77.191829 38.865322, -77.191854 38.865334)",,,,
