osmid,lanes,ref,name,highway,width,oneway,reversed,length,geometry,maxspeed
249256689,2,US 202;MA 21,State Street,primary,15.2,False,True,62.862,"LINESTRING (-72.405575 42.275019, -72.405717 42.274966, -72.4058597 42.2749144, -72.406016 42.274858, -72.40625 42.274755)",40 mph
"[700741632, 9551855]","['3', '2']",US 202,Main Street,primary,12.2,False,False,292.315,"LINESTRING (-72.400915 42.276875, -72.4010082 42.276998, -72.401046 42.277047, -72.4012763 42.2773345, -72.4013456 42.2774209, -72.4014926 42.277604, -72.4015279 42.2776484, -72.4019818 42.2782147, -72.4020982 42.2783601, -72.402139 42.278411, -72.4022637 42.2785618, -72.4027355 42.2791324)",30 mph
"[9552896, 349620777, 700741634]","['3', '2']",US 202;MA 21,Maple Street,primary,15.2,False,True,442.28099999999995,"LINESTRING (-72.400915 42.276875, -72.4010278 42.2767452, -72.4010528 42.2767252, -72.4012138 42.2766193, -72.4013198 42.2765496, -72.4014689 42.2764627, -72.4016918 42.2763398, -72.4018206 42.2762713, -72.402731 42.275806, -72.402866 42.275753, -72.403108 42.275676, -72.403786 42.275514, -72.4039757 42.2754655, -72.404298 42.2753832, -72.40458 42.2753111, -72.404874 42.275236, -72.4049061 42.2752266, -72.405442 42.275069, -72.4055238 42.2750383, -72.405575 42.275019)","['20 mph', '30 mph']"
664535273,3,MA 21,Jabish Street,primary,15.2,False,True,52.911,"LINESTRING (-72.400915 42.276875, -72.4007786 42.2769965, -72.400583 42.27717, -72.40049 42.277231)",
"[700741633, 9552236]","['3', '2']",MA 181,South Main Street,secondary,17.1,False,True,397.443,"LINESTRING (-72.400915 42.276875, -72.4007605 42.2766735, -72.4006089 42.2764763, -72.4005657 42.27642, -72.4005365 42.276382, -72.4004848 42.2763146, -72.4004059 42.2762119, -72.4003 42.276074, -72.4000744 42.2757817, -72.399603 42.275171, -72.3995096 42.275058, -72.3989515 42.2743827, -72.398893 42.274312, -72.3986618 42.2740636, -72.398517 42.273908, -72.398452 42.273843, -72.398428 42.273813)",
9552082,2,,East Walnut Street,residential,12.2,False,False,200.25,"LINESTRING (-72.3999008 42.2804314, -72.3987882 42.2804783, -72.3985484 42.2804892, -72.3981271 42.2805262, -72.3979573 42.28056, -72.3978022 42.2805771, -72.397654 42.2805748, -72.3975588 42.2805646, -72.397484 42.280548)",
9552082,2,,East Walnut Street,residential,12.2,False,True,195.47299999999998,"LINESTRING (-72.3999008 42.2804314, -72.4002982 42.2804135, -72.4003991 42.2804075, -72.401019 42.2803362, -72.4014237 42.2802864, -72.4017763 42.2802305, -72.4022432 42.2801532)",
"[9552066, 9552730]","['1', '2']",,Cottage Street,residential,12.2,False,True,280.07699999999994,"LINESTRING (-72.3999008 42.2804314, -72.400018 42.281079, -72.400042 42.281127, -72.400067 42.281158, -72.400105 42.281178, -72.400198 42.281184, -72.400276 42.281171, -72.4006421 42.2810943, -72.400653 42.281092, -72.401233 42.280975, -72.401267 42.280968, -72.401301 42.280961, -72.401462 42.280931, -72.40165 42.280896, -72.402184 42.280759, -72.4023761 42.2807354)",
9552206,2,US 202,North Main Street,primary,15.2,False,False,45.522999999999996,"LINESTRING (-72.403451 42.280018, -72.403557 42.280165, -72.403712 42.280379)",30 mph
664535275,2,US 202,Main Street,primary,12.2,False,True,22.093,"LINESTRING (-72.403451 42.280018, -72.4033876 42.2799403, -72.403312 42.279848)",30 mph
"[700741633, 9552236]","['3', '2']",MA 181,South Main Street,secondary,17.1,False,False,397.443,"LINESTRING (-72.398428 42.273813, -72.398452 42.273843, -72.398517 42.273908, -72.3986618 42.2740636, -72.398893 42.274312, -72.3989515 42.2743827, -72.3995096 42.275058, -72.399603 42.275171, -72.4000744 42.2757817, -72.4003 42.276074, -72.4004059 42.2762119, -72.4004848 42.2763146, -72.4005365 42.276382, -72.4005657 42.27642, -72.4006089 42.2764763, -72.4007605 42.2766735, -72.400915 42.276875)",
9552236,2,MA 181,South Main Street,secondary,17.1,False,True,24.767,"LINESTRING (-72.398428 42.273813, -72.3983214 42.2737241, -72.3982282 42.2736464)",
9551967,2,MA 21,Jabish Street,primary,15.2,False,True,69.414,"LINESTRING (-72.40049 42.277231, -72.4003863 42.2773008, -72.400374 42.277309, -72.399934 42.277596, -72.399861 42.277647)",
9552283,2,,Park Street,residential,11.3,False,True,361.719,"LINESTRING (-72.40049 42.277231, -72.4005524 42.2773254, -72.4006667 42.2774996, -72.4007547 42.2776333, -72.40084 42.277763, -72.4008783 42.2778112, -72.400938 42.2778865, -72.401005 42.277971, -72.4011283 42.2781265, -72.401258 42.27829, -72.401303 42.278358, -72.4013977 42.278478, -72.4014461 42.2785394, -72.4015476 42.278668, -72.4016726 42.2788234, -72.401851 42.279045, -72.4019513 42.2791711, -72.4020178 42.2792547, -72.4022237 42.2795136, -72.402508 42.279871, -72.4025628 42.2799288, -72.4026766 42.2800503)",
664535273,3,MA 21,Jabish Street,primary,15.2,False,False,52.911,"LINESTRING (-72.40049 42.277231, -72.400583 42.27717, -72.4007786 42.2769965, -72.400915 42.276875)",
9551967,2,MA 21,Jabish Street,primary,15.2,False,False,136.583,"LINESTRING (-72.3949805 42.2816678, -72.3950403 42.2816516, -72.3953998 42.2815561, -72.3961156 42.281366, -72.396139 42.2813598, -72.3962532 42.2813264, -72.3963645 42.2812938, -72.3964518 42.2812654, -72.3965351 42.2812377)",
9552150,,,Howard Street,residential,9.1,False,True,24.779,"LINESTRING (-72.406313 42.27497, -72.406283 42.274909, -72.406271 42.274887, -72.406256 42.274857, -72.406251 42.274825, -72.40625 42.274755)",
9552243,2,,Maple Street,residential,9.1,False,True,61.01100000000001,"LINESTRING (-72.406313 42.27497, -72.4062474 42.2749773, -72.406223 42.27498, -72.406068 42.274987, -72.405863 42.275007, -72.405575 42.275019)",
664535274,2,,East Walnut Street,residential,12.2,False,False,57.608,"LINESTRING (-72.403312 42.279848, -72.4032123 42.2799006, -72.4031657 42.2799215, -72.4029986 42.2799896, -72.4028576 42.2800209, -72.4026766 42.2800503)",
664535275,2,US 202,Main Street,primary,12.2,False,False,22.093,"LINESTRING (-72.403312 42.279848, -72.4033876 42.2799403, -72.403451 42.280018)",30 mph
700741632,2,US 202,Main Street,primary,12.2,False,True,92.662,"LINESTRING (-72.403312 42.279848, -72.4032458 42.2797716, -72.4031934 42.2797112, -72.4031712 42.2796856, -72.403123 42.27963, -72.4029523 42.2794067, -72.4028393 42.2792588, -72.402831 42.279248, -72.4027355 42.2791324)",30 mph
9551967,2,MA 21,Jabish Street,primary,15.2,False,False,69.414,"LINESTRING (-72.399861 42.277647, -72.399934 42.277596, -72.400374 42.277309, -72.4003863 42.2773008, -72.40049 42.277231)",
9551967,2,MA 21,Jabish Street,primary,15.2,False,True,243.712,"LINESTRING (-72.399861 42.277647, -72.399165 42.278131, -72.3990174 42.2782359, -72.3987437 42.2784306, -72.39863 42.278511, -72.398561 42.278568, -72.398491 42.278626, -72.398425 42.278685, -72.39835 42.278765, -72.3983389 42.2787788, -72.398282 42.278849, -72.398218 42.278934, -72.398151 42.279038, -72.398091 42.279144, -72.398034 42.279251, -72.398004 42.279315)",
9552143,2,,Everett Avenue,residential,12.2,False,True,305.359,"LINESTRING (-72.399861 42.277647, -72.3998187 42.2776311, -72.399768 42.277612, -72.399733 42.277602, -72.39966 42.277582, -72.399594 42.277542, -72.399493 42.277479, -72.3993724 42.2773662, -72.399196 42.2772012, -72.398998 42.277016, -72.3987446 42.2767817, -72.398125 42.276209, -72.3976471 42.275759, -72.397458 42.275581)",
9552082,2,,East Walnut Street,residential,12.2,False,True,37.446,"LINESTRING (-72.4022432 42.2801532, -72.4026766 42.2800503)",
9551944,2,,Cottage Street,residential,9.8,False,False,65.711,"LINESTRING (-72.4022432 42.2801532, -72.4022777 42.2803761, -72.4023761 42.2807354)",
9552082,2,,East Walnut Street,residential,12.2,False,False,195.47299999999998,"LINESTRING (-72.4022432 42.2801532, -72.4017763 42.2802305, -72.4014237 42.2802864, -72.401019 42.2803362, -72.4003991 42.2804075, -72.4002982 42.2804135, -72.3999008 42.2804314)",
9551967,2,MA 21,Jabish Street,primary,15.2,False,False,243.712,"LINESTRING (-72.398004 42.279315, -72.398034 42.279251, -72.398091 42.279144, -72.398151 42.279038, -72.398218 42.278934, -72.398282 42.278849, -72.3983389 42.2787788, -72.39835 42.278765, -72.398425 42.278685, -72.398491 42.278626, -72.398561 42.278568, -72.39863 42.278511, -72.3987437 42.2784306, -72.3990174 42.2782359, -72.399165 42.278131, -72.399861 42.277647)",
9551967,2,MA 21,Jabish Street,primary,15.2,False,True,143.831,"LINESTRING (-72.398004 42.279315, -72.397982 42.279361, -72.397933 42.279471, -72.397884 42.279582, -72.397646 42.280251, -72.397607 42.280326, -72.397568 42.280401, -72.397526 42.280476, -72.397484 42.280548)",
9552143,2,,Everett Avenue,residential,12.2,False,False,305.359,"LINESTRING (-72.397458 42.275581, -72.3976471 42.275759, -72.398125 42.276209, -72.3987446 42.2767817, -72.398998 42.277016, -72.399196 42.2772012, -72.3993724 42.2773662, -72.399493 42.277479, -72.399594 42.277542, -72.39966 42.277582, -72.399733 42.277602, -72.399768 42.277612, -72.3998187 42.2776311, -72.399861 42.277647)",
9552150,,,Howard Street,residential,9.1,False,False,24.779,"LINESTRING (-72.40625 42.274755, -72.406251 42.274825, -72.406256 42.274857, -72.406271 42.274887, -72.406283 42.274909, -72.406313 42.27497)",
249256689,2,US 202;MA 21,State Street,primary,15.2,False,False,62.862,"LINESTRING (-72.40625 42.274755, -72.406016 42.274858, -72.4058597 42.2749144, -72.405717 42.274966, -72.405575 42.275019)",40 mph
9552851,2,,Cold Spring School Road,residential,15.2,False,False,66.20100000000001,"LINESTRING (-72.39653 42.2744835, -72.3964958 42.2744858, -72.3964636 42.2744947, -72.3964357 42.2745097, -72.3964143 42.2745296, -72.3964007 42.2745529, -72.396396 42.2745782, -72.3964005 42.2746034, -72.3964139 42.2746268, -72.3964352 42.2746468, -72.3964629 42.2746619, -72.396495 42.274671, -72.3965336 42.2746733, -72.3965714 42.274667, -72.3966049 42.2746526, -72.3966312 42.2746315, -72.3966477 42.2746055, -72.396653 42.2745771, -72.3966466 42.2745488, -72.3966291 42.2745232, -72.3966021 42.2745027, -72.3965681 42.274489, -72.39653 42.2744835)",
9552851,2,,Cold Spring School Road,residential,15.2,False,True,66.20100000000002,"LINESTRING (-72.39653 42.2744835, -72.3965681 42.274489, -72.3966021 42.2745027, -72.3966291 42.2745232, -72.3966466 42.2745488, -72.396653 42.2745771, -72.3966477 42.2746055, -72.3966312 42.2746315, -72.3966049 42.2746526, -72.3965714 42.274667, -72.3965336 42.2746733, -72.396495 42.274671, -72.3964629 42.2746619, -72.3964352 42.2746468, -72.3964139 42.2746268, -72.3964005 42.2746034, -72.396396 42.2745782, -72.3964007 42.2745529, -72.3964143 42.2745296, -72.3964357 42.2745097, -72.3964636 42.2744947, -72.3964958 42.2744858, -72.39653 42.2744835)",
9552851,2,,Cold Spring School Road,residential,15.2,False,False,172.17300000000003,"LINESTRING (-72.39653 42.2744835, -72.396563 42.274418, -72.396594 42.274369, -72.396636 42.274326, -72.396683 42.2743, -72.396737 42.274278, -72.396792 42.274257, -72.396867 42.274232, -72.396943 42.27421, -72.397027 42.2741977, -72.3970786 42.2741833, -72.3971268 42.2741644, -72.3971705 42.274147, -72.3972148 42.2741275, -72.3972659 42.2740959, -72.3973678 42.2740389, -72.3975508 42.2739175, -72.3978076 42.2738081, -72.3980109 42.2737357, -72.3981328 42.273683, -72.3981514 42.273675, -72.3982282 42.2736464)",
9552236,2,MA 181,South Main Street,secondary,17.1,False,False,24.767,"LINESTRING (-72.3982282 42.2736464, -72.3983214 42.2737241, -72.398428 42.273813)",
9552851,2,,Cold Spring School Road,residential,15.2,False,True,172.17300000000003,"LINESTRING (-72.3982282 42.2736464, -72.3981514 42.273675, -72.3981328 42.273683, -72.3980109 42.2737357, -72.3978076 42.2738081, -72.3975508 42.2739175, -72.3973678 42.2740389, -72.3972659 42.2740959, -72.3972148 42.2741275, -72.3971705 42.274147, -72.3971268 42.2741644, -72.3970786 42.2741833, -72.397027 42.2741977, -72.396943 42.27421, -72.396867 42.274232, -72.396792 42.274257, -72.396737 42.274278, -72.396683 42.2743, -72.396636 42.274326, -72.396594 42.274369, -72.396563 42.274418, -72.39653 42.2744835)",
9552206,2,US 202,North Main Street,primary,15.2,False,True,45.522999999999996,"LINESTRING (-72.403712 42.280379, -72.403557 42.280165, -72.403451 42.280018)",30 mph
1178029447,2,,Cottage Street,residential,12.2,False,False,49.718999999999994,"LINESTRING (-72.403712 42.280379, -72.4036319 42.2803997, -72.4031377 42.2805182)",
9552082,2,,East Walnut Street,residential,12.2,False,False,37.446,"LINESTRING (-72.4026766 42.2800503, -72.4022432 42.2801532)",
9552283,2,,Park Street,residential,11.3,False,False,361.719,"LINESTRING (-72.4026766 42.2800503, -72.4025628 42.2799288, -72.402508 42.279871, -72.4022237 42.2795136, -72.4020178 42.2792547, -72.4019513 42.2791711, -72.401851 42.279045, -72.4016726 42.2788234, -72.4015476 42.278668, -72.4014461 42.2785394, -72.4013977 42.278478, -72.401303 42.278358, -72.401258 42.27829, -72.4011283 42.2781265, -72.401005 42.277971, -72.400938 42.2778865, -72.4008783 42.2778112, -72.40084 42.277763, -72.4007547 42.2776333, -72.4006667 42.2774996, -72.4005524 42.2773254, -72.40049 42.277231)",
664535274,2,,East Walnut Street,residential,12.2,False,True,57.608,"LINESTRING (-72.4026766 42.2800503, -72.4028576 42.2800209, -72.4029986 42.2799896, -72.4031657 42.2799215, -72.4032123 42.2799006, -72.403312 42.279848)",
590603618,,,Center Street,residential,,False,False,90.92,"LINESTRING (-72.4041307 42.2786231, -72.4041371 42.2786557, -72.4041543 42.2786862, -72.4041813 42.2787124, -72.4042163 42.2787329, -72.4042572 42.2787461, -72.4043012 42.2787514, -72.4043456 42.2787483, -72.4043875 42.2787371, -72.4044243 42.2787184, -72.4044536 42.2786935, -72.4044721 42.2786669, -72.4044819 42.2786379, -72.4044825 42.278608, -72.4044739 42.2785788, -72.4044565 42.2785518, -72.4044313 42.2785284, -72.4043995 42.2785099, -72.4043859 42.2785052, -72.4043629 42.2784973, -72.4043234 42.2784911, -72.404283 42.2784918, -72.4042438 42.2784992, -72.404208 42.2785131, -72.4041774 42.2785326, -72.4041516 42.2785595, -72.4041357 42.2785903, -72.4041307 42.2786231)",
590603618,,,Center Street,residential,,False,True,90.92000000000002,"LINESTRING (-72.4041307 42.2786231, -72.4041357 42.2785903, -72.4041516 42.2785595, -72.4041774 42.2785326, -72.404208 42.2785131, -72.4042438 42.2784992, -72.404283 42.2784918, -72.4043234 42.2784911, -72.4043629 42.2784973, -72.4043859 42.2785052, -72.4043995 42.2785099, -72.4044313 42.2785284, -72.4044565 42.2785518, -72.4044739 42.2785788, -72.4044825 42.278608, -72.4044819 42.2786379, -72.4044721 42.2786669, -72.4044536 42.2786935, -72.4044243 42.2787184, -72.4043875 42.2787371, -72.4043456 42.2787483, -72.4043012 42.2787514, -72.4042572 42.2787461, -72.4042163 42.2787329, -72.4041813 42.2787124, -72.4041543 42.2786862, -72.4041371 42.2786557, -72.4041307 42.2786231)",
590603618,,,Center Street,residential,,False,True,81.851,"LINESTRING (-72.4041307 42.2786231, -72.4040912 42.2786244, -72.4040542 42.2786292, -72.4040154 42.2786402, -72.4039846 42.2786533, -72.4038157 42.2787271, -72.4035474 42.2788443, -72.4035038 42.2788599, -72.4034855 42.2788665, -72.4034321 42.2788791, -72.4034129 42.2788831, -72.4033749 42.2788909, -72.4033079 42.2789038, -72.4032315 42.2789202)",
590603619,,,Center Street,residential,,True,False,48.678999999999995,"LINESTRING (-72.4027355 42.2791324, -72.4028471 42.2791142, -72.402888 42.2791075, -72.4031841 42.2789784, -72.4032315 42.2789202)",
700741632,2,US 202,Main Street,primary,12.2,False,False,92.66199999999999,"LINESTRING (-72.4027355 42.2791324, -72.402831 42.279248, -72.4028393 42.2792588, -72.4029523 42.2794067, -72.403123 42.27963, -72.4031712 42.2796856, -72.4031934 42.2797112, -72.4032458 42.2797716, -72.403312 42.279848)",30 mph
"[700741632, 9551855]","['3', '2']",US 202,Main Street,primary,12.2,False,True,292.315,"LINESTRING (-72.4027355 42.2791324, -72.4022637 42.2785618, -72.402139 42.278411, -72.4020982 42.2783601, -72.4019818 42.2782147, -72.4015279 42.2776484, -72.4014926 42.277604, -72.4013456 42.2774209, -72.4012763 42.2773345, -72.401046 42.277047, -72.4010082 42.276998, -72.400915 42.276875)",30 mph
590603617,,,Center Street,residential,,True,False,49.196000000000005,"LINESTRING (-72.4032315 42.2789202, -72.4031341 42.2789156, -72.402838 42.2790447, -72.4028106 42.2790682, -72.4027355 42.2791324)",
590603618,,,Center Street,residential,,False,False,81.85100000000001,"LINESTRING (-72.4032315 42.2789202, -72.4033079 42.2789038, -72.4033749 42.2788909, -72.4034129 42.2788831, -72.4034321 42.2788791, -72.4034855 42.2788665, -72.4035038 42.2788599, -72.4035474 42.2788443, -72.4038157 42.2787271, -72.4039846 42.2786533, -72.4040154 42.2786402, -72.4040542 42.2786292, -72.4040912 42.2786244, -72.4041307 42.2786231)",
9552066,2,,Cottage Street,residential,12.2,False,False,55.792,"LINESTRING (-72.4030195 42.2805769, -72.40278 42.280639, -72.4023761 42.2807354)",
1178029447,2,,Cottage Street,residential,12.2,False,True,49.718999999999994,"LINESTRING (-72.4031377 42.2805182, -72.4036319 42.2803997, -72.403712 42.280379)",
