osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,tunnel
3947257,East 5th Street,residential,25 mph,False,False,102.128,"LINESTRING (-118.1894753 33.7726597, -118.1904478 33.7726589, -118.1905779 33.7726384)",,,,
"[397997560, 397997543]",Long Beach Boulevard,primary,25 mph,True,False,103.98400000000001,"LINESTRING (-118.1894753 33.7726597, -118.1894969 33.7721939, -118.1894982 33.7717249)","['3', '2']",US 6,,
3947257,East 5th Street,residential,25 mph,False,False,177.543,"LINESTRING (-118.1905779 33.7726384, -118.1906768 33.7726551, -118.1907507 33.7726754, -118.190809 33.7726974, -118.1911851 33.7729092, -118.1912559 33.7729382, -118.1913502 33.772952, -118.191801 33.7729464, -118.1923992 33.7729401)",,,,
3947257,East 5th Street,residential,25 mph,False,True,102.128,"LINESTRING (-118.1905779 33.7726384, -118.1904478 33.7726589, -118.1894753 33.7726597)",,,,
27275209,The Promenade North,residential,25 mph,False,True,101.17699999999999,"LINESTRING (-118.1905779 33.7726384, -118.1905755 33.7724423, -118.1905755 33.7717285)",,,,
13380326,West Broadway,secondary,20 mph,True,False,13.128,"LINESTRING (-118.193816 33.7693123, -118.1937479 33.7693117, -118.193674 33.7693132)",2,,,
"[398018790, 1098275655]",Pacific Avenue,secondary,"['20 mph', '25 mph']",True,False,135.389,"LINESTRING (-118.193816 33.7693123, -118.1938218 33.7687657, -118.1938182 33.7682286, -118.1937963 33.768096)",3,,,
607802978,Pacific Avenue,secondary,20 mph,True,False,13.625,"LINESTRING (-118.1937963 33.768096, -118.1937365 33.767984)",3,,,
379712727,Pacific Avenue,secondary,25 mph,False,False,15.568,"LINESTRING (-118.1937351 33.7671656, -118.1937067 33.7670276)",5,,,
"[379712729, 13442797, 397997567]",West Ocean Boulevard,primary,30 mph,True,False,245.54299999999998,"LINESTRING (-118.1937351 33.7671656, -118.1938582 33.7671722, -118.1943302 33.7671951, -118.1957366 33.7672677, -118.1962882 33.7673032, -118.1963857 33.7673098)","['4', '3']",,,
"[398018786, 172876527]",Pacific Avenue,secondary,20 mph,False,False,91.009,"LINESTRING (-118.1937351 33.7671656, -118.1937336 33.7672662, -118.1937303 33.7675081, -118.1937349 33.7679304, -118.1937365 33.767984)","['4', '5']",,,
"[13278824, 379869353]",Cedar Avenue,residential,25 mph,False,True,137.25,"LINESTRING (-118.195094 33.771735, -118.1950952 33.7710317, -118.1950988 33.7705007)",,,,
13316252,Cedar Avenue,residential,25 mph,False,False,131.978,"LINESTRING (-118.195094 33.771735, -118.1950935 33.77225, -118.1950902 33.7729219)",,,,
13410500,West 4th Street,tertiary,25 mph,False,False,118.227,"LINESTRING (-118.195094 33.771735, -118.1944244 33.7717285, -118.1938799 33.7717246, -118.193815 33.7717242)",,,,
13410500,West 4th Street,tertiary,25 mph,False,True,117.00999999999999,"LINESTRING (-118.195094 33.771735, -118.195732 33.7717366, -118.1963599 33.7717353)",,,,
"[398028473, 398028486, 398028471]",Pine Avenue,tertiary,20 mph,False,True,135.672,"LINESTRING (-118.1924054 33.7717264, -118.1924038 33.7713576, -118.1924062 33.7710549, -118.1924063 33.7708145, -118.1924018 33.7705063)","['3', '2']",,,
"[398028468, 398028469, 398028479]",Pine Avenue,tertiary,20 mph,False,False,134.965,"LINESTRING (-118.1924054 33.7717264, -118.1923993 33.772029, -118.1923952 33.7726131, -118.1923992 33.7729401)","['3', '2']",,,
"[398031706, 398031651]",East 4th Street,tertiary,20 mph,False,False,169.144,"LINESTRING (-118.1924054 33.7717264, -118.192047 33.7717235, -118.1917023 33.7717255, -118.1905755 33.7717285)","['3', '2']",,,
943754770,West 4th Street,tertiary,20 mph,False,True,115.69200000000001,"LINESTRING (-118.1924054 33.7717264, -118.1930607 33.771724, -118.193197 33.7717246, -118.1935859 33.7717227, -118.193657 33.7717244)",,,,
27275471,Elm Avenue,residential,25 mph,False,False,133.017,"LINESTRING (-118.1876739 33.7717273, -118.1876731 33.77182, -118.1876609 33.7729235)",,,,
351221031,Elm Avenue,residential,25 mph,False,True,136.053,"LINESTRING (-118.1876739 33.7717273, -118.1876709 33.7716318, -118.1876684 33.7710514, -118.1876706 33.7708242, -118.1876716 33.7706924, -118.187673 33.7705038)",,,,
"[398031650, 398031645, 13288398]",East 4th Street,tertiary,20 mph,False,False,121.07300000000001,"LINESTRING (-118.1876739 33.7717273, -118.1875782 33.7717254, -118.1873592 33.7717279, -118.1870433 33.7717295, -118.1867591 33.7717313, -118.1863641 33.7717328)","['3', '2']",,,
"[398031688, 398031713]",East 4th Street,tertiary,20 mph,False,False,152.56099999999998,"LINESTRING (-118.1876739 33.7717273, -118.1878041 33.7717275, -118.1880188 33.7717254, -118.1883494 33.7717252, -118.1893244 33.7717244)","['3', '2']",,,
"[379869193, 379869195]",Linden Avenue,residential,25 mph,False,True,136.514,"LINESTRING (-118.1863641 33.7717328, -118.1863636 33.7710513, -118.1863632 33.7705051)",,,,
"[398031650, 398031645, 13288398]",East 4th Street,tertiary,20 mph,False,True,121.07300000000001,"LINESTRING (-118.1863641 33.7717328, -118.1867591 33.7717313, -118.1870433 33.7717295, -118.1873592 33.7717279, -118.1875782 33.7717254, -118.1876739 33.7717273)","['3', '2']",,,
"[1072929560, 925094141]",Linden Avenue,residential,25 mph,False,False,131.36700000000002,"LINESTRING (-118.1863641 33.7717328, -118.1863646 33.7722639, -118.186368 33.7729142)",,,,
607802979,West 1st Street,unclassified,25 mph,True,False,96.578,"LINESTRING (-118.1924066 33.7681102, -118.192487 33.7681102, -118.1934514 33.7681132)",,,no,
967507245,Pine Avenue,tertiary,20 mph,False,True,14.57,"LINESTRING (-118.1924066 33.7681102, -118.192406 33.7680736, -118.192408 33.7680112, -118.1924085 33.7679792)",2,,,
967507246,Pine Avenue,tertiary,20 mph,False,False,133.663,"LINESTRING (-118.1924066 33.7681102, -118.1924058 33.768173, -118.1924079 33.7685274, -118.1923984 33.769204, -118.1923973 33.7693122)",2,,,
