osmid,oneway,lanes,ref,name,highway,maxspeed,width,reversed,length,geometry,junction,bridge,tunnel
50175474,False,,,Rue Pierre Sauvage,residential,30,,False,142.34,"LINESTRING (1.8306179 50.1094915, 1.830577 50.109437, 1.8305657 50.1094218, 1.8304274 50.1092393, 1.8303543 50.1091451, 1.8301755 50.1088319, 1.8301438 50.1087686, 1.8301283 50.1086975, 1.8301247 50.1086459, 1.8301292 50.1085943, 1.8301657 50.1083854, 1.8302156 50.1082809)",,,
237024414,False,2,,Chaussée Marcadé,tertiary,30,12,False,107.70400000000002,"LINESTRING (1.8306179 50.1094915, 1.8307568 50.1093683, 1.8309166 50.1092751, 1.8311496 50.1091392, 1.8312854 50.1090626, 1.8314294 50.108999, 1.8315441 50.1089551, 1.8315777 50.1089423, 1.8316814 50.1088925, 1.8317396 50.1088533)",,,
50227412,True,,,Rue du Pont de Boulogne,residential,30,,False,72.696,"LINESTRING (1.8356867 50.1046447, 1.8355891 50.1045492, 1.8352933 50.1042598, 1.8351779 50.1041855, 1.8350537 50.1041466)",,,
591082066,False,,,Rue du Maréchal Foch,tertiary,30,,False,147.083,"LINESTRING (1.8356867 50.1046447, 1.8364273 50.1042591, 1.837137 50.1038307, 1.8371804 50.103807, 1.8372395 50.1037755)",,,
591082066,False,,,Rue du Maréchal Foch,tertiary,30,,True,33.316,"LINESTRING (1.8356867 50.1046447, 1.8354915 50.1047136, 1.8353311 50.1047702, 1.8352774 50.1047891)",,,
50223879,True,,,Rue Boucher de Perthes,residential,30,,False,63.314,"LINESTRING (1.8352774 50.1047891, 1.835426 50.1048418, 1.8357481 50.1051497, 1.8358008 50.1052328)",,,
591082066,False,,,Rue du Maréchal Foch,tertiary,30,,False,33.316,"LINESTRING (1.8352774 50.1047891, 1.8353311 50.1047702, 1.8354915 50.1047136, 1.8356867 50.1046447)",,,
"[1126786987, 1109750655]",False,,,Rue du Maréchal Foch,tertiary,"['50', '30']",,True,107.081,"LINESTRING (1.8352774 50.1047891, 1.8352192 50.1048144, 1.8349913 50.104912, 1.834517 50.1051708, 1.8344139 50.1052369, 1.8342337 50.1053552, 1.8341924 50.1053932, 1.8341758 50.1054292)",,,
591203383,True,,,Place du Général de Gaulle,primary,50,60,False,9.754,"LINESTRING (1.8393365 50.108684, 1.8393837 50.1086506, 1.8394353 50.1086237)",roundabout,,
287659804,True,,,Rue du Haut Mesnil,residential,30,,False,165.156,"LINESTRING (1.8392504 50.1088908, 1.8391576 50.1088993, 1.8391334 50.1089015, 1.839102 50.1089187, 1.8388174 50.1094102, 1.8383513 50.1102152)",,,
1130847479,True,,,Place du Général de Gaulle,primary,50,60,False,4.857,"LINESTRING (1.8392504 50.1088908, 1.8392458 50.1088751, 1.8392447 50.1088474)",roundabout,,
186138203,True,,,Rue des Cordeliers,residential,30,10,False,100.357,"LINESTRING (1.8287793 50.1026902, 1.8283638 50.1030881, 1.8283284 50.1031596, 1.8283035 50.1032179, 1.8281256 50.1034825)",,,
672939371,False,,,Rue de Portelette,residential,30,,True,112.92500000000001,"LINESTRING (1.8287793 50.1026902, 1.8289307 50.1025259, 1.8290062 50.1024434, 1.829119 50.1022746, 1.8292099 50.1021258, 1.8294256 50.1017659)",,,
50174872,True,,,Petite Rue Saint-Jacques,residential,30,,False,91.15400000000001,"LINESTRING (1.8270143 50.1076853, 1.8270537 50.1076945, 1.827096 50.1077107, 1.8279644 50.1082297)",,,
579380390,True,,,Rue Pasteur,residential,30,10,False,169.93499999999997,"LINESTRING (1.8270143 50.1076853, 1.8271095 50.1074627, 1.8271774 50.1073293, 1.8272627 50.1071952, 1.8273123 50.1071379, 1.8274945 50.1069284, 1.8276303 50.1067832, 1.8277864 50.1066433, 1.8279942 50.1064975, 1.8280717 50.1064415, 1.8281159 50.1063946, 1.8281201 50.1063564)",,,
579380382,True,,,Place Saint-Jacques,residential,30,,False,35.593,"LINESTRING (1.8279644 50.1082297, 1.8282785 50.1081254, 1.8284076 50.1080825)",,,
579380382,True,,,Place Saint-Jacques,residential,30,,False,67.062,"LINESTRING (1.8284076 50.1080825, 1.8289013 50.1085958)",,,
50175476,False,,,Rue des Poulies,residential,30,,False,151.066,"LINESTRING (1.8284076 50.1080825, 1.8286625 50.107975, 1.8288205 50.1079304, 1.8289677 50.1078968, 1.8293165 50.1078173, 1.830068 50.1075851, 1.8303005 50.1075827, 1.8303478 50.1075853)",,,
492922794,False,,,Rue de l'Eauette,residential,30,,False,100.27300000000001,"LINESTRING (1.8289013 50.1085958, 1.829969 50.1083156, 1.8302156 50.1082809)",,,
579380378,True,,,Place Saint-Jacques,residential,30,,False,68.545,"LINESTRING (1.8289013 50.1085958, 1.8283769 50.1088191, 1.8281204 50.108954)",,,
50174870,False,,,Grande Rue Saint-Jacques,residential,30,,True,93.461,"LINESTRING (1.8281204 50.108954, 1.827852 50.1097767)",,,
50174871,True,,,Place Saint-Jacques,residential,30,,False,89.026,"LINESTRING (1.8281204 50.108954, 1.8280147 50.1088557, 1.8279231 50.1087705, 1.8278177 50.1086443, 1.8278016 50.1085565, 1.8278204 50.1084501, 1.827901 50.1083175, 1.8279644 50.1082297)",,,
50174870,False,,,Grande Rue Saint-Jacques,residential,30,,False,93.461,"LINESTRING (1.827852 50.1097767, 1.8281204 50.108954)",,,
320033709,False,,,Rue Ledien,residential,30,12,False,148.912,"LINESTRING (1.827852 50.1097767, 1.8287169 50.110095, 1.8295497 50.1103637, 1.8296458 50.1103938, 1.8296924 50.1104083)",,,
591352548,True,,,Rue Sainte-Catherine,residential,30,,False,13.419,"LINESTRING (1.8306326 50.1067242, 1.8304761 50.1066572)",,,
50175476,False,,,Rue des Poulies,residential,30,,True,151.066,"LINESTRING (1.8303478 50.1075853, 1.8303005 50.1075827, 1.830068 50.1075851, 1.8293165 50.1078173, 1.8289677 50.1078968, 1.8288205 50.1079304, 1.8286625 50.107975, 1.8284076 50.1080825)",,,
50175480,True,,,Rue des Rapporteurs,residential,30,,False,98.978,"LINESTRING (1.8303478 50.1075853, 1.8303971 50.1072009, 1.830494 50.1069516, 1.8305862 50.1067578, 1.8306326 50.1067242)",,,
50175480,True,,,Rue des Rapporteurs,residential,30,,False,8.846,"LINESTRING (1.8303401 50.1076647, 1.8303478 50.1075853)",,,
320033710,False,,,Rue des Rapporteurs,residential,30,,False,8.615,"LINESTRING (1.8302156 50.1082809, 1.8302606 50.108209)",,,
50175474,False,,,Rue Pierre Sauvage,residential,30,,True,142.34,"LINESTRING (1.8302156 50.1082809, 1.8301657 50.1083854, 1.8301292 50.1085943, 1.8301247 50.1086459, 1.8301283 50.1086975, 1.8301438 50.1087686, 1.8301755 50.1088319, 1.8303543 50.1091451, 1.8304274 50.1092393, 1.8305657 50.1094218, 1.830577 50.109437, 1.8306179 50.1094915)",,,
492922794,False,,,Rue de l'Eauette,residential,30,,True,100.27300000000001,"LINESTRING (1.8302156 50.1082809, 1.829969 50.1083156, 1.8289013 50.1085958)",,,
320033710,False,,,Rue des Rapporteurs,residential,30,,True,8.615,"LINESTRING (1.8302606 50.108209, 1.8302156 50.1082809)",,,
50175478,False,,,Rue Jules Magnier,residential,30,,False,105.155,"LINESTRING (1.8302606 50.108209, 1.8315853 50.1083321, 1.8317199 50.1083446)",,,
50175480,True,,,Rue des Rapporteurs,residential,30,,False,60.878,"LINESTRING (1.8302606 50.108209, 1.8302739 50.1081636, 1.8303007 50.1080726, 1.8303401 50.1076647)",,,
50175478,False,,,Rue Jules Magnier,residential,30,,True,105.155,"LINESTRING (1.8317199 50.1083446, 1.8315853 50.1083321, 1.8302606 50.108209)",,,
320033711,False,,,Rue des Teinturiers,tertiary,30,,False,39.897999999999996,"LINESTRING (1.8317199 50.1083446, 1.8317673 50.1082652, 1.8319199 50.1080095)",,,
579380375,False,,,Rue des Teinturiers,tertiary,30,,True,45.497,"LINESTRING (1.8317199 50.1083446, 1.8317055 50.108398, 1.8316967 50.1084478, 1.8317003 50.1085, 1.8317132 50.1085533, 1.8317313 50.1085983, 1.8317358 50.1086096, 1.8317494 50.1086434, 1.8317851 50.1087465)",,,
50175479,True,,,Rue François Depoilly,residential,30,,False,121.429,"LINESTRING (1.8319199 50.1080095, 1.8316711 50.1079603, 1.8314635 50.1079345, 1.8310726 50.1078972, 1.8309995 50.1078812, 1.8309463 50.1078708, 1.8308678 50.1078366, 1.830618 50.1077074, 1.8303806 50.1076647, 1.8303401 50.1076647)",,,
320033711,False,,,Rue des Teinturiers,tertiary,30,,False,13.958,"LINESTRING (1.8319199 50.1080095, 1.8319531 50.107954, 1.8319896 50.1078922)",,,
320033711,False,,,Rue des Teinturiers,tertiary,30,,True,39.897999999999996,"LINESTRING (1.8319199 50.1080095, 1.8317673 50.1082652, 1.8317199 50.1083446)",,,
237024414,False,2,,Chaussée Marcadé,tertiary,30,12,False,4.191,"LINESTRING (1.8305871 50.1095236, 1.8306179 50.1094915)",,,
237024414,False,2,,Chaussée Marcadé,tertiary,30,12,True,117.328,"LINESTRING (1.8305871 50.1095236, 1.8304375 50.1096738, 1.8299693 50.1101058, 1.8298515 50.1102285, 1.8297758 50.1103147, 1.8296924 50.1104083)",,,
"[50223874, 27666972, 1025285111]",False,,,Rue des Lingers,tertiary,30,,False,32.101,"LINESTRING (1.8343469 50.1067073, 1.8341722 50.1065832, 1.8340942 50.1065278, 1.8340453 50.106493)",,,building_passage
27666972,False,,,Rue des Lingers,tertiary,30,,True,72.02600000000001,"LINESTRING (1.8343469 50.1067073, 1.834577 50.1068709, 1.8349305 50.1071221, 1.8350235 50.1071882)",,,
"[50212456, 591352526, 1130847518, 50212455]",False,,,Rue Gontier Patin,residential,30,,True,121.71600000000001,"LINESTRING (1.8343469 50.1067073, 1.8342595 50.106756, 1.8341602 50.1068161, 1.833966 50.106928, 1.8338956 50.1069621, 1.8337259 50.1070148, 1.8335663 50.1070389, 1.8331471 50.107073, 1.8329573 50.1070864, 1.8328193 50.1070977)",,,building_passage
50223872,False,,,Rue Jeanne d'Arc,residential,30,,True,61.020999999999994,"LINESTRING (1.8343469 50.1067073, 1.834468 50.1066381, 1.8346254 50.1065481, 1.8348543 50.1063527, 1.8349247 50.1063058)",,,
591268489,False,,,Place de l'Amiral Courbet,residential,30,,False,26.65,"LINESTRING (1.8324685 50.1077388, 1.8321002 50.1076982)",,,
50212453,True,,,Rue des Carmes,residential,30,,False,120.391,"LINESTRING (1.8324685 50.1077388, 1.8326007 50.1077478, 1.8331238 50.1077847, 1.8334807 50.1078333, 1.8339141 50.1079328, 1.8340021 50.1079505, 1.8340499 50.1079622, 1.8341086 50.1079713)",,,
591352540,True,,,Place de l'Amiral Courbet,residential,30,,False,28.311,"LINESTRING (1.8324685 50.1077388, 1.83246 50.1078296, 1.8324436 50.1079175, 1.8324082 50.1079891)",,,
1130847510,False,,,,residential,30,,True,5.453,"LINESTRING (1.8344962 50.1086297, 1.8345453 50.1085921)",,,
579380386,True,,,Rue des Capucins,residential,30,12,False,165.26899999999998,"LINESTRING (1.8344962 50.1086297, 1.8344479 50.1086586, 1.8342259 50.1087068, 1.8338439 50.1087417, 1.8323519 50.1087471, 1.8322137 50.1087577)",,,
287659802,True,,,Rue Duchesne de Lamotte,residential,30,,False,88.106,"LINESTRING (1.8322137 50.1087577, 1.8322093 50.1086278, 1.8322001 50.1083538, 1.8324082 50.1079891)",,,
579380386,True,,,Rue des Capucins,residential,30,12,False,23.404,"LINESTRING (1.8322137 50.1087577, 1.8320534 50.1087802, 1.8318931 50.1088027)",,,
254202664,True,,,Place de la Libération,residential,30,,False,63.804,"LINESTRING (1.8341758 50.1054292, 1.8342635 50.1054681, 1.8345462 50.1055985, 1.8345985 50.105787, 1.8346974 50.1058517)",,,
"[1126786987, 1109750655]",False,,,Rue du Maréchal Foch,tertiary,"['50', '30']",,False,107.08099999999999,"LINESTRING (1.8341758 50.1054292, 1.8341924 50.1053932, 1.8342337 50.1053552, 1.8344139 50.1052369, 1.834517 50.1051708, 1.8349913 50.104912, 1.8352192 50.1048144, 1.8352774 50.1047891)",,,
591100058,True,,,Rue des Lingers,tertiary,30,,False,19.511000000000003,"LINESTRING (1.8340453 50.106493, 1.8339534 50.1064491, 1.8338903 50.1063555)",,,
"[50223874, 27666972, 1025285111]",False,,,Rue des Lingers,tertiary,30,,True,32.101,"LINESTRING (1.8340453 50.106493, 1.8340942 50.1065278, 1.8341722 50.1065832, 1.8343469 50.1067073)",,,building_passage
"[766438665, 766438666, 709225087]",False,,,Place de la Libération,residential,30,,True,40.229,"LINESTRING (1.8353277 50.1056924, 1.8351608 50.1058827, 1.8351024 50.1059493, 1.8350516 50.1060079)",,,building_passage
50223879,True,,,Rue Boucher de Perthes,residential,30,,False,88.73499999999999,"LINESTRING (1.8356325 50.106501, 1.8354608 50.1068036, 1.8351168 50.1071061, 1.8350235 50.1071882)",,,
50223881,True,,,Rue des Minimes,residential,30,,False,125.83599999999998,"LINESTRING (1.8356325 50.106501, 1.8357625 50.1065341, 1.8372172 50.1069046, 1.8372724 50.1069187)",,,
50223872,False,,,Rue Jeanne d'Arc,residential,30,,False,61.020999999999994,"LINESTRING (1.8349247 50.1063058, 1.8348543 50.1063527, 1.8346254 50.1065481, 1.834468 50.1066381, 1.8343469 50.1067073)",,,
50223881,True,,,Rue des Minimes,residential,30,,False,55.660000000000004,"LINESTRING (1.8349247 50.1063058, 1.8350172 50.1063037, 1.8354832 50.1064531, 1.8356325 50.106501)",,,
701229386,False,,,Place de la Libération,residential,30,,False,23.116,"LINESTRING (1.8349247 50.1063058, 1.834861 50.1062439, 1.8348549 50.1061996, 1.8349276 50.1061235)",,,
50233112,True,,,Rue Josse Van Robais,residential,30,,False,111.48499999999999,"LINESTRING (1.8372724 50.1069187, 1.8373053 50.1068642, 1.8376046 50.1063684, 1.8378053 50.1060502, 1.8378458 50.105986)",,,
50224183,False,,,Place des Jacobins,residential,30,,False,44.93,"LINESTRING (1.8324275 50.1045085, 1.8325657 50.1045266, 1.8329954 50.1046762)",,,
50227392,False,,,Rue du Pont d'Amour,residential,30,6,False,46.425,"LINESTRING (1.8324275 50.1045085, 1.8324314 50.1041928, 1.8324313 50.1041296, 1.8324312 50.104091)",,,
50227392,False,,,Rue du Pont d'Amour,residential,30,6,True,93.465,"LINESTRING (1.8324275 50.1045085, 1.8323819 50.104653, 1.8323283 50.1047726, 1.8321915 50.1049575, 1.8319502 50.105206, 1.831892 50.1052667)",,,
"[50224182, 50224183]",False,,,Place des Jacobins,residential,30,6,True,198.242,"LINESTRING (1.8329954 50.1046762, 1.8326453 50.1050423, 1.8328401 50.1051164, 1.8330898 50.1052086, 1.8332624 50.1052723, 1.8336217 50.1049061, 1.8334385 50.1048347, 1.8331674 50.1047385, 1.8329954 50.1046762)",,,
"[50224182, 50224183]",False,,,Place des Jacobins,residential,30,6,False,198.242,"LINESTRING (1.8329954 50.1046762, 1.8331674 50.1047385, 1.8334385 50.1048347, 1.8336217 50.1049061, 1.8332624 50.1052723, 1.8330898 50.1052086, 1.8328401 50.1051164, 1.8326453 50.1050423, 1.8329954 50.1046762)",,,
50224183,False,,,Place des Jacobins,residential,30,,True,44.93,"LINESTRING (1.8329954 50.1046762, 1.8325657 50.1045266, 1.8324275 50.1045085)",,,
27674098,True,,,Petite Rue Notre-Dame,residential,30,10,False,151.83700000000002,"LINESTRING (1.8281262 50.1056599, 1.8281112 50.1055341, 1.8281273 50.1054541, 1.8282856 50.1050622, 1.8283199 50.1049445, 1.8283534 50.1047931, 1.8284356 50.1045882, 1.8285379 50.1044108, 1.8285692 50.1043623, 1.8285822 50.1043356)",,,
1040823910,False,,,Rue Lesueur,residential,30,,True,106.002,"LINESTRING (1.8281262 50.1056599, 1.8290058 50.1056962, 1.8295289 50.1055902, 1.8295826 50.1055793)",,,
205594935,False,,,Place du Pont Neuf,residential,30,,True,15.3,"LINESTRING (1.8287314 50.1063114, 1.8285236 50.1063456)",,,
50226307,True,,,Rue des Grandes Écoles,residential,30,,False,91.114,"LINESTRING (1.8287314 50.1063114, 1.8293549 50.1063238, 1.8299935 50.1062339)",,,
50226305,True,,,Rue Lesueur,residential,30,,False,102.325,"LINESTRING (1.8309228 50.1054213, 1.8306034 50.1053421, 1.830442 50.1053507, 1.8301407 50.1054308, 1.8296302 50.1055666, 1.8295826 50.1055793)",,,
"[50227396, 50227398, 50227399]",True,,,Passage du Marché Aux Herbes,residential,30,,False,47.205,"LINESTRING (1.8309228 50.1054213, 1.8310615 50.1052519, 1.8311179 50.1051831, 1.8311629 50.105127, 1.8311967 50.1051031, 1.8312295 50.1050468)",,,
290032023,True,,,Le Moulin du Roy,residential,30,,False,16.916,"LINESTRING (1.8315983 50.1056584, 1.8313902 50.1055854)",,,
254202706,False,,,Le Moulin du Roy,residential,30,,False,85.44600000000001,"LINESTRING (1.8315983 50.1056584, 1.831683 50.1056963, 1.8321917 50.1058959, 1.8324411 50.1060629, 1.8325365 50.1061268)",,,
663780248,False,,,Le Moulin du Roy,residential,30,,False,25.265,"LINESTRING (1.8315983 50.1056584, 1.8316108 50.1057755, 1.831632 50.1058845)",,,
663780248,False,,,Le Moulin du Roy,residential,30,,False,52.452999999999996,"LINESTRING (1.831632 50.1058845, 1.8316287 50.1059738, 1.8315088 50.1061118, 1.8313268 50.1061959, 1.8312232 50.1062414)",,,
663780248,False,,,Le Moulin du Roy,residential,30,,True,25.265,"LINESTRING (1.831632 50.1058845, 1.8316108 50.1057755, 1.8315983 50.1056584)",,,
"[701229379, 701229380, 701229381]",False,,,,residential,30,,False,77.074,"LINESTRING (1.831632 50.1058845, 1.8316906 50.1058765, 1.8319111 50.1059558, 1.8319286 50.1059858, 1.831926 50.1060086, 1.8318988 50.1060361, 1.831841 50.1061026, 1.8318214 50.1061493, 1.8317959 50.1062761, 1.8317706 50.106428)",,,building_passage
50226304,False,,,Le Guindal,residential,30,,True,122.971,"LINESTRING (1.8313902 50.1055854, 1.8299935 50.1062339)",,,
50226305,True,,,Rue Lesueur,residential,30,,False,38.001,"LINESTRING (1.8313902 50.1055854, 1.8309228 50.1054213)",,,
50226304,False,,,Le Guindal,residential,30,,False,122.971,"LINESTRING (1.8299935 50.1062339, 1.8313902 50.1055854)",,,
27674315,True,,,Rue du Chevalier de la Barre,residential,30,,False,78.59,"LINESTRING (1.8299935 50.1062339, 1.8299048 50.106132, 1.8295826 50.1055793)",,,
27674315,True,,,Rue du Chevalier de la Barre,residential,30,,False,51.741,"LINESTRING (1.8304181 50.1066112, 1.830084 50.1063161, 1.8299935 50.1062339)",,,
663780248,False,,,Le Moulin du Roy,residential,30,,True,70.627,"LINESTRING (1.8304181 50.1066112, 1.8304793 50.1065821, 1.8306805 50.1064865, 1.8312232 50.1062414)",,,
254202685,True,,,Place de la Libération,residential,30,,False,15.638,"LINESTRING (1.8346974 50.1058517, 1.8345598 50.1059612)",,,
50442033,True,,,Rue des Six Moulins,residential,30,,False,71.006,"LINESTRING (1.8295603 50.1028601, 1.8299784 50.1029928, 1.8303362 50.1031794, 1.8303889 50.1032069)",,,
1040825251,False,,,Rue de la Talance,residential,30,,False,79.815,"LINESTRING (1.8295603 50.1028601, 1.8294847 50.1027493, 1.8295496 50.102513, 1.8296895 50.1022709, 1.829779 50.1021906)",,,
50227377,True,,,Rue du Lillier,residential,30,,False,217.066,"LINESTRING (1.8344367 50.1016455, 1.8335192 50.1035068)",,,
50227379,True,,,Rue Sanson,residential,30,,False,118.24600000000001,"LINESTRING (1.8344367 50.1016455, 1.8358962 50.1020968, 1.8359301 50.1021073)",,,
591671836,True,,,Place Bonaparte,tertiary,30,,False,25.534,"LINESTRING (1.8287135 50.1041881, 1.8290398 50.1042826)",,,
50227373,True,,,Rue de la Talance,residential,30,,False,159.729,"LINESTRING (1.8287135 50.1041881, 1.8287627 50.1041192, 1.8292373 50.1034582, 1.8294305 50.1031004, 1.8295603 50.1028601)",,,
591679633,True,,,Place Bonaparte,tertiary,30,,False,11.193999999999999,"LINESTRING (1.8285822 50.1043356, 1.8285566 50.1042906, 1.8285783 50.1042397)",,,
234266250,True,,,Rue de l'Hôtel Dieu,residential,30,,False,73.652,"LINESTRING (1.8290398 50.1042826, 1.8291639 50.104256, 1.8298388 50.1040989, 1.8300175 50.1040711)",,,
591671836,True,,,Place Bonaparte,tertiary,30,,False,15.004999999999999,"LINESTRING (1.8290398 50.1042826, 1.829073 50.1042995, 1.8290957 50.1043163, 1.8291136 50.1043583, 1.8291003 50.1043994)",,,
"[50227393, 27727641, 50227383]",False,,,"['Rue Saint-Vulfran', 'Parvis Saint-Vulfran']",tertiary,30,7,True,168.05800000000002,"LINESTRING (1.8291003 50.1043994, 1.8300725 50.1046931, 1.8303428 50.1047748, 1.8310778 50.1049969, 1.8311746 50.1050286, 1.8312295 50.1050468)",,,
234266234,True,,,Place Bonaparte,tertiary,30,,False,15.422,"LINESTRING (1.8291003 50.1043994, 1.8290752 50.1044232, 1.8290362 50.104442, 1.8289667 50.104452, 1.8289164 50.1044451)",,,
234266234,True,,,Place Bonaparte,tertiary,30,,False,26.962999999999997,"LINESTRING (1.8289164 50.1044451, 1.8286309 50.104364, 1.8285822 50.1043356)",,,
50227390,True,,,Rue Lefébure de Cerisy,residential,30,,False,148.20600000000002,"LINESTRING (1.8303986 50.1040304, 1.8308036 50.1042656, 1.8310825 50.1044495, 1.8314433 50.1047231, 1.831466 50.1047494, 1.831466 50.1047746, 1.8314306 50.1048375, 1.8312679 50.1050596)",,,
234266250,True,,,Rue de l'Hôtel Dieu,residential,30,,False,145.619,"LINESTRING (1.8303986 50.1040304, 1.8306629 50.1040039, 1.8312549 50.1040206, 1.8323232 50.1040893, 1.8324312 50.104091)",,,
27727641,False,,,Parvis Saint-Vulfran,tertiary,30,7,False,50.114,"LINESTRING (1.831892 50.1052667, 1.8312679 50.1050596)",,,
27727641,False,,,Parvis Saint-Vulfran,tertiary,30,7,True,2.942,"LINESTRING (1.831892 50.1052667, 1.8319286 50.1052789)",,,
50227392,False,,,Rue du Pont d'Amour,residential,30,6,False,93.465,"LINESTRING (1.831892 50.1052667, 1.8319502 50.105206, 1.8321915 50.1049575, 1.8323283 50.1047726, 1.8323819 50.104653, 1.8324275 50.1045085)",,,
1040827403,False,,,Avenue du Rivage,residential,30,,True,88.003,"LINESTRING (1.8324663 50.1032999, 1.8324352 50.1040277, 1.8324332 50.1040594, 1.8324312 50.104091)",,,
50227392,False,,,Rue du Pont d'Amour,residential,30,6,True,46.425,"LINESTRING (1.8324312 50.104091, 1.8324313 50.1041296, 1.8324314 50.1041928, 1.8324275 50.1045085)",,,
367103961,True,,,Place Jacques Becq,residential,30,5,False,53.879,"LINESTRING (1.8324312 50.104091, 1.8326093 50.1040937, 1.8330623 50.1041225, 1.8331819 50.1041382)",,,
1040827403,False,,,Avenue du Rivage,residential,30,,False,88.003,"LINESTRING (1.8324312 50.104091, 1.8324332 50.1040594, 1.8324352 50.1040277, 1.8324663 50.1032999)",,,
27808187,True,,,Place Jacques Becq,residential,30,4,False,97.01299999999999,"LINESTRING (1.8331819 50.1041382, 1.8332718 50.1041601, 1.8333596 50.1041842, 1.8338833 50.1043937, 1.8340328 50.1044505, 1.834116 50.1044681, 1.8343165 50.1044694, 1.8344056 50.104464)",,,
