osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,lanes
1070132307,Ash Avenue,residential,False,True,23.754,"LINESTRING (-122.1823204 48.049136, -122.1826387 48.049117)",,,,
6137502,Beach Avenue,residential,False,True,93.793,"LINESTRING (-122.1823204 48.049136, -122.1823201 48.0495596, -122.1823198 48.0499795)",,,,
561625176,1st Street,tertiary,False,True,127.965,"LINESTRING (-122.1823204 48.049136, -122.1822166 48.0491342, -122.181149 48.0491152, -122.1805995 48.0491054)",,,,
220970251,1st Street,tertiary,False,True,70.728,"LINESTRING (-122.1753212 48.0490624, -122.1762727 48.0490636)",,,,
220970249,Columbia Avenue,residential,False,False,101.991,"LINESTRING (-122.1753212 48.0490624, -122.1753158 48.0495343, -122.1753107 48.0499796)",,,,
220970251,1st Street,tertiary,False,False,135.485,"LINESTRING (-122.1753212 48.0490624, -122.1742527 48.049029, -122.1739117 48.048989, -122.1735385 48.0488808)",,,,
42227331,2nd Street,residential,False,False,130.529,"LINESTRING (-122.1753107 48.0499796, -122.1735547 48.049973)",,,,
42227331,2nd Street,residential,False,True,129.11100000000002,"LINESTRING (-122.1753107 48.0499796, -122.1761043 48.0499868, -122.1763387 48.049989, -122.176398 48.0499895, -122.1764945 48.0499904, -122.1768561 48.0499937, -122.1770475 48.0499954)",,,,
220970249,Columbia Avenue,residential,False,False,103.23599999999999,"LINESTRING (-122.1753107 48.0499796, -122.1753053 48.0504453, -122.1753 48.050908)",,,,
220970249,Columbia Avenue,residential,False,True,101.991,"LINESTRING (-122.1753107 48.0499796, -122.1753158 48.0495343, -122.1753212 48.0490624)",,,,
220969783,3rd Street,tertiary,False,False,160.853,"LINESTRING (-122.1753 48.050908, -122.17516 48.050907, -122.173289 48.050894, -122.1731361 48.0508929)",,,,
220969783,3rd Street,tertiary,False,True,128.154,"LINESTRING (-122.1753 48.050908, -122.1757871 48.0509123, -122.1768964 48.0509246, -122.1770239 48.050926)",,,,
220970249,Columbia Avenue,residential,False,False,101.201,"LINESTRING (-122.1753 48.050908, -122.1752947 48.0513696, -122.1752896 48.0518181)",,,,
220970249,Columbia Avenue,residential,False,True,103.23599999999999,"LINESTRING (-122.1753 48.050908, -122.1753053 48.0504453, -122.1753107 48.0499796)",,,,
220970249,Columbia Avenue,residential,False,False,101.169,"LINESTRING (-122.1752896 48.0518181, -122.1752842 48.0522867, -122.1752792 48.0527279)",,,,
220970249,Columbia Avenue,residential,False,True,101.201,"LINESTRING (-122.1752896 48.0518181, -122.1752947 48.0513696, -122.1753 48.050908)",,,,
754060064,4th Street,secondary,False,False,160.207,"LINESTRING (-122.1752896 48.0518181, -122.1749398 48.0518165, -122.1749264 48.0518164, -122.1744274 48.051814, -122.1743706 48.0518137, -122.1738602 48.0518112, -122.1737818 48.0518108, -122.1737717 48.0518108, -122.1736904 48.0518104, -122.1731343 48.0518078)",WA 528,,,
754060064,4th Street,secondary,False,True,128.47500000000002,"LINESTRING (-122.1752896 48.0518181, -122.1762876 48.0518229, -122.1763748 48.0518233, -122.177018 48.0518264)",WA 528,,,
305074236,5th Street,residential,False,False,159.562,"LINESTRING (-122.1752792 48.0527279, -122.1731325 48.0527206)",,,,
"[220970249, 826362844]",Columbia Avenue,residential,False,False,103.526,"LINESTRING (-122.1752792 48.0527279, -122.1752738 48.053201, -122.1752685 48.0536589)",,,,
220970249,Columbia Avenue,residential,False,True,101.169,"LINESTRING (-122.1752792 48.0527279, -122.1752842 48.0522867, -122.1752896 48.0518181)",,,,
305074236,5th Street,residential,False,True,127.14,"LINESTRING (-122.1752792 48.0527279, -122.1758863 48.0527299, -122.1761809 48.0527309, -122.1763208 48.0527304, -122.1766879 48.0527326, -122.1767455 48.0527328, -122.1769897 48.0527336)",,,,
71436364,6th Street,residential,False,False,158.901,"LINESTRING (-122.1752685 48.0536589, -122.1731307 48.0536469)",,,,
71436364,6th Street,residential,False,True,126.71300000000001,"LINESTRING (-122.1752685 48.0536589, -122.1763058 48.0536648, -122.1765829 48.0536653, -122.1766118 48.0536665, -122.1769732 48.0536685)",,,,
826362844,Columbia Avenue,residential,False,False,92.751,"LINESTRING (-122.1752685 48.0536589, -122.1752626 48.0540561, -122.175259 48.054493)",,,,
"[220970249, 826362844]",Columbia Avenue,residential,False,True,103.526,"LINESTRING (-122.1752685 48.0536589, -122.1752738 48.053201, -122.1752792 48.0527279)",,,,
71436363,7th Street,residential,False,False,158.321,"LINESTRING (-122.175259 48.054493, -122.173129 48.0544787)",,,,
71436363,7th Street,residential,False,True,127.393,"LINESTRING (-122.175259 48.054493, -122.1761546 48.054499, -122.1769729 48.0545045)",,,,
826362844,Columbia Avenue,residential,False,True,92.751,"LINESTRING (-122.175259 48.054493, -122.1752626 48.0540561, -122.1752685 48.0536589)",,,,
220430793,8th Street,tertiary,False,False,153.41899999999998,"LINESTRING (-122.1752065 48.0554032, -122.17488 48.0554012, -122.1736526 48.0553935, -122.1731424 48.0553903)",,,,
220430793,8th Street,tertiary,False,True,130.459,"LINESTRING (-122.1752065 48.0554032, -122.1761102 48.0554101, -122.1763295 48.0554103, -122.1764969 48.0554114, -122.1769617 48.0554143)",,,,
6124788,3rd Street,residential,False,True,70.406,"LINESTRING (-122.1832643 48.0509391, -122.1830757 48.0509381, -122.183014 48.0509381, -122.1825595 48.0509379, -122.1823171 48.0509378)",,,,
686373038,Ash Avenue,residential,True,False,105.84700000000001,"LINESTRING (-122.1832643 48.0509391, -122.1832648 48.0501494, -122.1832651 48.0499872)",,,,
6124788,3rd Street,residential,False,False,70.406,"LINESTRING (-122.1823171 48.0509378, -122.1825595 48.0509379, -122.183014 48.0509381, -122.1830757 48.0509381, -122.1832643 48.0509391)",,,,
6137502,Beach Avenue,residential,False,False,106.559,"LINESTRING (-122.1823171 48.0509378, -122.1823194 48.0504847, -122.1823198 48.0499795)",,,,
686373040,Beach Avenue,residential,False,True,99.448,"LINESTRING (-122.1823171 48.0509378, -122.1823263 48.0513882, -122.1823255 48.051466, -122.1823251 48.0515059, -122.1823231 48.0516994, -122.182322 48.0517594, -122.1823217 48.0518321)",,,,
686373041,3rd Street,residential,False,True,133.149,"LINESTRING (-122.1823171 48.0509378, -122.1816412 48.05094, -122.1812809 48.0509406, -122.1805258 48.0509419)",,,,
686373039,Cedar Avenue,tertiary,False,True,106.55,"LINESTRING (-122.1805258 48.0509419, -122.1805309 48.0504775, -122.1805363 48.0499837)",,,,
686373041,3rd Street,residential,False,False,133.149,"LINESTRING (-122.1805258 48.0509419, -122.1812809 48.0509406, -122.1816412 48.05094, -122.1823171 48.0509378)",,,,
"[858880312, 686373042, 858880311]",Cedar Avenue,tertiary,False,False,96.73799999999997,"LINESTRING (-122.1805258 48.0509419, -122.1805232 48.0513741, -122.1805279 48.0515357, -122.1805255 48.0516312, -122.1805251 48.0516487, -122.1805235 48.0517104, -122.180523 48.0517337, -122.1805166 48.0518117)",,,,
220969783,3rd Street,tertiary,False,False,128.154,"LINESTRING (-122.1770239 48.050926, -122.1768964 48.0509246, -122.1757871 48.0509123, -122.1753 48.050908)",,,,
220969783,3rd Street,tertiary,False,True,52.20399999999999,"LINESTRING (-122.1770239 48.050926, -122.1771831 48.050925, -122.1777262 48.0509218)",,,,
269632674,State Avenue,primary,False,False,100.122,"LINESTRING (-122.1770239 48.050926, -122.1770225 48.050998, -122.1770209 48.0513795, -122.177018 48.0518264)",WA 529,30 mph,,
269632674,State Avenue,primary,False,True,103.494,"LINESTRING (-122.1770239 48.050926, -122.1770253 48.050837, -122.1770359 48.0504526, -122.1770475 48.0499954)",WA 529,30 mph,,
6127715,Alder Avenue,residential,False,False,101.733,"LINESTRING (-122.1731361 48.0508929, -122.173135 48.0509891, -122.1731352 48.0513572, -122.1731343 48.0518078)",,,,
6127715,Alder Avenue,residential,False,True,131.148,"LINESTRING (-122.1731361 48.0508929, -122.173136 48.0508073, -122.1731405 48.0504496, -122.1735507 48.0504345, -122.1735547 48.049973)",,,,
220969783,3rd Street,tertiary,False,False,14.561,"LINESTRING (-122.1731361 48.0508929, -122.173019 48.0508934, -122.1729402 48.0508938)",,,,
220969783,3rd Street,tertiary,False,True,160.85300000000004,"LINESTRING (-122.1731361 48.0508929, -122.173289 48.050894, -122.17516 48.050907, -122.1753 48.050908)",,,,
6142468,Quinn Avenue,residential,False,False,94.642,"LINESTRING (-122.1714073 48.0509484, -122.1713881 48.0513471, -122.1713859 48.0514668, -122.1713799 48.0517993)",,,,
1074075394,,tertiary,True,False,7.177,"LINESTRING (-122.1714073 48.0509484, -122.1714334 48.050946, -122.1714573 48.0509384, -122.1714781 48.0509254, -122.1714853 48.0509164)",,,roundabout,
6140496,Cedar Avenue,tertiary,False,False,97.77600000000001,"LINESTRING (-122.1805995 48.0491054, -122.1805666 48.0495631, -122.1805363 48.0499837)",,,,
561625176,1st Street,tertiary,False,False,127.96499999999999,"LINESTRING (-122.1805995 48.0491054, -122.181149 48.0491152, -122.1822166 48.0491342, -122.1823204 48.049136)",,,,
561625176,1st Street,tertiary,False,True,263.748,"LINESTRING (-122.1805995 48.0491054, -122.1805038 48.0490972, -122.1802565 48.0490895, -122.1798908 48.0490866, -122.1788221 48.0490783, -122.1787566 48.0490778, -122.1786042 48.0490766, -122.178192 48.0490747, -122.1779841 48.0490729, -122.17722 48.0490661, -122.1770526 48.0490646)",,,,
6127241,State Avenue,primary,False,True,98.0,"LINESTRING (-122.1770526 48.0490646, -122.177053 48.0489737, -122.1770566 48.0487869, -122.177089 48.0486186, -122.1771304 48.048287, -122.1771435 48.0481862)",WA 529,30 mph,,
220970251,1st Street,tertiary,False,False,57.973,"LINESTRING (-122.1770526 48.0490646, -122.176899 48.0490644, -122.1762727 48.0490636)",,,,
269632674,State Avenue,primary,False,False,103.501,"LINESTRING (-122.1770526 48.0490646, -122.177052 48.0491673, -122.17705 48.0495452, -122.1770475 48.0499954)",WA 529,30 mph,,
561625176,1st Street,tertiary,False,False,263.74800000000005,"LINESTRING (-122.1770526 48.0490646, -122.17722 48.0490661, -122.1779841 48.0490729, -122.178192 48.0490747, -122.1786042 48.0490766, -122.1787566 48.0490778, -122.1788221 48.0490783, -122.1798908 48.0490866, -122.1802565 48.0490895, -122.1805038 48.0490972, -122.1805995 48.0491054)",,,,
6127715,Alder Avenue,residential,False,False,70.163,"LINESTRING (-122.1735385 48.0488808, -122.1735619 48.0495116)",,,,
220970251,1st Street,tertiary,False,True,135.485,"LINESTRING (-122.1735385 48.0488808, -122.1739117 48.048989, -122.1742527 48.049029, -122.1753212 48.0490624)",,,,
358224770,Alder avenue,residential,False,False,48.09,"LINESTRING (-122.1735385 48.0488808, -122.1735582 48.0487671, -122.1735664 48.0487232, -122.1736065 48.0485411, -122.1736759 48.0484643)",,,,
6125677,1st Street,residential,False,False,156.844,"LINESTRING (-122.1735619 48.0495116, -122.1714521 48.0494906)",,,,
6127715,Alder Avenue,residential,False,False,51.308,"LINESTRING (-122.1735619 48.0495116, -122.1735547 48.049973)",,,,
6127715,Alder Avenue,residential,False,True,70.163,"LINESTRING (-122.1735619 48.0495116, -122.1735385 48.0488808)",,,,
6125677,1st Street,residential,False,True,156.844,"LINESTRING (-122.1714521 48.0494906, -122.1735619 48.0495116)",,,,
1074075393,Quinn Avenue,residential,False,False,53.315999999999995,"LINESTRING (-122.1714521 48.0494906, -122.1714209 48.049533, -122.1714131 48.0499652)",,,,
1074075393,Quinn Avenue,residential,False,True,74.476,"LINESTRING (-122.1714521 48.0494906, -122.1714885 48.0494412, -122.1714946 48.0488709, -122.1714951 48.0488265)",,,,
6127715,Alder Avenue,residential,False,True,51.308,"LINESTRING (-122.1735547 48.049973, -122.1735619 48.0495116)",,,,
42227331,2nd Street,residential,False,False,159.192,"LINESTRING (-122.1735547 48.049973, -122.1714131 48.0499652)",,,,
42227331,2nd Street,residential,False,True,130.529,"LINESTRING (-122.1735547 48.049973, -122.1753107 48.0499796)",,,,
6127715,Alder Avenue,residential,False,False,131.148,"LINESTRING (-122.1735547 48.049973, -122.1735507 48.0504345, -122.1731405 48.0504496, -122.173136 48.0508073, -122.1731361 48.0508929)",,,,
754060064,4th Street,secondary,False,False,61.271,"LINESTRING (-122.1731343 48.0518078, -122.17231 48.0518038)",WA 528,,,
6127715,Alder Avenue,residential,False,False,101.499,"LINESTRING (-122.1731343 48.0518078, -122.1731334 48.0522795, -122.1731325 48.0527206)",,,,
6127715,Alder Avenue,residential,False,True,101.733,"LINESTRING (-122.1731343 48.0518078, -122.1731352 48.0513572, -122.173135 48.0509891, -122.1731361 48.0508929)",,,,
754060064,4th Street,secondary,False,True,160.207,"LINESTRING (-122.1731343 48.0518078, -122.1736904 48.0518104, -122.1737717 48.0518108, -122.1737818 48.0518108, -122.1738602 48.0518112, -122.1743706 48.0518137, -122.1744274 48.051814, -122.1749264 48.0518164, -122.1749398 48.0518165, -122.1752896 48.0518181)",WA 528,,,
305074236,5th Street,residential,False,True,159.562,"LINESTRING (-122.1731325 48.0527206, -122.1752792 48.0527279)",,,,
6127715,Alder Avenue,residential,False,False,103.0,"LINESTRING (-122.1731325 48.0527206, -122.1731316 48.0531903, -122.1731307 48.0536469)",,,,
6127715,Alder Avenue,residential,False,True,101.499,"LINESTRING (-122.1731325 48.0527206, -122.1731334 48.0522795, -122.1731343 48.0518078)",,,,
71436364,6th Street,residential,False,True,158.901,"LINESTRING (-122.1731307 48.0536469, -122.1752685 48.0536589)",,,,
6127715,Alder Avenue,residential,False,False,92.492,"LINESTRING (-122.1731307 48.0536469, -122.1731299 48.0540509, -122.173129 48.0544787)",,,,
6127715,Alder Avenue,residential,False,True,103.0,"LINESTRING (-122.1731307 48.0536469, -122.1731316 48.0531903, -122.1731325 48.0527206)",,,,
71436363,7th Street,residential,False,False,133.592,"LINESTRING (-122.173129 48.0544787, -122.1713317 48.0544667)",,,,
71436363,7th Street,residential,False,True,158.321,"LINESTRING (-122.173129 48.0544787, -122.175259 48.054493)",,,,
6127715,Alder Avenue,residential,False,True,92.492,"LINESTRING (-122.173129 48.0544787, -122.1731299 48.0540509, -122.1731307 48.0536469)",,,,
220430793,8th Street,tertiary,False,False,135.811,"LINESTRING (-122.1731424 48.0553903, -122.1713152 48.0553788)",,,,
220430793,8th Street,tertiary,False,True,153.419,"LINESTRING (-122.1731424 48.0553903, -122.1736526 48.0553935, -122.17488 48.0554012, -122.1752065 48.0554032)",,,,
6127725,2nd Street,residential,False,False,70.271,"LINESTRING (-122.1832651 48.0499872, -122.1830932 48.0499858, -122.1830174 48.0499852, -122.1827485 48.049983, -122.1823198 48.0499795)",,,,
6135149,Ash Avenue,residential,True,False,123.24300000000001,"LINESTRING (-122.1832651 48.0499872, -122.1830481 48.0492181, -122.1830227 48.0491779, -122.1829918 48.049151, -122.1829462 48.0491241, -122.1828631 48.0491107, -122.1827585 48.0491098, -122.1826387 48.049117)",,,,
6127725,2nd Street,residential,False,False,132.572,"LINESTRING (-122.1823198 48.0499795, -122.181283 48.0499819, -122.1809011 48.0499828, -122.1805363 48.0499837)",,,,
6127725,2nd Street,residential,False,True,70.271,"LINESTRING (-122.1823198 48.0499795, -122.1827485 48.049983, -122.1830174 48.0499852, -122.1830932 48.0499858, -122.1832651 48.0499872)",,,,
6137502,Beach Avenue,residential,False,False,93.793,"LINESTRING (-122.1823198 48.0499795, -122.1823201 48.0495596, -122.1823204 48.049136)",,,,
6137502,Beach Avenue,residential,False,True,106.559,"LINESTRING (-122.1823198 48.0499795, -122.1823194 48.0504847, -122.1823171 48.0509378)",,,,
6127725,2nd Street,residential,False,True,132.572,"LINESTRING (-122.1805363 48.0499837, -122.1809011 48.0499828, -122.181283 48.0499819, -122.1823198 48.0499795)",,,,
6140496,Cedar Avenue,tertiary,False,True,97.77600000000001,"LINESTRING (-122.1805363 48.0499837, -122.1805666 48.0495631, -122.1805995 48.0491054)",,,,
686373039,Cedar Avenue,tertiary,False,False,106.55,"LINESTRING (-122.1805363 48.0499837, -122.1805309 48.0504775, -122.1805258 48.0509419)",,,,
42227331,2nd Street,residential,False,False,129.111,"LINESTRING (-122.1770475 48.0499954, -122.1768561 48.0499937, -122.1764945 48.0499904, -122.176398 48.0499895, -122.1763387 48.049989, -122.1761043 48.0499868, -122.1753107 48.0499796)",,,,
269632674,State Avenue,primary,False,False,103.494,"LINESTRING (-122.1770475 48.0499954, -122.1770359 48.0504526, -122.1770253 48.050837, -122.1770239 48.050926)",WA 529,30 mph,,
269632674,State Avenue,primary,False,True,103.501,"LINESTRING (-122.1770475 48.0499954, -122.17705 48.0495452, -122.177052 48.0491673, -122.1770526 48.0490646)",WA 529,30 mph,,
42227331,2nd Street,residential,False,True,159.192,"LINESTRING (-122.1714131 48.0499652, -122.1735547 48.049973)",,,,
1074075393,Quinn Avenue,residential,False,False,96.232,"LINESTRING (-122.1714131 48.0499652, -122.1714046 48.0504345, -122.1714035 48.0508306)",,,,
1074075393,Quinn Avenue,residential,False,True,53.315999999999995,"LINESTRING (-122.1714131 48.0499652, -122.1714209 48.049533, -122.1714521 48.0494906)",,,,
6129524,Delta Avenue,residential,False,True,97.363,"LINESTRING (-122.1786647 48.0554874, -122.1786766 48.054985, -122.1786854 48.0546119)",,,,
6132861,8th Street,tertiary,False,False,127.234,"LINESTRING (-122.1786647 48.0554874, -122.1782501 48.0554305, -122.1776689 48.0554232, -122.1776114 48.0554225, -122.1769617 48.0554143)",,,,
6132861,8th Street,tertiary,False,True,137.994,"LINESTRING (-122.1786647 48.0554874, -122.1794167 48.0555778, -122.1794741 48.0555837, -122.1795343 48.0555944, -122.1796263 48.0556098, -122.1798827 48.0556272, -122.1800873 48.0556411, -122.1802072 48.0556405, -122.1805013 48.0556391)",,,,
6129524,Delta Avenue,residential,False,False,103.467,"LINESTRING (-122.1787099 48.0527474, -122.178709 48.0530983, -122.1787087 48.0532193, -122.1787081 48.0534433, -122.1787075 48.0536779)",,,,
6129524,Delta Avenue,residential,False,True,96.24600000000001,"LINESTRING (-122.1787099 48.0527474, -122.1787592 48.0526564, -122.1787637 48.052452, -122.1787652 48.0523827, -122.1787671 48.0522939, -122.1787698 48.05213, -122.1787745 48.0518877)",,,,
305074236,5th Street,residential,False,False,127.868,"LINESTRING (-122.1787099 48.0527474, -122.1781625 48.052743, -122.1777293 48.0527395, -122.1769897 48.0527336)",,,,
305074236,5th Street,residential,False,True,79.376,"LINESTRING (-122.1787099 48.0527474, -122.1790178 48.0527463, -122.1794888 48.0527448, -122.1797778 48.0527438)",,,,
6129524,Delta Avenue,residential,False,False,93.215,"LINESTRING (-122.1787075 48.0536779, -122.1786982 48.0540723, -122.1786969 48.0541281, -122.1786877 48.0545161)",,,,
6129524,Delta Avenue,residential,False,True,103.467,"LINESTRING (-122.1787075 48.0536779, -122.1787081 48.0534433, -122.1787087 48.0532193, -122.178709 48.0530983, -122.1787099 48.0527474)",,,,
71436364,6th Street,residential,False,False,128.909,"LINESTRING (-122.1787075 48.0536779, -122.1776604 48.0536722, -122.1769732 48.0536685)",,,,
6129524,Delta Avenue,residential,False,False,10.654,"LINESTRING (-122.1786877 48.0545161, -122.1786854 48.0546119)",,,,
6129524,Delta Avenue,residential,False,True,93.215,"LINESTRING (-122.1786877 48.0545161, -122.1786969 48.0541281, -122.1786982 48.0540723, -122.1787075 48.0536779)",,,,
71436363,7th Street,residential,False,False,127.459,"LINESTRING (-122.1786877 48.0545161, -122.178238 48.054513, -122.1779085 48.0545108, -122.1776934 48.0545094, -122.1769729 48.0545045)",,,,
"[269628008, 686373050]",Beach Avenue,tertiary,False,False,96.75399999999999,"LINESTRING (-122.1823225 48.0519085, -122.182319 48.0519533, -122.1823148 48.0520642, -122.1823106 48.0523099, -122.1823026 48.0527785)",,,,
858880308,Cedar Avenue,tertiary,False,True,10.016,"LINESTRING (-122.180522 48.0519017, -122.1805166 48.0518117)",,,,
"[626091779, 626091781]",4th Street,secondary,True,False,133.84,"LINESTRING (-122.180522 48.0519017, -122.180691 48.0518993, -122.1810874 48.0518999, -122.1814091 48.0519032, -122.1815615 48.0519021, -122.1819745 48.0519051, -122.1823225 48.0519085)",WA 528,,,2
685999080,Cedar Avenue,tertiary,False,False,97.054,"LINESTRING (-122.180522 48.0519017, -122.18052 48.0519519, -122.1805201 48.0519786, -122.1805212 48.05231, -122.1805216 48.0525398, -122.1805221 48.0527745)",,,,
39015443,State Avenue,primary,False,False,100.898,"LINESTRING (-122.177018 48.0518264, -122.1770034 48.0522934, -122.1769897 48.0527336)",,30 mph,,5
269632674,State Avenue,primary,False,True,100.12200000000001,"LINESTRING (-122.177018 48.0518264, -122.1770209 48.0513795, -122.1770225 48.050998, -122.1770239 48.050926)",WA 529,30 mph,,
754060064,4th Street,secondary,False,False,128.47500000000002,"LINESTRING (-122.177018 48.0518264, -122.1763748 48.0518233, -122.1762876 48.0518229, -122.1752896 48.0518181)",WA 528,,,
816403719,4th Street,secondary,True,False,132.49,"LINESTRING (-122.177018 48.0518264, -122.1771768 48.0518892, -122.1777281 48.0518794, -122.1787745 48.0518877)",WA 528,,,2
6142468,Quinn Avenue,residential,False,False,101.875,"LINESTRING (-122.1713799 48.0517993, -122.1713774 48.0520919, -122.1713713 48.0522742, -122.1713634 48.0527154)",,,,
