osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel
12276885,,South Fourth Street,residential,,False,False,102.16500000000002,"LINESTRING (-90.484876 38.7823313, -90.4850769 38.7819354, -90.4851472 38.7818019, -90.4851615 38.7817747, -90.4853171 38.7814793)",2,
780087513,,Jefferson Street,tertiary,25 mph,False,False,113.691,"LINESTRING (-90.484876 38.7823313, -90.4853024 38.7824724, -90.4855124 38.7825419, -90.4858108 38.7826407, -90.4859701 38.7826934, -90.4860833 38.7827309)",2,
12268110,,Jefferson Street,residential,,False,True,111.384,"LINESTRING (-90.4872755 38.7831047, -90.4862066 38.7827696, -90.4860833 38.7827309)",2,
12273195,,North Benton Avenue,residential,,False,False,121.55,"LINESTRING (-90.4872755 38.7831047, -90.4870499 38.7835337, -90.4870068 38.7836156, -90.4867367 38.7841139)",2,
12275317,,North Main Street,tertiary,15 mph,False,False,106.704,"LINESTRING (-90.4804465 38.7829782, -90.4799624 38.7838605)",2,
12275317,,North Main Street,tertiary,15 mph,False,True,216.948,"LINESTRING (-90.4804465 38.7829782, -90.4808365 38.7822283, -90.4813786 38.7811675)",2,
322488399,,Monroe Street,residential,,False,False,106.262,"LINESTRING (-90.4804465 38.7829782, -90.4810505 38.7831748, -90.4815838 38.7833347)",2,
322488399,,Monroe Street,residential,,False,True,75.491,"LINESTRING (-90.4804465 38.7829782, -90.4798724 38.782808, -90.4796352 38.7827315)",2,
12278547,,North Second Street,secondary,25 mph,False,False,105.596,"LINESTRING (-90.4815838 38.7833347, -90.4811332 38.784217)",2,
12278547,,North Second Street,secondary,25 mph,False,True,214.256,"LINESTRING (-90.4815838 38.7833347, -90.4819775 38.7826172, -90.4825322 38.7815554)",2,
322488399,,Monroe Street,residential,,False,True,106.262,"LINESTRING (-90.4815838 38.7833347, -90.4810505 38.7831748, -90.4804465 38.7829782)",2,
152667097,,Monroe Street,residential,,True,False,113.113,"LINESTRING (-90.4827962 38.783711, -90.4815838 38.7833347)",1,
12275075,,North Third Street,residential,,True,False,106.609,"LINESTRING (-90.4827962 38.783711, -90.4825264 38.7841912, -90.4823526 38.7845005, -90.4823027 38.7845892)",2,
152667097,,Monroe Street,residential,,True,False,109.161,"LINESTRING (-90.4839677 38.7840713, -90.4827962 38.783711)",1,
608205280,,North Fourth Street,residential,,True,False,82.175,"LINESTRING (-90.4839677 38.7840713, -90.4843145 38.7833835)",,
152667111,,Monroe Street,residential,,False,False,116.777,"LINESTRING (-90.4839677 38.7840713, -90.4848658 38.7843591, -90.4852096 38.7844782)",2,
12273195,,North Benton Avenue,residential,,False,False,107.796,"LINESTRING (-90.4863633 38.784839, -90.4858916 38.785736)",2,
12273195,,North Benton Avenue,residential,,False,True,86.881,"LINESTRING (-90.4863633 38.784839, -90.4867367 38.7841139)",2,
152667111,,Monroe Street,residential,,False,True,107.751,"LINESTRING (-90.4863633 38.784839, -90.485815 38.7846632, -90.485794 38.7846565, -90.4852096 38.7844782)",2,
12269579,,South Second Street,secondary,25 mph,False,True,99.561,"LINESTRING (-90.4829592 38.7807242, -90.4828633 38.7809108, -90.4826922 38.7812439, -90.4825322 38.7815554)",2,
12277219,,Madison Street,residential,,False,False,82.704,"LINESTRING (-90.4829592 38.7807242, -90.4834006 38.7808653, -90.4837489 38.7809766, -90.4838416 38.7810071)",2,
12277219,,Madison Street,residential,,False,True,68.54400000000001,"LINESTRING (-90.4829592 38.7807242, -90.4824591 38.780568, -90.4824028 38.7805504, -90.4822252 38.7804949)",2,
350681075,,South Second Street,secondary,25 mph,False,False,84.229,"LINESTRING (-90.4829592 38.7807242, -90.4830248 38.780605, -90.4830481 38.7805627, -90.4833053 38.7800954, -90.4833424 38.7800281)",2,
152664964,,First Capitol Drive,secondary,25 mph,False,False,108.572,"LINESTRING (-90.4833424 38.7800281, -90.4838799 38.7801794, -90.4845075 38.7803856)",2,
350681075,,South Second Street,secondary,25 mph,False,True,84.229,"LINESTRING (-90.4833424 38.7800281, -90.4833053 38.7800954, -90.4830481 38.7805627, -90.4830248 38.780605, -90.4829592 38.7807242)",2,
"[684682312, 794311263]",,First Capitol Drive,tertiary,25 mph,False,True,108.382,"LINESTRING (-90.4833424 38.7800281, -90.4831706 38.7799662, -90.4827731 38.7798229, -90.4821961 38.7796395)",2,
12273195,,North Benton Avenue,residential,,False,False,86.881,"LINESTRING (-90.4867367 38.7841139, -90.4863633 38.784839)",2,
12273195,,North Benton Avenue,residential,,False,True,121.55000000000001,"LINESTRING (-90.4867367 38.7841139, -90.4870068 38.7836156, -90.4870499 38.7835337, -90.4872755 38.7831047)",2,
12273195,,North Benton Avenue,residential,,False,False,115.407,"LINESTRING (-90.4858916 38.785736, -90.4853865 38.7866963)",2,
12273195,,North Benton Avenue,residential,,False,True,107.796,"LINESTRING (-90.4858916 38.785736, -90.4863633 38.784839)",2,
611566783,,Adams Street,residential,,True,False,106.526,"LINESTRING (-90.4858916 38.785736, -90.4864409 38.7859094, -90.4870308 38.7860955)",2,
12273195,,North Benton Avenue,residential,,False,True,115.407,"LINESTRING (-90.4853865 38.7866963, -90.4858916 38.785736)",2,
793829370,,Clark Street,secondary,25 mph,False,False,107.496,"LINESTRING (-90.4853865 38.7866963, -90.4865343 38.7870625)",,
12273195,,North Benton Avenue,residential,,False,False,127.619,"LINESTRING (-90.4853865 38.7866963, -90.4850979 38.7872449, -90.4848279 38.7877582)",2,
793829370,,Clark Street,secondary,25 mph,False,True,107.3,"LINESTRING (-90.4853865 38.7866963, -90.4848207 38.7865231, -90.4842342 38.7863436)",,
12273195,,North Benton Avenue,residential,,False,True,127.619,"LINESTRING (-90.4848279 38.7877582, -90.4850979 38.7872449, -90.4853865 38.7866963)",2,
12284573,,Lewis Street,residential,,False,False,108.566,"LINESTRING (-90.4848279 38.7877582, -90.4853988 38.7879428, -90.4859849 38.7881323)",2,
12284573,,Lewis Street,residential,,False,True,107.105,"LINESTRING (-90.4848279 38.7877582, -90.4842776 38.7875803, -90.4836865 38.7873891)",2,
12275075,,North Third Street,residential,,True,False,83.94,"LINESTRING (-90.4831584 38.7830109, -90.4829751 38.7833653, -90.4827962 38.783711)",2,
684682294,,Washington Street,residential,,False,False,108.436,"LINESTRING (-90.4831584 38.7830109, -90.4835816 38.7831472, -90.4837391 38.783198, -90.4843145 38.7833835)",2,
152667109,,Adams Street,residential,,True,False,112.284,"LINESTRING (-90.4823027 38.7845892, -90.4834948 38.7849844)",,
12275075,,North Third Street,residential,,True,False,118.39500000000001,"LINESTRING (-90.4823027 38.7845892, -90.4821194 38.784958, -90.4820576 38.7850823, -90.4820114 38.7851752, -90.4818091 38.785582)",2,
53050128,MO 94,Clark Street,primary,25 mph,False,False,110.591,"LINESTRING (-90.4818091 38.785582, -90.4829939 38.7859511)",,
53050128,MO 94,Clark Street,primary,25 mph,False,True,108.981,"LINESTRING (-90.4818091 38.785582, -90.4815357 38.7854965, -90.4806421 38.7852172)",,
12277545,,Franklin Street,residential,,False,True,109.68,"LINESTRING (-90.4804037 38.7883052, -90.4798331 38.7881215, -90.4792327 38.7879313)",2,
12275153,,Adams Street,residential,,True,False,42.789,"LINESTRING (-90.4794957 38.7837351, -90.4797491 38.7838032, -90.4799624 38.7838605)",2,
12283524,,Riverside Drive,tertiary,25 mph,False,False,112.257,"LINESTRING (-90.4794957 38.7837351, -90.479503 38.7836861, -90.4795341 38.783476, -90.479578 38.7831793, -90.4795856 38.7831282, -90.4796084 38.782974, -90.4796352 38.7827315)",2,
"[793659736, 793659772, 12283524]",,Riverside Drive,tertiary,25 mph,False,True,134.88,"LINESTRING (-90.4794957 38.7837351, -90.4794728 38.7838068, -90.4794519 38.7838723, -90.4792382 38.7845421, -90.4792436 38.7847177, -90.4794528 38.7848432)",2,
12275317,,North Main Street,tertiary,15 mph,False,True,106.704,"LINESTRING (-90.4799624 38.7838605, -90.4804465 38.7829782)",2,
12275153,,Adams Street,residential,,True,False,108.951,"LINESTRING (-90.4799624 38.7838605, -90.4805858 38.7840506, -90.4811332 38.784217)",2,
12275317,,North Main Street,tertiary,15 mph,False,False,117.861,"LINESTRING (-90.4799624 38.7838605, -90.4797758 38.7842204, -90.4796716 38.7844213, -90.4795849 38.7845885, -90.4794528 38.7848432)",2,
12278547,,North Second Street,secondary,25 mph,False,True,105.596,"LINESTRING (-90.4811332 38.784217, -90.4815838 38.7833347)",2,
152667109,,Adams Street,residential,,True,False,109.493,"LINESTRING (-90.4811332 38.784217, -90.4823027 38.7845892)",,
12278547,,North Second Street,secondary,25 mph,False,False,119.08500000000001,"LINESTRING (-90.4811332 38.784217, -90.4809383 38.784614, -90.4806421 38.7852172)",2,
608205280,,North Fourth Street,residential,,True,False,109.494,"LINESTRING (-90.4834948 38.7849844, -90.4839677 38.7840713)",,
152667109,,Adams Street,residential,,True,False,114.719,"LINESTRING (-90.4834948 38.7849844, -90.4843124 38.7852393, -90.4847237 38.7853675)",,
12275317,,North Main Street,tertiary,15 mph,False,True,117.861,"LINESTRING (-90.4794528 38.7848432, -90.4795849 38.7845885, -90.4796716 38.7844213, -90.4797758 38.7842204, -90.4799624 38.7838605)",2,
12277242,,Clark Street,tertiary,25 mph,False,False,111.157,"LINESTRING (-90.4794528 38.7848432, -90.4800633 38.7850352, -90.4806421 38.7852172)",2,
"[793659736, 12283524, 793659772]",,Riverside Drive,tertiary,25 mph,False,False,134.88,"LINESTRING (-90.4794528 38.7848432, -90.4792436 38.7847177, -90.4792382 38.7845421, -90.4794519 38.7838723, -90.4794728 38.7838068, -90.4794957 38.7837351)",2,
"[684682312, 794311263]",,First Capitol Drive,tertiary,25 mph,False,False,108.382,"LINESTRING (-90.4821961 38.7796395, -90.4827731 38.7798229, -90.4831706 38.7799662, -90.4833424 38.7800281)",2,
794311264,,South Main Street,tertiary,15 mph,False,True,184.108,"LINESTRING (-90.4821961 38.7796395, -90.4817951 38.7803606, -90.4815806 38.7807762, -90.4813786 38.7811675)",2,
350679949,,First Capitol Drive,secondary,25 mph,False,True,110.62299999999999,"LINESTRING (-90.4856972 38.7807456, -90.4854253 38.7806633, -90.4853148 38.7806299, -90.4851364 38.7805759, -90.4848845 38.7804997, -90.4845075 38.7803856)",,
608812986,,South Fourth Street,residential,,True,False,115.262,"LINESTRING (-90.4856972 38.7807456, -90.4858543 38.7804422, -90.4859283 38.7802994, -90.4859425 38.7802719, -90.486195 38.7797844)",2,
608812987,,First Capitol Drive,secondary,25 mph,False,False,110.96599999999998,"LINESTRING (-90.4856972 38.7807456, -90.4861738 38.7808913, -90.4866415 38.7810342, -90.486889 38.7811099)",,
"[662501783, 12276885, 662501775]",,South Fourth Street,residential,,False,True,87.99000000000001,"LINESTRING (-90.4856972 38.7807456, -90.4855713 38.7809915, -90.4854867 38.7811569, -90.4854635 38.7812047, -90.4854435 38.7812397, -90.4854324 38.7812608, -90.4853171 38.7814793)",2,building_passage
12277253,MO 94,South Fifth Street,primary,30 mph,False,True,90.4,"LINESTRING (-90.486889 38.7811099, -90.4866917 38.7814972, -90.4865041 38.7818655)",,
53050132,I 70 Business,South Fifth Street,secondary,30 mph,False,False,114.167,"LINESTRING (-90.486889 38.7811099, -90.48715 38.7806502, -90.4872053 38.7805527, -90.4872818 38.780418, -90.487422 38.780171)",2,
608812987,,First Capitol Drive,secondary,25 mph,False,True,110.96600000000001,"LINESTRING (-90.486889 38.7811099, -90.4866415 38.7810342, -90.4861738 38.7808913, -90.4856972 38.7807456)",,
"[662501775, 12276885, 662501783]",,South Fourth Street,residential,,False,False,87.99,"LINESTRING (-90.4853171 38.7814793, -90.4854324 38.7812608, -90.4854435 38.7812397, -90.4854635 38.7812047, -90.4854867 38.7811569, -90.4855713 38.7809915, -90.4856972 38.7807456)",2,building_passage
12276885,,South Fourth Street,residential,,False,True,102.16499999999999,"LINESTRING (-90.4853171 38.7814793, -90.4851615 38.7817747, -90.4851472 38.7818019, -90.4850769 38.7819354, -90.484876 38.7823313)",2,
"[12284928, 611566661]",,"['Madison Street', 'South Third Street']",residential,,True,False,211.48199999999997,"LINESTRING (-90.4853171 38.7814793, -90.4852409 38.7814548, -90.4841496 38.7810973, -90.4837211 38.781949)",2,
12277253,MO 94,South Fifth Street,primary,30 mph,False,False,90.4,"LINESTRING (-90.4865041 38.7818655, -90.4866917 38.7814972, -90.486889 38.7811099)",,
12277253,MO 94,South Fifth Street,primary,30 mph,False,True,102.909,"LINESTRING (-90.4865041 38.7818655, -90.4862992 38.7822873, -90.4861426 38.7826091, -90.4860833 38.7827309)",,
611566661,,Madison Street,residential,,True,False,111.49199999999999,"LINESTRING (-90.4865041 38.7818655, -90.4864072 38.7818339, -90.486233 38.7817771, -90.4853171 38.7814793)",2,
12277242,,Clark Street,tertiary,25 mph,False,True,111.157,"LINESTRING (-90.4806421 38.7852172, -90.4800633 38.7850352, -90.4794528 38.7848432)",2,
12278547,,North Second Street,secondary,25 mph,False,True,119.08500000000001,"LINESTRING (-90.4806421 38.7852172, -90.4809383 38.784614, -90.4811332 38.784217)",2,
53050128,MO 94,Clark Street,primary,25 mph,False,False,108.981,"LINESTRING (-90.4806421 38.7852172, -90.4815357 38.7854965, -90.4818091 38.785582)",,
53050134,MO 94,North Second Street,primary,25 mph,False,False,223.85700000000003,"LINESTRING (-90.4806421 38.7852172, -90.4803178 38.7858126, -90.4796531 38.7870769)",,
53050128,MO 94,Clark Street,primary,25 mph,False,False,116.025,"LINESTRING (-90.4829939 38.7859511, -90.4842342 38.7863436)",,
53050128,MO 94,Clark Street,primary,25 mph,False,True,110.591,"LINESTRING (-90.4829939 38.7859511, -90.4818091 38.785582)",,
608205280,,North Fourth Street,residential,,True,False,115.929,"LINESTRING (-90.4829939 38.7859511, -90.4832033 38.785547, -90.4834948 38.7849844)",,
53050134,MO 94,North Second Street,primary,25 mph,False,True,101.753,"LINESTRING (-90.4792327 38.7879313, -90.4796531 38.7870769)",,
12277545,,Franklin Street,residential,,False,False,109.68,"LINESTRING (-90.4792327 38.7879313, -90.4798331 38.7881215, -90.4804037 38.7883052)",2,
384921418,,Riverside Drive,tertiary,25 mph,False,False,126.712,"LINESTRING (-90.4799012 38.7819221, -90.480144 38.7814807, -90.4801806 38.7814142, -90.4802634 38.7812636, -90.4804774 38.7808748)",2,
"[384921417, 384921418]",,Riverside Drive,tertiary,25 mph,False,"[False, True]",93.392,"LINESTRING (-90.4799012 38.7819221, -90.4797249 38.78229, -90.479691 38.7824453, -90.4796561 38.7825939, -90.4796352 38.7827315)","['3', '2']",
1196283182,,Washington Street,residential,,False,False,35.786,"LINESTRING (-90.4799012 38.7819221, -90.4801034 38.7819874, -90.4802826 38.7820453)",,
608205280,,North Fourth Street,residential,,True,False,126.72800000000001,"LINESTRING (-90.4843145 38.7833835, -90.4846413 38.7827631, -90.4846895 38.7826663, -90.484876 38.7823313)",,
684682294,,Washington Street,residential,,False,False,117.74000000000001,"LINESTRING (-90.4843145 38.7833835, -90.4848904 38.7835427, -90.484984 38.7835708, -90.4851837 38.783628, -90.4855865 38.7837545)",2,
684682294,,Washington Street,residential,,False,True,108.43599999999999,"LINESTRING (-90.4843145 38.7833835, -90.4837391 38.783198, -90.4835816 38.7831472, -90.4831584 38.7830109)",2,
384921418,,Riverside Drive,tertiary,25 mph,False,True,126.71199999999999,"LINESTRING (-90.4804774 38.7808748, -90.4802634 38.7812636, -90.4801806 38.7814142, -90.480144 38.7814807, -90.4799012 38.7819221)",2,
1046960617,,Jefferson Street,residential,25 mph,False,False,84.62700000000001,"LINESTRING (-90.4804774 38.7808748, -90.480683 38.7809416, -90.4808789 38.7810052, -90.4809021 38.7810128, -90.4809687 38.7810344, -90.4813786 38.7811675)",2,
12283524,,Riverside Drive,tertiary,25 mph,False,True,112.25699999999999,"LINESTRING (-90.4796352 38.7827315, -90.4796084 38.782974, -90.4795856 38.7831282, -90.479578 38.7831793, -90.4795341 38.783476, -90.479503 38.7836861, -90.4794957 38.7837351)",2,
322488399,,Monroe Street,residential,,False,False,75.491,"LINESTRING (-90.4796352 38.7827315, -90.4798724 38.782808, -90.4804465 38.7829782)",2,
"[384921417, 384921418]",,Riverside Drive,tertiary,25 mph,False,"[False, True]",93.392,"LINESTRING (-90.4796352 38.7827315, -90.4796561 38.7825939, -90.479691 38.7824453, -90.4797249 38.78229, -90.4799012 38.7819221)","['3', '2']",
350679946,,South Third Street,residential,,False,False,116.448,"LINESTRING (-90.4845075 38.7803856, -90.4849978 38.7794106)",2,
152664964,,First Capitol Drive,secondary,25 mph,False,True,108.572,"LINESTRING (-90.4845075 38.7803856, -90.4838799 38.7801794, -90.4833424 38.7800281)",2,
350679949,,First Capitol Drive,secondary,25 mph,False,False,110.62299999999999,"LINESTRING (-90.4845075 38.7803856, -90.4848845 38.7804997, -90.4851364 38.7805759, -90.4853148 38.7806299, -90.4854253 38.7806633, -90.4856972 38.7807456)",,
12277219,,Madison Street,residential,,False,True,82.70400000000001,"LINESTRING (-90.4838416 38.7810071, -90.4837489 38.7809766, -90.4834006 38.7808653, -90.4829592 38.7807242)",2,
1196283182,,Washington Street,residential,,False,True,35.786,"LINESTRING (-90.4802826 38.7820453, -90.4801034 38.7819874, -90.4799012 38.7819221)",,
12277219,,Madison Street,residential,,False,False,68.544,"LINESTRING (-90.4822252 38.7804949, -90.4824028 38.7805504, -90.4824591 38.780568, -90.4829592 38.7807242)",2,
