osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,tunnel
24075224,Oak Avenue,residential,False,False,171.512,"LINESTRING (-87.8264212 42.1246048, -87.8243422 42.1246429)",,,,
609083967,Lorenz Drive,residential,False,True,108.56700000000001,"LINESTRING (-87.8264212 42.1246048, -87.8266101 42.1250186, -87.8268504 42.1255278)",,,,
24075224,Oak Avenue,residential,False,False,43.542,"LINESTRING (-87.8243422 42.1246429, -87.8238147 42.1246265)",,,,
24075224,Oak Avenue,residential,False,True,171.512,"LINESTRING (-87.8243422 42.1246429, -87.8264212 42.1246048)",,,,
24085725,Spruce Street,residential,False,True,98.219,"LINESTRING (-87.8243422 42.1246429, -87.824324 42.1255261)",,,,
24075224,Oak Avenue,residential,False,True,43.542,"LINESTRING (-87.8238147 42.1246265, -87.8243422 42.1246429)",,,,
24075225,Oak Avenue,residential,False,False,127.222,"LINESTRING (-87.8218758 42.1246118, -87.8234184 42.124614)",,,,
24109254,Church Street,residential,False,True,101.174,"LINESTRING (-87.8218758 42.1246118, -87.8218601 42.1255216)",,,,
24106389,Sycamore Lane,residential,False,True,70.84,"LINESTRING (-87.8218758 42.1246118, -87.8214599 42.1246128, -87.8210209 42.1246572)",,,,
24075225,Oak Avenue,residential,False,True,127.222,"LINESTRING (-87.8234184 42.124614, -87.8218758 42.1246118)",,,,
268667021,Cedar Lane,residential,False,True,105.306,"LINESTRING (-87.8316555 42.1251036, -87.8316337 42.1260505)",,,,
24075279,Oak Avenue,residential,False,False,175.592,"LINESTRING (-87.8271105 42.1246393, -87.8286235 42.1246428, -87.8287786 42.1246432, -87.8292396 42.1246443)",,,,
24075279,Oak Avenue,residential,False,True,175.592,"LINESTRING (-87.8292396 42.1246443, -87.8287786 42.1246432, -87.8286235 42.1246428, -87.8271105 42.1246393)",,,,
24098724,Shermer Road,secondary,False,True,155.122,"LINESTRING (-87.8292396 42.1246443, -87.8292386 42.1247068, -87.8292375 42.124862, -87.829235 42.1251171, -87.8292336 42.1252608, -87.8292308 42.1255476, -87.829229 42.1257348, -87.8292275 42.1258885, -87.829226 42.1260393)",,,,
24076061,Keystone Avenue,residential,False,False,148.07,"LINESTRING (-87.8267951 42.1327108, -87.8267974 42.1324349, -87.8267994 42.1322016, -87.8268023 42.1318626, -87.8268052 42.131521, -87.8268064 42.1313792)",,,,
24105001,Lincoln Avenue,residential,False,False,193.73199999999997,"LINESTRING (-87.8267951 42.1327108, -87.8276356 42.1327036, -87.8281817 42.1326326, -87.8285551 42.1325286, -87.8290564 42.1323511)",,,,
24105001,Lincoln Avenue,residential,False,True,358.46700000000004,"LINESTRING (-87.8267951 42.1327108, -87.8255947 42.1327032, -87.8236959 42.1326912, -87.8230888 42.1326873, -87.8229024 42.1327552, -87.8225138 42.1328968)",,,,
24076061,Keystone Avenue,residential,False,True,148.07,"LINESTRING (-87.8268064 42.1313792, -87.8268052 42.131521, -87.8268023 42.1318626, -87.8267994 42.1322016, -87.8267974 42.1324349, -87.8267951 42.1327108)",,,,
