osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,junction
11623400,Mountain View Place,residential,False,False,55.537,"LINESTRING (-74.2211971 40.8192888, -74.2214224 40.819303, -74.2217719 40.819325, -74.2218548 40.8193302)",,,,
579737191,Valley Road,secondary,False,False,42.601,"LINESTRING (-74.2211971 40.8192888, -74.2212073 40.8191017, -74.221218 40.818906)",CR 621,,,
579737191,Valley Road,secondary,False,True,117.637,"LINESTRING (-74.2211971 40.8192888, -74.2211926 40.8193434, -74.2211609 40.8197267, -74.221144 40.819931, -74.2210785 40.8203425)",CR 621,,,
11620323,Myrtle Avenue,residential,False,True,235.53300000000002,"LINESTRING (-74.225692 40.81375, -74.224693 40.813522, -74.2244475 40.8135315, -74.22294 40.81359)",,,,
11623671,Clinton Avenue,residential,False,False,154.10500000000002,"LINESTRING (-74.225692 40.81375, -74.2259354 40.8131878, -74.2262622 40.812433)",,,,
11616383,Park Street,tertiary,False,False,41.947,"LINESTRING (-74.2180611 40.8161437, -74.2177631 40.8164461)",,,,
11616383,Park Street,tertiary,False,True,146.003,"LINESTRING (-74.2180611 40.8161437, -74.2181457 40.8160551, -74.2182499 40.815946, -74.2183804 40.8158091, -74.218636 40.8155413, -74.2189794 40.8151887, -74.2190323 40.8151463, -74.2191003 40.8150937)",,,,
11621160,Portland Place,residential,True,False,140.135,"LINESTRING (-74.2180611 40.8161437, -74.2187818 40.816537, -74.219414 40.8168785)",,,,
11616383,Park Street,tertiary,False,False,52.939,"LINESTRING (-74.2177631 40.8164461, -74.2174021 40.816836)",,,,
11616383,Park Street,tertiary,False,True,41.947,"LINESTRING (-74.2177631 40.8164461, -74.2180611 40.8161437)",,,,
11616383,Park Street,tertiary,False,True,52.939,"LINESTRING (-74.2174021 40.816836, -74.2177631 40.8164461)",,,,
11624267,Montague Place,residential,False,False,144.662,"LINESTRING (-74.2174021 40.816836, -74.218803 40.81759)",,,,
11616383,Park Street,tertiary,False,False,113.873,"LINESTRING (-74.2174021 40.816836, -74.2173257 40.8169128, -74.2171057 40.817134, -74.2165883 40.8176542)",,,,
11616383,Park Street,tertiary,False,True,113.87299999999999,"LINESTRING (-74.2165883 40.8176542, -74.2171057 40.817134, -74.2173257 40.8169128, -74.2174021 40.816836)",,,,
268206234,Claremont Avenue,tertiary,False,False,150.962,"LINESTRING (-74.2165883 40.8176542, -74.2171962 40.8180136, -74.2172693 40.8180568, -74.2174561 40.8181672, -74.2176665 40.8182915, -74.2180021 40.8184899)",,,,
