osmid,oneway,lanes,name,highway,width,reversed,length,geometry,maxspeed,ref
9606269,False,2,Mechanic Street,residential,15.2,False,85.43599999999999,"LINESTRING (-71.801912 42.264066, -71.8018289 42.2640448, -71.8012381 42.2638941, -71.8010294 42.2638409, -71.8009299 42.2638168)",,
93665992,False,4,Main Street,primary,27.4,False,53.324000000000005,"LINESTRING (-71.801912 42.264066, -71.8018799 42.2641387, -71.8017148 42.2645228)",,
93665992,False,4,Main Street,primary,27.4,True,77.106,"LINESTRING (-71.801912 42.264066, -71.8019357 42.2640123, -71.802035 42.263792, -71.8021314 42.263556, -71.8021932 42.2634046)",,
9601830,False,2,Norwich Street,residential,18.3,False,97.169,"LINESTRING (-71.8009299 42.2638168, -71.8009057 42.2638904, -71.8006497 42.2646657)",,
9606269,False,2,Mechanic Street,residential,15.2,False,74.979,"LINESTRING (-71.8009299 42.2638168, -71.800812 42.2637866, -71.8001433 42.2636154, -71.8000681 42.263598)",,
9606269,False,2,Mechanic Street,residential,15.2,True,85.436,"LINESTRING (-71.8009299 42.2638168, -71.8010294 42.2638409, -71.8012381 42.2638941, -71.8018289 42.2640448, -71.801912 42.264066)",,
9606251,False,4,Madison Street,primary,16.8,False,35.323,"LINESTRING (-71.803409 42.258359, -71.8035553 42.2584646, -71.803716 42.258581)",30 mph,MA 122;MA 122A
9601923,False,2,Murray Avenue,residential,16.8,True,40.29,"LINESTRING (-71.805848 42.2599924, -71.8059931 42.2599208, -71.8060425 42.2598977, -71.8062043 42.2598223, -71.8062598 42.2597965)",,
9603516,False,4,Chandler Street,primary,24.4,False,71.544,"LINESTRING (-71.805848 42.2599924, -71.8056786 42.2599605, -71.8055902 42.2599261, -71.8055312 42.2598863, -71.8054272 42.2598119, -71.8052217 42.2596747, -71.8051518 42.2596288)",,MA 122;MA 122A
9603516,False,4,Chandler Street,primary,24.4,True,34.507,"LINESTRING (-71.805848 42.2599924, -71.8061402 42.2600418, -71.8062561 42.2600636)",,MA 122;MA 122A
9606613,True,2,Murray Avenue,secondary,16.8,False,91.691,"LINESTRING (-71.805848 42.2599924, -71.8057 42.260061, -71.8056713 42.260075, -71.805657 42.260082, -71.8055746 42.2601467, -71.8055488 42.260167, -71.805494 42.26021, -71.805479 42.260221, -71.805264 42.260396, -71.8051468 42.2605332, -71.8050985 42.2605897)",,
9602907,False,2,Clinton Street,residential,7.9,False,90.736,"LINESTRING (-71.8056205 42.2629235, -71.8055428 42.2636787, -71.805536 42.2637371)",,
848758272,False,4,Main Street,primary,27.4,False,54.856,"LINESTRING (-71.801249 42.265691, -71.801232 42.2657419, -71.801217 42.265786, -71.801185 42.265882, -71.801137 42.26603, -71.8011052 42.2661296, -71.8010942 42.2661708)",,
848758272,False,4,Main Street,primary,27.4,True,89.87100000000001,"LINESTRING (-71.801249 42.265691, -71.8012661 42.2656403, -71.801281 42.265596, -71.8015084 42.2649821, -71.801535 42.264911)",,
9603049,True,2,Chestnut Street,residential,13.7,False,130.081,"LINESTRING (-71.804813 42.263001, -71.805155 42.262897, -71.805509 42.262782, -71.805819 42.262682, -71.806053 42.262585, -71.8061382 42.2625344, -71.806223 42.262484)",,
9602151,True,2,Walnut Street,residential,12.2,False,8.75,"LINESTRING (-71.802427 42.2659266, -71.8023649 42.2659143, -71.8023243 42.2659062)",,
9602200,False,3,Commercial Street,residential,15.2,True,11.33,"LINESTRING (-71.7997336 42.2645481, -71.7997586 42.2644479)",,
9605075,False,2,Commercial Street,residential,15.2,False,161.325,"LINESTRING (-71.7997336 42.2645481, -71.7997078 42.2646741, -71.799238 42.265951)",,
9607103,True,2,Foster Street,secondary,,False,51.74600000000001,"LINESTRING (-71.7997336 42.2645481, -71.800016 42.2646263, -71.8001773 42.2646651, -71.800329 42.264697)",,
661870820,True,2,Franklin Street,secondary,21.3,False,13.845,"LINESTRING (-71.7982565 42.2600465, -71.7982131 42.2599262)",30 mph,
87215837,True,3,McGrath Boulevard,primary,30.5,False,247.723,"LINESTRING (-71.7982565 42.2600465, -71.7983798 42.2599593, -71.7984885 42.2598696, -71.7986304 42.2597769, -71.7988381 42.2596591, -71.7989477 42.259601, -71.7995178 42.259299, -71.7999275 42.2590828, -71.8002088 42.2589252, -71.8004654 42.2587648, -71.8006152 42.2586689)",,
9602218,False,2,Portland Street,residential,15.2,True,103.189,"LINESTRING (-71.8010948 42.261574, -71.8015629 42.2608895, -71.801661 42.260746)",,
9603137,False,2,Franklin Street,secondary,21.0,False,152.91899999999998,"LINESTRING (-71.8010948 42.261574, -71.8011589 42.2616042, -71.8012132 42.2616286, -71.8015669 42.2617878, -71.8017031 42.2618491, -71.8018147 42.2618993, -71.8018776 42.2619276, -71.802203 42.262074, -71.802301 42.262118, -71.802554 42.2622473, -71.8026799 42.2622895)",30 mph,
9603137,False,2,Franklin Street,secondary,21.0,True,92.375,"LINESTRING (-71.8010948 42.261574, -71.8009792 42.2615179, -71.8005123 42.2612916, -71.8002518 42.2611653, -71.8001559 42.2611187)",30 mph,
284926622,False,4,Myrtle Street,secondary,,True,14.452,"LINESTRING (-71.8004663 42.2586, -71.8006152 42.2586689)",,
87215816,True,3,McGrath Boulevard,primary,30.5,False,237.23100000000005,"LINESTRING (-71.8004663 42.2586, -71.8001034 42.2588203, -71.7998315 42.2589839, -71.7995934 42.2591226, -71.7992984 42.2592807, -71.798953 42.2594567, -71.7988196 42.2595318, -71.7986784 42.2596114, -71.7985629 42.2596846, -71.7983783 42.259806, -71.7983515 42.2598216, -71.7983243 42.2598379, -71.7982131 42.2599262)",,
9602218,False,2,Portland Street,residential,15.2,False,103.189,"LINESTRING (-71.801661 42.260746, -71.8015629 42.2608895, -71.8010948 42.261574)",,
9602218,False,2,Portland Street,residential,15.2,True,147.547,"LINESTRING (-71.801661 42.260746, -71.8017504 42.2606068, -71.8018527 42.2604477, -71.801992 42.260231, -71.802072 42.260106, -71.8020813 42.2600918, -71.802095 42.260071, -71.8022768 42.2598037, -71.8024175 42.2595969, -71.8024361 42.2595503)",,
9602812,False,2,Federal Street,residential,15.2,True,154.402,"LINESTRING (-71.801661 42.260746, -71.8017186 42.2607666, -71.802022 42.260875, -71.8020533 42.2608896, -71.8021012 42.2609121, -71.8021288 42.260925, -71.8021547 42.2609371, -71.802595 42.261143, -71.802787 42.261224, -71.8030905 42.2613645, -71.8031294 42.2613825, -71.803276 42.26145)",,
9603380,True,2,High Street,secondary,13.7,False,10.984,"LINESTRING (-71.8050985 42.2605897, -71.8050287 42.2606739)",,
9603705,True,2,Austin Street,secondary,18.3,False,70.48,"LINESTRING (-71.8050985 42.2605897, -71.8050124 42.2605575, -71.8044427 42.2603449, -71.804334 42.260304)",,
9603475,True,2,Ionic Avenue,residential,12.2,False,131.153,"LINESTRING (-71.805938 42.259038, -71.8058727 42.2589852, -71.8056573 42.2588122, -71.8054462 42.2586424, -71.8054273 42.2586272, -71.8051168 42.2583774, -71.804859 42.25817)",,
9606408,False,2,Main Street,primary,19.8,True,71.98100000000001,"LINESTRING (-71.805938 42.259038, -71.8059703 42.2590155, -71.806231 42.258834, -71.8062849 42.2588006, -71.806548 42.258638, -71.8065957 42.2586119)",,
661870786,False,4,Main Street,primary,19.8,False,92.214,"LINESTRING (-71.805938 42.259038, -71.805841 42.259106, -71.8056532 42.2592485, -71.8052331 42.2595673, -71.8051518 42.2596288)",,
9606846,False,2,Main Street,primary,19.8,False,6.947,"LINESTRING (-71.804334 42.260304, -71.8042872 42.260356)",,
9605326,True,4,Myrtle Street,secondary,18.3,False,73.63,"LINESTRING (-71.804334 42.260304, -71.8042299 42.26026, -71.804147 42.260225, -71.803768 42.260066, -71.8036569 42.2600196, -71.803556 42.259977)",,
661870785,False,4,Main Street,primary,19.8,True,100.94299999999998,"LINESTRING (-71.804334 42.260304, -71.8043965 42.2602393, -71.804412 42.260224, -71.804431 42.260206, -71.8046 42.260064, -71.804854 42.259851, -71.8050681 42.2596913, -71.8051518 42.2596288)",,
9602183,False,2,Main Street,primary,18.3,True,70.655,"LINESTRING (-71.8065957 42.2586119, -71.8072925 42.2582407)",,
9606408,False,2,Main Street,primary,19.8,False,71.98100000000001,"LINESTRING (-71.8065957 42.2586119, -71.806548 42.258638, -71.8062849 42.2588006, -71.806231 42.258834, -71.8059703 42.2590155, -71.805938 42.259038)",,
9603516,False,4,Chandler Street,primary,24.4,False,34.507,"LINESTRING (-71.8062561 42.2600636, -71.8061402 42.2600418, -71.805848 42.2599924)",,MA 122;MA 122A
9603516,False,4,Chandler Street,primary,24.4,True,37.536,"LINESTRING (-71.8062561 42.2600636, -71.8064823 42.2601095, -71.806697 42.26015)",,MA 122;MA 122A
1181899810,True,1,,primary_link,,False,29.701999999999998,"LINESTRING (-71.8062561 42.2600636, -71.8062576 42.2599557, -71.8062598 42.2597965)",,
661870789,True,2,Franklin Street,secondary,21.3,False,46.373,"LINESTRING (-71.7985091 42.2604138, -71.7988456 42.2605803, -71.798977 42.2606462)",30 mph,
"[958833812, 9602438]",False,2,Pleasant Street,secondary,13.7,False,188.90700000000004,"LINESTRING (-71.804426 42.263654, -71.8043489 42.2636492, -71.803963 42.263625, -71.802701 42.263544, -71.802568 42.263536, -71.802499 42.26353, -71.802441 42.263521, -71.802395 42.263512, -71.8023075 42.2634883, -71.8022507 42.2634531, -71.8021932 42.2634046)",,
9602756,False,3,Pleasant Street,secondary,15.9,True,91.811,"LINESTRING (-71.804426 42.263654, -71.8045209 42.2636607, -71.8046925 42.2636727, -71.8047893 42.2636795, -71.8052383 42.2637152, -71.805536 42.2637371)",,
661870827,True,2,Chestnut Street,secondary,15.9,False,75.534,"LINESTRING (-71.804426 42.263654, -71.8044164 42.2637167, -71.8043321 42.2642692, -71.804323 42.264329)",,
9602000,False,4,Martin Luther King Jr. Boulevard,primary,13.7,False,13.322,"LINESTRING (-71.7990421 42.2668746, -71.7989266 42.2668679, -71.7988807 42.2668652)",,
9602000,False,4,Martin Luther King Jr. Boulevard,primary,13.7,True,151.91299999999998,"LINESTRING (-71.7990421 42.2668746, -71.7992549 42.266891, -71.7995288 42.266912, -71.7997468 42.2669287, -71.7999372 42.2669434, -71.8007494 42.2670058, -71.8008784 42.2670156)",,
9605075,False,2,Commercial Street,residential,15.2,True,103.992,"LINESTRING (-71.7990421 42.2668746, -71.7990516 42.2667917, -71.7990543 42.2667676, -71.799238 42.265951)",,
9602150,True,2,Walnut Street,residential,12.2,False,43.904,"LINESTRING (-71.803867 42.266216, -71.8037845 42.2661972, -71.803357 42.2661)",,
9602243,True,2,Chestnut Street,secondary,15.9,False,44.004000000000005,"LINESTRING (-71.803867 42.266216, -71.8038126 42.2664088, -71.8037572 42.2666033)",,
848758272,False,4,Main Street,primary,27.4,True,2.558,"LINESTRING (-71.8010884 42.2661934, -71.8010942 42.2661708)",,
9607052,True,2,Exchange Street,residential,12.2,False,90.682,"LINESTRING (-71.8010884 42.2661934, -71.8009544 42.2661724, -71.8005232 42.266108, -71.8003315 42.2660847, -71.800005 42.266045)",,
848758272,False,4,Main Street,primary,27.4,False,93.08,"LINESTRING (-71.8010884 42.2661934, -71.801043 42.266325, -71.8009764 42.2666037, -71.8009507 42.2667114, -71.8009026 42.2669129, -71.8008784 42.2670156)",,
9603249,True,2,Linden Street,secondary,12.2,False,97.51700000000001,"LINESTRING (-71.804553 42.266945, -71.804655 42.26685, -71.805265 42.266244)",,
93665992,False,4,Main Street,primary,27.4,False,45.631,"LINESTRING (-71.8017148 42.2645228, -71.8015821 42.2648109, -71.801535 42.264911)",,
93665992,False,4,Main Street,primary,27.4,True,53.324000000000005,"LINESTRING (-71.8017148 42.2645228, -71.8018799 42.2641387, -71.801912 42.264066)",,
661870825,True,2,Elm Street,secondary,15.2,False,110.512,"LINESTRING (-71.8017148 42.2645228, -71.8018524 42.2645543, -71.802998 42.264816)",,
9602030,True,2,Aldrich Street,secondary,12.2,False,50.93000000000001,"LINESTRING (-71.804383 42.263043, -71.804429 42.263173, -71.80446 42.263335, -71.804464 42.263495)",,
9605428,True,,Aldrich Street,residential,12.2,False,35.835,"LINESTRING (-71.804383 42.263043, -71.8044649 42.2630437, -71.8045 42.263044, -71.804654 42.263026, -71.804813 42.263001)",,
9607013,False,1,Goddard Street,residential,5.5,True,140.296,"LINESTRING (-71.7968483 42.2585478, -71.7968515 42.258602, -71.7968679 42.2588764, -71.7969898 42.2588724, -71.797369 42.25886, -71.7980259 42.2588384, -71.798127 42.2588351)",,
9607451,False,2,Winter Street,residential,13.7,True,13.12,"LINESTRING (-71.7968483 42.2585478, -71.7969522 42.2585438, -71.7970075 42.2585416)",,
"[9603380, 9602030]",True,2,"['Aldrich Street', 'High Street']",secondary,"['12.2', '13.7']",False,114.25699999999999,"LINESTRING (-71.804342 42.262048, -71.804273 42.262217, -71.80422 42.262407, -71.804196 42.26251, -71.804203 42.262578, -71.804205 42.262599, -71.804306 42.262836, -71.804383 42.263043)",,
9607464,True,1,Chatham Street,residential,12.5,False,161.056,"LINESTRING (-71.804342 42.262048, -71.804682 42.262185, -71.8047519 42.2621978, -71.804977 42.262239, -71.805254 42.262255, -71.80542 42.2622649, -71.805673 42.26228, -71.805737 42.262284, -71.8060254 42.2623081, -71.8061203 42.2623146, -71.8061639 42.2623176, -71.806238 42.2623221)",,
93665992,False,4,Main Street,primary,27.4,False,77.106,"LINESTRING (-71.8021932 42.2634046, -71.8021314 42.263556, -71.802035 42.263792, -71.8019357 42.2640123, -71.801912 42.264066)",,
661608014,False,3,Front Street,secondary,21.3,False,154.93900000000002,"LINESTRING (-71.8021932 42.2634046, -71.802093 42.263338, -71.8020255 42.263305, -71.801973 42.263275, -71.8014032 42.2630711, -71.8013104 42.2630379, -71.8011518 42.2629812, -71.8010893 42.2629588, -71.8006298 42.2627944, -71.8005317 42.2627593)",,
661870787,False,4,Main Street,primary,27.4,True,130.419,"LINESTRING (-71.8021932 42.2634046, -71.8022715 42.2632185, -71.8022954 42.2631617, -71.802336 42.263064, -71.8023706 42.2629783, -71.802399 42.262908, -71.8025186 42.2626068, -71.802582 42.262481, -71.8026243 42.2623782, -71.8026799 42.2622895)",,
"[958833812, 9602438]",False,2,Pleasant Street,secondary,13.7,True,188.907,"LINESTRING (-71.8021932 42.2634046, -71.8022507 42.2634531, -71.8023075 42.2634883, -71.802395 42.263512, -71.802441 42.263521, -71.802499 42.26353, -71.802568 42.263536, -71.802701 42.263544, -71.803963 42.263625, -71.8043489 42.2636492, -71.804426 42.263654)",,
661870824,True,3,Foster Street,secondary,25.9,False,9.824,"LINESTRING (-71.7977914 42.2639264, -71.7978918 42.2639742)",,
9605151,True,,Major Taylor Boulevard,primary,36.6,False,309.50399999999996,"LINESTRING (-71.7977914 42.2639264, -71.797861 42.265427, -71.797868 42.265512, -71.797873 42.265567, -71.797885 42.265707, -71.797894 42.265792, -71.797899 42.265847, -71.797912 42.265963, -71.797926 42.266078, -71.797943 42.266193, -71.797961 42.266291, -71.797982 42.266389, -71.798002 42.266486, -71.7980454 42.2667008)",,
661870819,True,3,Francis J. Mcgrath Boulevard,primary,30.5,False,10.232,"LINESTRING (-71.798172 42.260114, -71.7982565 42.2600465)",,
9606637,True,2,Franklin Street,secondary,21.3,False,44.342,"LINESTRING (-71.798172 42.260114, -71.7981899 42.2601576, -71.7982162 42.2601983, -71.798265 42.26025, -71.7983084 42.2602906, -71.7983839 42.2603433, -71.7985091 42.2604138)",30 mph,
9602200,False,3,Commercial Street,residential,15.2,False,97.98700000000001,"LINESTRING (-71.8000681 42.263598, -71.8000359 42.2636687, -71.7999402 42.2638789, -71.7998803 42.2640408, -71.7998331 42.2642003, -71.7997586 42.2644479)",,
9602200,False,3,Commercial Street,residential,15.2,True,100.809,"LINESTRING (-71.8000681 42.263598, -71.8000974 42.2635411, -71.800348 42.263056, -71.8005317 42.2627593)",,
