osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed,ref
19623487,Clay Street,residential,False,False,177.41000000000003,"LINESTRING (-82.5640552 36.5463576, -82.5636521 36.546794, -82.5631548 36.5473325, -82.5628718 36.5476389)",,,,
"[1018490678, 1018490677, 19634197, 901627030]","['Clinchfield Street', 'West Main Street']",secondary,False,False,279.111,"LINESTRING (-82.5640552 36.5463576, -82.5643419 36.546606, -82.5645824 36.5468839, -82.5646243 36.5469626, -82.5646691 36.5470383, -82.5647587 36.5473685, -82.5647896 36.5476317, -82.5647773 36.5478552, -82.5647409 36.5480799, -82.5646388 36.5486852)","['4', '3', '2']",,,
19618355,Holston Street,residential,False,False,50.885,"LINESTRING (-82.5584157 36.5492747, -82.5585007 36.5497272)",,,,
748835140,,tertiary,True,False,10.632,"LINESTRING (-82.5584157 36.5492747, -82.5584734 36.5492629, -82.5585233 36.5492369)",,roundabout,,
901627011,West Sullivan Street,tertiary,False,True,49.242,"LINESTRING (-82.5588347 36.5495924, -82.5591817 36.5499365)",,,,
901627011,West Sullivan Street,tertiary,False,False,48.336000000000006,"LINESTRING (-82.5588347 36.5495924, -82.5588223 36.5495782, -82.5585689 36.549289, -82.5585233 36.5492369)",,,,
901627011,West Sullivan Street,tertiary,False,False,49.242,"LINESTRING (-82.5591817 36.5499365, -82.5588347 36.5495924)",,,,
901627011,West Sullivan Street,tertiary,False,True,60.409,"LINESTRING (-82.5591817 36.5499365, -82.5596042 36.5503607)",,,,
749115263,Shelby Street,residential,False,True,162.066,"LINESTRING (-82.5591817 36.5499365, -82.5595161 36.5495905, -82.5597439 36.5493548, -82.5602693 36.5487702)",,,,
901627011,West Sullivan Street,tertiary,False,False,60.499,"LINESTRING (-82.5600214 36.5507893, -82.5596042 36.5503607)",,,,
901627011,West Sullivan Street,tertiary,False,True,117.487,"LINESTRING (-82.5600214 36.5507893, -82.5608389 36.551617)",,,,
901627019,Clay Street,residential,False,True,92.311,"LINESTRING (-82.5600214 36.5507893, -82.5606489 36.5501297)",,,,
19632788,West Charlemont Avenue,residential,False,True,120.05099999999999,"LINESTRING (-82.5600214 36.5507893, -82.5599174 36.5509036, -82.5598069 36.5510131, -82.5597057 36.5510896, -82.5595788 36.5511697, -82.5594665 36.5512231, -82.5593251 36.5512748, -82.5591988 36.5513014, -82.5590753 36.5513163, -82.5589247 36.5513157)",,,,
901627011,West Sullivan Street,tertiary,False,False,117.487,"LINESTRING (-82.5608389 36.551617, -82.5600214 36.5507893)",,,,
108668021,West Sullivan Street,tertiary,False,True,251.09699999999998,"LINESTRING (-82.5608389 36.551617, -82.5617502 36.5525229, -82.5626057 36.5533734)",,,,
