osmid,oneway,name,highway,reversed,length,geometry,lanes,ref
15947312,False,6th Street,unclassified,False,103.25399999999999,"LINESTRING (-91.3083166 40.6285315, -91.3083143 40.6286178, -91.3083081 40.6288517, -91.3083056 40.6289446, -91.3083024 40.6290648, -91.3082943 40.6293707, -91.3082919 40.6294599)",,
"[15948026, 420010563, 420010565]",True,"['Shelter Lane', 'Riverview Drive', 'Marina Drive']",unclassified,False,654.4750000000001,"LINESTRING (-91.3083166 40.6285315, -91.3048722 40.6286434, -91.3049228 40.6290495, -91.3049634 40.6293747, -91.3059085 40.6294301, -91.3072557 40.6295136, -91.3074279 40.6295135, -91.3076387 40.6295034, -91.3078909 40.6294735, -91.3080556 40.6294634, -91.3082919 40.6294599)",,
15947312,False,6th Street,unclassified,False,57.333999999999996,"LINESTRING (-91.3082919 40.6294599, -91.3082898 40.6296636, -91.3082894 40.6297071, -91.3082886 40.6297917, -91.3082877 40.6299243, -91.3082867 40.6299755)",,
15947312,False,6th Street,unclassified,True,103.25399999999999,"LINESTRING (-91.3082919 40.6294599, -91.3082943 40.6293707, -91.3083024 40.6290648, -91.3083056 40.6289446, -91.3083081 40.6288517, -91.3083143 40.6286178, -91.3083166 40.6285315)",,
15947764,False,Avenue H,primary,False,124.492,"LINESTRING (-91.3082867 40.6299755, -91.3097618 40.6299895)",4,US 61 Business
15947764,False,Avenue H,primary,True,17.343,"LINESTRING (-91.3082867 40.6299755, -91.3080812 40.6299739)",4,US 61 Business
15947312,False,6th Street,unclassified,True,57.334,"LINESTRING (-91.3082867 40.6299755, -91.3082877 40.6299243, -91.3082886 40.6297917, -91.3082894 40.6297071, -91.3082898 40.6296636, -91.3082919 40.6294599)",,
15947562,False,Avenue C,residential,False,443.293,"LINESTRING (-91.3047363 40.6350087, -91.3099889 40.6350759)",,
15947562,False,Avenue C,residential,False,129.602,"LINESTRING (-91.3099889 40.6350759, -91.3115241 40.6350413)",,
15947562,False,Avenue C,residential,True,443.293,"LINESTRING (-91.3099889 40.6350759, -91.3047363 40.6350087)",,
15947562,False,Avenue C,residential,False,156.207,"LINESTRING (-91.3115241 40.6350413, -91.313375 40.6350651)",,
15947562,False,Avenue C,residential,True,129.602,"LINESTRING (-91.3115241 40.6350413, -91.3099889 40.6350759)",,
15950139,False,8th Street,residential,True,113.665,"LINESTRING (-91.3115241 40.6350413, -91.3115279 40.634538, -91.3115319 40.6340191)",,
15947562,False,Avenue C,residential,True,34.628,"LINESTRING (-91.3137845 40.6350854, -91.313375 40.6350651)",,
15949152,False,4th Street,residential,True,113.083,"LINESTRING (-91.3042871 40.6339474, -91.304295 40.6334432, -91.3043014 40.6330324, -91.304303 40.6329305)",,
255825594,True,Avenue D,residential,False,158.119,"LINESTRING (-91.3061607 40.6339679, -91.3042871 40.6339474)",,
15949264,False,5th Street,residential,True,113.848,"LINESTRING (-91.3061607 40.6339679, -91.3061676 40.6334632, -91.3061749 40.6329441)",,
255825594,True,Avenue D,residential,False,156.789,"LINESTRING (-91.3080184 40.6339948, -91.3061607 40.6339679)",,
688728057,False,6th Street,residential,False,55.157,"LINESTRING (-91.3080184 40.6339948, -91.3080107 40.6344908)",,
688728057,False,6th Street,residential,True,114.549,"LINESTRING (-91.3080184 40.6339948, -91.3080262 40.6334831, -91.3080342 40.6329647)",,
255825594,True,Avenue D,residential,False,140.685,"LINESTRING (-91.3096855 40.6340085, -91.3080184 40.6339948)",,
15950056,False,7th Street,residential,False,62.935,"LINESTRING (-91.3096855 40.6340085, -91.309664 40.6345215, -91.3096618 40.6345742)",,
15950056,False,7th Street,residential,True,113.798,"LINESTRING (-91.3096855 40.6340085, -91.3096883 40.6335008, -91.3096911 40.6329851)",,
255825594,True,Avenue D,residential,False,155.812,"LINESTRING (-91.3115319 40.6340191, -91.3096855 40.6340085)",,
15950139,False,8th Street,residential,False,113.665,"LINESTRING (-91.3115319 40.6340191, -91.3115279 40.634538, -91.3115241 40.6350413)",,
15950139,False,8th Street,residential,True,113.444,"LINESTRING (-91.3115319 40.6340191, -91.3115366 40.6335206, -91.3115415 40.6329989)",,
255825594,True,Avenue D,residential,False,158.407,"LINESTRING (-91.3134088 40.6340451, -91.3115319 40.6340191)",,
688728056,False,9th Street,residential,False,113.455,"LINESTRING (-91.3134088 40.6340451, -91.3133915 40.6345663, -91.313375 40.6350651)",,
688728056,False,9th Street,residential,True,115.10900000000001,"LINESTRING (-91.3134088 40.6340451, -91.3134182 40.6335407, -91.3134282 40.63301)",,
