osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref
15585176,Maple Avenue,residential,False,True,68.639,"LINESTRING (-81.5807004 37.4349596, -81.5808102 37.4343485)",,,
15585176,Maple Avenue,residential,False,False,74.50800000000001,"LINESTRING (-81.5807004 37.4349596, -81.5806255 37.4353372, -81.5805724 37.4356219)",,,
15587264,Maple Terrace,residential,False,False,85.81700000000001,"LINESTRING (-81.5807004 37.4349596, -81.5806187 37.4351112, -81.5805973 37.4351378, -81.5805785 37.435157, -81.5805438 37.435178, -81.5805155 37.4351847, -81.5804685 37.4351879, -81.5802238 37.4351716, -81.5801587 37.4351591, -81.5799155 37.4350838)",,,
"[15585176, 401147969, 401147973]",Maple Avenue,residential,False,False,37.8,"LINESTRING (-81.5805724 37.4356219, -81.5805542 37.4357029, -81.5805142 37.4358867, -81.5804997 37.4359569)",yes,,
15585176,Maple Avenue,residential,False,True,74.50800000000001,"LINESTRING (-81.5805724 37.4356219, -81.5806255 37.4353372, -81.5807004 37.4349596)",,,
49325091,Virginia Avenue,primary,False,True,191.433,"LINESTRING (-81.5805724 37.4356219, -81.5807559 37.4356531, -81.5808509 37.4356531, -81.5809566 37.4356346, -81.5810695 37.4356005, -81.5812044 37.4355387, -81.5812989 37.4354809, -81.5813903 37.4353956, -81.581487 37.4352561, -81.5815587 37.435, -81.5815794 37.4348868, -81.581657 37.4344421)",,2,
15587745,Howard Street,residential,False,False,535.409,"LINESTRING (-81.5804997 37.4359569, -81.5806096 37.4359654, -81.5807075 37.4359633, -81.580824 37.4359576, -81.5809333 37.4359377, -81.5811555 37.4358794, -81.5813701 37.4357874, -81.5815319 37.4356787, -81.5816685 37.4355583, -81.5818024 37.4354084, -81.5819422 37.4352291, -81.5820695 37.4349194, -81.582196 37.434345, -81.5823442 37.4337799, -81.5824408 37.4333497, -81.5824793 37.4332444, -81.5826406 37.4329099, -81.582691 37.4328166, -81.58272 37.432763, -81.5828914 37.4325074, -81.5829586 37.432429, -81.5832442 37.432157, -81.5833039 37.4321001)",,,
401147973,Maple Avenue,residential,False,False,88.405,"LINESTRING (-81.5804997 37.4359569, -81.5804769 37.4360048, -81.5804426 37.4360543, -81.5804205 37.4360856, -81.5803452 37.4361624, -81.5798559 37.4365575)",,,
"[15585176, 401147969, 401147973]",Maple Avenue,residential,False,True,37.8,"LINESTRING (-81.5804997 37.4359569, -81.5805142 37.4358867, -81.5805542 37.4357029, -81.5805724 37.4356219)",yes,,
15587368,Court Street,residential,False,True,167.157,"LINESTRING (-81.5798559 37.4365575, -81.5799444 37.4365639, -81.5801429 37.4365511, -81.580741 37.4364936, -81.5808832 37.4364723, -81.581076 37.436438, -81.5812775 37.4363828, -81.5814599 37.4363296, -81.5815618 37.4362849, -81.5816723 37.4362212)",,2,
401147973,Maple Avenue,residential,False,True,88.40499999999999,"LINESTRING (-81.5798559 37.4365575, -81.5803452 37.4361624, -81.5804205 37.4360856, -81.5804426 37.4360543, -81.5804769 37.4360048, -81.5804997 37.4359569)",,,
15580954,,primary,True,False,57.791000000000004,"LINESTRING (-81.5845198 37.4312856, -81.5845207 37.4313549, -81.5845214 37.4314062, -81.5845249 37.4316777, -81.5845266 37.4318053)",,1,WV 16
