osmid,highway,oneway,reversed,length,name,geometry,maxspeed,lanes,ref
14636669,residential,False,False,113.864,,"LINESTRING (-106.0473235 34.9970543, -106.0471089 34.9980631)",,,
330472516,tertiary,False,False,46.942,Martinez Road,"LINESTRING (-106.0473235 34.9970543, -106.0478388 34.997049)",,,
330472516,tertiary,False,True,92.866,Martinez Road,"LINESTRING (-106.0473235 34.9970543, -106.046304 34.997058)",,,
14636669,residential,False,True,113.864,,"LINESTRING (-106.0471089 34.9980631, -106.0473235 34.9970543)",,,
330472518,tertiary,False,False,145.032,Martinez Road,"LINESTRING (-106.0500712 34.9970451, -106.0516634 34.9970448)",,,
330472518,tertiary,False,True,59.337,Martinez Road,"LINESTRING (-106.0500712 34.9970451, -106.0494198 34.9970487)",,,
39233116,residential,False,True,273.35699999999997,Broadway,"LINESTRING (-106.0500712 34.9970451, -106.0500793 34.9978544, -106.0500668 34.9995034)",,,
"[14641619, 14642813]",residential,False,False,197.61599999999999,"['Victoria Street', 'Caminito Road']","LINESTRING (-106.0500668 34.9995034, -106.0511096 34.9995153, -106.0512205 34.999462, -106.0512444 34.9993838, -106.0512333 34.9986469)",,,
39233116,residential,False,False,273.35699999999997,Broadway,"LINESTRING (-106.0500668 34.9995034, -106.0500793 34.9978544, -106.0500712 34.9970451)",,,
14642890,residential,False,False,140.1,Amelia Avenue,"LINESTRING (-106.0494211 34.9933536, -106.0478832 34.9933402)",,,
14639985,residential,False,False,150.947,4th Street,"LINESTRING (-106.0494211 34.9933536, -106.0494153 34.9943666, -106.0493954 34.9947107)",,,
256544196,residential,False,False,83.434,,"LINESTRING (-106.0493954 34.9947107, -106.0503111 34.9947278)",,,
"[14639985, 14641479]",residential,False,"[False, True]",288.128,"['Honolulu Avenue', '4th Street']","LINESTRING (-106.0493954 34.9947107, -106.0493903 34.9952016, -106.0493817 34.9960199, -106.0491339 34.9961415, -106.0478586 34.9961059)",,,
14639985,residential,False,True,150.947,4th Street,"LINESTRING (-106.0493954 34.9947107, -106.0494153 34.9943666, -106.0494211 34.9933536)",,,
14640521,residential,False,False,104.153,2nd Street,"LINESTRING (-106.0463999 34.9933335, -106.0463507 34.9942693)",,,
14642890,residential,False,False,77.575,Amelia Avenue,"LINESTRING (-106.0463999 34.9933335, -106.0455483 34.9933325)",,,
