osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes
177660097,Calle Estrada,residential,False,True,141.36,"LINESTRING (-83.7629486 12.0087731, -83.7629522 12.0088233, -83.7629636 12.0089654, -83.7629672 12.0090101, -83.7629862 12.0092463, -83.7629912 12.0093083, -83.7630116 12.0094926, -83.7630325 12.0096816, -83.763072 12.0100385)",,,
232185748,,residential,False,False,35.772000000000006,"LINESTRING (-83.765266 12.0092885, -83.7650756 12.0092271, -83.7650637 12.0092262, -83.7649476 12.009217)",,,
"[1082236800, 1029020399]",Calle San José,residential,False,False,374.33000000000004,"LINESTRING (-83.765266 12.0092885, -83.7657696 12.0095753, -83.7664881 12.009959, -83.7666693 12.0100527, -83.7668191 12.0101265, -83.7671716 12.010291, -83.7673244 12.010364, -83.7674416 12.0104096, -83.7675019 12.0104373, -83.7677102 12.0105177, -83.7677267 12.0105634, -83.7677244 12.0107683, -83.7677198 12.0111902)",,,
"[255464363, 177660119]",Calle Ojaro,residential,False,False,134.619,"LINESTRING (-83.7606902 12.0094324, -83.7611976 12.0093001, -83.7613679 12.00928, -83.7615441 12.0092592, -83.7619075 12.0092471)",,,
177660097,Calle Estrada,residential,False,False,141.36,"LINESTRING (-83.763072 12.0100385, -83.7630325 12.0096816, -83.7630116 12.0094926, -83.7629912 12.0093083, -83.7629862 12.0092463, -83.7629672 12.0090101, -83.7629636 12.0089654, -83.7629522 12.0088233, -83.7629486 12.0087731)",,,
546516616,Calle Estrada,tertiary,False,False,122.13900000000001,"LINESTRING (-83.763072 12.0100385, -83.7630749 12.0100933, -83.7630857 12.0103012, -83.763111 12.0107856, -83.7631292 12.0111355)",,,
28086651,Calle Hodgson,residential,False,False,25.819,"LINESTRING (-83.7643663 12.0110157, -83.7643802 12.0112475)",,,
177660105,Avenida del Comercio,residential,False,False,121.24199999999999,"LINESTRING (-83.7603983 12.0109083, -83.7603835 12.0113568, -83.7603672 12.0117898, -83.7603521 12.0119976)",30,,
177660144,Calle Aberdeen,residential,False,False,138.466,"LINESTRING (-83.7618612 12.0110239, -83.7631292 12.0111355)",,,
546514771,Avenida Paterson,residential,False,False,106.90299999999999,"LINESTRING (-83.7618612 12.0110239, -83.7618593 12.0112076, -83.7618505 12.0116028, -83.7618325 12.0118519, -83.7618367 12.0119845)",,,
546514771,Avenida Paterson,residential,False,True,197.63700000000003,"LINESTRING (-83.7618612 12.0110239, -83.7618963 12.0098068, -83.7618974 12.0097512, -83.7619044 12.0094012, -83.7619075 12.0092471)",,,
1145578853,Calle Aberdeen,residential,True,False,159.637,"LINESTRING (-83.7618612 12.0110239, -83.7613417 12.0109831, -83.7611585 12.0109744, -83.7603983 12.0109083)",,,
177660144,Calle Aberdeen,residential,False,True,138.466,"LINESTRING (-83.7631292 12.0111355, -83.7618612 12.0110239)",,,
177660144,Calle Aberdeen,residential,False,False,136.628,"LINESTRING (-83.7631292 12.0111355, -83.7638321 12.0111984, -83.7643802 12.0112475)",,,
546516616,Calle Estrada,tertiary,False,True,122.13900000000001,"LINESTRING (-83.7631292 12.0111355, -83.763111 12.0107856, -83.7630857 12.0103012, -83.7630749 12.0100933, -83.763072 12.0100385)",,,
558884213,Calle Estrada,tertiary,False,False,90.787,"LINESTRING (-83.7631292 12.0111355, -83.7631392 12.0114631, -83.7631442 12.0116284, -83.7631541 12.0119516)",,,
177660144,Calle Aberdeen,residential,False,True,43.966,"LINESTRING (-83.7657381 12.0112009, -83.7654399 12.0112088, -83.7653342 12.0112157)",,,
177660130,Calle Colón,residential,False,False,75.773,"LINESTRING (-83.7653342 12.0112157, -83.7653688 12.0118963)",,,
177660144,Calle Aberdeen,residential,False,False,43.966,"LINESTRING (-83.7653342 12.0112157, -83.7654399 12.0112088, -83.7657381 12.0112009)",,,
177660144,Calle Aberdeen,residential,False,True,103.818,"LINESTRING (-83.7653342 12.0112157, -83.7648812 12.0112308, -83.7643802 12.0112475)",,,
28086651,Calle Hodgson,residential,False,True,25.819,"LINESTRING (-83.7643802 12.0112475, -83.7643663 12.0110157)",,,
28086651,Calle Hodgson,residential,False,False,76.28,"LINESTRING (-83.7643802 12.0112475, -83.7643924 12.0114948, -83.7644015 12.0116783, -83.764414 12.0119327)",,,
177660144,Calle Aberdeen,residential,False,False,103.818,"LINESTRING (-83.7643802 12.0112475, -83.7648812 12.0112308, -83.7653342 12.0112157)",,,
177660144,Calle Aberdeen,residential,False,True,136.628,"LINESTRING (-83.7643802 12.0112475, -83.7638321 12.0111984, -83.7631292 12.0111355)",,,
