osmid,ref,name,highway,oneway,reversed,length,geometry,lanes
13915890,ID 33,North Main Street,primary,False,True,72.479,"LINESTRING (-111.111036 43.7265866, -111.1110425 43.7259348)",
13912903,,West Buxton Avenue,residential,False,False,170.90300000000002,"LINESTRING (-111.111036 43.7265866, -111.1128518 43.7266015, -111.1129996 43.7265872, -111.1131548 43.7265541)",
13915890,ID 33,North Main Street,primary,False,False,78.044,"LINESTRING (-111.111036 43.7265866, -111.1110298 43.7269318, -111.1110234 43.7272884)",
436412295,,West Front Street,residential,False,True,228.017,"LINESTRING (-111.1131548 43.7265541, -111.1131534 43.7245035)",
904014991,,West Buxton Avenue,residential,False,False,33.333,"LINESTRING (-111.1131548 43.7265541, -111.1135668 43.7265192)",
13912903,,West Buxton Avenue,residential,False,True,170.90300000000002,"LINESTRING (-111.1131548 43.7265541, -111.1129996 43.7265872, -111.1128518 43.7266015, -111.111036 43.7265866)",
13915501,,East Little Avenue,tertiary,False,True,168.865,"LINESTRING (-111.1110386 43.7230816, -111.1089373 43.7230693)",2
13915890,ID 33,North Main Street,primary,False,False,156.721,"LINESTRING (-111.1110386 43.7230816, -111.1110279 43.724491)",
13914995,ID 33,South Main Street,primary,False,True,205.90400000000002,"LINESTRING (-111.1110386 43.7230816, -111.1110425 43.722645, -111.1110488 43.7219397, -111.1110491 43.7217208, -111.1110489 43.7216331, -111.1110477 43.7212299)",2
"[438464056, 438433754]",,"['Bates Road', 'West Little Avenue']",residential,False,True,319.75,"LINESTRING (-111.1110386 43.7230816, -111.1118386 43.7230901, -111.1125121 43.7230878, -111.1137592 43.7230835, -111.1150174 43.7230949)",
13914995,ID 33,South Main Street,primary,False,False,205.90400000000002,"LINESTRING (-111.1110477 43.7212299, -111.1110489 43.7216331, -111.1110491 43.7217208, -111.1110488 43.7219397, -111.1110425 43.722645, -111.1110386 43.7230816)",2
13915056,,East Short Avenue,residential,False,False,167.657,"LINESTRING (-111.1110477 43.7212299, -111.1102181 43.7212199, -111.1090972 43.7211951, -111.1089623 43.7212008)",
13915890,ID 33,North Main Street,primary,False,False,160.548,"LINESTRING (-111.1110279 43.724491, -111.1110425 43.7259348)",
13915890,ID 33,North Main Street,primary,False,True,156.721,"LINESTRING (-111.1110279 43.724491, -111.1110386 43.7230816)",
13915908,,East Wallace Avenue,residential,False,True,167.966,"LINESTRING (-111.1110279 43.724491, -111.1089377 43.7244823)",
13915017,,Depot Street,residential,False,False,170.80599999999998,"LINESTRING (-111.1110279 43.724491, -111.1116965 43.7244949, -111.1131534 43.7245035)",
13915035,,East Ashley Avenue,residential,False,False,155.072,"LINESTRING (-111.1050487 43.7258762, -111.1069785 43.7258824)",
437219679,,North 3rd Street,residential,False,False,156.252,"LINESTRING (-111.1050487 43.7258762, -111.105054 43.7272814)",
437219679,,North 3rd Street,residential,False,True,155.553,"LINESTRING (-111.1050487 43.7258762, -111.10506 43.7244773)",
13915035,,East Ashley Avenue,residential,False,True,155.072,"LINESTRING (-111.1069785 43.7258824, -111.1050487 43.7258762)",
13915551,,North 2nd Street,residential,False,True,154.694,"LINESTRING (-111.1069785 43.7258824, -111.1070243 43.7244916)",
13915035,,East Ashley Avenue,residential,False,False,158.16,"LINESTRING (-111.1069785 43.7258824, -111.1070703 43.7259051, -111.1089415 43.7259109)",
13915551,,North 2nd Street,residential,False,False,155.479,"LINESTRING (-111.1069785 43.7258824, -111.1069708 43.726766, -111.1069787 43.7272806)",
13915035,,East Ashley Avenue,residential,False,False,168.848,"LINESTRING (-111.1089415 43.7259109, -111.1110425 43.7259348)",
437219678,,North 1st Street,residential,False,True,158.854,"LINESTRING (-111.1089415 43.7259109, -111.1089377 43.7244823)",
13915035,,East Ashley Avenue,residential,False,True,158.16,"LINESTRING (-111.1089415 43.7259109, -111.1070703 43.7259051, -111.1069785 43.7258824)",
437219678,,North 1st Street,residential,False,False,151.774,"LINESTRING (-111.1089415 43.7259109, -111.1089317 43.726758, -111.1089311 43.7272758)",
13915035,,East Ashley Avenue,residential,False,True,168.848,"LINESTRING (-111.1110425 43.7259348, -111.1089415 43.7259109)",
13915890,ID 33,North Main Street,primary,False,False,72.479,"LINESTRING (-111.1110425 43.7259348, -111.111036 43.7265866)",
13915890,ID 33,North Main Street,primary,False,True,160.548,"LINESTRING (-111.1110425 43.7259348, -111.1110279 43.724491)",
13915056,,East Short Avenue,residential,False,True,167.65699999999998,"LINESTRING (-111.1089623 43.7212008, -111.1090972 43.7211951, -111.1102181 43.7212199, -111.1110477 43.7212299)",
13916081,,South 1st Street,residential,False,False,54.853,"LINESTRING (-111.1089623 43.7212008, -111.108956 43.7215911, -111.1089503 43.721694)",
"[13916081, 13915306]",,"['East Teton Avenue', 'South 1st Street']",residential,False,"[False, True]",246.30700000000002,"LINESTRING (-111.1089623 43.7212008, -111.108961 43.720419, -111.1089128 43.7203362, -111.108766 43.720297, -111.107064 43.7203231)",
"[13916081, 13915306]",,"['East Teton Avenue', 'South 1st Street']",residential,False,"[False, True]",246.30700000000002,"LINESTRING (-111.107064 43.7203231, -111.108766 43.720297, -111.1089128 43.7203362, -111.108961 43.720419, -111.1089623 43.7212008)",
13915501,,East Little Avenue,tertiary,False,False,156.347,"LINESTRING (-111.1050683 43.7230627, -111.1070137 43.7230826)",2
437219679,,North 3rd Street,residential,False,False,157.298,"LINESTRING (-111.1050683 43.7230627, -111.10506 43.7244773)",
438433749,,South 3rd Street,residential,False,True,157.432,"LINESTRING (-111.1050683 43.7230627, -111.1050764 43.722523, -111.1050932 43.721647)",
13915501,,East Little Avenue,tertiary,False,True,156.347,"LINESTRING (-111.1070137 43.7230826, -111.1050683 43.7230627)",2
13915551,,North 2nd Street,residential,False,False,156.676,"LINESTRING (-111.1070137 43.7230826, -111.1070243 43.7244916)",
