osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,lanes,tunnel
511907308,(623); CR 623,South Broad Street,tertiary,False,True,42.715,,"LINESTRING (-74.2152529 40.6601012, -74.2152798 40.6597176)",,
"[11781938, 366767773, 60730782]","['(623); CR 623', 'CR 623']",South Broad Street,tertiary,False,False,208.27000000000004,yes,"LINESTRING (-74.2152529 40.6601012, -74.2152199 40.660442, -74.2151891 40.6607605, -74.215182 40.6608335, -74.2151754 40.6609021, -74.2151606 40.6610622, -74.215133 40.6613318, -74.215126 40.6614234, -74.2151257 40.6614262, -74.2150784 40.6618794, -74.215069 40.661969)",,
1089557392,,Madison Avenue,residential,True,False,10.368,,"LINESTRING (-74.2094503 40.6678608, -74.2094686 40.667953)",,
11775582,,Chestnut Street,residential,True,False,121.036,,"LINESTRING (-74.2109056 40.6681982, -74.2101976 40.6679488, -74.2100126 40.6679097, -74.2098168 40.6678975, -74.2095517 40.6678816)",,
"[426662649, 1089556675]",,Jefferson Avenue,residential,False,True,159.724,,"LINESTRING (-74.2109056 40.6681982, -74.2113256 40.6674391, -74.2116385 40.6668737)",,
1012127029,,Elizabeth Avenue,tertiary,False,False,34.955,,"LINESTRING (-74.2049573 40.6595825, -74.2053316 40.6597174)",4,
1012127029,,Elizabeth Avenue,tertiary,False,True,34.955,,"LINESTRING (-74.2053316 40.6597174, -74.2049573 40.6595825)",4,
1012127029,,Elizabeth Avenue,tertiary,False,False,102.187,,"LINESTRING (-74.2053316 40.6597174, -74.2058665 40.6599102, -74.2064258 40.6601118)",4,
11778771,,Reid Street,residential,False,False,235.845,,"LINESTRING (-74.2064258 40.6601118, -74.205329 40.6620628)",,
1012127029,,Elizabeth Avenue,tertiary,False,False,90.242,,"LINESTRING (-74.2064258 40.6601118, -74.2073921 40.6604601)",4,
1012127029,,Elizabeth Avenue,tertiary,False,True,102.187,,"LINESTRING (-74.2064258 40.6601118, -74.2058665 40.6599102, -74.2053316 40.6597174)",4,
1012127029,,Elizabeth Avenue,tertiary,False,True,90.242,,"LINESTRING (-74.2073921 40.6604601, -74.2064258 40.6601118)",4,
28885784,,,trunk_link,True,False,194.127,,"LINESTRING (-74.2073921 40.6604601, -74.2073537 40.6606949, -74.2073031 40.6610048, -74.2071689 40.6615134, -74.2069634 40.6621735)",,
1012127029,,Elizabeth Avenue,tertiary,False,False,79.10499999999999,,"LINESTRING (-74.2073921 40.6604601, -74.2077618 40.6605934, -74.2082391 40.6607655)",4,
"[836830557, 836830558]",,Elizabeth Avenue,tertiary,False,False,52.102,,"LINESTRING (-74.2082391 40.6607655, -74.2083193 40.6607944, -74.2086765 40.6609232, -74.208797 40.6609666)",4,
1012127029,,Elizabeth Avenue,tertiary,False,True,79.10499999999999,,"LINESTRING (-74.2082391 40.6607655, -74.2077618 40.6605934, -74.2073921 40.6604601)",4,
836830557,,Elizabeth Avenue,tertiary,False,False,83.04,,"LINESTRING (-74.208797 40.6609666, -74.2096862 40.6612871)",4,
11779644,,Sayre Lane,residential,False,False,39.312,,"LINESTRING (-74.208797 40.6609666, -74.2089581 40.6607126, -74.208999 40.660648)",,
"[836830557, 836830558]",,Elizabeth Avenue,tertiary,False,True,52.102,,"LINESTRING (-74.208797 40.6609666, -74.2086765 40.6609232, -74.2083193 40.6607944, -74.2082391 40.6607655)",4,
11777192,,Catherine Street,residential,False,False,227.764,,"LINESTRING (-74.2096862 40.6612871, -74.2088426 40.6632329)",,
836830557,,Elizabeth Avenue,tertiary,False,True,83.04,,"LINESTRING (-74.2096862 40.6612871, -74.208797 40.6609666)",4,
836830557,,Elizabeth Avenue,tertiary,False,False,63.619,,"LINESTRING (-74.2096862 40.6612871, -74.2100179 40.6614067, -74.2103674 40.6615327)",4,
