osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,maxspeed
35259359,2,Peter Street South,residential,False,False,116.199,"LINESTRING (-81.1522078 44.1315558, -81.1518838 44.1325746)",,
35228270,2,Cayley Street,residential,False,True,121.39999999999999,"LINESTRING (-81.1522078 44.1315558, -81.1509488 44.131303, -81.1507429 44.1312617)",,
35240285,2,Cayley Street,residential,False,False,66.42999999999999,"LINESTRING (-81.1522078 44.1315558, -81.1528503 44.1316822, -81.1530159 44.131692)",,
35251377,2,Jackson Street South,secondary,False,False,121.161,"LINESTRING (-81.1507429 44.1312617, -81.1504081 44.1323245)",,
35253917,2,Jackson Street South,secondary,False,True,120.196,"LINESTRING (-81.1507429 44.1312617, -81.1510777 44.1302078)",,
35228270,2,Cayley Street,residential,False,False,121.39999999999999,"LINESTRING (-81.1507429 44.1312617, -81.1509488 44.131303, -81.1522078 44.1315558)",,
35251504,2,Cayley Street,residential,False,True,123.929,"LINESTRING (-81.1507429 44.1312617, -81.1506027 44.1312385, -81.1492297 44.1310116)",,
"[41676776, 41676781, 41676775]",2,Yonge Street North,tertiary,False,True,274.048,"LINESTRING (-81.1542438 44.1363799, -81.1539112 44.1350852, -81.1536877 44.1342726, -81.1536119 44.1339575)",yes,
41676774,2,Yonge Street South,tertiary,False,True,34.559,"LINESTRING (-81.1527917 44.1307908, -81.1527159 44.1304848)",,50
41676783,2,Yonge Street South,tertiary,False,False,101.794,"LINESTRING (-81.1527917 44.1307908, -81.1530159 44.131692)",,50
"[35234555, 35234556, 35256430]",2,Amellia Street,residential,False,True,122.372,"LINESTRING (-81.1527917 44.1307908, -81.1534166 44.1307179, -81.153654 44.1306906, -81.1543038 44.1306087)",yes,
35253917,2,Jackson Street South,secondary,False,False,120.196,"LINESTRING (-81.1510777 44.1302078, -81.1507429 44.1312617)",,
35225150,2,Jackson Street South,secondary,False,True,124.03200000000001,"LINESTRING (-81.1510777 44.1302078, -81.1513601 44.1293337, -81.1514288 44.1291212)",,
35228735,2,Jane Street,residential,False,True,123.427,"LINESTRING (-81.1510777 44.1302078, -81.1509354 44.1301824, -81.149577 44.1299397)",,
35248997,2,Jane Street,residential,False,False,134.325,"LINESTRING (-81.1510777 44.1302078, -81.1512515 44.1302372, -81.1527159 44.1304848)",,
41676780,2,Yonge Street South,tertiary,False,False,21.764,"LINESTRING (-81.1530159 44.131692, -81.1530797 44.1318823)",,50
41676783,2,Yonge Street South,tertiary,False,True,101.794,"LINESTRING (-81.1530159 44.131692, -81.1527917 44.1307908)",,50
35240285,2,Cayley Street,residential,False,True,66.42999999999999,"LINESTRING (-81.1530159 44.131692, -81.1528503 44.1316822, -81.1522078 44.1315558)",,
35227920,2,Mary Street,residential,False,False,119.214,"LINESTRING (-81.1543038 44.1306087, -81.1543697 44.130883, -81.1545578 44.1316652)",,
"[35234555, 35234556, 35256430]",2,Amellia Street,residential,False,False,122.37199999999999,"LINESTRING (-81.1543038 44.1306087, -81.153654 44.1306906, -81.1534166 44.1307179, -81.1527917 44.1307908)",yes,
35248971,2,Mary Street,residential,False,True,120.202,"LINESTRING (-81.1543038 44.1306087, -81.1542383 44.1302969, -81.1541614 44.1300358, -81.1541408 44.129975, -81.1541253 44.1299221, -81.1541123 44.1298609, -81.1541101 44.1298514, -81.154026 44.1295467)",,
35235371,2,Jane Street,residential,False,False,121.251,"LINESTRING (-81.1481013 44.1296806, -81.149577 44.1299397)",,
35227167,2,Victoria Street South,residential,False,False,124.30999999999999,"LINESTRING (-81.1481013 44.1296806, -81.1479915 44.1300257, -81.147856 44.1304504, -81.1478189 44.1305667, -81.1477687 44.1307245, -81.147754 44.1307704)",,
35254451,2,Jane Street,residential,False,True,119.594,"LINESTRING (-81.1481013 44.1296806, -81.1474578 44.1295786, -81.1466382 44.1294484)",,
35241984,2,Jane Street,residential,False,True,119.589,"LINESTRING (-81.1466382 44.1294484, -81.1451752 44.1292161)",,
