osmid,oneway,highway,reversed,length,geometry,name,lanes,ref,tunnel,maxspeed,access,junction
10027048,True,primary_link,False,68.35,"LINESTRING (-97.3374126 32.7518203, -97.3373848 32.7518997, -97.3373511 32.7519958, -97.3373495 32.7520799, -97.3373426 32.7521492, -97.3373335 32.7522146, -97.3373175 32.7522724, -97.3372913 32.7523234, -97.3372352 32.7524085)",,,,,,,
278184369,False,secondary,True,130.019,"LINESTRING (-97.3374126 32.7518203, -97.337278 32.75182, -97.3370062 32.7518193, -97.336818 32.7518183, -97.3365442 32.7518169, -97.3360223 32.7518142)",West 5th Street,,,,,,
"[1069120941, 419088143]",False,primary,True,92.03800000000001,"LINESTRING (-97.3374126 32.7518203, -97.3374026 32.7517254, -97.3373996 32.7516968, -97.3373969 32.7516131, -97.3373976 32.7514057, -97.3373986 32.7510979, -97.3373989 32.7509931)",Henderson Street,"['4', '5']",TX 199,,,,
589748296,False,primary,False,49.46999999999999,"LINESTRING (-97.3374126 32.7518203, -97.3374383 32.7519003, -97.3374418 32.7519113, -97.3374674 32.7519808, -97.3374853 32.7520298, -97.3375108 32.7520807, -97.3375445 32.7521296, -97.3376165 32.7522272)",Henderson Street,4,TX 199,,,,
1059533254,True,primary,False,47.919000000000004,"LINESTRING (-97.3284345 32.7558215, -97.328672 32.755713, -97.3288025 32.7556505, -97.3288824 32.7556122)",East 4th Street,4,US 287 Bus,,,,
43191885,False,secondary,False,29.749000000000002,"LINESTRING (-97.3360223 32.7518142, -97.3357863 32.751813, -97.3357042 32.7518125)",West 5th Street,,,,,,
278184369,False,secondary,False,130.019,"LINESTRING (-97.3360223 32.7518142, -97.3365442 32.7518169, -97.336818 32.7518183, -97.3370062 32.7518193, -97.337278 32.75182, -97.3374126 32.7518203)",West 5th Street,,,,,,
10033285,True,secondary_link,False,47.85699999999999,"LINESTRING (-97.3356979 32.7521266, -97.3357623 32.7519877, -97.335796 32.751953, -97.3358206 32.7519331, -97.3358539 32.7519063, -97.3359329 32.7518599, -97.3360223 32.7518142)",,1,,,,,
637602924,True,residential,False,34.931,"LINESTRING (-97.3356979 32.7521266, -97.3357024 32.751901, -97.3357042 32.7518125)",Macon Street,,,,,,
10042402,False,unclassified,False,79.64099999999999,"LINESTRING (-97.3370141 32.7542319, -97.3370253 32.7542264, -97.3376794 32.7539079, -97.3377511 32.753873)",West 1st Street,,,,,,
