osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width
64096706,2,L 11,Bad Wilsnacker Straße,secondary,False,False,63.524,"LINESTRING (11.7832288 52.9986571, 11.7833891 52.9987041, 11.7836586 52.9988213, 11.7839094 52.9989738, 11.783921 52.9989814, 11.7839648 52.9990101)",,
22972783,,L 11,Wittenberger Straße,secondary,False,False,36.225,"LINESTRING (11.7898135 53.0020578, 11.7903344 53.0021465)",50,
22972783,,L 11,Wittenberger Straße,secondary,False,True,172.43600000000004,"LINESTRING (11.7898135 53.0020578, 11.7886096 53.0017753, 11.7881459 53.0016052, 11.7878622 53.0014728, 11.7876281 53.0013151, 11.787603 53.0013039)",50,
22973095,,,Springbuschstraße,residential,False,True,287.39099999999996,"LINESTRING (11.7898135 53.0020578, 11.7895637 53.0026678, 11.7877417 53.004288)",30,
22972783,,L 11,Wittenberger Straße,secondary,False,False,18.162,"LINESTRING (11.7903344 53.0021465, 11.790593 53.0021961)",50,
22972783,,L 11,Wittenberger Straße,secondary,False,True,36.225,"LINESTRING (11.7903344 53.0021465, 11.7898135 53.0020578)",50,
22973058,,,Sophienstraße,residential,False,True,46.436,"LINESTRING (11.7903344 53.0021465, 11.7902486 53.0017321)",,
22972783,,L 11,Wittenberger Straße,secondary,False,False,100.601,"LINESTRING (11.7937728 53.002811, 11.7941871 53.0028881, 11.7952041 53.0030878)",50,
22972783,,L 11,Wittenberger Straße,secondary,False,True,127.237,"LINESTRING (11.7937728 53.002811, 11.7931477 53.0026872, 11.7919589 53.0024679)",50,
22973083,,,Amselweg,residential,False,True,173.298,"LINESTRING (11.7937728 53.002811, 11.7935041 53.0033305, 11.7934749 53.003692, 11.7935187 53.0038856, 11.7937801 53.0043148)",,
22972783,,L 11,Wittenberger Straße,secondary,False,False,82.47,"LINESTRING (11.7952041 53.0030878, 11.7963875 53.003295)",50,
22972783,,L 11,Wittenberger Straße,secondary,False,True,100.601,"LINESTRING (11.7952041 53.0030878, 11.7941871 53.0028881, 11.7937728 53.002811)",50,
