osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry
"[442511132, 442511133]",False,2,Marietta Avenue,residential,20 mph,True,213.965,"LINESTRING (-91.559551 41.6533466, -91.5594642 41.6533463, -91.5594413 41.6533463, -91.5590919 41.6533453, -91.557069 41.6533397, -91.5569757 41.6533394)"
910333604,False,2,Sunset Street,tertiary,25 mph,False,91.481,"LINESTRING (-91.559551 41.6533466, -91.5595831 41.654107, -91.5595857 41.6541689)"
910333604,False,2,Sunset Street,tertiary,25 mph,True,171.957,"LINESTRING (-91.559551 41.6533466, -91.55954 41.6528985, -91.5595242 41.652409, -91.5595149 41.6522315, -91.5595007 41.6518702, -91.5594979 41.6518007)"
15933224,False,2,Prospect Place,residential,10 mph,False,186.99,"LINESTRING (-91.5560675 41.6585712, -91.5561104 41.6585365, -91.5562876 41.6583933, -91.5563557 41.6583471, -91.556429 41.6583107, -91.556505 41.658285, -91.5578675 41.6579468, -91.5580833 41.6578932)"
"[1190868833, 261103075, 915223062]",False,"['1', '2']","['Glencrest Drive', 'Golfview Avenue']",residential,20 mph,False,168.876,"LINESTRING (-91.5560675 41.6585712, -91.5561807 41.6586562, -91.5569807 41.6592351, -91.5571469 41.6592413, -91.5573921 41.6592378, -91.5575544 41.6592021, -91.5576489 41.6591576, -91.5576956 41.6591227)"
261103075,False,2,Golfview Avenue,residential,20 mph,True,123.86600000000001,"LINESTRING (-91.5560675 41.6585712, -91.5555246 41.6581825, -91.5550588 41.6578438, -91.5549947 41.6577976)"
15933224,False,2,Prospect Place,residential,10 mph,True,186.99,"LINESTRING (-91.5580833 41.6578932, -91.5578675 41.6579468, -91.556505 41.658285, -91.556429 41.6583107, -91.5563557 41.6583471, -91.5562876 41.6583933, -91.5561104 41.6585365, -91.5560675 41.6585712)"
15933225,False,2,Sunset Street,residential,20 mph,False,141.289,"LINESTRING (-91.5586428 41.6568738, -91.5586634 41.6569252, -91.5586665 41.6569329, -91.5586748 41.6569648, -91.5586822 41.65701, -91.5587395 41.6581401)"
15936555,False,2,Grand Avenue,residential,20 mph,True,320.239,"LINESTRING (-91.5586428 41.6568738, -91.5550698 41.6577638, -91.5550329 41.6577775, -91.5550101 41.6577866, -91.5549947 41.6577976)"
726507872,False,2,Sunset Street,residential,20 mph,True,97.038,"LINESTRING (-91.5586428 41.6568738, -91.5587046 41.656858, -91.5587889 41.6568345, -91.5588489 41.656811, -91.5589041 41.6567809, -91.5589386 41.6567532, -91.5589694 41.6567162, -91.5592177 41.6563351, -91.5592805 41.6562389, -91.5593085 41.6562017)"
15933225,False,2,Sunset Street,residential,20 mph,True,141.28900000000002,"LINESTRING (-91.5587395 41.6581401, -91.5586822 41.65701, -91.5586748 41.6569648, -91.5586665 41.6569329, -91.5586634 41.6569252, -91.5586428 41.6568738)"
910470547,True,2,Melrose Avenue,secondary,35 mph,False,4.488,"LINESTRING (-91.5644586 41.6558021, -91.5645115 41.6558103)"
190535975,True,,Finkbine Commuter Drive,unclassified,,False,38.714,"LINESTRING (-91.5644586 41.6558021, -91.564443 41.6558661, -91.5644188 41.6559711, -91.564388 41.6560043, -91.5643474 41.6560286, -91.5642924 41.6560477, -91.5642332 41.656075)"
190536030,False,,Emerald Street,residential,,True,15.2,"LINESTRING (-91.5645419 41.6556755, -91.5645115 41.6558103)"
"[1190905938, 1190905970]",True,1,Melrose Avenue,secondary,"['35 mph', '25 mph']",False,122.018,"LINESTRING (-91.5645419 41.6556755, -91.5641943 41.6556267, -91.5640164 41.6556034, -91.5638169 41.655586, -91.5636305 41.6555734, -91.5635471 41.6555679, -91.5633349 41.6555493, -91.5630884 41.655523)"
"[442511137, 15934093, 442511135]",False,2,Highland Drive,residential,20 mph,False,301.07699999999994,"LINESTRING (-91.5554485 41.6559409, -91.5554268 41.6559233, -91.555409 41.6558995, -91.5554039 41.6558767, -91.5554002 41.6558525, -91.55538 41.655474, -91.55536 41.654891, -91.555367 41.654636, -91.555392 41.654562, -91.555426 41.654511, -91.555479 41.654462, -91.555576 41.654401, -91.55568 41.654356, -91.555776 41.654329, -91.5563997 41.6542347, -91.5567575 41.6541795, -91.5568223 41.6541718, -91.5568747 41.6541667, -91.556912 41.6541648, -91.5569206 41.6541643, -91.5570051 41.654163)"
"[1190868824, 1190868823]",False,2,Koser Avenue,residential,20 mph,False,172.34400000000005,"LINESTRING (-91.5554485 41.6559409, -91.556518 41.655143, -91.55662 41.655086, -91.556716 41.655048, -91.556837 41.655018, -91.5569288 41.6550058, -91.556963 41.655004, -91.557035 41.655003)"
1190868823,False,2,Koser Avenue,residential,20 mph,True,119.65700000000001,"LINESTRING (-91.5554485 41.6559409, -91.5553229 41.6560409, -91.55526 41.656091, -91.554974 41.656297, -91.5548277 41.656391, -91.554657 41.656489, -91.5543689 41.6566494)"
15934521,False,2,George Street,residential,20 mph,False,91.612,"LINESTRING (-91.5570051 41.654163, -91.5570031 41.6541061, -91.5569782 41.6534076, -91.5569757 41.6533394)"
15934521,False,2,George Street,residential,20 mph,True,93.43699999999998,"LINESTRING (-91.5570051 41.654163, -91.5570074 41.6542271, -91.5570323 41.6549267, -91.557035 41.655003)"
"[1190905986, 442511135]",False,2,Highland Drive,residential,20 mph,False,214.404,"LINESTRING (-91.5570051 41.654163, -91.5570978 41.6541632, -91.5571144 41.6541632, -91.5594861 41.6541702, -91.5595147 41.6541698, -91.5595857 41.6541689)"
"[442511137, 15934093, 442511135]",False,2,Highland Drive,residential,20 mph,True,301.077,"LINESTRING (-91.5570051 41.654163, -91.5569206 41.6541643, -91.556912 41.6541648, -91.5568747 41.6541667, -91.5568223 41.6541718, -91.5567575 41.6541795, -91.5563997 41.6542347, -91.555776 41.654329, -91.55568 41.654356, -91.555576 41.654401, -91.555479 41.654462, -91.555426 41.654511, -91.555392 41.654562, -91.555367 41.654636, -91.55536 41.654891, -91.55538 41.655474, -91.5554002 41.6558525, -91.5554039 41.6558767, -91.555409 41.6558995, -91.5554268 41.6559233, -91.5554485 41.6559409)"
910333604,False,2,Sunset Street,tertiary,25 mph,False,93.51899999999999,"LINESTRING (-91.5595857 41.6541689, -91.5595885 41.6542343, -91.5596191 41.6549407, -91.5596221 41.6550095)"
910333604,False,2,Sunset Street,tertiary,25 mph,True,91.481,"LINESTRING (-91.5595857 41.6541689, -91.5595831 41.654107, -91.559551 41.6533466)"
"[1190905986, 442511135]",False,2,Highland Drive,residential,20 mph,True,214.40399999999997,"LINESTRING (-91.5595857 41.6541689, -91.5595147 41.6541698, -91.5594861 41.6541702, -91.5571144 41.6541632, -91.5570978 41.6541632, -91.5570051 41.654163)"
"[1190906050, 1190905987]",False,2,Highland Drive,residential,20 mph,False,66.25,"LINESTRING (-91.5595857 41.6541689, -91.5597193 41.6541684, -91.5597364 41.6541683, -91.5597504 41.6541683, -91.5598566 41.654168, -91.5599847 41.6541556, -91.5601174 41.654133, -91.5603664 41.654074)"
"[1190906049, 15936874]",False,2,Mahaska Drive,residential,20 mph,False,247.332,"LINESTRING (-91.5603664 41.654074, -91.5603551 41.6540378, -91.5603464 41.6539887, -91.560263 41.651852)"
"[1190906050, 1190906051, 1190906052]",False,2,Highland Drive,residential,20 mph,False,93.295,"LINESTRING (-91.5603664 41.654074, -91.5605325 41.654042, -91.560719 41.654014, -91.5608804 41.6539951, -91.5611147 41.6539727, -91.5611672 41.6539696, -91.5613298 41.653958, -91.5614752 41.6539524)"
"[1190906050, 1190905987]",False,2,Highland Drive,residential,20 mph,True,66.24999999999999,"LINESTRING (-91.5603664 41.654074, -91.5601174 41.654133, -91.5599847 41.6541556, -91.5598566 41.654168, -91.5597504 41.6541683, -91.5597364 41.6541683, -91.5597193 41.6541684, -91.5595857 41.6541689)"
15936024,False,2,Monroe Street,residential,20 mph,False,239.422,"LINESTRING (-91.5614752 41.6539524, -91.561398 41.6518)"
