osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,bridge,ref
"[427906725, 402083655, 427906728, 427906729, 963864107, 463139533, 427906738]",False,108th Avenue Northeast,secondary,,"[False, True]",397.5809999999999,"['4', '3']","LINESTRING (-122.1963333 47.6173629, -122.196332 47.6172678, -122.1963324 47.6170763, -122.1963324 47.6169781, -122.1963323 47.6166507, -122.196332 47.6165674, -122.1963323 47.6164391, -122.1963323 47.6163978, -122.1963318 47.6163392, -122.1963295 47.616088, -122.1963291 47.6160423, -122.1963285 47.6160123, -122.1963278 47.6159695, -122.1963279 47.6159171, -122.1963263 47.6157338, -122.1963251 47.6156346, -122.196325 47.6155167, -122.1963195 47.6153803, -122.1963165 47.6153085, -122.1963136 47.6152403, -122.1963064 47.6150718, -122.1962931 47.6147568, -122.196291 47.614708, -122.1962836 47.6145334, -122.196281 47.6144804, -122.1962801 47.6144504, -122.196277 47.6143759, -122.1962646 47.6140803, -122.196257 47.6139159, -122.1962523 47.6137881)",,
"[427906921, 427906923, 513238727]",True,Northeast 8th Street,secondary,30 mph,False,201.13599999999997,"['4', '3']","LINESTRING (-122.1963333 47.6173629, -122.196187 47.6173626, -122.1947277 47.6173478, -122.1943965 47.6173444, -122.1941869 47.6173423, -122.193826 47.6173351, -122.1936503 47.617332)",,
402083657,False,110th Avenue Northeast,tertiary,30 mph,True,11.743,4,"LINESTRING (-122.1936503 47.617332, -122.193649 47.6174376)",,
"[427906928, 87177195]",True,Northeast 8th Street,secondary,30 mph,False,178.563,"['4', '3']","LINESTRING (-122.1936503 47.617332, -122.193459 47.6173222, -122.193417 47.6173203, -122.1931565 47.6173096, -122.1923214 47.617296, -122.1912697 47.6172788)",,
"[513238724, 513238725, 513238726, 663406349, 545416269, 6400142, 663406352]",False,110th Avenue Northeast,tertiary,30 mph,False,203.816,"['4', '5']","LINESTRING (-122.1936503 47.617332, -122.193646 47.6172624, -122.1936381 47.6171531, -122.1936293 47.6166842, -122.1936274 47.6165859, -122.1936272 47.616554, -122.1936261 47.6163117, -122.1936248 47.6160745, -122.193624 47.6156481, -122.1936215 47.6154993)",,
"[1046100258, 427906860]",False,Main Street,secondary,30 mph,False,54.779,4,"LINESTRING (-122.198823 47.6101181, -122.198682 47.6101172, -122.198556 47.6101165, -122.198182 47.6101142, -122.1980923 47.6101136)",,
1065132271,False,106th Avenue Northeast,tertiary,30 mph,True,208.563,2,"LINESTRING (-122.198823 47.6101181, -122.1988195 47.6102609, -122.1988373 47.6106318, -122.1988427 47.6108836, -122.198844 47.6109454, -122.1988544 47.6112204, -122.1988668 47.6119069, -122.1988766 47.6119931)",,
"[1215874258, 622484163, 775661734]",False,106th Avenue Northeast,tertiary,30 mph,True,207.10599999999997,"['3', '2']","LINESTRING (-122.1988766 47.6119931, -122.1988784 47.6120927, -122.1988865 47.6124118, -122.1988907 47.6125268, -122.1988945 47.6128799, -122.1989024 47.6131097, -122.1989027 47.613123, -122.198905 47.6132246, -122.1989069 47.6133103, -122.198916 47.6137321, -122.1989194 47.6138554)",,
1065132270,False,Northeast 2nd Street,tertiary,30 mph,True,49.318,3,"LINESTRING (-122.1988766 47.6119931, -122.1986993 47.6119932, -122.1982187 47.6119933)",,
1065132271,False,106th Avenue Northeast,tertiary,30 mph,False,208.56300000000002,2,"LINESTRING (-122.1988766 47.6119931, -122.1988668 47.6119069, -122.1988544 47.6112204, -122.198844 47.6109454, -122.1988427 47.6108836, -122.1988373 47.6106318, -122.1988195 47.6102609, -122.198823 47.6101181)",,
6393971,False,106th Avenue Northeast,tertiary,30 mph,False,192.51299999999998,2,"LINESTRING (-122.1989194 47.6138554, -122.198924 47.6139741, -122.1989441 47.6144257, -122.1989488 47.614534, -122.1989508 47.6145796, -122.1989555 47.6146873, -122.198978 47.6155401, -122.19898 47.6155862)",,
427906890,False,Northeast 4th Street,secondary,30 mph,True,50.165,5,"LINESTRING (-122.1989194 47.6138554, -122.198741 47.6138541, -122.1982502 47.6138519)",,
"[1215874258, 622484163, 775661734]",False,106th Avenue Northeast,tertiary,30 mph,False,207.10599999999997,"['3', '2']","LINESTRING (-122.1989194 47.6138554, -122.198916 47.6137321, -122.1989069 47.6133103, -122.198905 47.6132246, -122.1989027 47.613123, -122.1989024 47.6131097, -122.1988945 47.6128799, -122.1988907 47.6125268, -122.1988865 47.6124118, -122.1988784 47.6120927, -122.1988766 47.6119931)",,
6393971,False,106th Avenue Northeast,tertiary,30 mph,True,192.513,2,"LINESTRING (-122.19898 47.6155862, -122.198978 47.6155401, -122.1989555 47.6146873, -122.1989508 47.6145796, -122.1989488 47.614534, -122.1989441 47.6144257, -122.198924 47.6139741, -122.1989194 47.6138554)",,
1116291580,False,Northeast 4th Street,secondary,30 mph,True,9.62,6,"LINESTRING (-122.1935031 47.613728, -122.1936314 47.6137299)",,
"[6406896, 427906893]",False,Northeast 4th Street,secondary,30 mph,False,88.38,6,"LINESTRING (-122.1935031 47.613728, -122.193397 47.6137256, -122.1930348 47.6137194, -122.1923243 47.6137132)",,
1116291576,True,110th Avenue Northeast,tertiary,30 mph,False,82.94500000000001,1,"LINESTRING (-122.1935031 47.613728, -122.193509 47.6138583, -122.1935366 47.6144736)",,
1116291591,False,110th Avenue Northeast,tertiary,30 mph,True,5.84,5,"LINESTRING (-122.1936215 47.6154993, -122.1936235 47.6154468)",,
"[513238724, 513238725, 513238726, 663406349, 6400142, 545416269, 663406352]",False,110th Avenue Northeast,tertiary,30 mph,True,203.81600000000003,"['4', '5']","LINESTRING (-122.1936215 47.6154993, -122.193624 47.6156481, -122.1936248 47.6160745, -122.1936261 47.6163117, -122.1936272 47.616554, -122.1936274 47.6165859, -122.1936293 47.6166842, -122.1936381 47.6171531, -122.193646 47.6172624, -122.1936503 47.617332)",,
"[513238722, 55480933, 451954734]",False,Northeast 6th Street,tertiary,,False,199.77599999999998,"['4', '5']","LINESTRING (-122.1936215 47.6154993, -122.1934777 47.6155078, -122.1929361 47.6155165, -122.1927329 47.6155152, -122.192413 47.6155125, -122.1923744 47.6155121, -122.1917731 47.6154966, -122.191159 47.6154807, -122.1909581 47.6154753)",,
"[513238728, 513238729, 402083657]",False,110th Avenue Northeast,tertiary,30 mph,False,87.24999999999999,"['4', '3']","LINESTRING (-122.1936612 47.6182222, -122.1936549 47.6179933, -122.1936525 47.6179065, -122.193649 47.6175533, -122.193649 47.6174376)",,
"[31536546, 1206479363]",False,110th Avenue Northeast,tertiary,30 mph,True,209.827,"['3', '2']","LINESTRING (-122.1936344 47.6119951, -122.193631 47.6119009, -122.1936178 47.6112825, -122.1936147 47.6111145, -122.1936026 47.6105751, -122.193601 47.6105215, -122.193598 47.6103691, -122.193593 47.6101851, -122.1935922 47.6101083)",,
582012447,False,Northeast 2nd Street,tertiary,30 mph,True,101.221,,"LINESTRING (-122.1936344 47.6119951, -122.193528 47.6119951, -122.1930131 47.6119952, -122.1927229 47.6119952, -122.1922841 47.6119948)",,
775661733,False,Northeast 2nd Street,tertiary,30 mph,False,194.736,,"LINESTRING (-122.1936344 47.6119951, -122.19375 47.611995, -122.1939363 47.6119949, -122.1947231 47.6119946, -122.1949436 47.6119946, -122.195045 47.6119945, -122.1953921 47.6119944, -122.1954914 47.6119943, -122.196123 47.6119941, -122.1962322 47.6119941)",,
1116291570,True,110th Avenue Northeast,tertiary,30 mph,False,45.964,1,"LINESTRING (-122.1936344 47.6119951, -122.19358 47.6120884, -122.1935756 47.6124015)",,
6483801,False,111th Avenue Northeast,unclassified,,False,6.539,,"LINESTRING (-122.1923068 47.6129448, -122.1923084 47.6130036)",,
6483801,False,111th Avenue Northeast,unclassified,,True,61.927,,"LINESTRING (-122.1923068 47.6129448, -122.1923147 47.6123879)",,
6404698,True,Northeast 3rd Street,residential,,False,98.928,,"LINESTRING (-122.1923068 47.6129448, -122.192255 47.6129446, -122.191072 47.6129388, -122.1909871 47.6129384)",,
"[823049480, 823049482]",True,112th Avenue Northeast,secondary,30 mph,False,17.371000000000002,2,"LINESTRING (-122.1909871 47.6129384, -122.1909845 47.6128169, -122.1909839 47.6127822)",,
6488033,False,106th Place Northeast,unclassified,,False,206.68099999999998,,"LINESTRING (-122.1982502 47.6138519, -122.1982486 47.6137592, -122.1982471 47.6136745, -122.1982373 47.6131302, -122.1982327 47.612819, -122.1982297 47.6126533, -122.19822 47.612114, -122.1982187 47.6119933)",,
427906890,False,Northeast 4th Street,secondary,30 mph,False,50.165,5,"LINESTRING (-122.1982502 47.6138519, -122.198741 47.6138541, -122.1989194 47.6138554)",,
"[427906891, 427906895]",False,Northeast 4th Street,secondary,30 mph,True,150.032,5,"LINESTRING (-122.1982502 47.6138519, -122.1976592 47.6138474, -122.1974018 47.613846, -122.197025 47.613835, -122.1967743 47.6138234, -122.196409 47.6137995, -122.1962523 47.6137881)",,
"[427906725, 402083655, 427906728, 427906729, 963864107, 463139533, 427906738]",False,108th Avenue Northeast,secondary,,"[False, True]",397.58099999999996,"['4', '3']","LINESTRING (-122.1962523 47.6137881, -122.196257 47.6139159, -122.1962646 47.6140803, -122.196277 47.6143759, -122.1962801 47.6144504, -122.196281 47.6144804, -122.1962836 47.6145334, -122.196291 47.614708, -122.1962931 47.6147568, -122.1963064 47.6150718, -122.1963136 47.6152403, -122.1963165 47.6153085, -122.1963195 47.6153803, -122.196325 47.6155167, -122.1963251 47.6156346, -122.1963263 47.6157338, -122.1963279 47.6159171, -122.1963278 47.6159695, -122.1963285 47.6160123, -122.1963291 47.6160423, -122.1963295 47.616088, -122.1963318 47.6163392, -122.1963323 47.6163978, -122.1963323 47.6164391, -122.196332 47.6165674, -122.1963323 47.6166507, -122.1963324 47.6169781, -122.1963324 47.6170763, -122.196332 47.6172678, -122.1963333 47.6173629)",,
"[427906736, 612769226, 427906730, 612769227]",False,108th Avenue Northeast,secondary,,False,153.423,"['4', '3', '2']","LINESTRING (-122.1962523 47.6137881, -122.196249 47.6136741, -122.1962404 47.6132812, -122.1962391 47.6132255, -122.1962373 47.6131571, -122.1962353 47.6130626, -122.1962327 47.6129729, -122.1962306 47.6128638, -122.1962289 47.6128067, -122.196226 47.6127165, -122.196224 47.6125823, -122.1962264 47.6124085)",,
"[427906891, 427906895]",False,Northeast 4th Street,secondary,30 mph,False,150.032,5,"LINESTRING (-122.1962523 47.6137881, -122.196409 47.6137995, -122.1967743 47.6138234, -122.197025 47.613835, -122.1974018 47.613846, -122.1976592 47.6138474, -122.1982502 47.6138519)",,
"[427906897, 427906899, 427906892]",False,Northeast 4th Street,secondary,30 mph,False,196.686,6,"LINESTRING (-122.1962523 47.6137881, -122.196053 47.6137721, -122.19588 47.6137585, -122.1956702 47.6137559, -122.1953042 47.6137513, -122.1949695 47.6137471, -122.1940523 47.6137356, -122.193721 47.6137305, -122.1936314 47.6137299)",,
"[6406896, 427906889]",False,Northeast 4th Street,secondary,30 mph,False,104.25399999999999,6,"LINESTRING (-122.1923243 47.6137132, -122.1916521 47.6137112, -122.191179 47.6137105, -122.1909335 47.6137093)",,
"[6406896, 427906893]",False,Northeast 4th Street,secondary,30 mph,True,88.38,6,"LINESTRING (-122.1923243 47.6137132, -122.1930348 47.6137194, -122.193397 47.6137256, -122.1935031 47.613728)",,
6483801,False,111th Avenue Northeast,unclassified,,True,78.913,,"LINESTRING (-122.1923243 47.6137132, -122.1923212 47.6136038, -122.1923209 47.6135902, -122.1923198 47.6135475, -122.192314 47.6132798, -122.1923084 47.6130036)",,
"[29140451, 30614981]",True,Northeast 4th Street,secondary,30 mph,False,136.645,4,"LINESTRING (-122.1909335 47.6137093, -122.190735 47.6136528, -122.1900444 47.6136455, -122.189734 47.6136349, -122.1895672 47.613617, -122.1894005 47.6135901, -122.1891485 47.6135334)",yes,
"[427906752, 427906757, 427906759]",False,112th Avenue Northeast,secondary,30 mph,False,196.38000000000002,6,"LINESTRING (-122.1909335 47.6137093, -122.190938 47.6138762, -122.1909438 47.614179, -122.190946 47.6143188, -122.1909521 47.6147037, -122.1909542 47.6149078, -122.1909562 47.615096, -122.190958 47.6153346, -122.1909581 47.6154753)",,
"[427906755, 427906747]",True,112th Avenue Northeast,secondary,30 mph,False,86.69899999999998,2,"LINESTRING (-122.1909335 47.6137093, -122.190995 47.6135655, -122.1910197 47.6135047, -122.1910188 47.6132962, -122.1909957 47.6130961, -122.1909871 47.6129384)",,
"[6406896, 427906889]",False,Northeast 4th Street,secondary,30 mph,True,104.25399999999999,6,"LINESTRING (-122.1909335 47.6137093, -122.191179 47.6137105, -122.1916521 47.6137112, -122.1923243 47.6137132)",,
"[1031114681, 30614948, 30614975]",True,Northeast 4th Street,secondary,30 mph,False,148.595,"['3', '2']","LINESTRING (-122.1863357 47.6129481, -122.1865248 47.6130362, -122.1868313 47.6131144, -122.1871374 47.6131846, -122.1872655 47.6132139, -122.1878398 47.6133546, -122.1880025 47.6133952, -122.1881728 47.6134377)",yes,
"[427906731, 427906734, 427906723, 402083654]",False,108th Avenue Northeast,secondary,,False,209.87100000000004,"['3', '2']","LINESTRING (-122.1961903 47.6101069, -122.196192 47.6102165, -122.196203 47.6106797, -122.1962065 47.6108348, -122.196209 47.610973, -122.1962098 47.6109841, -122.1962225 47.6115621, -122.1962245 47.6116619, -122.1962263 47.6117263, -122.1962267 47.6117422, -122.1962281 47.6118076, -122.19623 47.6119045, -122.1962322 47.6119941)",,
"[427906873, 747873742, 427906878, 30832175]",False,Main Street,secondary,30 mph,False,160.297,"['4', '5']","LINESTRING (-122.1961903 47.6101069, -122.19603 47.610107, -122.1956911 47.6101072, -122.1954501 47.6101073, -122.1949356 47.6101076, -122.1947263 47.6101077, -122.1944181 47.6101079, -122.1942046 47.610108, -122.194052 47.6101081)",,
"[963173906, 427906885]",False,Main Street,secondary,30 mph,True,94.884,"['4', '5']","LINESTRING (-122.1961903 47.6101069, -122.19631 47.6101073, -122.1971125 47.6101101, -122.197456 47.6101114)",,
6483801,False,111th Avenue Northeast,unclassified,,True,6.539,,"LINESTRING (-122.1923084 47.6130036, -122.1923068 47.6129448)",,
6434934,False,Northeast 3rd Place,residential,,True,89.962,,"LINESTRING (-122.1923084 47.6130036, -122.192426 47.6130057, -122.1924571 47.6130063, -122.1934132 47.6130236, -122.1934319 47.6130239, -122.1935081 47.6130252)",,
6483801,False,111th Avenue Northeast,unclassified,,False,78.913,,"LINESTRING (-122.1923084 47.6130036, -122.192314 47.6132798, -122.1923198 47.6135475, -122.1923209 47.6135902, -122.1923212 47.6136038, -122.1923243 47.6137132)",,
"[427906857, 427906882, 427906854]",False,Main Street,secondary,30 mph,True,163.422,5,"LINESTRING (-122.1908302 47.6100573, -122.190983 47.6100591, -122.1913533 47.6100633, -122.1914236 47.6100641, -122.191686 47.6100673, -122.1919603 47.6100707, -122.1926422 47.6100787, -122.1927404 47.6100799, -122.1930099 47.6100808)",,
"[1030358904, 581814477]",True,112th Avenue Northeast,secondary,30 mph,False,212.17000000000002,"['3', '2']","LINESTRING (-122.1908302 47.6100573, -122.190767 47.6101481, -122.1907801 47.6106659, -122.1907836 47.61089, -122.1908198 47.6112345, -122.190819 47.6113157, -122.1908199 47.6114795, -122.190833 47.6118788, -122.1908364 47.6119548)",,
"[402083654, 427906723, 427906731, 427906734]",False,108th Avenue Northeast,secondary,,True,209.871,"['3', '2']","LINESTRING (-122.1962322 47.6119941, -122.19623 47.6119045, -122.1962281 47.6118076, -122.1962267 47.6117422, -122.1962263 47.6117263, -122.1962245 47.6116619, -122.1962225 47.6115621, -122.1962098 47.6109841, -122.196209 47.610973, -122.1962065 47.6108348, -122.196203 47.6106797, -122.196192 47.6102165, -122.1961903 47.6101069)",,
427906736,False,108th Avenue Northeast,secondary,,True,46.082,3,"LINESTRING (-122.1962322 47.6119941, -122.196231 47.6120762, -122.1962285 47.6122564, -122.1962264 47.6124085)",,
623957744,False,Northeast 2nd Street,tertiary,30 mph,False,98.327,3,"LINESTRING (-122.1962322 47.6119941, -122.196366 47.611994, -122.1971563 47.6119937, -122.1975439 47.6119936)",,
775661733,False,Northeast 2nd Street,tertiary,30 mph,True,194.736,,"LINESTRING (-122.1962322 47.6119941, -122.196123 47.6119941, -122.1954914 47.6119943, -122.1953921 47.6119944, -122.195045 47.6119945, -122.1949436 47.6119946, -122.1947231 47.6119946, -122.1939363 47.6119949, -122.19375 47.611995, -122.1936344 47.6119951)",,
582012449,False,Northeast 2nd Street,tertiary,30 mph,True,10.256,,"LINESTRING (-122.1909728 47.611962, -122.1908364 47.6119548)",,
"[427906756, 6475325, 427906743]",True,112th Avenue Northeast,secondary,30 mph,False,212.875,3,"LINESTRING (-122.1909728 47.611962, -122.19097 47.6118831, -122.1909581 47.6114641, -122.1909546 47.6113353, -122.1909516 47.6112397, -122.1909142 47.6108886, -122.190914 47.6107992, -122.1909056 47.6106643, -122.19089 47.6101492, -122.1908302 47.6100573)",,
582012447,False,Northeast 2nd Street,tertiary,30 mph,False,98.366,,"LINESTRING (-122.1909728 47.611962, -122.191068 47.6119654, -122.1911009 47.6119666, -122.1916282 47.6119792, -122.1919236 47.6119862, -122.1922841 47.6119948)",,
963173905,False,Main Street,secondary,30 mph,False,47.701,5,"LINESTRING (-122.1980923 47.6101136, -122.197456 47.6101114)",,
"[1046100258, 427906860]",False,Main Street,secondary,30 mph,True,54.778999999999996,4,"LINESTRING (-122.1980923 47.6101136, -122.198182 47.6101142, -122.198556 47.6101165, -122.198682 47.6101172, -122.198823 47.6101181)",,
"[427906857, 427906882, 427906854]",False,Main Street,secondary,30 mph,False,163.42199999999997,5,"LINESTRING (-122.1930099 47.6100808, -122.1927404 47.6100799, -122.1926422 47.6100787, -122.1919603 47.6100707, -122.191686 47.6100673, -122.1914236 47.6100641, -122.1913533 47.6100633, -122.190983 47.6100591, -122.1908302 47.6100573)",,
"[427906850, 427906855]",False,Main Street,secondary,30 mph,True,43.759,5,"LINESTRING (-122.1930099 47.6100808, -122.1932834 47.6100937, -122.1935922 47.6101083)",,
6483801,False,111th Avenue Northeast,unclassified,,False,43.771,,"LINESTRING (-122.1922841 47.6119948, -122.192291 47.6120887, -122.1922917 47.6120941, -122.1923133 47.612368, -122.1923147 47.6123879)",,
582012447,False,Northeast 2nd Street,tertiary,30 mph,False,101.221,,"LINESTRING (-122.1922841 47.6119948, -122.1927229 47.6119952, -122.1930131 47.6119952, -122.193528 47.6119951, -122.1936344 47.6119951)",,
582012447,False,Northeast 2nd Street,tertiary,30 mph,True,98.366,,"LINESTRING (-122.1922841 47.6119948, -122.1919236 47.6119862, -122.1916282 47.6119792, -122.1911009 47.6119666, -122.191068 47.6119654, -122.1909728 47.611962)",,
623957744,False,Northeast 2nd Street,tertiary,30 mph,True,50.584,3,"LINESTRING (-122.1982187 47.6119933, -122.1975439 47.6119936)",,
6488033,False,106th Place Northeast,unclassified,,True,206.681,,"LINESTRING (-122.1982187 47.6119933, -122.19822 47.612114, -122.1982297 47.6126533, -122.1982327 47.612819, -122.1982373 47.6131302, -122.1982471 47.6136745, -122.1982486 47.6137592, -122.1982502 47.6138519)",,
1065132270,False,Northeast 2nd Street,tertiary,30 mph,False,49.318,3,"LINESTRING (-122.1982187 47.6119933, -122.1986993 47.6119932, -122.1988766 47.6119931)",,
26371191,True,,motorway_link,,False,208.175,1,"LINESTRING (-122.1891722 47.6170295, -122.1891341 47.6168258, -122.189133 47.6166811, -122.189147 47.6165133, -122.1892221 47.615631, -122.1892436 47.6151609)",,
161930315,True,,motorway_link,,False,266.255,1,"LINESTRING (-122.1891722 47.6170295, -122.1892055 47.616777, -122.189241 47.6166966, -122.1892824 47.6166395, -122.1893339 47.6165882, -122.1893817 47.6165514, -122.1894562 47.6165072, -122.1895321 47.6164738, -122.1896582 47.6164373, -122.18974 47.6164238, -122.189843 47.616417, -122.1899156 47.6164188, -122.1900059 47.6164286, -122.1900779 47.6164428, -122.1901509 47.6164637, -122.1902135 47.6164876, -122.1903249 47.6165481, -122.1903908 47.6166, -122.1904348 47.6166462, -122.1904754 47.6167049, -122.1905013 47.6167622, -122.1905148 47.6168156, -122.1905186 47.6168678, -122.1905131 47.6169217, -122.1904971 47.616977, -122.1904732 47.6170264, -122.1904399 47.6170751, -122.1904028 47.6171162, -122.1903548 47.6171494, -122.1903033 47.6171748, -122.1902257 47.6171979, -122.1896253 47.6172702)",,
6505892,False,Northeast 2nd Street,tertiary,30 mph,False,106.49600000000001,2,"LINESTRING (-122.1894374 47.6118544, -122.1901258 47.6118549, -122.190192 47.6118544, -122.1903809 47.611874, -122.1905747 47.6119295, -122.19075 47.6119465, -122.1908364 47.6119548)",,
"[609543472, 111868971, 609543471]",False,114th Avenue Northeast,unclassified,,"[False, True]",379.23,,"LINESTRING (-122.1894374 47.6118544, -122.1893712 47.611889, -122.1893345 47.6120079, -122.1893516 47.6124991, -122.1893207 47.6129483, -122.1893188 47.6130715, -122.1893173 47.6131783, -122.1893057 47.61396, -122.189319 47.6143018, -122.1893988 47.6150783, -122.1894396 47.6151308, -122.1895574 47.615192)",,
"[428073560, 37691308, 30614989, 986171220]",True,,motorway_link,,False,357.456,"['1', '2']","LINESTRING (-122.1889836 47.6168874, -122.1890284 47.616532, -122.1890799 47.6160634, -122.1891105 47.6156021, -122.1891533 47.6150976, -122.1891486 47.614426, -122.1891491 47.6143193, -122.1891496 47.6142126, -122.189151 47.6137346, -122.1891521 47.6136766)",yes,
880540177,True,,motorway,60 mph,False,549.366,4,"LINESTRING (-122.1889836 47.6168874, -122.1889463 47.615226, -122.1888946 47.6132193, -122.1888439 47.6119478)",,I 405
6334476,True,,motorway_link,,False,292.9589999999999,1,"LINESTRING (-122.1881948 47.6150853, -122.1881235 47.6155905, -122.1880736 47.6157466, -122.1880212 47.6158607, -122.1879567 47.6159385, -122.1878515 47.61603, -122.1877162 47.6161119, -122.1870257 47.6164947, -122.1869469 47.6165551, -122.1868957 47.6166064, -122.1868335 47.6166936, -122.1867969 47.61678, -122.1867812 47.6168963, -122.1867701 47.6170283, -122.1867573 47.6170948, -122.1867244 47.6171419, -122.1866861 47.6171738, -122.1866308 47.6172028, -122.1865521 47.6172237, -122.1864434 47.6172426)",,
531651939,True,,motorway_link,,False,239.639,1,"LINESTRING (-122.1881948 47.6150853, -122.1882645 47.6154964, -122.1882731 47.616208, -122.1883167 47.6172373)",,
160183269,True,,motorway_link,,False,261.13100000000003,1,"LINESTRING (-122.1883396 47.6175268, -122.1882715 47.6177839, -122.1882158 47.617906, -122.1881588 47.6179964, -122.1880826 47.6180609, -122.1879796 47.6181195, -122.187866 47.618157, -122.1877395 47.6181881, -122.1876435 47.6181952, -122.1875223 47.6181904, -122.1874029 47.6181738, -122.1873014 47.6181462, -122.1871973 47.6180974, -122.1871123 47.6180378, -122.1870485 47.6179781, -122.1869947 47.6178897, -122.1869691 47.6178179, -122.1869684 47.6177421, -122.1869828 47.6176602, -122.1870096 47.6175927, -122.187074 47.6175195, -122.1871389 47.6174865, -122.1872343 47.6174517, -122.187755 47.6173878)",,
531665400,True,,motorway_link,,False,67.331,2,"LINESTRING (-122.1891796 47.617635, -122.1891722 47.6170295)",,
