osmid,highway,oneway,reversed,length,name,geometry,bridge,lanes,maxspeed
20180183,residential,False,False,33.849,,"LINESTRING (-73.029322 40.780859, -73.029262 40.780558)",,,
20195434,residential,False,False,63.158,West Shore Drive,"LINESTRING (-73.029322 40.780859, -73.028644 40.780616)",,,
20195434,residential,False,True,39.524,West Shore Drive,"LINESTRING (-73.029322 40.780859, -73.029444 40.781083, -73.029479 40.781193)",,,
20180183,residential,False,True,33.849,,"LINESTRING (-73.029262 40.780558, -73.029322 40.780859)",,,
20207717,residential,False,False,52.433,Kent Street,"LINESTRING (-73.029262 40.780558, -73.028644 40.780616)",,,
20187915,residential,False,False,291.137,Loring Street,"LINESTRING (-73.022335 40.782832, -73.022518 40.783844, -73.022608 40.784195, -73.022517 40.784636, -73.022655 40.785422)",,,
"[20255627, 20237295]",residential,False,"[False, True]",106.606,"['Green Avenue', 'Lorring Street']","LINESTRING (-73.022335 40.782832, -73.022235 40.782843, -73.022157 40.78244, -73.022067 40.78197)",,,
20255627,residential,False,True,53.611,Green Avenue,"LINESTRING (-73.022335 40.782832, -73.022526 40.782814, -73.022968 40.78278)",,,
20239212,residential,False,False,75.748,Fry Boulevard,"LINESTRING (-73.022655 40.785422, -73.023548 40.785339)",,,
20239212,residential,False,True,73.732,Fry Boulevard,"LINESTRING (-73.022655 40.785422, -73.021784 40.785491)",,,
20187915,residential,False,True,291.137,Loring Street,"LINESTRING (-73.022655 40.785422, -73.022517 40.784636, -73.022608 40.784195, -73.022518 40.783844, -73.022335 40.782832)",,,
20255627,residential,False,False,24.517,Green Avenue,"LINESTRING (-73.023257 40.782753, -73.022968 40.78278)",,,
20255627,residential,False,True,47.187,Green Avenue,"LINESTRING (-73.023257 40.782753, -73.023814 40.782706)",,,
20189512,residential,False,False,290.381,Denton Street,"LINESTRING (-73.023257 40.782753, -73.023409 40.783767, -73.023532 40.784175, -73.023448 40.784648, -73.023485 40.784938, -73.023548 40.785339)",,,
20239212,residential,False,False,83.956,Fry Boulevard,"LINESTRING (-73.023548 40.785339, -73.024539 40.785255)",,,
20239212,residential,False,True,75.748,Fry Boulevard,"LINESTRING (-73.023548 40.785339, -73.022655 40.785422)",,,
20189512,residential,False,True,290.381,Denton Street,"LINESTRING (-73.023548 40.785339, -73.023485 40.784938, -73.023448 40.784648, -73.023532 40.784175, -73.023409 40.783767, -73.023257 40.782753)",,,
20189514,residential,False,False,98.951,Denton Street,"LINESTRING (-73.022968 40.78278, -73.022845 40.781895)",,,
20255627,residential,False,True,24.517,Green Avenue,"LINESTRING (-73.022968 40.78278, -73.023257 40.782753)",,,
20255627,residential,False,False,53.611,Green Avenue,"LINESTRING (-73.022968 40.78278, -73.022526 40.782814, -73.022335 40.782832)",,,
20189514,residential,False,True,98.951,Denton Street,"LINESTRING (-73.022845 40.781895, -73.022968 40.78278)",,,
20245677,residential,False,False,66.034,Patchogue Avenue,"LINESTRING (-73.022845 40.781895, -73.022067 40.78197)",,,
20245677,residential,False,True,70.387,Patchogue Avenue,"LINESTRING (-73.022845 40.781895, -73.023676 40.781826)",,,
"[20189514, 20192171]",residential,False,"[False, True]",290.693,"['Denton Street', 'East Shore Drive']","LINESTRING (-73.022845 40.781895, -73.022563 40.780051, -73.022692 40.779918, -73.022882 40.779826, -73.023357 40.779605)",,,
20191471,residential,False,False,100.576,Lyman Avenue,"LINESTRING (-73.028277 40.788505, -73.029269 40.788001)",,,
20195377,residential,False,False,76.186,Webb Avenue,"LINESTRING (-73.028277 40.788505, -73.027789 40.787928)",,,
20191471,residential,False,True,100.576,Lyman Avenue,"LINESTRING (-73.029269 40.788001, -73.028277 40.788505)",,,
20192171,residential,False,False,41.438,East Shore Drive,"LINESTRING (-73.028331 40.782313, -73.028162 40.781963)",,,
20255627,residential,False,False,50.597,Green Avenue,"LINESTRING (-73.028331 40.782313, -73.027734 40.782365)",,,
20255627,residential,False,True,26.394,Green Avenue,"LINESTRING (-73.028331 40.782313, -73.028643 40.78229)",,,
20192171,residential,False,False,59.139,East Shore Drive,"LINESTRING (-73.028162 40.781963, -73.02793 40.781461)",,,
20192171,residential,False,True,41.438,East Shore Drive,"LINESTRING (-73.028162 40.781963, -73.028331 40.782313)",,,
20220073,residential,False,False,87.093,Girard Place,"LINESTRING (-73.028162 40.781963, -73.027134 40.78205)",,,
20192171,residential,False,True,59.139,East Shore Drive,"LINESTRING (-73.02793 40.781461, -73.028162 40.781963)",,,
20245677,residential,False,False,74.375,Patchogue Avenue,"LINESTRING (-73.02793 40.781461, -73.027053 40.781541)",,,
20192171,residential,False,False,86.928,East Shore Drive,"LINESTRING (-73.02793 40.781461, -73.027818 40.781229, -73.027297 40.780868)",,,
"[1000421137, 1000421138, 20245677]",residential,False,True,135.224,Patchogue Avenue,"LINESTRING (-73.02793 40.781461, -73.028476 40.781421, -73.0288112 40.7813103, -73.0289093 40.7812779, -73.029033 40.781237, -73.029479 40.781193)",yes,,
20192171,residential,False,False,133.997,East Shore Drive,"LINESTRING (-73.027297 40.780868, -73.027217 40.780806, -73.027136 40.780745, -73.026636 40.780399, -73.026003 40.7802)",,,
20192171,residential,False,True,86.928,East Shore Drive,"LINESTRING (-73.027297 40.780868, -73.027818 40.781229, -73.02793 40.781461)",,,
20214927,residential,False,False,99.78200000000001,Thornton Street,"LINESTRING (-73.027297 40.780868, -73.026357 40.780947, -73.026119 40.780966)",,,
20192171,residential,False,False,78.67,East Shore Drive,"LINESTRING (-73.026003 40.7802, -73.025126 40.779956)",,,
20237446,residential,False,True,85.734,Sherman Street,"LINESTRING (-73.026003 40.7802, -73.026119 40.780966)",,,
20192171,residential,False,True,133.997,East Shore Drive,"LINESTRING (-73.026003 40.7802, -73.026636 40.780399, -73.027136 40.780745, -73.027217 40.780806, -73.027297 40.780868)",,,
20192171,residential,False,False,80.438,East Shore Drive,"LINESTRING (-73.025126 40.779956, -73.024234 40.779697)",,,
20192171,residential,False,True,78.67,East Shore Drive,"LINESTRING (-73.025126 40.779956, -73.026003 40.7802)",,,
20226644,residential,False,True,192.918,Mulford Street,"LINESTRING (-73.025126 40.779956, -73.025371 40.781681)",,,
20192171,residential,False,True,80.438,East Shore Drive,"LINESTRING (-73.024234 40.779697, -73.025126 40.779956)",,,
20207870,residential,False,True,229.807,Holbrook Street,"LINESTRING (-73.024234 40.779697, -73.024524 40.781752)",,,
20192171,residential,False,False,80.727,East Shore Drive,"LINESTRING (-73.024234 40.779697, -73.023615 40.779505, -73.023357 40.779605)",,,
20236267,residential,False,True,248.421,Rowland Street,"LINESTRING (-73.023357 40.779605, -73.023676 40.781826)",,,
"[20189514, 20192171]",residential,False,"[False, True]",290.693,"['Denton Street', 'East Shore Drive']","LINESTRING (-73.023357 40.779605, -73.022882 40.779826, -73.022692 40.779918, -73.022563 40.780051, -73.022845 40.781895)",,,
20192171,residential,False,True,80.727,East Shore Drive,"LINESTRING (-73.023357 40.779605, -73.023615 40.779505, -73.024234 40.779697)",,,
20192556,residential,False,False,27.284,Pine Street,"LINESTRING (-73.028149 40.78662, -73.028323 40.786827)",,,
20192556,residential,False,False,75.581,Pine Street,"LINESTRING (-73.028323 40.786827, -73.028826 40.78739)",,,
20192556,residential,False,True,27.284,Pine Street,"LINESTRING (-73.028323 40.786827, -73.028149 40.78662)",,,
20214867,residential,False,True,104.784,Putnam Avenue,"LINESTRING (-73.028323 40.786827, -73.027293 40.787356)",,,
20214867,residential,False,False,47.455,Putnam Avenue,"LINESTRING (-73.028323 40.786827, -73.028552 40.786715, -73.028781 40.786579)",,,
20192556,residential,False,True,75.581,Pine Street,"LINESTRING (-73.028826 40.78739, -73.028323 40.786827)",,,
49164965,tertiary,False,True,105.834,Prince Street,"LINESTRING (-73.028826 40.78739, -73.027789 40.787928)",,,
179220309,residential,False,False,67.601,Old North Ocean Avenue,"LINESTRING (-73.018742 40.788281, -73.019045 40.787718)",,,
776205448,residential,False,False,68.356,Eimer Street,"LINESTRING (-73.018742 40.788281, -73.0195523 40.788242)",,,
776205448,residential,False,True,43.812,Eimer Street,"LINESTRING (-73.018742 40.788281, -73.0182222 40.7883)",,,
20253116,residential,False,False,83.479,Virginia Place,"LINESTRING (-73.019045 40.787718, -73.0200339 40.7876631)",,,
179220309,residential,False,True,67.601,Old North Ocean Avenue,"LINESTRING (-73.019045 40.787718, -73.018742 40.788281)",,,
179220309,residential,False,False,73.409,Old North Ocean Avenue,"LINESTRING (-73.019045 40.787718, -73.0191914 40.7874227, -73.0192441 40.7872828, -73.0192737 40.7871842, -73.0192864 40.7870865)",,,
49164955,residential,False,False,70.89,Shaber Road,"LINESTRING (-73.0192864 40.7870865, -73.0193858 40.7870607, -73.0201195 40.7870085)",,,
179220309,residential,False,True,73.40899999999999,Old North Ocean Avenue,"LINESTRING (-73.0192864 40.7870865, -73.0192737 40.7871842, -73.0192441 40.7872828, -73.0191914 40.7874227, -73.019045 40.787718)",,,
669207573,tertiary,False,True,97.755,Shaber Road,"LINESTRING (-73.0192864 40.7870865, -73.0191238 40.7871231, -73.0187257 40.7871698, -73.018144 40.787238)",,,
669207574,tertiary,False,False,63.947,Old North Ocean Avenue,"LINESTRING (-73.0192864 40.7870865, -73.0192926 40.7870061, -73.0193084 40.7867999, -73.0193049 40.7867017, -73.019298 40.786512)",,,
20237022,residential,False,False,71.95599999999999,Poe Place,"LINESTRING (-73.019298 40.786512, -73.0193736 40.7865073, -73.0201498 40.786459)",,,
669207574,tertiary,False,False,75.16499999999999,Old North Ocean Avenue,"LINESTRING (-73.019298 40.786512, -73.0193149 40.786342, -73.0193347 40.7861885, -73.019381 40.785839)",,,
669207574,tertiary,False,True,63.946999999999996,Old North Ocean Avenue,"LINESTRING (-73.019298 40.786512, -73.0193049 40.7867017, -73.0193084 40.7867999, -73.0192926 40.7870061, -73.0192864 40.7870865)",,,
20226372,residential,False,False,64.071,Cassie Place,"LINESTRING (-73.019381 40.785839, -73.0194744 40.7858349, -73.0201407 40.7858053)",,,
669207574,tertiary,False,False,89.13,Old North Ocean Avenue,"LINESTRING (-73.019381 40.785839, -73.0194932 40.7851341, -73.0195077 40.7850432)",,,
669207574,tertiary,False,True,75.16499999999999,Old North Ocean Avenue,"LINESTRING (-73.019381 40.785839, -73.0193347 40.7861885, -73.0193149 40.786342, -73.019298 40.786512)",,,
49164963,tertiary,False,True,200.87,Traction Boulevard,"LINESTRING (-73.0195077 40.7850432, -73.0195803 40.785044, -73.0201587 40.7850505, -73.0203152 40.7850589, -73.0205048 40.7850967, -73.0206861 40.7851416, -73.021587 40.785423, -73.021784 40.785491)",,,
669207574,tertiary,False,True,89.13,Old North Ocean Avenue,"LINESTRING (-73.0195077 40.7850432, -73.0194932 40.7851341, -73.019381 40.785839)",,,
669207575,tertiary,False,False,392.658,Old North Ocean Avenue,"LINESTRING (-73.0195077 40.7850432, -73.0195495 40.7841318, -73.0195557 40.7839591, -73.0195625 40.7838046, -73.0195811 40.7836802, -73.0196046 40.7835501, -73.0196963 40.7831036, -73.0197221 40.7829596, -73.0197349 40.7828557, -73.0197422 40.7827306, -73.0197418 40.782636, -73.0197366 40.7825579, -73.0197147 40.7824725, -73.0196808 40.7824019, -73.019642 40.7823367, -73.0195793 40.7822489, -73.0194926 40.7821447, -73.0194272 40.7820729, -73.0193067 40.7819516, -73.0190475 40.7816736)",,2,30 mph
20217780,residential,False,False,119.04899999999999,Canaan Lake Drive,"LINESTRING (-73.019801 40.782569, -73.020098 40.782252, -73.020091 40.782183, -73.02006 40.782046, -73.019939 40.781722, -73.019977 40.781588)",,,
20232791,residential,False,True,78.838,Glendale Street,"LINESTRING (-73.0190475 40.7816736, -73.019977 40.781588)",,,
669207575,tertiary,False,False,88.437,Old North Ocean Avenue,"LINESTRING (-73.0190475 40.7816736, -73.0187009 40.7813169, -73.0184268 40.781032)",,2,30 mph
669207575,tertiary,False,True,392.658,Old North Ocean Avenue,"LINESTRING (-73.0190475 40.7816736, -73.0193067 40.7819516, -73.0194272 40.7820729, -73.0194926 40.7821447, -73.0195793 40.7822489, -73.019642 40.7823367, -73.0196808 40.7824019, -73.0197147 40.7824725, -73.0197366 40.7825579, -73.0197418 40.782636, -73.0197422 40.7827306, -73.0197349 40.7828557, -73.0197221 40.7829596, -73.0196963 40.7831036, -73.0196046 40.7835501, -73.0195811 40.7836802, -73.0195625 40.7838046, -73.0195557 40.7839591, -73.0195495 40.7841318, -73.0195077 40.7850432)",,2,30 mph
20203601,residential,False,False,150.221,Howell Street,"LINESTRING (-73.0184268 40.781032, -73.020204 40.780913)",,,
669207575,tertiary,False,True,88.437,Old North Ocean Avenue,"LINESTRING (-73.0184268 40.781032, -73.0187009 40.7813169, -73.0190475 40.7816736)",,2,30 mph
"[20194590, 20194591]",residential,True,False,268.61600000000004,Bushwick Avenue,"LINESTRING (-73.0231009 40.7862093, -73.0231912 40.7861671, -73.0237121 40.785924, -73.0238487 40.7858532, -73.0240088 40.7857701, -73.0250209 40.7856995, -73.025057 40.785697, -73.0255008 40.7856466, -73.025439 40.785186)",,,
49164963,tertiary,False,False,137.044,Traction Boulevard,"LINESTRING (-73.0231009 40.7862093, -73.022883 40.786049, -73.022228 40.785697, -73.021784 40.785491)",,,
49164963,tertiary,False,True,157.679,Traction Boulevard,"LINESTRING (-73.0231009 40.7862093, -73.0231523 40.7862639, -73.0233393 40.7864625, -73.024188 40.787364)",,,
20207867,residential,False,True,289.852,Holbrook Street,"LINESTRING (-73.025439 40.785186, -73.02505 40.782596)",,,
