osmid,oneway,highway,reversed,length,lanes,ref,geometry,name
20656551,True,trunk_link,False,61.185,,,"LINESTRING (-95.6234311 31.7809196, -95.6239982 31.7811849)",
976827167,False,trunk,False,63.863,4,TX 155,"LINESTRING (-95.6234311 31.7809196, -95.6231995 31.7813097, -95.6231241 31.7814312)",
976827168,False,trunk,True,121.249,6,TX 155,"LINESTRING (-95.6234311 31.7809196, -95.623875 31.78031, -95.6241165 31.779998)",
643965249,True,trunk_link,False,41.535,,,"LINESTRING (-95.6241165 31.779998, -95.6237307 31.7798192)",
976827168,False,trunk,False,121.249,6,TX 155,"LINESTRING (-95.6241165 31.779998, -95.623875 31.78031, -95.6234311 31.7809196)",
976827169,False,primary,True,75.934,4,TX 155,"LINESTRING (-95.6241165 31.779998, -95.6244026 31.7796869, -95.6246296 31.7794731)",
20672159,False,tertiary,False,371.91600000000005,2,FM 3309,"LINESTRING (-95.6304135 31.7796548, -95.6304808 31.7799963, -95.6305203 31.7801556, -95.6306165 31.7805437, -95.630721 31.7809502, -95.6307769 31.7812212, -95.630812 31.7814478, -95.6308529 31.781736, -95.6308822 31.7820884, -95.6308866 31.7821414, -95.6309548 31.7829619)",North Link Street
20672159,False,tertiary,True,110.995,2,FM 3309,"LINESTRING (-95.630938 31.785783, -95.6310349 31.7847882)",North Link Street
20670843,False,residential,False,354.973,,,"LINESTRING (-95.630938 31.785783, -95.6292446 31.7857667, -95.6289943 31.785813, -95.6286187 31.7859985, -95.6283869 31.7861118, -95.6282538 31.7861427, -95.628143 31.786125, -95.627643 31.786035, -95.627311 31.785964)",Meadowbrook Drive
20670843,False,residential,False,84.771,,,"LINESTRING (-95.627311 31.785964, -95.6264412 31.7857781)",Meadowbrook Drive
20670843,False,residential,True,354.97299999999996,,,"LINESTRING (-95.627311 31.785964, -95.627643 31.786035, -95.628143 31.786125, -95.6282538 31.7861427, -95.6283869 31.7861118, -95.6286187 31.7859985, -95.6289943 31.785813, -95.6292446 31.7857667, -95.630938 31.785783)",Meadowbrook Drive
20674987,False,residential,False,172.211,,,"LINESTRING (-95.627311 31.785964, -95.627153 31.784954, -95.627069 31.784429)",Pine Tree Drive
20670843,False,residential,True,84.771,,,"LINESTRING (-95.6264412 31.7857781, -95.627311 31.785964)",Meadowbrook Drive
20672159,False,tertiary,False,141.066,2,FM 3309,"LINESTRING (-95.6309548 31.7829619, -95.631021 31.783839, -95.6310399 31.7842284)",North Link Street
20672159,False,tertiary,True,371.91599999999994,2,FM 3309,"LINESTRING (-95.6309548 31.7829619, -95.6308866 31.7821414, -95.6308822 31.7820884, -95.6308529 31.781736, -95.630812 31.7814478, -95.6307769 31.7812212, -95.630721 31.7809502, -95.6306165 31.7805437, -95.6305203 31.7801556, -95.6304808 31.7799963, -95.6304135 31.7796548)",North Link Street
142876150,False,trunk,False,350.458,,Loop 256,"LINESTRING (-95.6309548 31.7829619, -95.6305522 31.7829387, -95.6301907 31.7829122, -95.6296972 31.7828509, -95.629403 31.7828001, -95.6292324 31.7827707, -95.6288118 31.7826801, -95.6283888 31.7825714, -95.6280134 31.7824572, -95.627656 31.7823303, -95.627381 31.7822153)",
142876150,False,trunk,True,350.458,,Loop 256,"LINESTRING (-95.627381 31.7822153, -95.627656 31.7823303, -95.6280134 31.7824572, -95.6283888 31.7825714, -95.6288118 31.7826801, -95.6292324 31.7827707, -95.629403 31.7828001, -95.6296972 31.7828509, -95.6301907 31.7829122, -95.6305522 31.7829387, -95.6309548 31.7829619)",
142876156,True,trunk_link,False,343.295,,,"LINESTRING (-95.627381 31.7822153, -95.6266608 31.7817561, -95.6263731 31.7815464, -95.6260894 31.7813074, -95.6258927 31.7811394, -95.6255845 31.7808788, -95.6254312 31.7807513, -95.6249631 31.780437, -95.6247803 31.780336, -95.6245979 31.7802464)",
20672159,False,tertiary,False,110.995,2,FM 3309,"LINESTRING (-95.6310349 31.7847882, -95.630938 31.785783)",North Link Street
20672159,False,tertiary,True,62.255,2,FM 3309,"LINESTRING (-95.6310349 31.7847882, -95.6310419 31.7845411, -95.6310399 31.7842284)",North Link Street
20671478,False,residential,False,18.015,,,"LINESTRING (-95.63007 31.784408, -95.6300157 31.7842527)",Fernwood Street
20677491,False,residential,False,47.946,,,"LINESTRING (-95.63007 31.784408, -95.6295701 31.7844812)",Ravenwood Drive
20677491,False,residential,True,93.825,,,"LINESTRING (-95.63007 31.784408, -95.6310399 31.7842284)",Ravenwood Drive
20671478,False,residential,True,18.015,,,"LINESTRING (-95.6300157 31.7842527, -95.63007 31.784408)",Fernwood Street
20677491,False,residential,False,93.825,,,"LINESTRING (-95.6310399 31.7842284, -95.63007 31.784408)",Ravenwood Drive
20672159,False,tertiary,False,62.255,2,FM 3309,"LINESTRING (-95.6310399 31.7842284, -95.6310419 31.7845411, -95.6310349 31.7847882)",North Link Street
20672159,False,tertiary,True,141.066,2,FM 3309,"LINESTRING (-95.6310399 31.7842284, -95.631021 31.783839, -95.6309548 31.7829619)",North Link Street
976827169,False,primary,True,11.596,4,TX 155,"LINESTRING (-95.6246296 31.7794731, -95.6247122 31.779396)",
551734233,True,trunk_link,False,95.828,,,"LINESTRING (-95.6246296 31.7794731, -95.624248 31.779694, -95.6241326 31.7797528, -95.6240405 31.7797938, -95.6239693 31.7798117, -95.6238896 31.779821, -95.6237307 31.7798192)",
976827169,False,primary,False,75.934,4,TX 155,"LINESTRING (-95.6246296 31.7794731, -95.6244026 31.7796869, -95.6241165 31.779998)",
643965248,False,trunk,False,136.885,5,TX 155,"LINESTRING (-95.6216674 31.7844235, -95.621143 31.785571)",
"[643965248, 976827167]",False,trunk,True,346.003,"['4', '5']",TX 155,"LINESTRING (-95.6216674 31.7844235, -95.6223006 31.7831091, -95.6224307 31.7828392, -95.6227446 31.7821923, -95.6230586 31.7815453)",
643965248,False,trunk,True,136.885,5,TX 155,"LINESTRING (-95.621143 31.785571, -95.6216674 31.7844235)",
20674987,False,residential,True,172.211,,,"LINESTRING (-95.627069 31.784429, -95.627153 31.784954, -95.627311 31.785964)",Pine Tree Drive
20677491,False,residential,True,47.946,,,"LINESTRING (-95.6295701 31.7844812, -95.63007 31.784408)",Ravenwood Drive
20656551,True,trunk_link,False,340.42,,,"LINESTRING (-95.6239982 31.7811849, -95.624039 31.781204, -95.6244602 31.7813802, -95.6248135 31.781491, -95.6252283 31.7815969, -95.6257636 31.7817307, -95.6259775 31.7817941, -95.6262735 31.7818937, -95.6267842 31.782077, -95.627381 31.7822153)",
976827167,False,trunk,False,14.117,4,TX 155,"LINESTRING (-95.6231241 31.7814312, -95.6230586 31.7815453)",
857362751,True,trunk_link,False,92.85900000000001,,,"LINESTRING (-95.6231241 31.7814312, -95.6233631 31.7812613, -95.6234312 31.7812217, -95.6235154 31.7811867, -95.6235945 31.7811617, -95.6236844 31.781148, -95.6237756 31.7811446, -95.6239982 31.7811849)",
976827167,False,trunk,True,63.863,4,TX 155,"LINESTRING (-95.6231241 31.7814312, -95.6231995 31.7813097, -95.6234311 31.7809196)",
551734231,True,trunk_link,False,109.80799999999999,,,"LINESTRING (-95.6229025 31.7806317, -95.6230742 31.7807775, -95.6231225 31.7808915, -95.6231426 31.7810465, -95.6231367 31.7811192, -95.6231165 31.7812336, -95.6230586 31.7815453)",
1026006658,True,trunk_link,False,59.346000000000004,,,"LINESTRING (-95.6229025 31.7806317, -95.6230281 31.7807035, -95.6234311 31.7809196)",
142876156,True,trunk_link,False,53.233000000000004,,,"LINESTRING (-95.6245979 31.7802464, -95.6245376 31.7802168, -95.6241165 31.779998)",
551734236,True,trunk_link,False,102.273,,,"LINESTRING (-95.6245979 31.7802464, -95.6245038 31.7801106, -95.624477 31.7800057, -95.6244686 31.7799161, -95.6244764 31.7798429, -95.6245014 31.7797582, -95.6247122 31.779396)",
976827167,False,trunk,True,14.117,4,TX 155,"LINESTRING (-95.6230586 31.7815453, -95.6231241 31.7814312)",
"[643965248, 976827167]",False,trunk,False,346.00300000000004,"['4', '5']",TX 155,"LINESTRING (-95.6230586 31.7815453, -95.6227446 31.7821923, -95.6224307 31.7828392, -95.6223006 31.7831091, -95.6216674 31.7844235)",
976827169,False,primary,False,11.596,4,TX 155,"LINESTRING (-95.6247122 31.779396, -95.6246296 31.7794731)",
