osmid,oneway,name,highway,maxspeed,access,reversed,length,geometry,lanes,ref,bridge,tunnel,junction
352977511,False,Rue Clemenceau,residential,30,yes,True,4.985,"LINESTRING (2.3765584 51.036098, 2.3765497 51.0360535)",,,,,
352977511,False,Rue Clemenceau,residential,30,yes,False,61.391000000000005,"LINESTRING (2.3765584 51.036098, 2.3765761 51.0361775, 2.3766727 51.0366454)",,,,,
352977511,False,Rue Clemenceau,residential,30,yes,False,13.452000000000002,"LINESTRING (2.3766727 51.0366454, 2.3766789 51.0366827, 2.376688 51.0367203, 2.376701 51.036765)",,,,,
352977511,False,Rue Clemenceau,residential,30,yes,True,61.391000000000005,"LINESTRING (2.3766727 51.0366454, 2.3765761 51.0361775, 2.3765584 51.036098)",,,,,
72300800,False,Rue des Sœurs Blanches,residential,30,yes,False,133.682,"LINESTRING (2.376701 51.036765, 2.3768355 51.0367572, 2.3777639 51.0367036, 2.3778558 51.0366983, 2.3782369 51.0366817, 2.3786062 51.0366655)",,,,,
352977511,False,Rue Clemenceau,residential,30,yes,False,65.89399999999999,"LINESTRING (2.376701 51.036765, 2.3768711 51.0372662, 2.3768965 51.0373447)",,,,,
352977511,False,Rue Clemenceau,residential,30,yes,True,13.452,"LINESTRING (2.376701 51.036765, 2.376688 51.0367203, 2.3766789 51.0366827, 2.3766727 51.0366454)",,,,,
36835222,False,Place Charles Valentin,residential,30,,False,48.993,"LINESTRING (2.3768965 51.0373447, 2.3769024 51.0373632, 2.3769071 51.0373706, 2.3769145 51.0373764, 2.3769267 51.0373795, 2.37694 51.0373815, 2.3769554 51.0373816, 2.3769719 51.03738, 2.3771242 51.0373622, 2.3771639 51.0373584, 2.377208 51.0373581, 2.3772375 51.0373604, 2.3772644 51.0373658, 2.3772884 51.0373743, 2.3773051 51.0373839, 2.3773179 51.0373993, 2.3773264 51.0374162, 2.3773644 51.0375295)",1,,,,
72300847,False,Rue Faulconnier,residential,30,yes,False,74.857,"LINESTRING (2.3768965 51.0373447, 2.3767278 51.0373679, 2.3766324 51.0373803, 2.3765798 51.0373859, 2.3765387 51.0373898, 2.3764958 51.0373921, 2.3758349 51.0374215)",,,,,
352977511,False,Rue Clemenceau,residential,30,yes,True,65.89399999999999,"LINESTRING (2.3768965 51.0373447, 2.3768711 51.0372662, 2.376701 51.036765)",,,,,
36835222,False,Place Charles Valentin,residential,30,,False,44.446,"LINESTRING (2.3773644 51.0375295, 2.3774941 51.0379208)",1,,,,
36835222,False,Place Charles Valentin,residential,30,,True,48.993,"LINESTRING (2.3773644 51.0375295, 2.3773264 51.0374162, 2.3773179 51.0373993, 2.3773051 51.0373839, 2.3772884 51.0373743, 2.3772644 51.0373658, 2.3772375 51.0373604, 2.377208 51.0373581, 2.3771639 51.0373584, 2.3771242 51.0373622, 2.3769719 51.03738, 2.3769554 51.0373816, 2.37694 51.0373815, 2.3769267 51.0373795, 2.3769145 51.0373764, 2.3769071 51.0373706, 2.3769024 51.0373632, 2.3768965 51.0373447)",1,,,,
"[36835235, 715598281, 715598282, 715598283, 715598284]",False,Cours François Bart,residential,30,yes,False,91.454,"LINESTRING (2.3773644 51.0375295, 2.3775524 51.0375016, 2.3777005 51.0374813, 2.3777848 51.0374702, 2.3778481 51.0374626, 2.3779207 51.0374558, 2.3781577 51.0374346, 2.3782126 51.0374297, 2.3782557 51.0374277, 2.3782999 51.0374271, 2.3783592 51.0374279, 2.3785551 51.0374344, 2.3786564 51.0374386)",,,,,
36835222,False,Place Charles Valentin,residential,30,,True,44.446,"LINESTRING (2.3774941 51.0379208, 2.3773644 51.0375295)",1,,,,
72300827,True,Rue Michel de Swaen,residential,30,yes,False,106.502,"LINESTRING (2.3774941 51.0379208, 2.3769408 51.037998, 2.3760088 51.0381331)",,,,,
1095279402,False,Rue Jean Jaurès,residential,30,yes,False,22.105,"LINESTRING (2.3774941 51.0379208, 2.3775306 51.0380256, 2.377553 51.0380899, 2.3775617 51.038115)",,,,,
"[1095279402, 36835223]",False,Rue Jean Jaurès,residential,30,yes,True,67.333,"LINESTRING (2.37774 51.0387092, 2.3777373 51.0386899, 2.3777348 51.0386723, 2.3777326 51.0386571, 2.3777289 51.0386306, 2.3777245 51.0385994, 2.3777205 51.0385716, 2.3775955 51.0382122, 2.3775617 51.038115)",,,,,
72301105,True,Rue Fockedey,residential,30,yes,False,60.70399999999999,"LINESTRING (2.37774 51.0387092, 2.3778416 51.0386961, 2.3783454 51.0386254, 2.3783911 51.0386187, 2.3784275 51.0386109, 2.3784687 51.0386005, 2.378504 51.0385874, 2.3785368 51.0385717, 2.3785633 51.0385561)",,,,,
234779814,False,Rue Jean Jaurès,residential,30,yes,True,9.389,"LINESTRING (2.37774 51.0387092, 2.3777353 51.0387209, 2.3777287 51.0387345, 2.3777141 51.0387537, 2.3776847 51.0387856)",,,,,
118189950,True,Rue du Docteur Louis Lemaire,residential,30,yes,False,58.587,"LINESTRING (2.3816346 51.0383626, 2.3815303 51.0383549, 2.3808025 51.0383006)",,,,,
589169725,False,Rue du Jeu de Paume,residential,30,yes,False,78.721,"LINESTRING (2.3816346 51.0383626, 2.3816313 51.0383919, 2.3816304 51.0384201, 2.3816313 51.0384467, 2.3816353 51.0384855, 2.3816957 51.0388565, 2.3817064 51.0388996, 2.3817198 51.0389442, 2.3817372 51.0389965, 2.3817602 51.0390645)",,,,,
589169725,False,Rue du Jeu de Paume,residential,30,yes,True,13.993000000000002,"LINESTRING (2.3816346 51.0383626, 2.3816353 51.0383337, 2.3816353 51.0383101, 2.381634 51.0382823, 2.3816286 51.0382369)",,,,,
118184533,False,Rue Henri Terquem,residential,30,yes,True,92.983,"LINESTRING (2.3808025 51.0383006, 2.3808078 51.0382266, 2.3808092 51.0381912, 2.3808078 51.0381532, 2.3808022 51.0380974, 2.3807961 51.0380575, 2.3807462 51.0377305, 2.3807161 51.0375332, 2.3807061 51.0374675)",,,,,
589166830,True,Rue Henri Terquem,residential,30,yes,False,76.711,"LINESTRING (2.3808025 51.0383006, 2.380758 51.0389307, 2.3807538 51.0389898)",,,,,
589166831,True,Rue du Docteur Louis Lemaire,residential,30,yes,False,83.91,"LINESTRING (2.3808025 51.0383006, 2.3796738 51.0382236, 2.3796094 51.0382192)",,,,,
589166831,True,Rue du Docteur Louis Lemaire,residential,30,yes,False,28.020000000000003,"LINESTRING (2.3796094 51.0382192, 2.3795061 51.0382121, 2.379211 51.038192)",,,,,
"[715598272, 715598273, 36835228]",False,Rue Saint-Jean,residential,50,yes,False,50.687999999999995,"LINESTRING (2.3785633 51.0385561, 2.3786496 51.0386031, 2.378758 51.0386622, 2.378864 51.0387304, 2.3790222 51.0388252, 2.3790924 51.0388674)",,,,,
72301105,True,Rue Fockedey,residential,30,yes,False,46.019999999999996,"LINESTRING (2.3785633 51.0385561, 2.3785985 51.0385239, 2.3786218 51.0384922, 2.3786439 51.0384545, 2.3786566 51.038421, 2.378666 51.0383693, 2.3786909 51.0382185, 2.3787008 51.0381572)",,,,,
403659116,False,Rue du Docteur Louis Lemaire,residential,30,yes,False,5.511,"LINESTRING (2.3787008 51.0381572, 2.3786225 51.0381515)",,,,,
36835226,True,Rue Saint-Pierre,residential,30,yes,False,75.55799999999999,"LINESTRING (2.379211 51.038192, 2.3792023 51.0382412, 2.3790924 51.0388674)",,,,,
589166831,True,Rue du Docteur Louis Lemaire,residential,30,yes,False,35.882,"LINESTRING (2.379211 51.038192, 2.3787915 51.0381634, 2.3787008 51.0381572)",,,,,
"[36835227, 715598270, 715598271]",True,Rue Saint-Jean,residential,30,,False,116.959,"LINESTRING (2.3807538 51.0389898, 2.3806893 51.0389851, 2.379622 51.0389059, 2.3793438 51.0388853, 2.3791728 51.0388736, 2.3790924 51.0388674)",,,,,
36835227,True,Rue Saint-Jean,residential,30,,False,70.85499999999999,"LINESTRING (2.3817602 51.0390645, 2.3816705 51.0390578, 2.3814333 51.0390402, 2.3808391 51.0389962, 2.3807538 51.0389898)",,,,,
589169725,False,Rue du Jeu de Paume,residential,30,yes,True,78.72099999999999,"LINESTRING (2.3817602 51.0390645, 2.3817372 51.0389965, 2.3817198 51.0389442, 2.3817064 51.0388996, 2.3816957 51.0388565, 2.3816353 51.0384855, 2.3816313 51.0384467, 2.3816304 51.0384201, 2.3816313 51.0383919, 2.3816346 51.0383626)",,,,,
"[715598272, 715598273, 36835228]",False,Rue Saint-Jean,residential,50,yes,True,50.687999999999995,"LINESTRING (2.3790924 51.0388674, 2.3790222 51.0388252, 2.378864 51.0387304, 2.378758 51.0386622, 2.3786496 51.0386031, 2.3785633 51.0385561)",,,,,
36835229,True,Rue de la Renaissance,residential,30,yes,False,85.22800000000001,"LINESTRING (2.3796524 51.0374532, 2.379649 51.0375144, 2.3796125 51.0381688, 2.3796094 51.0382192)",,,,,
175415164,True,Rue Emmery,residential,30,yes,False,73.7,"LINESTRING (2.3796524 51.0374532, 2.3797617 51.0374548, 2.3800916 51.0374597, 2.3803572 51.037466, 2.3804447 51.0374666, 2.3805463 51.0374685, 2.3806142 51.0374681, 2.3807061 51.0374675)",,,,,
"[158084896, 36835236]",True,"['Rue Jean Bart', 'Rue des Chaudronniers']",residential,30,yes,False,140.629,"LINESTRING (2.3785558 51.036, 2.3781072 51.0360167, 2.3780711 51.0360171, 2.378036 51.0360129, 2.3780004 51.0360059, 2.3779138 51.0360087, 2.3774393 51.0360238, 2.3767153 51.0360468, 2.3765497 51.0360535)",,,,,
403659120,False,Rue Jean Bart,residential,30,yes,False,46.405,"LINESTRING (2.3785558 51.036, 2.3789053 51.0359844, 2.3792176 51.0359689)",,,,,
36835230,True,Rue de Bourgogne,residential,30,yes,False,74.08500000000001,"LINESTRING (2.3786062 51.0366655, 2.3786007 51.0365959, 2.3785618 51.0361033, 2.3785558 51.036)",,,,,
72300800,False,Rue des Sœurs Blanches,residential,30,yes,False,188.273,"LINESTRING (2.3786062 51.0366655, 2.3786908 51.0366621, 2.3790146 51.0366492, 2.3790339 51.036648, 2.3791921 51.0366408, 2.3793081 51.0366351, 2.3793675 51.0366311, 2.3794238 51.0366277, 2.3794989 51.0366227, 2.3795956 51.036619, 2.3800183 51.0366084, 2.3803915 51.0365991, 2.3807889 51.0365892, 2.3810539 51.0365826, 2.3812075 51.0365788, 2.3812946 51.0365766)",,,,,
72300800,False,Rue des Sœurs Blanches,residential,30,yes,True,133.682,"LINESTRING (2.3786062 51.0366655, 2.3782369 51.0366817, 2.3778558 51.0366983, 2.3777639 51.0367036, 2.3768355 51.0367572, 2.376701 51.036765)",,,,,
36835230,True,Rue de Bourgogne,residential,30,yes,False,86.04100000000001,"LINESTRING (2.3786564 51.0374386, 2.3786552 51.0373996, 2.3786555 51.0373663, 2.3786105 51.0367236, 2.3786062 51.0366655)",,,,,
175415164,True,Rue Emmery,residential,30,yes,False,69.666,"LINESTRING (2.3786564 51.0374386, 2.3787536 51.0374393, 2.379031 51.0374399, 2.3791477 51.0374424, 2.3796524 51.0374532)",,,,,
"[36835235, 715598281, 715598282, 715598283, 715598284]",False,Cours François Bart,residential,30,yes,True,91.45400000000001,"LINESTRING (2.3786564 51.0374386, 2.3785551 51.0374344, 2.3783592 51.0374279, 2.3782999 51.0374271, 2.3782557 51.0374277, 2.3782126 51.0374297, 2.3781577 51.0374346, 2.3779207 51.0374558, 2.3778481 51.0374626, 2.3777848 51.0374702, 2.3777005 51.0374813, 2.3775524 51.0375016, 2.3773644 51.0375295)",,,,,
403659116,False,Rue du Docteur Louis Lemaire,residential,30,yes,True,5.511,"LINESTRING (2.3786225 51.0381515, 2.3787008 51.0381572)",,,,,
36835230,True,Rue de Bourgogne,residential,30,yes,False,79.307,"LINESTRING (2.3786225 51.0381515, 2.3786262 51.0380886, 2.3786339 51.0379232, 2.3786564 51.0374386)",,,,,
403659116,False,Rue du Docteur Louis Lemaire,residential,30,yes,False,74.604,"LINESTRING (2.3786225 51.0381515, 2.3778676 51.0381003, 2.37782 51.0380982, 2.3777797 51.0380982, 2.377717 51.0381015, 2.3775617 51.038115)",,,,,
36835232,True,Rue Jules Hocquet,residential,30,yes,False,89.305,"LINESTRING (2.3836877 51.0381726, 2.3836797 51.0381243, 2.3835663 51.037441, 2.3835551 51.0373738)",,,,,
589169724,False,Rue Emmery,residential,30,yes,False,3.144,"LINESTRING (2.3835551 51.0373738, 2.3836 51.0373722)",,,,,
589169724,False,Rue Emmery,residential,30,yes,True,27.755,"LINESTRING (2.3835551 51.0373738, 2.3834538 51.0373775, 2.3831588 51.0373881)",,,,,
589169725,False,Rue du Jeu de Paume,residential,30,yes,False,13.993000000000002,"LINESTRING (2.3816286 51.0382369, 2.381634 51.0382823, 2.3816353 51.0383101, 2.3816353 51.0383337, 2.3816346 51.0383626)",,,,,
589169725,False,Rue du Jeu de Paume,residential,30,yes,True,88.38,"LINESTRING (2.3816286 51.0382369, 2.3816182 51.0381909, 2.3815303 51.0376659, 2.3815052 51.0375368, 2.3814979 51.03751, 2.3814878 51.0374828, 2.381474 51.0374486)",,,,,
1095279477,False,Rue Louis Burnod,residential,30,yes,False,41.077,"LINESTRING (2.3816286 51.0382369, 2.3816961 51.0382359, 2.3822158 51.0382254)",,,,,
459204355,False,Rue du Jeu de Paume,residential,30,yes,True,97.83399999999999,"LINESTRING (2.381474 51.0374486, 2.3814623 51.0374238, 2.3814516 51.0373951, 2.3814435 51.0373615, 2.3813124 51.0366486, 2.3813038 51.0366121, 2.3812946 51.0365766)",,,,,
589169724,False,Rue Emmery,residential,30,yes,False,117.995,"LINESTRING (2.381474 51.0374486, 2.3815949 51.0374442, 2.3818259 51.0374359, 2.3831588 51.0373881)",,,,,
589169725,False,Rue du Jeu de Paume,residential,30,yes,False,88.38,"LINESTRING (2.381474 51.0374486, 2.3814878 51.0374828, 2.3814979 51.03751, 2.3815052 51.0375368, 2.3815303 51.0376659, 2.3816182 51.0381909, 2.3816286 51.0382369)",,,,,
118184533,False,Rue Henri Terquem,residential,30,yes,False,92.98299999999999,"LINESTRING (2.3807061 51.0374675, 2.3807161 51.0375332, 2.3807462 51.0377305, 2.3807961 51.0380575, 2.3808022 51.0380974, 2.3808078 51.0381532, 2.3808092 51.0381912, 2.3808078 51.0382266, 2.3808025 51.0383006)",,,,,
175415164,True,Rue Emmery,residential,30,yes,False,53.743,"LINESTRING (2.3807061 51.0374675, 2.3807794 51.0374676, 2.3808341 51.0374668, 2.3813764 51.0374533, 2.381474 51.0374486)",,,,,
403659120,False,Rue Jean Bart,residential,30,yes,True,46.405,"LINESTRING (2.3792176 51.0359689, 2.3789053 51.0359844, 2.3785558 51.036)",,,,,
36835238,True,Rue du Château,residential,30,yes,False,81.905,"LINESTRING (2.3792752 51.0352332, 2.3792701 51.0352952, 2.3792388 51.0356783, 2.3792176 51.0359689)",,,,,
178954201,True,Rue du Président Poincaré,residential,30,yes,False,102.10700000000001,"LINESTRING (2.3792752 51.0352332, 2.3793591 51.035231, 2.3794203 51.0352294, 2.3798369 51.0352186, 2.3806588 51.0351972, 2.3807342 51.0351953)",,,,,
117001842,True,Quai des Hollandais,tertiary,50,yes,False,85.424,"LINESTRING (2.3738523 51.0369547, 2.3739045 51.0370116, 2.3739487 51.0370564, 2.3740054 51.0371108, 2.3740474 51.0371499, 2.3740832 51.0371823, 2.3741283 51.0372188, 2.3741649 51.0372495, 2.3742063 51.0372836, 2.3742632 51.0373275, 2.3743197 51.0373704, 2.374373 51.0374113, 2.3744465 51.0374636, 2.3745031 51.0375062, 2.3745425 51.0375357, 2.3745882 51.0375658)",,,,,
211424845,True,Rue du Maréchal French,residential,30,yes,False,96.55899999999998,"LINESTRING (2.3738523 51.0369547, 2.3739182 51.0369328, 2.3740146 51.0369002, 2.3740744 51.0368817, 2.3741278 51.0368665, 2.374197 51.0368489, 2.3742578 51.0368346, 2.3743168 51.0368206, 2.3743883 51.0368048, 2.3744523 51.0367918, 2.374513 51.03678, 2.3745825 51.036767, 2.3746422 51.0367572, 2.3747105 51.036746, 2.3747773 51.0367355, 2.3748483 51.0367248, 2.374913 51.0367164, 2.3749812 51.036708, 2.375043 51.0367021, 2.3751027 51.0366972, 2.3751598 51.0366925)",,,,,
120003796,True,Rue des Fusiliers Marins,tertiary,30,yes,False,40.038,"LINESTRING (2.3717562 51.0329857, 2.3717449 51.0329383, 2.3717359 51.0328984, 2.3717285 51.0328577, 2.3717078 51.0327606, 2.3717038 51.0327407, 2.3716991 51.032715, 2.3716959 51.0326911, 2.3716864 51.0326284)",,,,,
564434248,True,Rue Pierre Woussen,busway,,no,False,65.297,"LINESTRING (2.3717562 51.0329857, 2.3716932 51.0328521, 2.3716739 51.0328197, 2.3716546 51.032792, 2.3716374 51.0327706, 2.371622 51.0327529, 2.3716092 51.0327403, 2.3715922 51.032724, 2.3715683 51.0327065, 2.3715509 51.0326947, 2.3715292 51.0326797, 2.3714979 51.0326608, 2.3714604 51.0326405, 2.3714216 51.032622, 2.3713884 51.0326081, 2.3713471 51.0325933, 2.3713101 51.0325817, 2.3712659 51.0325682, 2.3712019 51.0325502)",1,,,,
177272908,True,Avenue Guynemer,residential,50,yes,False,11.981000000000002,"LINESTRING (2.3712727 51.0308893, 2.371184 51.0308718, 2.3711092 51.0308571)",2,,,,
561977374,False,Avenue Guynemer,secondary,50,yes,True,43.757,"LINESTRING (2.3712727 51.0308893, 2.3714387 51.0309214, 2.3714614 51.0309258, 2.3717841 51.0309883, 2.3718707 51.0310051)",2,,,,
52646640,True,Rue Thiers,residential,30,yes,False,49.04,"LINESTRING (2.3734118 51.0312825, 2.3734757 51.0312929, 2.3739272 51.0313738, 2.3740058 51.0313889, 2.3740856 51.0314046)",,,,,
179666847,False,Rue Thiers,residential,30,yes,False,38.092,"LINESTRING (2.3740856 51.0314046, 2.3742031 51.0314302, 2.374289 51.0314492, 2.3745992 51.0315187)",,,,,
45739545,True,Place du Palais de Justice,residential,30,yes,False,91.14899999999999,"LINESTRING (2.3745992 51.0315187, 2.3746097 51.0314565, 2.3746616 51.0311508, 2.374671 51.0310955, 2.3747287 51.030755, 2.3747347 51.0307194, 2.3747374 51.0307036)",,,,,
"[628856336, 179666847]",False,Rue Thiers,residential,30,yes,False,71.27799999999999,"LINESTRING (2.3745992 51.0315187, 2.3747272 51.0315464, 2.3747973 51.0315622, 2.3748615 51.0315769, 2.3751313 51.0316458, 2.3753631 51.0317055, 2.3754368 51.0317244, 2.3755477 51.031753)",,,,,
179666847,False,Rue Thiers,residential,30,yes,True,38.092,"LINESTRING (2.3745992 51.0315187, 2.374289 51.0314492, 2.3742031 51.0314302, 2.3740856 51.0314046)",,,,,
116887716,True,Place de la République,residential,30,yes,False,71.45,"LINESTRING (2.3755477 51.031753, 2.3756692 51.0317894, 2.3762081 51.0319507, 2.3763583 51.0319978, 2.3763895 51.0320094, 2.3764202 51.0320223, 2.3764424 51.0320318, 2.3764626 51.032038)",,,,,
"[628856336, 179666847]",False,Rue Thiers,residential,30,yes,True,71.27799999999999,"LINESTRING (2.3755477 51.031753, 2.3754368 51.0317244, 2.3753631 51.0317055, 2.3751313 51.0316458, 2.3748615 51.0315769, 2.3747973 51.0315622, 2.3747272 51.0315464, 2.3745992 51.0315187)",,,,,
72300676,False,Place Émile Bollaert,living_street,20,yes,False,37.312,"LINESTRING (2.3750372 51.0339684, 2.374504 51.0339555)",,,,,
117005866,True,Place Émile Bollaert,living_street,20,yes,False,134.811,"LINESTRING (2.3750372 51.0339684, 2.3751899 51.0339736, 2.375209 51.0339751, 2.3752281 51.0339792, 2.3752456 51.0339867, 2.3755522 51.0341995, 2.3755655 51.0342125, 2.3755728 51.0342279, 2.3755746 51.0342514, 2.3755723 51.0343045, 2.3755695 51.0343722, 2.3755663 51.0344456, 2.3755637 51.034507, 2.3755614 51.0345244, 2.3755559 51.0345398, 2.3755461 51.0345525, 2.3755283 51.0345667, 2.3752146 51.0347554, 2.37519 51.0347654, 2.3751687 51.0347686, 2.3751402 51.0347688, 2.3749945 51.0347664)",,,,,
553849404,False,Boulevard Alexandre III,residential,30,yes,True,97.933,"LINESTRING (2.3738252 51.032429, 2.3739529 51.0324736, 2.3740758 51.0325185, 2.3742712 51.0325903, 2.3745789 51.0327023, 2.3747436 51.0327583, 2.374849 51.0327977, 2.3748957 51.0328158, 2.3749324 51.0328306, 2.3749738 51.03285, 2.3750307 51.0328762)",2,,,,
1095468736,True,Boulevard Alexandre III,residential,30,yes,False,141.296,"LINESTRING (2.3738252 51.032429, 2.3733996 51.0323283, 2.3731641 51.0322747, 2.3730383 51.0322467, 2.3721886 51.0320578, 2.3721242 51.0320445, 2.3720867 51.0320372, 2.3720565 51.0320322, 2.372027 51.0320284, 2.3719954 51.0320251, 2.3719646 51.032023, 2.3719155 51.0320201)",2,,,,
452867027,True,Route de l'Écluse de Bergues,secondary,30,yes,False,89.13100000000001,"LINESTRING (2.3723964 51.0302844, 2.3723758 51.0303382, 2.3723642 51.0303702, 2.3723482 51.0304147, 2.3723348 51.0304609, 2.3722076 51.0309249, 2.37219 51.0309894, 2.3721671 51.0310727)",4,D 916,,,
533775946,False,Quai aux Bois,residential,50,yes,True,55.07600000000001,"LINESTRING (2.3723964 51.0302844, 2.3725429 51.0303089, 2.3725823 51.0303155, 2.3726266 51.0303226, 2.3726577 51.0303269, 2.372684 51.0303296, 2.3727149 51.0303317, 2.3727587 51.0303329, 2.3729412 51.0303326, 2.3729873 51.0303321, 2.373025 51.0303331, 2.3730558 51.0303366, 2.3730931 51.0303418, 2.3731696 51.030357)",2,,,,
45740422,True,Rue Alfred Dumont,residential,30,yes,False,89.06099999999999,"LINESTRING (2.3764626 51.032038, 2.376501 51.0319786, 2.3769429 51.0312962)",,,,,
158085319,True,Rue du Sud,residential,30,yes,False,54.708,"LINESTRING (2.3764626 51.032038, 2.3765572 51.0320672, 2.3771736 51.0322432)",,,,,
45740422,True,Rue Alfred Dumont,residential,30,yes,False,71.554,"LINESTRING (2.3769429 51.0312962, 2.3769747 51.0312469, 2.3773287 51.0307002)",,,,,
45740446,True,Rue de Soubise,residential,30,yes,False,71.698,"LINESTRING (2.3769429 51.0312962, 2.3768425 51.0312679, 2.3760844 51.0310523, 2.3760085 51.0310308)",,,,,
"[949383713, 172617890]",True,"['Place du Palais de Justice', 'Rue Albert 1er']",residential,30,yes,False,86.995,"LINESTRING (2.3760085 51.0310308, 2.3759598 51.0311856, 2.3759499 51.0312119, 2.3759391 51.0312334, 2.3759271 51.0312521, 2.3759004 51.0312891, 2.3756459 51.0316238, 2.3756084 51.0316732, 2.3755477 51.031753)",,,,,
175412350,False,Rue Clemenceau,residential,30,yes,False,17.094,"LINESTRING (2.3765432 51.0353214, 2.376523 51.0354746)",,,,,
178954201,True,Rue du Président Poincaré,residential,30,yes,False,191.28799999999998,"LINESTRING (2.3765432 51.0353214, 2.376705 51.0353157, 2.3777399 51.0352792, 2.3778223 51.0352762, 2.3779503 51.0352717, 2.3783945 51.0352561, 2.3792752 51.0352332)",,,,,
116873733,True,Rue Alfred Dumont,residential,30,yes,False,61.14,"LINESTRING (2.3779125 51.0302956, 2.3778217 51.0303377, 2.3777529 51.0303714, 2.3777122 51.0303946, 2.377674 51.0304192, 2.3773287 51.0307002)",,,,,
167451251,True,Rue Marengo,residential,30,yes,False,173.913,"LINESTRING (2.3779125 51.0302956, 2.3779897 51.0303189, 2.3791134 51.0306581, 2.3793448 51.0307279, 2.3800382 51.0309372, 2.3801546 51.0309723)",,,,,
168968036,True,Rue Roger Salengro,residential,30,yes,False,2.678,"LINESTRING (2.3751466 51.03603, 2.3751849 51.0360302)",,,,,
118176041,False,,tertiary,,,False,4.551,"LINESTRING (2.3745882 51.0375658, 2.3745382 51.037592)",,,,,
72300847,False,Rue Faulconnier,residential,30,yes,True,89.19800000000001,"LINESTRING (2.3745882 51.0375658, 2.3746253 51.0375515, 2.3746544 51.0375414, 2.3746819 51.0375357, 2.3747255 51.0375272, 2.3747725 51.0375198, 2.3751617 51.0374678, 2.3752312 51.0374585, 2.3752896 51.0374524, 2.3753396 51.0374479, 2.3754059 51.0374424, 2.3754739 51.0374381, 2.3757546 51.0374242, 2.3758349 51.0374215)",,,,,
