osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,width
20614248,Griffin Avenue,residential,False,False,73.663,"LINESTRING (-76.7109715 37.2675102, -76.7113451 37.2681022)",,,,
20614248,Griffin Avenue,residential,False,True,40.013,"LINESTRING (-76.7109715 37.2675102, -76.7107594 37.2671924)",,,,
20614320,Norfolk Street,residential,False,True,77.888,"LINESTRING (-76.7109715 37.2675102, -76.7113602 37.2673409, -76.7117436 37.2671739)",,,,
554889320,Grisby Drive,residential,False,False,45.912000000000006,"LINESTRING (-76.7072962 37.2688931, -76.707362 37.2688917, -76.7077756 37.2688816, -76.7078148 37.2688806)",,,,
653293436,South Boundary Street,residential,False,False,85.73100000000001,"LINESTRING (-76.7072962 37.2688931, -76.7073386 37.2695277, -76.7073403 37.2695524, -76.7073477 37.269663)",2,25 mph,,
653293436,South Boundary Street,residential,False,True,54.126999999999995,"LINESTRING (-76.7072962 37.2688931, -76.7072835 37.268714, -76.7072618 37.2684071)",2,25 mph,,
20613933,South Boundary Street,residential,False,True,54.444,"LINESTRING (-76.7071382 37.2669021, -76.7071047 37.2664132)",2,25 mph,,
653293435,Newport Avenue,residential,False,False,116.675,"LINESTRING (-76.7071382 37.2669021, -76.7059657 37.2669618, -76.7059078 37.2669647, -76.7058224 37.266969)",,25 mph,,
653293436,South Boundary Street,residential,False,False,167.706,"LINESTRING (-76.7071382 37.2669021, -76.7072585 37.2683665, -76.7072618 37.2684071)",2,25 mph,,
556687630,South Henry Street,secondary,False,True,54.733000000000004,"LINESTRING (-76.7058224 37.266969, -76.7058154 37.2668989, -76.7057737 37.2664783)",2,25 mph,VA 132,
653293435,Newport Avenue,residential,False,True,116.675,"LINESTRING (-76.7058224 37.266969, -76.7059078 37.2669647, -76.7059657 37.2669618, -76.7071382 37.2669021)",,25 mph,,
653293438,South Henry Street,secondary,False,False,72.207,"LINESTRING (-76.7058224 37.266969, -76.7058262 37.2670301, -76.705854 37.2674782, -76.7058539 37.2675137, -76.7058538 37.2675451, -76.7058436 37.2676173)",2,25 mph,VA 132,
653293439,Newport Avenue,secondary,False,False,193.46800000000002,"LINESTRING (-76.7058224 37.266969, -76.7057443 37.2669725, -76.7056974 37.2669746, -76.7052046 37.2669964, -76.7048222 37.2669871, -76.7044235 37.2669426, -76.7042804 37.2669229, -76.704087 37.2668884, -76.7036582 37.2668138)",,25 mph,,
20613916,South Nassau Street,unclassified,False,False,100.225,"LINESTRING (-76.7036582 37.2668138, -76.7036653 37.2669103, -76.7037245 37.2677136)",2,25 mph,,
653293439,Newport Avenue,secondary,False,True,193.46800000000002,"LINESTRING (-76.7036582 37.2668138, -76.704087 37.2668884, -76.7042804 37.2669229, -76.7044235 37.2669426, -76.7048222 37.2669871, -76.7052046 37.2669964, -76.7056974 37.2669746, -76.7057443 37.2669725, -76.7058224 37.266969)",,25 mph,,
1180267074,North Boundary Street,residential,False,False,10.353,"LINESTRING (-76.7075334 37.2721592, -76.7075443 37.2722519)",1,25 mph,,
48916479,Prince George Street,residential,True,False,144.682,"LINESTRING (-76.7075334 37.2721592, -76.7074801 37.272162, -76.7074477 37.2721633, -76.7069131 37.2721891, -76.7067399 37.2721975, -76.7065062 37.2722087, -76.7064319 37.2722123, -76.7064078 37.2722133, -76.7060279 37.2722312, -76.7059721 37.2722344, -76.7059013 37.2722378)",,,,
498166040,North Boundary Street,residential,False,True,136.894,"LINESTRING (-76.7076415 37.2734804, -76.7076369 37.2734141, -76.7076028 37.272861, -76.7075861 37.2726576, -76.707561 37.2723751, -76.7075443 37.2722519)",2,25 mph,,
1180266213,Scotland Street,tertiary,False,False,144.142,"LINESTRING (-76.7076415 37.2734804, -76.7075867 37.2734818, -76.7075484 37.2734835, -76.706723 37.2735196, -76.7060953 37.2735473, -76.706015 37.2735521)",2,,,
1191282428,Scotland Street,tertiary,False,True,109.19200000000001,"LINESTRING (-76.7076415 37.2734804, -76.707723 37.2734869, -76.7077804 37.2734911, -76.7083261 37.273531, -76.708766 37.2735631, -76.7088103 37.2735663, -76.7088703 37.2735707)",,,,
20614220,Wythe Lane,residential,False,True,26.859,"LINESTRING (-76.7103141 37.2685541, -76.7105658 37.2684191)",,,,
20613898,Chandler Court,residential,False,True,88.265,"LINESTRING (-76.7103141 37.2685541, -76.7101818 37.268308, -76.7101797 37.2682234, -76.7102925 37.2681712, -76.7103719 37.2682004, -76.7104491 37.2682756, -76.7105658 37.2684191)",,,,
20613898,Chandler Court,residential,False,False,77.81700000000001,"LINESTRING (-76.7103141 37.2685541, -76.7106721 37.2691365, -76.7107001 37.2691829)",,,,
20613898,Chandler Court,residential,False,True,77.81700000000001,"LINESTRING (-76.7107001 37.2691829, -76.7106721 37.2691365, -76.7103141 37.2685541)",,,,
"[1240256648, 229578299, 1240256647, 324339471]",Jamestown Road,primary,False,False,274.176,"LINESTRING (-76.7107001 37.2691829, -76.7095992 37.269621, -76.7092895 37.2697481, -76.7091467 37.2698067, -76.7090673 37.2698391, -76.7085454 37.2700533, -76.7083798 37.2701276, -76.7081862 37.2702476, -76.7079917 37.2703681)","['3', '2']",25 mph,VA 5,
324339471,Jamestown Road,primary,False,True,63.821,"LINESTRING (-76.7107001 37.2691829, -76.7110525 37.269039, -76.7113418 37.2689209)",2,25 mph,VA 5,
20613916,South Nassau Street,unclassified,False,False,227.98399999999998,"LINESTRING (-76.7037245 37.2677136, -76.7037255 37.2677261, -76.7037289 37.2677892, -76.7037485 37.2680933, -76.70376 37.2682941, -76.7037624 37.2683341, -76.7037731 37.2684973, -76.703771 37.26871, -76.7038233 37.2695082, -76.7038393 37.2696818, -76.7038504 37.2697609)",2,25 mph,,
20613916,South Nassau Street,unclassified,False,True,100.225,"LINESTRING (-76.7037245 37.2677136, -76.7036653 37.2669103, -76.7036582 37.2668138)",2,25 mph,,
20614279,West Court Street,residential,False,True,187.83100000000002,"LINESTRING (-76.7037245 37.2677136, -76.7041574 37.2676968, -76.7047296 37.2676724, -76.7057108 37.2676223, -76.7058436 37.2676173)",,,,
"[20613947, 20613916]","['North Nassau Street', 'South Nassau Street']",unclassified,False,False,285.75699999999995,"LINESTRING (-76.7038504 37.2697609, -76.7038636 37.2698313, -76.7038908 37.2700225, -76.7039208 37.2703071, -76.7039338 37.2704743, -76.7039384 37.2705253, -76.70398 37.2709429, -76.7040067 37.2710612, -76.7040264 37.2711792, -76.7040383 37.2712777, -76.7040551 37.2714359, -76.7040613 37.2715087, -76.7040748 37.2717106, -76.7040728 37.2719947, -76.7040582 37.2722237, -76.7040524 37.2723212)",2,25 mph,,
