osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,bridge,ref,width,tunnel
"[185948981, 404983741, 398740639]",False,"['5', '6']",secondary,True,123.91000000000001,"LINESTRING (-118.2418891 34.0511384, -118.2417865 34.0510609, -118.2416534 34.0509576, -118.2415608 34.0508886, -118.2409816 34.0504657, -118.240894 34.0503893)",East 1st Street,25 mph,,,,
"[405183744, 405183746, 29042892, 29042893, 29042896]",True,2,motorway_link,False,271.827,"LINESTRING (-118.2417454 34.0564542, -118.241589 34.0562816, -118.2411061 34.0559754, -118.2409467 34.0558332, -118.240662 34.0555796, -118.2404151 34.0552282, -118.2403186 34.0550937, -118.2402048 34.0549941, -118.2400098 34.0548139, -118.2398975 34.0546998, -118.2398625 34.0546659, -118.2398253 34.0546259)",,,,,,yes
"[1049547785, 568901863]",True,2,secondary,False,77.853,"LINESTRING (-118.2398253 34.0546259, -118.2399656 34.0544774, -118.240223 34.0542056, -118.240292 34.0541318, -118.2403036 34.0540597)",North Los Angeles Street,,,,,
405178829,True,3,primary,False,84.316,"LINESTRING (-118.2400782 34.0576469, -118.2403605 34.0573425, -118.240481 34.0572236, -118.240651 34.0570557)",North Spring Street,,,,,
"[886540948, 641099431]",False,,residential,True,63.074999999999996,"LINESTRING (-118.2400782 34.0576469, -118.2399733 34.0575789, -118.239959 34.0575696, -118.2399174 34.0575437, -118.239911 34.0575007, -118.2399199 34.0574649, -118.239946 34.0574129, -118.2400581 34.0572808, -118.2400985 34.057252, -118.2401532 34.0572176)",New High Street,,,,,
999467766,False,,primary,False,17.716,"LINESTRING (-118.2378085 34.0546878, -118.2377758 34.0548448)",North Alameda Street,,,,,
405178819,False,,primary,True,17.618,"LINESTRING (-118.2378085 34.0546878, -118.237828 34.0546186, -118.2378411 34.0545319)",North Alameda Street,,,,,
539605233,False,2,secondary,True,65.32,"LINESTRING (-118.2389248 34.0555525, -118.23854 34.0560459)",North Los Angeles Street,,,,,
148385744,True,1,motorway_link,False,80.13300000000001,"LINESTRING (-118.2389248 34.0555525, -118.238783 34.0556238, -118.2387066 34.0556813, -118.2386263 34.0557764, -118.2385826 34.0558069, -118.238533 34.0558251, -118.2384987 34.055832, -118.2384451 34.0558313, -118.2383895 34.0558195, -118.2383342 34.0557915, -118.2382263 34.05572)",,,,,,
"[535502377, 172998543]",False,3,secondary,False,38.767,"LINESTRING (-118.2389248 34.0555525, -118.2390305 34.0554228, -118.2391107 34.0553295, -118.2391711 34.0552702)",North Los Angeles Street,,yes,,,
"[885114074, 24706933]",True,1,motorway_link,False,103.078,"LINESTRING (-118.2382263 34.05572, -118.238199 34.0556933, -118.2381671 34.0556569, -118.2381303 34.0555958, -118.238118 34.0555564, -118.2381075 34.0555101, -118.2381071 34.0554593, -118.238115 34.0554142, -118.2381392 34.0553571, -118.2381712 34.0553063, -118.2382078 34.0552668, -118.2382563 34.0552282, -118.2383218 34.0551965, -118.2383807 34.0551753, -118.2384439 34.0551598, -118.2385281 34.0551529, -118.2385842 34.0551511, -118.2386831 34.0551694)",,,,,,
"[148385499, 405183748]",True,,motorway_link,False,176.58299999999994,"LINESTRING (-118.2413491 34.0563765, -118.2414612 34.056531, -118.241508 34.0566038, -118.2415237 34.0566789, -118.2415314 34.0567458, -118.2415261 34.0568276, -118.2414874 34.0568914, -118.2414401 34.0569411, -118.2409704 34.057277, -118.2409176 34.0573038, -118.240856 34.0573127, -118.2407879 34.0573039, -118.2407513 34.0572873, -118.2407163 34.0572653, -118.2406877 34.0572323, -118.2406807 34.057214, -118.240651 34.0570557)",,,,,,
"[405178826, 405178830]",True,3,primary,False,79.418,"LINESTRING (-118.240651 34.0570557, -118.2408158 34.0568856, -118.2411277 34.0565445, -118.241176 34.0564893)",North Spring Street,,,,,
"[405178832, 405178828, 148385464]",True,6,primary,False,52.989000000000004,"LINESTRING (-118.241176 34.0564893, -118.2412231 34.056439, -118.241481 34.0561475, -118.241519 34.0561068)",North Spring Street,,yes,,,
"[405180160, 148385368, 148385367, 1030399736, 148385369]",True,"['3', '2']",secondary,False,123.773,"LINESTRING (-118.241176 34.0564893, -118.2412829 34.0565601, -118.241458 34.0566663, -118.2415668 34.05673, -118.2415868 34.0567417, -118.2416653 34.0567875, -118.2421072 34.0570478, -118.2421381 34.0570679, -118.2421642 34.0570863, -118.2422578 34.0571488)",Arcadia Street,,yes,,,
381471424,False,5,secondary,False,78.776,"LINESTRING (-118.2419336 34.0521052, -118.2423044 34.0516387, -118.2424108 34.0515175)",North Los Angeles Street,,,,,
381471428,True,2,secondary,False,126.737,"LINESTRING (-118.2419336 34.0521052, -118.2418314 34.0521635, -118.2415737 34.052499, -118.2415541 34.0525245, -118.241227 34.052938, -118.2412084 34.0529862, -118.2412165 34.0530499)",North Los Angeles Street,,,,,
24717261,False,4,secondary,False,48.67,"LINESTRING (-118.2384449 34.0513948, -118.238188 34.0511784, -118.238072 34.0510848)",East Temple Street,25 mph,,,,
"[398741322, 382275486]",False,"['4', '5']",secondary,"[False, True]",166.539,"LINESTRING (-118.2384449 34.0513948, -118.2388076 34.0517046, -118.2388812 34.0517651, -118.2390904 34.051943, -118.239609 34.0523749, -118.239714 34.0524613)",East Temple Street,25 mph,,,,
"[398733938, 381494375, 186076367]",False,"['5', '6']",primary,"[False, True]",137.49699999999999,"LINESTRING (-118.2380467 34.0516886, -118.2380351 34.051961, -118.2380199 34.0523438, -118.2380061 34.0527947, -118.2380005 34.0528953, -118.2379995 34.0529245)",North Alameda Street,,,,,
381474120,True,1,primary_link,False,56.864000000000004,"LINESTRING (-118.2380467 34.0516886, -118.2381304 34.0515792, -118.2381441 34.0514957, -118.2381563 34.0514606, -118.238226 34.051408, -118.238271 34.0513979, -118.2383409 34.0513929, -118.2384449 34.0513948)",,,,,,
398733940,False,4,primary,True,67.17999999999999,"LINESTRING (-118.2380467 34.0516886, -118.238066 34.0512286, -118.238072 34.0510848)",North Alameda Street,,,,,
"[886540948, 641099431]",False,,residential,False,63.07499999999999,"LINESTRING (-118.2401532 34.0572176, -118.2400985 34.057252, -118.2400581 34.0572808, -118.239946 34.0574129, -118.2399199 34.0574649, -118.239911 34.0575007, -118.2399174 34.0575437, -118.239959 34.0575696, -118.2399733 34.0575789, -118.2400782 34.0576469)",New High Street,,,,,
"[398733937, 48331381, 398733943]",False,"['4', '5', '6']",primary,True,182.211,"LINESTRING (-118.2381438 34.0494473, -118.2381364 34.0496622, -118.2381073 34.0502422, -118.2380883 34.0506113, -118.238081 34.0509352, -118.238072 34.0510848)",North Alameda Street,,,,,
381472818,True,2,secondary,False,110.55599999999998,"LINESTRING (-118.2403036 34.0540597, -118.240212 34.0540865, -118.239674 34.0546623, -118.23964 34.0546986, -118.2395886 34.0548316)",North Los Angeles Street,,,,,
907992120,False,6,secondary,True,88.49100000000001,"LINESTRING (-118.2403036 34.0540597, -118.2403455 34.0540204, -118.2404552 34.0539088, -118.2406754 34.0536831, -118.2408197 34.0535352, -118.2409047 34.0534392)",North Los Angeles Street,,,,,
"[398741321, 405180163]",False,4,secondary,False,154.46699999999998,"LINESTRING (-118.2409047 34.0534392, -118.2407971 34.0533558, -118.240772 34.0533331, -118.2407246 34.0532947, -118.2404768 34.0530901, -118.2399704 34.0526722, -118.239714 34.0524613)",East Temple Street,25 mph,,,,
907992120,False,6,secondary,False,88.49100000000001,"LINESTRING (-118.2409047 34.0534392, -118.2408197 34.0535352, -118.2406754 34.0536831, -118.2404552 34.0539088, -118.2403455 34.0540204, -118.2403036 34.0540597)",North Los Angeles Street,,,,,
"[907992121, 405180164]",False,4,secondary,False,100.63,"LINESTRING (-118.2409047 34.0534392, -118.2409666 34.0534985, -118.2410038 34.0535248, -118.2413811 34.0538353, -118.2415791 34.0539964, -118.2416781 34.0540778)",East Temple Street,25 mph,,,,
1235919556,False,6,secondary,False,52.004999999999995,"LINESTRING (-118.2409047 34.0534392, -118.2409699 34.0533416, -118.2412165 34.0530499)",North Los Angeles Street,,,,,
"[1053509075, 9170924]",True,"['1', '2']",secondary,False,123.93599999999999,"LINESTRING (-118.237437 34.0564393, -118.2375974 34.0564493, -118.2377948 34.0564544, -118.2380309 34.0564808, -118.2380857 34.0564842, -118.2381404 34.0564799, -118.2381936 34.0564682, -118.2382436 34.0564493, -118.2382891 34.0564237, -118.2383446 34.0563761, -118.2384158 34.0562818, -118.238464 34.0562106, -118.2384998 34.0561544, -118.2385123 34.0560852)",North Los Angeles Street,,,,,
382269888,False,7,primary,True,35.733000000000004,"LINESTRING (-118.237437 34.0564393, -118.2374509 34.0563799, -118.2374863 34.0562205, -118.2375106 34.0561238)",North Alameda Street,,,,,
382269888,False,7,primary,False,35.733,"LINESTRING (-118.2375106 34.0561238, -118.2374863 34.0562205, -118.2374509 34.0563799, -118.237437 34.0564393)",North Alameda Street,,,,,
405178807,False,6,primary,False,62.974,"LINESTRING (-118.2375106 34.0561238, -118.2375304 34.0560411, -118.2375373 34.0560102, -118.2376287 34.055566)",North Alameda Street,,,,,
13460105,False,,unclassified,True,68.324,"LINESTRING (-118.2419968 34.0505802, -118.2420652 34.0508325, -118.2420706 34.0508825, -118.2420665 34.0509202, -118.2420491 34.0509691, -118.2420287 34.0510071, -118.241998 34.0510421, -118.2418891 34.0511384)",Astronaut Ellison S Onizuka Street,,,,,
"[398735950, 398735951]",False,"['4', '6']",secondary,False,145.14600000000002,"LINESTRING (-118.241746 34.0492958, -118.2417062 34.0493778, -118.2416374 34.0494968, -118.2415584 34.0496111, -118.2414001 34.0497987, -118.2409788 34.0502961, -118.240894 34.0503893)",San Pedro Street,,,,,
"[398740648, 398740651, 398740646]",False,"['3', '2']",tertiary,False,184.02100000000002,"LINESTRING (-118.241746 34.0492958, -118.2418856 34.0493858, -118.2423063 34.0496304, -118.2424639 34.0497276, -118.2425786 34.049799, -118.2426834 34.0498628, -118.2427258 34.0498891, -118.2429153 34.0500046, -118.2432407 34.0502051, -118.243355 34.0502761)",East 2nd Street,,,,,
604115933,True,3,primary,False,96.0,"LINESTRING (-118.2413026 34.0559674, -118.240557 34.0554754, -118.2405234 34.0554544, -118.240486 34.0554311)",West Aliso Street,,,,,
1235919551,True,,busway,False,101.267,"LINESTRING (-118.2413026 34.0559674, -118.241324 34.0559276, -118.2405851 34.0554507, -118.2405456 34.0554253, -118.240486 34.0554311)",,,,,,
604115933,True,3,primary,False,2.136,"LINESTRING (-118.240486 34.0554311, -118.2404677 34.0554193)",West Aliso Street,,,,,
"[186076369, 161838876, 405180167]",False,"['4', '3']",secondary,True,62.217,"LINESTRING (-118.2395886 34.0548316, -118.2395038 34.0549023, -118.2394757 34.0549307, -118.2393636 34.0550481, -118.2392363 34.0551974, -118.2391711 34.0552702)",North Los Angeles Street,,yes,,,
186076384,True,2,secondary,False,31.768,"LINESTRING (-118.2395886 34.0548316, -118.2396991 34.0547564, -118.2398253 34.0546259)",North Los Angeles Street,,,,,
"[405172288, 858902625, 405172289, 405172286, 405172287]",True,"['4', '3', '2']",primary,False,192.39000000000001,"LINESTRING (-118.2395886 34.0548316, -118.2395449 34.0547345, -118.239514 34.0547065, -118.2387706 34.0542691, -118.2385788 34.0541576, -118.2384527 34.0540844, -118.2382661 34.0539759, -118.2380989 34.0538733, -118.2379474 34.0537907)",East Aliso Street,,,,,
907992122,True,2,secondary,False,125.946,"LINESTRING (-118.2412165 34.0530499, -118.2413221 34.0529765, -118.2416606 34.0525458, -118.2419169 34.0522198, -118.2419336 34.0521052)",North Los Angeles Street,,,,,
1235919556,False,6,secondary,True,52.004999999999995,"LINESTRING (-118.2412165 34.0530499, -118.2409699 34.0533416, -118.2409047 34.0534392)",North Los Angeles Street,,,,,
