osmid,oneway,lanes,highway,junction,reversed,length,geometry,maxspeed,ref,name
6130606,False,4,secondary,,False,123.04100000000001,"LINESTRING (-76.908966 38.801851, -76.9088813 38.8019337, -76.9088104 38.8020014, -76.908689 38.8021268, -76.9084529 38.80235, -76.9083773 38.8024313, -76.9083 38.802514, -76.9080832 38.8027172)",,,Allentown Road
"[699130617, 756423130, 756423131]",False,,secondary,,False,186.488,"LINESTRING (-76.908966 38.801851, -76.909137 38.801697, -76.9093726 38.8014788, -76.9094237 38.8014314, -76.909437 38.801419, -76.909552 38.801314, -76.909667 38.801209, -76.910187 38.800756, -76.910383 38.800589)",,,Allentown Road
"[695997808, 6109159]",False,,tertiary,,False,429.163,"LINESTRING (-76.90471 38.801386, -76.9050912 38.801165, -76.905105 38.801157, -76.9051397 38.80114, -76.905287 38.801068, -76.9053648 38.8010374, -76.905409 38.80102, -76.9055861 38.8009634, -76.9059707 38.8008405, -76.9060555 38.8008134, -76.906135 38.800788, -76.9062443 38.8007603, -76.906293 38.800748, -76.906457 38.800724, -76.906607 38.800718, -76.906781 38.80072, -76.906812 38.8007225, -76.906904 38.80073, -76.9069713 38.8007402, -76.907036 38.80075, -76.9070654 38.800757, -76.907154 38.800778, -76.9072815 38.8008199, -76.907303 38.800827, -76.907394 38.800864, -76.907496 38.800912, -76.9075511 38.8009399, -76.907575 38.800952, -76.907665 38.801002, -76.9080362 38.8012431, -76.9080647 38.8012616, -76.90813 38.801304, -76.9081941 38.8013458, -76.9083375 38.8014437, -76.9084686 38.8015256, -76.908966 38.801851)",,,Allentown Way
695997819,False,,secondary,,True,337.91800000000006,"LINESTRING (-76.90471 38.801386, -76.9048126 38.8014902, -76.9049145 38.8015937, -76.905034 38.801715, -76.9050947 38.8017757, -76.9052082 38.8018892, -76.9052533 38.8019343, -76.9053587 38.8020394, -76.905583 38.802263, -76.905838 38.80253, -76.9058753 38.802569, -76.905994 38.802693, -76.906157 38.8028653, -76.906187 38.802897, -76.90622 38.8029322, -76.9063001 38.8030178, -76.9063338 38.8030538, -76.9064261 38.8031525, -76.9065632 38.8032991, -76.906622 38.803362, -76.9066724 38.8034148, -76.9068188 38.803568, -76.9070586 38.8038117)",,,Old Branch Avenue
6109779,False,,residential,,False,117.573,"LINESTRING (-76.911611 38.804781, -76.912101 38.803795)",,,Delbarton Street
6121863,False,,residential,,False,104.321,"LINESTRING (-76.911611 38.804781, -76.911346 38.804772, -76.911108 38.80476, -76.910906 38.804747, -76.910731 38.804734, -76.910608 38.804724, -76.910504 38.80471, -76.9104194 38.8046809)",,,Camp Springs Avenue
6109779,False,,residential,,True,117.573,"LINESTRING (-76.912101 38.803795, -76.911611 38.804781)",,,Delbarton Street
257354502,True,2,secondary,,False,166.255,"LINESTRING (-76.9024154 38.8068989, -76.9026254 38.806865, -76.9027702 38.8068361, -76.9029432 38.8067974, -76.9030293 38.806775, -76.9032346 38.8067159, -76.9034124 38.8066607, -76.9034909 38.8066363, -76.903647 38.8065758, -76.9037917 38.8065107, -76.9039 38.8064542, -76.9040257 38.8063905, -76.9041672 38.8063206)",35 mph,MD 337,Allentown Road
6143018,False,,residential,,True,144.899,"LINESTRING (-76.9115754 38.8062089, -76.9104477 38.8071711)",,,Marlin Lane
6115012,False,,residential,,False,83.361,"LINESTRING (-76.9115754 38.8062089, -76.9110283 38.8058013, -76.9109398 38.8056571)",,,Clothier Street
6115012,False,,residential,,True,83.361,"LINESTRING (-76.9109398 38.8056571, -76.9110283 38.8058013, -76.9115754 38.8062089)",,,Clothier Street
6121863,False,,residential,,True,104.321,"LINESTRING (-76.9104194 38.8046809, -76.910504 38.80471, -76.910608 38.804724, -76.910731 38.804734, -76.910906 38.804747, -76.911108 38.80476, -76.911346 38.804772, -76.911611 38.804781)",,,Camp Springs Avenue
804532416,False,,residential,,False,77.38499999999999,"LINESTRING (-76.9104194 38.8046809, -76.910536 38.804559, -76.910607 38.804483, -76.910678 38.804399, -76.910743 38.804307, -76.910803 38.804208, -76.910861 38.804081)",,,Trueman Drive
804532416,False,,residential,,True,30.841,"LINESTRING (-76.9104194 38.8046809, -76.9102987 38.8047813, -76.9102048 38.8049004)",,,Trueman Drive
804532416,False,,residential,,False,67.114,"LINESTRING (-76.910861 38.804081, -76.91113 38.803515)",,,Trueman Drive
6140529,False,,residential,,False,213.607,"LINESTRING (-76.910861 38.804081, -76.910758 38.804033, -76.910717 38.804, -76.910514 38.80378, -76.910342 38.803589, -76.910223 38.803461, -76.910164 38.803399, -76.910113 38.803357, -76.910075 38.803333, -76.910025 38.803313, -76.909964 38.803301, -76.909888 38.803297, -76.909809 38.803299, -76.909725 38.803311, -76.909661 38.80333, -76.909599 38.803358, -76.909541 38.803391, -76.909492 38.80342, -76.909412 38.803472, -76.909313 38.803528, -76.909019 38.803682)",,,Hartwell Street
804532416,False,,residential,,True,77.38499999999999,"LINESTRING (-76.910861 38.804081, -76.910803 38.804208, -76.910743 38.804307, -76.910678 38.804399, -76.910607 38.804483, -76.910536 38.804559, -76.9104194 38.8046809)",,,Trueman Drive
804532416,False,,residential,,True,67.114,"LINESTRING (-76.91113 38.803515, -76.910861 38.804081)",,,Trueman Drive
924339767,False,,residential,,False,66.331,"LINESTRING (-76.9061092 38.8083544, -76.9059985 38.8082188, -76.9058773 38.8080806, -76.9056816 38.8078597)",,,
6143018,False,,residential,,False,144.899,"LINESTRING (-76.9104477 38.8071711, -76.9115754 38.8062089)",,,Marlin Lane
695877079,False,,tertiary,,False,276.155,"LINESTRING (-76.9104477 38.8071711, -76.909952 38.8068139, -76.9096986 38.8066257, -76.9095942 38.8065393, -76.909522 38.80648, -76.9094731 38.8064397, -76.9093874 38.8063634, -76.9092937 38.8062734, -76.9092302 38.8062082, -76.9087999 38.8057482, -76.9083809 38.8052928)",,,Old Branch Avenue
92191588,True,3,secondary,,False,72.89,"LINESTRING (-76.9070586 38.8038117, -76.9069142 38.8038609, -76.9067945 38.803977, -76.906607 38.8041628, -76.906489 38.804278)",,,Allentown Road
695877078,False,,secondary,,True,200.63299999999998,"LINESTRING (-76.9070586 38.8038117, -76.9074465 38.804253, -76.9077398 38.8045799, -76.9078103 38.8046582, -76.9078519 38.8047045, -76.9083177 38.8052245, -76.9083809 38.8052928)",,,Old Branch Avenue
695997819,False,,secondary,,False,337.918,"LINESTRING (-76.9070586 38.8038117, -76.9068188 38.803568, -76.9066724 38.8034148, -76.906622 38.803362, -76.9065632 38.8032991, -76.9064261 38.8031525, -76.9063338 38.8030538, -76.9063001 38.8030178, -76.90622 38.8029322, -76.906187 38.802897, -76.906157 38.8028653, -76.905994 38.802693, -76.9058753 38.802569, -76.905838 38.80253, -76.905583 38.802263, -76.9053587 38.8020394, -76.9052533 38.8019343, -76.9052082 38.8018892, -76.9050947 38.8017757, -76.905034 38.801715, -76.9049145 38.8015937, -76.9048126 38.8014902, -76.90471 38.801386)",,,Old Branch Avenue
"[1031635132, 6130606]",False,"['4', '5']",secondary,,True,150.791,"LINESTRING (-76.9070586 38.8038117, -76.9072447 38.8036093, -76.9072839 38.8035597, -76.9074239 38.8034004, -76.9075637 38.8032744, -76.9076717 38.8031717, -76.9077738 38.8030532, -76.9079033 38.8029043, -76.9080214 38.8027807, -76.9080832 38.8027172)",,,Allentown Road
6121858,False,,residential,,False,134.88000000000002,"LINESTRING (-76.909019 38.803682, -76.9087066 38.8033409, -76.90867 38.803301, -76.9085869 38.8032102, -76.9082992 38.8028957, -76.9081394 38.8027461, -76.9080832 38.8027172)",,,Camp Springs Avenue
6121858,False,,residential,,True,170.57000000000002,"LINESTRING (-76.909019 38.803682, -76.909153 38.803835, -76.909298 38.80398, -76.909593 38.804306, -76.909792 38.804517, -76.910024 38.804769, -76.910117 38.804852, -76.9102048 38.8049004)",,,Camp Springs Avenue
6140529,False,,residential,,True,213.607,"LINESTRING (-76.909019 38.803682, -76.909313 38.803528, -76.909412 38.803472, -76.909492 38.80342, -76.909541 38.803391, -76.909599 38.803358, -76.909661 38.80333, -76.909725 38.803311, -76.909809 38.803299, -76.909888 38.803297, -76.909964 38.803301, -76.910025 38.803313, -76.910075 38.803333, -76.910113 38.803357, -76.910164 38.803399, -76.910223 38.803461, -76.910342 38.803589, -76.910514 38.80378, -76.910717 38.804, -76.910758 38.804033, -76.910861 38.804081)",,,Hartwell Street
86377364,False,,residential,,True,10.444,"LINESTRING (-76.9016361 38.8070062, -76.9016118 38.8069142)",,,Leon Street
257354502,True,2,secondary,,False,68.576,"LINESTRING (-76.9016361 38.8070062, -76.9018939 38.8069694, -76.9022218 38.8069225, -76.9024154 38.8068989)",35 mph,MD 337,Allentown Road
"[469112097, 257354502]",True,"['3', '2']",secondary,,False,95.90799999999999,"LINESTRING (-76.9041672 38.8063206, -76.9043284 38.8062327, -76.90452 38.806121, -76.904813 38.805926, -76.905025 38.805777)",35 mph,MD 337,Allentown Road
924339767,False,,residential,,True,215.695,"LINESTRING (-76.9041672 38.8063206, -76.9045177 38.8066925, -76.9046409 38.8068232, -76.9048494 38.8070304, -76.9049775 38.8071576, -76.9050607 38.8072403, -76.9052467 38.8074238, -76.9053502 38.8075259, -76.9056298 38.8078013, -76.9056816 38.8078597)",,,
6106995,True,1,motorway_link,,False,75.248,"LINESTRING (-76.905025 38.805777, -76.9052851 38.8056346, -76.9054004 38.8055865, -76.905512 38.805571, -76.905574 38.805575, -76.90563 38.805587, -76.905697 38.805613, -76.905786 38.805665)",,,
"[1062100186, 469112099]",True,"['4', '3']",secondary,,False,83.012,"LINESTRING (-76.905025 38.805777, -76.90518 38.80566, -76.9052565 38.8055998, -76.905307 38.80556, -76.905438 38.80545, -76.9055197 38.8053794, -76.905622 38.805291, -76.9056867 38.8052375)",35 mph,MD 337,Allentown Road
6121858,False,,residential,,True,134.88,"LINESTRING (-76.9080832 38.8027172, -76.9081394 38.8027461, -76.9082992 38.8028957, -76.9085869 38.8032102, -76.90867 38.803301, -76.9087066 38.8033409, -76.909019 38.803682)",,,Camp Springs Avenue
"[1031635132, 6130606]",False,"['4', '5']",secondary,,False,150.791,"LINESTRING (-76.9080832 38.8027172, -76.9080214 38.8027807, -76.9079033 38.8029043, -76.9077738 38.8030532, -76.9076717 38.8031717, -76.9075637 38.8032744, -76.9074239 38.8034004, -76.9072839 38.8035597, -76.9072447 38.8036093, -76.9070586 38.8038117)",,,Allentown Road
6130606,False,4,secondary,,True,123.04100000000001,"LINESTRING (-76.9080832 38.8027172, -76.9083 38.802514, -76.9083773 38.8024313, -76.9084529 38.80235, -76.908689 38.8021268, -76.9088104 38.8020014, -76.9088813 38.8019337, -76.908966 38.801851)",,,Allentown Road
86377364,False,,residential,,False,10.444,"LINESTRING (-76.9016118 38.8069142, -76.9016361 38.8070062)",,,Leon Street
469084212,True,2,secondary,,False,72.38,"LINESTRING (-76.9056334 38.8050919, -76.905346 38.80534, -76.90506 38.805565)",35 mph,MD 337,Allentown Road
1249437989,True,2,motorway_link,,False,25.093,"LINESTRING (-76.9060864 38.8048742, -76.906105 38.804649)",,,
1028893062,True,2,secondary,,False,45.428,"LINESTRING (-76.9060864 38.8048742, -76.906148 38.804819, -76.906296 38.804674, -76.90641 38.804553)",,,Allentown Road
695877077,True,,secondary,,False,12.647,"LINESTRING (-76.9058642 38.8048787, -76.9057719 38.8049668)",,,Allentown Road
1249390888,True,2,motorway_link,,False,10.998,"LINESTRING (-76.9058642 38.8048787, -76.905816 38.8049702)",,,
695877077,True,,secondary,,False,18.372,"LINESTRING (-76.9057719 38.8049668, -76.9056334 38.8050919)",,,Allentown Road
977870491,True,2,motorway_link,spui,False,3.84,"LINESTRING (-76.9057719 38.8049668, -76.905816 38.8049702)",,,
1249390888,True,2,motorway_link,,False,8.272,"LINESTRING (-76.905816 38.8049702, -76.9057797 38.805039)",,,
977870491,True,2,motorway_link,spui,False,26.28,"LINESTRING (-76.905816 38.8049702, -76.9059298 38.804955, -76.9060864 38.8048742)",,,
485840347,True,2,motorway_link,spui,False,13.975,"LINESTRING (-76.9057797 38.805039, -76.9056334 38.8050919)",35 mph,,
1249390888,True,2,motorway_link,,False,23.541,"LINESTRING (-76.9057797 38.805039, -76.9057072 38.8051766, -76.9056867 38.8052375)",,,
6104977,True,2,motorway_link,,False,49.339,"LINESTRING (-76.9056867 38.8052375, -76.9056669 38.8053271, -76.9056688 38.8053846, -76.905683 38.805437, -76.905786 38.805665)",,,
469112098,True,4,secondary,,False,35.806,"LINESTRING (-76.9056867 38.8052375, -76.905846 38.805098, -76.905957 38.804994)",35 mph,MD 337,Allentown Road
804532416,False,,residential,,False,80.137,"LINESTRING (-76.9099244 38.8055726, -76.9100115 38.8054204, -76.9102288 38.8049898, -76.9102048 38.8049004)",,,Trueman Drive
1186503043,False,,residential,,False,36.063,"LINESTRING (-76.9056816 38.8078597, -76.9060246 38.807676)",,,
1186503047,False,,residential,,False,36.323,"LINESTRING (-76.9056816 38.8078597, -76.9053418 38.808051)",,,
924339767,False,,residential,,False,215.695,"LINESTRING (-76.9056816 38.8078597, -76.9056298 38.8078013, -76.9053502 38.8075259, -76.9052467 38.8074238, -76.9050607 38.8072403, -76.9049775 38.8071576, -76.9048494 38.8070304, -76.9046409 38.8068232, -76.9045177 38.8066925, -76.9041672 38.8063206)",,,
924339767,False,,residential,,True,66.331,"LINESTRING (-76.9056816 38.8078597, -76.9058773 38.8080806, -76.9059985 38.8082188, -76.9061092 38.8083544)",,,
1186503043,False,,residential,,False,36.816,"LINESTRING (-76.9060246 38.807676, -76.9064014 38.807523)",,,
1186503043,False,,residential,,True,36.063,"LINESTRING (-76.9060246 38.807676, -76.9056816 38.8078597)",,,
1186503044,False,,residential,,False,46.857,"LINESTRING (-76.9060246 38.807676, -76.9056996 38.8073392)",,,
1186503045,False,,residential,,False,36.382,"LINESTRING (-76.9060246 38.807676, -76.9062698 38.8079416)",,,
1186503043,False,,residential,,True,36.816,"LINESTRING (-76.9064014 38.807523, -76.9060246 38.807676)",,,
1186503044,False,,residential,,True,46.857,"LINESTRING (-76.9056996 38.8073392, -76.9060246 38.807676)",,,
1186503045,False,,residential,,True,11.795,"LINESTRING (-76.9063493 38.8080277, -76.9062698 38.8079416)",,,
1186503045,False,,residential,,False,11.795,"LINESTRING (-76.9062698 38.8079416, -76.9063493 38.8080277)",,,
1186503045,False,,residential,,True,36.382,"LINESTRING (-76.9062698 38.8079416, -76.9060246 38.807676)",,,
1186503046,False,,residential,,False,47.233,"LINESTRING (-76.9062698 38.8079416, -76.9067496 38.80774)",,,
1186503046,False,,residential,,True,47.233,"LINESTRING (-76.9067496 38.80774, -76.9062698 38.8079416)",,,
1186503047,False,,residential,,False,50.123,"LINESTRING (-76.9053418 38.808051, -76.9049868 38.8076951)",,,
1186503047,False,,residential,,True,36.323,"LINESTRING (-76.9053418 38.808051, -76.9056816 38.8078597)",,,
1186503048,False,,residential,,False,45.858,"LINESTRING (-76.9053418 38.808051, -76.9056432 38.80839)",,,
1186503047,False,,residential,,True,50.123,"LINESTRING (-76.9049868 38.8076951, -76.9053418 38.808051)",,,
1186503048,False,,residential,,True,45.858,"LINESTRING (-76.9056432 38.80839, -76.9053418 38.808051)",,,
