osmid,ref,name,highway,oneway,reversed,length,access,geometry,lanes,bridge
205143934,TX 3,Galveston Road,primary,False,True,42.459,,"LINESTRING (-95.232142 29.659411, -95.231863 29.659116)",,
15283771,,,residential,False,False,32.67,customers,"LINESTRING (-95.232142 29.659411, -95.2323217 29.6592921, -95.232411 29.659233)",,
205143934,TX 3,Galveston Road,primary,False,False,67.76400000000001,,"LINESTRING (-95.232142 29.659411, -95.2323993 29.6596853, -95.2324803 29.6597691, -95.232587 29.659882)",,
15283771,,,residential,False,False,93.131,customers,"LINESTRING (-95.232411 29.659233, -95.232642 29.659085, -95.232614 29.658946, -95.232494 29.65881, -95.232353 29.658891, -95.232247 29.658981)",,
15283771,,,residential,False,True,34.223,customers,"LINESTRING (-95.232411 29.659233, -95.23224 29.659062, -95.232247 29.658981)",,
15283771,,,residential,False,True,32.67,customers,"LINESTRING (-95.232411 29.659233, -95.2323217 29.6592921, -95.232142 29.659411)",,
15283771,,,residential,False,False,34.223,customers,"LINESTRING (-95.232247 29.658981, -95.23224 29.659062, -95.232411 29.659233)",,
15283771,,,residential,False,True,93.131,customers,"LINESTRING (-95.232247 29.658981, -95.232353 29.658891, -95.232494 29.65881, -95.232614 29.658946, -95.232642 29.659085, -95.232411 29.659233)",,
15321827,,,residential,False,True,12.041,customers,"LINESTRING (-95.232247 29.658981, -95.2322373 29.658968, -95.2321791 29.6588902)",,
15319248,,,residential,False,False,41.798,,"LINESTRING (-95.2339397 29.6601991, -95.2336602 29.6599122)",,
417711694,,Missouri Street,residential,False,True,75.027,,"LINESTRING (-95.2339397 29.6601991, -95.2345392 29.6597703)",,
417711694,,Missouri Street,residential,False,False,77.31,,"LINESTRING (-95.2339397 29.6601991, -95.2338406 29.66027, -95.2337379 29.6603435, -95.2337139 29.6603607, -95.233322 29.660641)",,
15319248,,,residential,False,True,41.798,,"LINESTRING (-95.2336602 29.6599122, -95.2339397 29.6601991)",,
15390251,,Mississippi Street,residential,False,True,39.539,,"LINESTRING (-95.2321791 29.6588902, -95.231863 29.659116)",,
15321827,,,residential,False,False,12.041,customers,"LINESTRING (-95.2321791 29.6588902, -95.2322373 29.658968, -95.232247 29.658981)",,
15444168,,Pennsylvania Street,residential,False,True,113.827,,"LINESTRING (-95.2357149 29.6643311, -95.2348047 29.664981)",,
15433621,,Dumont Street,unclassified,False,True,110.026,,"LINESTRING (-95.2357149 29.6643311, -95.2362126 29.6648656, -95.2363634 29.6650275, -95.2364312 29.6651003)",,
15444168,,Pennsylvania Street,residential,False,False,80.489,,"LINESTRING (-95.2357149 29.6643311, -95.2360241 29.664104, -95.2363593 29.6638725)",,
15444360,,Avenue D,residential,False,True,140.026,,"LINESTRING (-95.2305566 29.6634591, -95.2320055 29.6634334)",,
15415637,,2nd Street,residential,False,False,111.452,,"LINESTRING (-95.2305566 29.6634591, -95.2305482 29.6629607, -95.2305398 29.6624569)",,
15415637,,2nd Street,residential,False,True,108.21600000000001,,"LINESTRING (-95.2305566 29.6634591, -95.2305586 29.663954, -95.2305606 29.6644323)",,
15415637,,2nd Street,residential,False,False,51.317,,"LINESTRING (-95.2305398 29.6624569, -95.2305406 29.6619954)",,
15415637,,2nd Street,residential,False,True,111.452,,"LINESTRING (-95.2305398 29.6624569, -95.2305482 29.6629607, -95.2305566 29.6634591)",,
15444375,,Avenue E,residential,False,True,130.108,,"LINESTRING (-95.2305398 29.6624569, -95.231712 29.6624274, -95.2318798 29.6623879)",,
15376240,,Winton Street,residential,False,True,112.703,,"LINESTRING (-95.2320217 29.6644084, -95.2311121 29.6650429)",,
422658434,,Spencer Highway,primary,False,True,31.765,,"LINESTRING (-95.2320217 29.6644084, -95.2323504 29.6644031)",7,
15365228,,North 1st Street,residential,False,False,108.426,,"LINESTRING (-95.2320217 29.6644084, -95.2320174 29.6641473, -95.2320138 29.6639325, -95.2320055 29.6634334)",,
422658434,,Spencer Highway,primary,False,False,141.2,,"LINESTRING (-95.2320217 29.6644084, -95.2315715 29.6644158, -95.2312912 29.6644204, -95.2310424 29.6644244, -95.2305606 29.6644323)",7,
15444360,,Avenue D,residential,False,False,140.026,,"LINESTRING (-95.2320055 29.6634334, -95.2305566 29.6634591)",,
15365228,,North 1st Street,residential,False,False,99.759,,"LINESTRING (-95.2320055 29.6634334, -95.2319988 29.6629509, -95.2319941 29.6626165, -95.2320345 29.6625444)",,
15365228,,North 1st Street,residential,False,True,108.426,,"LINESTRING (-95.2320055 29.6634334, -95.2320138 29.6639325, -95.2320174 29.6641473, -95.2320217 29.6644084)",,
15444360,,Avenue D,residential,False,True,76.854,,"LINESTRING (-95.2320055 29.6634334, -95.2326723 29.6634115, -95.2327991 29.6633955)",,
15365750,,Washington Street,residential,False,False,151.724,,"LINESTRING (-95.234086 29.661447, -95.2344967 29.6611553, -95.2349396 29.6608407, -95.2350974 29.6607287, -95.2353018 29.6605835)",,
205143934,TX 3,Galveston Road,primary,False,False,114.489,,"LINESTRING (-95.234086 29.661447, -95.2342357 29.6616079, -95.2344716 29.6618709, -95.234556 29.6619531, -95.2346654 29.662072, -95.2347347 29.6621475, -95.23483 29.6622481)",,
205143934,TX 3,Galveston Road,primary,False,True,116.112,,"LINESTRING (-95.234086 29.661447, -95.233683 29.6610219, -95.2335777 29.6609108, -95.233322 29.660641)",,
15365750,,Washington Street,residential,False,False,137.718,,"LINESTRING (-95.2353018 29.6605835, -95.2363914 29.6597851)",,
15365750,,Washington Street,residential,False,True,151.724,,"LINESTRING (-95.2353018 29.6605835, -95.2350974 29.6607287, -95.2349396 29.6608407, -95.2344967 29.6611553, -95.234086 29.661447)",,
15412984,,Dallas Street,residential,False,False,116.646,,"LINESTRING (-95.2353018 29.6605835, -95.234892 29.6601465, -95.2345392 29.6597703)",,
15412984,,Dallas Street,residential,False,True,114.135,,"LINESTRING (-95.2353018 29.6605835, -95.2356561 29.6609613, -95.2356975 29.6610054, -95.236048 29.6613792)",,
15365750,,Washington Street,residential,False,False,140.993,,"LINESTRING (-95.2363914 29.6597851, -95.23752 29.6589814)",,
15365750,,Washington Street,residential,False,True,137.718,,"LINESTRING (-95.2363914 29.6597851, -95.2353018 29.6605835)",,
48627543,,State Street,residential,False,False,115.021,,"LINESTRING (-95.2363914 29.6597851, -95.2360073 29.6593683, -95.2356473 29.6589777)",,
48627543,,State Street,residential,False,True,116.781,,"LINESTRING (-95.2363914 29.6597851, -95.2367965 29.660213, -95.2371593 29.6605961)",,
15365750,,Washington Street,residential,False,True,140.993,,"LINESTRING (-95.23752 29.6589814, -95.2363914 29.6597851)",,
659529160,,Beaumont Street,residential,False,True,115.267,,"LINESTRING (-95.23752 29.6589814, -95.2379181 29.6594042, -95.2382754 29.6597837)",,
205143922,,York Street,tertiary,False,False,138.248,,"LINESTRING (-95.231842 29.6658074, -95.2329565 29.6650277)",,
"[15444241, 205143922, 15366083]",,"['Avenue A', 'York Street']",tertiary,False,"[False, True]",154.459,,"LINESTRING (-95.231842 29.6658074, -95.231118 29.6663049, -95.2310064 29.6663367, -95.2309531 29.6663519, -95.2305739 29.6663667, -95.2304519 29.666376)",,yes
834860048,,Amarillo Street,residential,False,False,110.45400000000001,,"LINESTRING (-95.231842 29.6658074, -95.2314799 29.6654281, -95.2311121 29.6650429)",,
834860048,,Amarillo Street,residential,False,True,110.483,,"LINESTRING (-95.231842 29.6658074, -95.2322071 29.6661898, -95.2325721 29.6665721)",,
205143922,,York Street,tertiary,False,True,138.248,,"LINESTRING (-95.2329565 29.6650277, -95.231842 29.6658074)",,
15444150,,El Paso Street,residential,False,False,90.84700000000001,,"LINESTRING (-95.2329565 29.6650277, -95.2325843 29.6646442, -95.2323504 29.6644031)",,
15444150,,El Paso Street,residential,False,True,109.224,,"LINESTRING (-95.2329565 29.6650277, -95.2333046 29.6653967, -95.2336731 29.6657874)",,
205143922,,York Street,tertiary,False,False,64.407,,"LINESTRING (-95.2329565 29.6650277, -95.2332309 29.6648215, -95.2333429 29.6647374, -95.2334477 29.6646587, -95.2334608 29.6646489)",,
205143922,,York Street,tertiary,False,True,15.637,,"LINESTRING (-95.2335832 29.6645569, -95.2334608 29.6646489)",,
229124001,,,primary_link,True,False,34.789,,"LINESTRING (-95.2335832 29.6645569, -95.2338797 29.6643794)",,
205143922,,York Street,tertiary,False,False,24.497,,"LINESTRING (-95.2335832 29.6645569, -95.2335993 29.6644688, -95.2335826 29.6643385)",,
51200889,,Avenue C,residential,True,False,29.064,,"LINESTRING (-95.2335826 29.6643385, -95.2338797 29.6643794)",,
422658426,,Spencer Highway,primary,False,False,21.366,,"LINESTRING (-95.2335826 29.6643385, -95.2333647 29.6643712)",,
15395662,,Spencer Highway,primary,False,True,47.796,,"LINESTRING (-95.2335826 29.6643385, -95.2337908 29.6642978, -95.2340511 29.6642052)",,
15443364,,Texas Street,tertiary,False,False,129.664,,"LINESTRING (-95.2335826 29.6643385, -95.2334879 29.6641726, -95.2332805 29.6639332, -95.2332015 29.663845, -95.2327991 29.6633955)",,
205143922,,York Street,tertiary,False,True,24.497,,"LINESTRING (-95.2335826 29.6643385, -95.2335993 29.6644688, -95.2335832 29.6645569)",,
15419179,,Indiana Street,residential,False,True,140.836,,"LINESTRING (-95.2405229 29.6621867, -95.240214 29.6624086, -95.2399852 29.662573, -95.2397174 29.6627654, -95.2393996 29.6629938)",,
