osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,maxspeed
13718382,West Jefferson Avenue,residential,False,False,131.161,"LINESTRING (-116.5586229 47.3142804, -116.5591799 47.3142782, -116.5593199 47.3142777, -116.5594079 47.3142774, -116.5596358 47.3142765, -116.5603627 47.3142737)",,,
"[13719789, 13715894]",Riverside Avenue,residential,False,False,282.195,"LINESTRING (-116.5604417 47.3162001, -116.5610791 47.3163798, -116.5616721 47.316703, -116.5620949 47.3169161, -116.5626474 47.3172599, -116.5634869 47.3176472)",,,
"[13718553, 13715894]",South 1st Street,residential,False,True,69.741,"LINESTRING (-116.5604417 47.3162001, -116.5604077 47.3160886, -116.5603917 47.3157047, -116.560391 47.3156486, -116.5603962 47.3155755)",,,
13719776,Main Avenue,residential,False,False,82.93299999999999,"LINESTRING (-116.5604417 47.3162001, -116.5609804 47.3162039, -116.5615418 47.3162039)",,,
13719776,Main Avenue,residential,False,False,16.701,"LINESTRING (-116.5615418 47.3162039, -116.5617313 47.3162817)",,,
13716545,,residential,False,False,52.772999999999996,"LINESTRING (-116.5615418 47.3162039, -116.561506 47.315959, -116.561459 47.315875, -116.561259 47.315846)",,,
13719776,Main Avenue,residential,False,True,82.93299999999999,"LINESTRING (-116.5615418 47.3162039, -116.5609804 47.3162039, -116.5604417 47.3162001)",,,
13716545,,residential,False,True,52.772999999999996,"LINESTRING (-116.561259 47.315846, -116.561459 47.315875, -116.561506 47.315959, -116.5615418 47.3162039)",,,
13718783,Elm Street,residential,False,True,103.458,"LINESTRING (-116.5592093 47.3111098, -116.5592002 47.3101794)",,,
13717929,Dakota Loop,residential,False,False,81.46799999999999,"LINESTRING (-116.5592093 47.3111098, -116.5590215 47.3111897, -116.5588734 47.3112588, -116.5586928 47.3113454, -116.5584808 47.311387, -116.5582473 47.3113587)",,,
13717932,Dakota Loop,residential,False,True,158.091,"LINESTRING (-116.5592093 47.3111098, -116.559737 47.311055, -116.560057 47.3110156, -116.560308 47.310872, -116.5606558 47.3106402, -116.5610037 47.3104786)",,,
13719690,Cedar Street,residential,False,True,131.291,"LINESTRING (-116.5582473 47.3113587, -116.5583234 47.3101791)",,,
13717929,Dakota Loop,residential,False,False,142.834,"LINESTRING (-116.5582473 47.3113587, -116.557961 47.3112979, -116.5577628 47.3111863, -116.557584 47.3109956, -116.5575322 47.3108719, -116.5576455 47.3106977, -116.55792 47.3103878)",,,
13717929,Dakota Loop,residential,False,True,81.468,"LINESTRING (-116.5582473 47.3113587, -116.5584808 47.311387, -116.5586928 47.3113454, -116.5588734 47.3112588, -116.5590215 47.3111897, -116.5592093 47.3111098)",,,
13717929,Dakota Loop,residential,False,False,38.317,"LINESTRING (-116.55792 47.3103878, -116.5580754 47.3102954, -116.5583234 47.3101791)",,,
13717929,Dakota Loop,residential,False,True,142.834,"LINESTRING (-116.55792 47.3103878, -116.5576455 47.3106977, -116.5575322 47.3108719, -116.557584 47.3109956, -116.5577628 47.3111863, -116.557961 47.3112979, -116.5582473 47.3113587)",,,
13719690,Cedar Street,residential,False,False,131.291,"LINESTRING (-116.5583234 47.3101791, -116.5582473 47.3113587)",,,
13717929,Dakota Loop,residential,False,True,38.317,"LINESTRING (-116.5583234 47.3101791, -116.5580754 47.3102954, -116.55792 47.3103878)",,,
13717935,Dakota Loop,residential,False,False,66.106,"LINESTRING (-116.5583234 47.3101791, -116.5586867 47.3101803, -116.5592002 47.3101794)",,,
13719273,South 2nd Street,residential,False,True,27.51,"LINESTRING (-116.5614017 47.3104906, -116.5614017 47.3102432)",,,
13717932,Dakota Loop,residential,False,False,30.552,"LINESTRING (-116.5614017 47.3104906, -116.5611768 47.3105088, -116.5610037 47.3104786)",,,
13719273,South 2nd Street,residential,False,False,236.419,"LINESTRING (-116.5614017 47.3104906, -116.5613749 47.310978, -116.561423 47.3126161)",,,
13717932,Dakota Loop,residential,False,False,158.091,"LINESTRING (-116.5610037 47.3104786, -116.5606558 47.3106402, -116.560308 47.310872, -116.560057 47.3110156, -116.559737 47.311055, -116.5592093 47.3111098)",,,
13717932,Dakota Loop,residential,False,True,30.552,"LINESTRING (-116.5610037 47.3104786, -116.5611768 47.3105088, -116.5614017 47.3104906)",,,
13717935,Dakota Loop,residential,False,True,65.212,"LINESTRING (-116.5610037 47.3104786, -116.560879 47.310369, -116.5605914 47.3102188, -116.5602973 47.3101872)",,,
13717935,Dakota Loop,residential,False,False,82.719,"LINESTRING (-116.5592002 47.3101794, -116.5602973 47.3101872)",,,
13718783,Elm Street,residential,False,False,103.458,"LINESTRING (-116.5592002 47.3101794, -116.5592093 47.3111098)",,,
13717935,Dakota Loop,residential,False,True,66.106,"LINESTRING (-116.5592002 47.3101794, -116.5586867 47.3101803, -116.5583234 47.3101791)",,,
13717935,Dakota Loop,residential,False,True,82.719,"LINESTRING (-116.5602973 47.3101872, -116.5592002 47.3101794)",,,
13717935,Dakota Loop,residential,False,False,65.212,"LINESTRING (-116.5602973 47.3101872, -116.5605914 47.3102188, -116.560879 47.310369, -116.5610037 47.3104786)",,,
13719540,Railroad Avenue,residential,False,False,109.515,"LINESTRING (-116.5621603 47.3164549, -116.562609 47.3164117, -116.5628496 47.316416, -116.5631106 47.3164435, -116.5632651 47.3165055, -116.5634413 47.3165917, -116.5635057 47.3166417)",,,
"[106555032, 199536478, 106555031]","['South 3rd Street', 'Highway 3 North']",primary,False,False,180.65599999999998,"LINESTRING (-116.5621603 47.3164549, -116.5620293 47.3165864, -116.5617707 47.3168817, -116.5610497 47.317805, -116.5610019 47.3178758)",ID 3,yes,
"[13718162, 106555030, 199536478]",South 3rd Street,primary,False,True,138.0,"LINESTRING (-116.5621603 47.3164549, -116.5622976 47.3162155, -116.5624548 47.3158481, -116.5624839 47.3155207, -116.562466 47.3152473)",ID 3,yes,
106555032,Highway 3 North,primary,False,False,9.261,"LINESTRING (-116.5610019 47.3178758, -116.560953 47.3179522)",ID 3,,
"[106555032, 199536478, 106555031]","['South 3rd Street', 'Highway 3 North']",primary,False,True,180.656,"LINESTRING (-116.5610019 47.3178758, -116.5610497 47.317805, -116.5617707 47.3168817, -116.5620293 47.3165864, -116.5621603 47.3164549)",ID 3,yes,
106555032,Highway 3 North,primary,False,True,9.261,"LINESTRING (-116.560953 47.3179522, -116.5610019 47.3178758)",ID 3,,
13719351,Meadowhurst Drive,residential,False,False,127.957,"LINESTRING (-116.560953 47.3179522, -116.561225 47.3180787, -116.561535 47.318096, -116.56197 47.318296, -116.562174 47.318504, -116.562251 47.318601)",,,
13718200,North 4th Street,residential,False,False,112.012,"LINESTRING (-116.5635057 47.3166417, -116.5635406 47.3171272, -116.5634869 47.3176472)",,,
"[13719540, 13718375]","['North 5th Street', 'Railroad Avenue']",residential,False,False,182.911,"LINESTRING (-116.5635057 47.3166417, -116.5641441 47.3169908, -116.5642648 47.3171017, -116.5643023 47.3171981, -116.5642828 47.3173876, -116.5642478 47.3178245, -116.5643832 47.3180287)",,,
13719540,Railroad Avenue,residential,False,True,109.515,"LINESTRING (-116.5635057 47.3166417, -116.5634413 47.3165917, -116.5632651 47.3165055, -116.5631106 47.3164435, -116.5628496 47.316416, -116.562609 47.3164117, -116.5621603 47.3164549)",,,
"[13719540, 13718375]","['Railroad Avenue', 'North 5th Street']",residential,False,True,182.911,"LINESTRING (-116.5643832 47.3180287, -116.5642478 47.3178245, -116.5642828 47.3173876, -116.5643023 47.3171981, -116.5642648 47.3171017, -116.5641441 47.3169908, -116.5635057 47.3166417)",,,
13719789,Riverside Avenue,residential,False,True,79.798,"LINESTRING (-116.5643832 47.3180287, -116.563664 47.3177152, -116.5634869 47.3176472)",,,
13718382,West Jefferson Avenue,residential,False,False,80.576,"LINESTRING (-116.5603627 47.3142737, -116.5614315 47.3142695)",,,
13718553,South 1st Street,residential,False,False,107.625,"LINESTRING (-116.5603627 47.3142737, -116.5603823 47.3152415)",,,
13718553,South 1st Street,residential,False,True,64.394,"LINESTRING (-116.5603627 47.3142737, -116.5603572 47.3136946)",,,
13718382,West Jefferson Avenue,residential,False,True,131.161,"LINESTRING (-116.5603627 47.3142737, -116.5596358 47.3142765, -116.5594079 47.3142774, -116.5593199 47.3142777, -116.5591799 47.3142782, -116.5586229 47.3142804)",,,
13718382,West Jefferson Avenue,residential,False,False,77.786,"LINESTRING (-116.5614315 47.3142695, -116.5624633 47.3142656)",,,
13718382,West Jefferson Avenue,residential,False,True,80.576,"LINESTRING (-116.5614315 47.3142695, -116.5603627 47.3142737)",,,
13719273,South 2nd Street,residential,False,False,107.023,"LINESTRING (-116.5614315 47.3142695, -116.5614498 47.3152319)",,,
13719273,South 2nd Street,residential,False,True,110.517,"LINESTRING (-116.5614315 47.3142695, -116.5614274 47.3132756)",,,
13718382,West Jefferson Avenue,residential,False,False,80.146,"LINESTRING (-116.5624633 47.3142656, -116.5635264 47.3142614)",,,
13718382,West Jefferson Avenue,residential,False,True,77.786,"LINESTRING (-116.5624633 47.3142656, -116.5614315 47.3142695)",,,
13719587,South 3rd Street,residential,False,False,109.16,"LINESTRING (-116.5624633 47.3142656, -116.562466 47.3152473)",,,
13719587,South 3rd Street,residential,False,True,109.227,"LINESTRING (-116.5624633 47.3142656, -116.5624619 47.3132833)",,,
13718382,West Jefferson Avenue,residential,False,False,78.397,"LINESTRING (-116.5635264 47.3142614, -116.5645663 47.3142574)",,,
13718382,West Jefferson Avenue,residential,False,True,80.146,"LINESTRING (-116.5635264 47.3142614, -116.5624633 47.3142656)",,,
13718437,South 4th Street,residential,False,False,108.563,"LINESTRING (-116.5635264 47.3142614, -116.5635382 47.3152377)",,,
13718437,South 4th Street,residential,False,True,107.873,"LINESTRING (-116.5635264 47.3142614, -116.5635166 47.3132913)",,,
13718382,West Jefferson Avenue,residential,False,False,81.895,"LINESTRING (-116.5645663 47.3142574, -116.5656526 47.3142532)",,,
13718382,West Jefferson Avenue,residential,False,True,78.397,"LINESTRING (-116.5645663 47.3142574, -116.5635264 47.3142614)",,,
13718533,South 5th Street,residential,False,False,110.173,"LINESTRING (-116.5645663 47.3142574, -116.5645448 47.3152481)",,,
13718533,South 5th Street,residential,False,True,106.503,"LINESTRING (-116.5645663 47.3142574, -116.5645711 47.3132996)",,,
13718382,West Jefferson Avenue,residential,False,True,81.895,"LINESTRING (-116.5656526 47.3142532, -116.5645663 47.3142574)",,,
13718798,South 6th Street,residential,False,True,105.104,"LINESTRING (-116.5656526 47.3142532, -116.5656748 47.3133081)",,,
13718803,South 6th Street,residential,False,False,112.037,"LINESTRING (-116.5656526 47.3142532, -116.5657067 47.3152601)",,,
13718382,West Jefferson Avenue,residential,False,False,79.072,"LINESTRING (-116.5656526 47.3142532, -116.5661765 47.3142574, -116.5667014 47.3142615)",,,
13718874,South 7th Street,residential,False,False,112.244,"LINESTRING (-116.5667014 47.3142615, -116.5667332 47.3152707)",,,
13718874,South 7th Street,residential,False,True,105.269,"LINESTRING (-116.5667014 47.3142615, -116.5666476 47.3133155)",,,
13718382,West Jefferson Avenue,residential,False,False,80.904,"LINESTRING (-116.5667014 47.3142615, -116.5672165 47.3142656, -116.5675915 47.3142685, -116.5677745 47.31427)",,,
13718382,West Jefferson Avenue,residential,False,True,79.072,"LINESTRING (-116.5667014 47.3142615, -116.5661765 47.3142574, -116.5656526 47.3142532)",,,
13718932,South 8th Street,residential,False,False,105.372,"LINESTRING (-116.5677745 47.31427, -116.5677033 47.3133236)",,,
13718382,West Jefferson Avenue,residential,False,False,75.468,"LINESTRING (-116.5677745 47.31427, -116.5680135 47.3142718, -116.5682477 47.3142737, -116.5687755 47.3142779)",,,
13718382,West Jefferson Avenue,residential,False,True,80.904,"LINESTRING (-116.5677745 47.31427, -116.5675915 47.3142685, -116.5672165 47.3142656, -116.5667014 47.3142615)",,,
13719012,South 9th Street,residential,False,False,112.83,"LINESTRING (-116.5687755 47.3142779, -116.5688177 47.3152922)",,,
13719012,South 9th Street,residential,False,True,105.288,"LINESTRING (-116.5687755 47.3142779, -116.5687362 47.3133314)",,,
13718382,West Jefferson Avenue,residential,False,True,75.46799999999999,"LINESTRING (-116.5687755 47.3142779, -116.5682477 47.3142737, -116.5680135 47.3142718, -116.5677745 47.31427)",,,
13718803,South 6th Street,residential,False,True,108.335,"LINESTRING (-116.5657563 47.3162338, -116.5657067 47.3152601)",,,
125630979,Main Avenue,primary,False,False,75.892,"LINESTRING (-116.5657563 47.3162338, -116.566763 47.3162385)",ID 5,,25 mph
125630979,Main Avenue,primary,False,True,89.29,"LINESTRING (-116.5657563 47.3162338, -116.5645719 47.3162264)",ID 5,,25 mph
"[13718426, 13718563]","['Center Avenue', 'North 6th Street']",residential,False,False,153.095,"LINESTRING (-116.5657563 47.3162338, -116.5658778 47.3169291, -116.5659827 47.3170259, -116.5661565 47.3170848, -116.5667699 47.3171716)",,,
13718437,South 4th Street,residential,False,False,76.638,"LINESTRING (-116.5635088 47.3126021, -116.5635166 47.3132913)",,,
13718639,Lincoln Avenue,residential,False,False,79.684,"LINESTRING (-116.5635088 47.3126021, -116.5645657 47.312595)",,,
13718639,Lincoln Avenue,residential,False,True,79.05,"LINESTRING (-116.5635088 47.3126021, -116.5624603 47.3126091)",,,
13718437,South 4th Street,residential,False,False,107.873,"LINESTRING (-116.5635166 47.3132913, -116.5635264 47.3142614)",,,
13718437,South 4th Street,residential,False,True,76.638,"LINESTRING (-116.5635166 47.3132913, -116.5635088 47.3126021)",,,
13719073,Washington Avenue,residential,False,False,79.503,"LINESTRING (-116.5635166 47.3132913, -116.5645711 47.3132996)",,,
13719073,Washington Avenue,residential,False,True,79.518,"LINESTRING (-116.5635166 47.3132913, -116.5624619 47.3132833)",,,
13718437,South 4th Street,residential,False,True,108.563,"LINESTRING (-116.5635382 47.3152377, -116.5635264 47.3142614)",,,
106555029,West College Avenue,primary,False,True,80.836,"LINESTRING (-116.5635382 47.3152377, -116.562466 47.3152473)",ID 5,,
125630974,College Avenue,residential,False,False,75.893,"LINESTRING (-116.5635382 47.3152377, -116.5645448 47.3152481)",,,
