osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,tunnel,access,bridge
292245548,False,,Delaware Avenue,residential,,False,80.736,"LINESTRING (-76.6012401 39.4010727, -76.6011885 39.4007504, -76.6011821 39.4006856, -76.6011483 39.4004043, -76.601158 39.400351)",,,,,
5308119,False,4,York Road,secondary,,True,110.59200000000001,"LINESTRING (-76.6060979 39.4061505, -76.6060795 39.4061273, -76.60578 39.4057494, -76.6056564 39.4055928, -76.6056107 39.4055348, -76.6054575 39.4053406, -76.6054268 39.4053018)",MD 45,,,,
5312610,False,,Olympic Place,unclassified,,False,101.595,"LINESTRING (-76.6020051 39.402702, -76.6021293 39.4026648, -76.6024776 39.4025603, -76.6030082 39.402401, -76.6031074 39.4023714)",,,,yes,
425002507,True,2,Dulaney Valley Road,primary,30 mph,False,74.811,"LINESTRING (-76.6020051 39.402702, -76.6020883 39.4023709, -76.6021471 39.40219, -76.6021649 39.4021682, -76.6022135 39.4021262, -76.60228 39.4020834)",MD 146,,,,
192254085,True,4,Fairmount Avenue,secondary,,False,16.138,"LINESTRING (-76.6014266 39.4059732, -76.601244 39.4059392)",,,,,
"[547780833, 48983333, 425002504, 425002507, 425003220, 425003227, 425003228]",True,"['4', '3', '2']",Dulaney Valley Road,primary,30 mph,False,367.137,"LINESTRING (-76.6014266 39.4059732, -76.6014439 39.4058757, -76.6014779 39.4056836, -76.6015648 39.4051934, -76.6016694 39.4046031, -76.6016877 39.4044996, -76.6016944 39.4044615, -76.601737 39.4042213, -76.6017407 39.4042006, -76.6017483 39.4041575, -76.6018036 39.4038405, -76.601869 39.4034657, -76.601882 39.403391, -76.601901 39.4032717, -76.6019473 39.4029792, -76.6020051 39.402702)",MD 146,,,,
188427014,True,2,Dulaney Valley Road,primary,,False,12.945,"LINESTRING (-76.6014049 39.4060884, -76.6014266 39.4059732)",MD 146,,,,
191923154,True,2,Fairmount Avenue,secondary,35 mph,False,41.039,"LINESTRING (-76.6014049 39.4060884, -76.6015185 39.4061159, -76.6016584 39.4061622, -76.601844 39.406232)",,,,,
191923153,True,3,Fairmount Avenue,secondary,35 mph,False,16.4,"LINESTRING (-76.6012196 39.406053, -76.6014049 39.4060884)",,,,,
48983334,True,2,Dulaney Valley Road,primary,,False,12.826,"LINESTRING (-76.601244 39.4059392, -76.6012196 39.406053)",MD 146,,,,
"[547771294, 169731580, 1055328534, 1055328535]",True,"['4', '3', '5']",Fairmount Avenue,secondary,"['35 mph', '45 mph']",False,262.171,"LINESTRING (-76.601244 39.4059392, -76.6011072 39.4059173, -76.6007526 39.4058712, -76.6003717 39.4058215, -76.6000901 39.4057832, -76.5998755 39.4057459, -76.5995939 39.4056878, -76.5995146 39.4056691, -76.5993702 39.4056329, -76.5992149 39.4055864, -76.5990111 39.4055203, -76.5988654 39.4054716, -76.5987016 39.4054126, -76.5985323 39.405345, -76.5983439 39.4052631)",,,,,
5307839,False,,Delaware Avenue,residential,,False,122.667,"LINESTRING (-76.6014089 39.399265, -76.6013909 39.3993426, -76.6013068 39.3997046, -76.6012544 39.3999324, -76.6012005 39.4001663, -76.6011726 39.4002877, -76.601158 39.400351)",,,,,
326374675,True,2,East Chesapeake Avenue,tertiary,,False,106.269,"LINESTRING (-76.6014089 39.399265, -76.6012943 39.399254, -76.6010643 39.3992319, -76.6007956 39.399206, -76.6002906 39.3991575, -76.6001816 39.399147)",,,,,
5307839,False,,Delaware Avenue,residential,,True,122.667,"LINESTRING (-76.601158 39.400351, -76.6011726 39.4002877, -76.6012005 39.4001663, -76.6012544 39.3999324, -76.6013068 39.3997046, -76.6013909 39.3993426, -76.6014089 39.399265)",,,,,
292245548,False,,Delaware Avenue,residential,,True,80.73599999999999,"LINESTRING (-76.601158 39.400351, -76.6011483 39.4004043, -76.6011821 39.4006856, -76.6011885 39.4007504, -76.6012401 39.4010727)",,,,,
"[1076342915, 326374676, 548250933]",True,"['3', '2']",East Pennsylvania Avenue,tertiary,25 mph,False,108.23100000000001,"LINESTRING (-76.601158 39.400351, -76.601241 39.40036, -76.6016383 39.4004029, -76.6017279 39.4004125, -76.6017705 39.4004171, -76.6019282 39.4004342, -76.6021031 39.4004531, -76.6022969 39.400474, -76.6024055 39.4004857)",,,,,
5311219,False,,Willow Avenue,residential,,False,128.441,"LINESTRING (-76.6032322 39.3975082, -76.6031272 39.3975074, -76.6021349 39.3975001, -76.6020413 39.3974994, -76.6017375 39.3974972)",,,,,
424997841,False,4,York Road,primary,30 mph,True,76.009,"LINESTRING (-76.6032322 39.3975082, -76.6031326 39.3978603, -76.603076 39.3980604, -76.6030433 39.398176)",MD 45,,,,
326374690,False,3,York Road,primary,30 mph,True,12.922,"LINESTRING (-76.6030433 39.398176, -76.6030116 39.3982896)",MD 45,,,,
48983386,True,2,East Towsontown Boulevard,secondary,30 mph,False,113.092,"LINESTRING (-76.6030433 39.398176, -76.6028704 39.3982025, -76.6017523 39.3983739)",,,,,
424997841,False,4,York Road,primary,30 mph,False,76.009,"LINESTRING (-76.6030433 39.398176, -76.603076 39.3980604, -76.6031326 39.3978603, -76.6032322 39.3975082)",MD 45,,,,
5314346,True,2,East Chesapeake Avenue,tertiary,,False,112.18399999999998,"LINESTRING (-76.6027045 39.3993896, -76.6026102 39.3993805, -76.6020508 39.3993267, -76.6018398 39.3993065, -76.6014089 39.399265)",,,,,
35355960,False,4,York Road,primary,,False,124.56,"LINESTRING (-76.6027045 39.3993896, -76.6026857 39.3994584, -76.6026784 39.3994854, -76.6026567 39.3995654, -76.6026376 39.3996355, -76.6024307 39.4003933, -76.6024055 39.4004857)",MD 45,,,,
"[1158989929, 548229083, 513588334, 48983335]",False,2,York Road,primary,30 mph,False,125.129,"LINESTRING (-76.6027045 39.3993896, -76.6027198 39.3993347, -76.6027519 39.39922, -76.6028136 39.3989987, -76.6029252 39.3985988, -76.6029797 39.3984037, -76.6030116 39.3982896)",MD 45,,,,
5309915,True,2,West Pennsylvania Avenue,tertiary,25 mph,False,243.896,"LINESTRING (-76.6024055 39.4004857, -76.6025172 39.4004966, -76.6030551 39.4005493, -76.6035943 39.4006021, -76.6036454 39.4006071, -76.6037331 39.4006157, -76.6041545 39.400657, -76.6042248 39.4006639, -76.6044681 39.4006877, -76.6051104 39.4007506, -76.6052215 39.4007615)",,,,,
35355959,True,2,York Road,primary,,False,70.161,"LINESTRING (-76.6024055 39.4004857, -76.6023745 39.4005753, -76.6022297 39.4010173, -76.6022096 39.4010981)",MD 45,,,,
35355960,False,4,York Road,primary,,True,124.55999999999999,"LINESTRING (-76.6024055 39.4004857, -76.6024307 39.4003933, -76.6026376 39.3996355, -76.6026567 39.3995654, -76.6026784 39.3994854, -76.6026857 39.3994584, -76.6027045 39.3993896)",MD 45,,,,
463331232,False,3,York Road,secondary,,True,28.383,"LINESTRING (-76.6031074 39.4023714, -76.6029343 39.402154)",MD 45,,,,
5312610,False,,Olympic Place,unclassified,,True,101.595,"LINESTRING (-76.6031074 39.4023714, -76.6030082 39.402401, -76.6024776 39.4025603, -76.6021293 39.4026648, -76.6020051 39.402702)",,,,yes,
"[425002512, 425002514, 425002518, 425002511]",False,3,York Road,secondary,,False,131.772,"LINESTRING (-76.6031074 39.4023714, -76.6031462 39.4024203, -76.6032411 39.40254, -76.6033707 39.4027034, -76.603697 39.4031148, -76.603784 39.4032244, -76.6038435 39.4032997, -76.6039088 39.4033818)",MD 45,,,,
425197133,False,3,York Road,secondary,,False,37.988,"LINESTRING (-76.6039088 39.4033818, -76.6041398 39.4036731)",MD 45,,,,
"[425002512, 425002514, 425002518, 425002511]",False,3,York Road,secondary,,True,131.772,"LINESTRING (-76.6039088 39.4033818, -76.6038435 39.4032997, -76.603784 39.4032244, -76.603697 39.4031148, -76.6033707 39.4027034, -76.6032411 39.40254, -76.6031462 39.4024203, -76.6031074 39.4023714)",MD 45,,,,
982287628,False,2,Washington Avenue,unclassified,,True,27.807000000000002,"LINESTRING (-76.6039088 39.4033818, -76.6039932 39.4033131, -76.6041288 39.4031984)",,,,,
425197133,False,3,York Road,secondary,,True,37.988,"LINESTRING (-76.6041398 39.4036731, -76.6039088 39.4033818)",MD 45,,,,
75475927,True,1,,secondary_link,,False,53.809,"LINESTRING (-76.6041398 39.4036731, -76.604085 39.4034846, -76.6040743 39.4034193, -76.6040825 39.4033834, -76.604089 39.4033551, -76.6041288 39.4031984)",,,,,
"[425002515, 5308119]",False,4,York Road,secondary,,False,212.19299999999998,"LINESTRING (-76.6041398 39.4036731, -76.6044689 39.404088, -76.604554 39.4041953, -76.6046511 39.4043183, -76.6047924 39.4044976, -76.6049229 39.4046629, -76.6053647 39.405223, -76.6054268 39.4053018)",MD 45,,,,
48983387,True,2,East Towsontown Boulevard,secondary,,False,13.431,"LINESTRING (-76.5989985 39.3986613, -76.5991387 39.3987147)",,,,,
"[5304947, 424999989]",False,3,East Towsontown Boulevard,secondary,,False,95.22200000000001,"LINESTRING (-76.5989985 39.3986613, -76.5982322 39.3985665, -76.5979048 39.3985233)",,,,,
"[5308329, 326370266]",False,,Lennox Avenue,residential,,False,186.05200000000002,"LINESTRING (-76.5990536 39.3992142, -76.5987304 39.3991825, -76.5980692 39.3991177, -76.5969057 39.3990027)",,,,,
5311547,True,,Jefferson Avenue,residential,,False,77.684,"LINESTRING (-76.5990536 39.3992142, -76.5989364 39.3996533, -76.5988708 39.3998984)",,,,,
5314463,True,2,Fairmount Avenue,secondary,,False,103.881,"LINESTRING (-76.5969057 39.3990027, -76.5967475 39.3994408, -76.5966222 39.3999103)",,,,,
"[5308329, 326370266]",False,,Lennox Avenue,residential,,True,186.052,"LINESTRING (-76.5969057 39.3990027, -76.5980692 39.3991177, -76.5987304 39.3991825, -76.5990536 39.3992142)",,,,,
"[72781922, 72781919]",False,2,Washington Avenue,unclassified,,False,122.571,"LINESTRING (-76.6052215 39.4007615, -76.6052073 39.4008539, -76.6051383 39.4013024, -76.6050658 39.4017745, -76.6050532 39.4018561)",,,,,
84973337,False,1,Washington Avenue,unclassified,25 mph,False,123.255,"LINESTRING (-76.6052215 39.4007615, -76.6052335 39.4006833, -76.6053046 39.4002212, -76.6053761 39.3997559, -76.6053909 39.3996608)",,,,,
98106785,True,2,West Pennsylvania Avenue,tertiary,25 mph,False,164.742,"LINESTRING (-76.6052215 39.4007615, -76.6053348 39.4007728, -76.6064143 39.4008821, -76.6064896 39.4008897, -76.6070443 39.4009459, -76.6071226 39.4009538)",,,,,
540250134,True,,Maryland Avenue,residential,25 mph,False,38.679,"LINESTRING (-76.5993025 39.3973904, -76.5992526 39.3977361)",,,,,
5311219,False,,Willow Avenue,residential,,True,68.72900000000001,"LINESTRING (-76.5993025 39.3973904, -76.5993751 39.3973958, -76.5996952 39.3974195, -76.6000987 39.3974494)",,,,,
48983381,True,2,East Pennsylvania Avenue,secondary,25 mph,False,94.89599999999999,"LINESTRING (-76.5988071 39.4001265, -76.5990837 39.4001532, -76.599903 39.4002323)",,,,,
"[1054405871, 5317636, 326374679]",False,"['3', '2']",Washington Avenue,unclassified,,True,104.32300000000001,"LINESTRING (-76.605552 39.3985965, -76.6055625 39.3985274, -76.6055899 39.3983471, -76.605646 39.397977, -76.6056511 39.3978774, -76.605633 39.397818, -76.6056021 39.3977458, -76.6055987 39.3977405, -76.6055574 39.3976762)",,,,,
326374680,False,2,Washington Avenue,unclassified,25 mph,False,119.15199999999999,"LINESTRING (-76.605552 39.3985965, -76.6055411 39.3986688, -76.605502 39.3989263, -76.6054817 39.3990602, -76.6054694 39.3991416, -76.6054446 39.3993051, -76.6054014 39.3995897, -76.6053909 39.3996608)",,,,,
326374685,False,2,West Susquehanna Avenue,residential,25 mph,False,84.635,"LINESTRING (-76.605552 39.3985965, -76.6056521 39.3986064, -76.6058705 39.3986278, -76.6063094 39.398671, -76.6065291 39.3986926)",,,,,
326374686,False,2,West Susquehanna Avenue,residential,25 mph,True,140.61599999999999,"LINESTRING (-76.605552 39.3985965, -76.6054565 39.3985871, -76.6039286 39.3984369)",,,,,
35261084,False,2,West Joppa Road,unclassified,25 mph,False,61.708,"LINESTRING (-76.6048574 39.4025278, -76.6055215 39.4027391)",,,,,
35457855,False,2,Washington Avenue,unclassified,,False,62.058,"LINESTRING (-76.6048574 39.4025278, -76.6047821 39.4026168, -76.6044068 39.4029632)",,,,,
35457855,False,2,Washington Avenue,unclassified,,True,77.046,"LINESTRING (-76.6048574 39.4025278, -76.6049201 39.402429, -76.6049569 39.4023293, -76.6049858 39.4022216, -76.6050379 39.4019382, -76.6050532 39.4018561)",,,,,
"[326368204, 425004278]",True,"['4', '3']",Bosley Avenue,primary,35 mph,False,261.082,"LINESTRING (-76.6080327 39.403591, -76.6080368 39.4038439, -76.6080636 39.4040625, -76.6080998 39.4042832, -76.6082232 39.4049703, -76.6082473 39.4052013, -76.6082366 39.4053972, -76.6082084 39.4055506, -76.6081453 39.4057541, -76.6080681 39.4059104)",MD 45 Bypass,,,,
"[326374681, 326374682]",False,"['4', '2']",West Joppa Road,unclassified,25 mph,True,115.905,"LINESTRING (-76.6080327 39.403591, -76.607849 39.403509, -76.6075323 39.4033775, -76.6073633 39.4033132, -76.6072387 39.4032736, -76.6068135 39.4031502)",,,,,
5304947,False,3,East Towsontown Boulevard,secondary,,True,84.952,"LINESTRING (-76.596936 39.398371, -76.5970369 39.3983878, -76.597128 39.398403, -76.5973606 39.3984376, -76.597437 39.398449, -76.5979048 39.3985233)",,,,,
5313890,False,,Aigburth Avenue,residential,,False,90.455,"LINESTRING (-76.596936 39.398371, -76.596908 39.398245, -76.596904 39.398161, -76.5969066 39.398063, -76.59691 39.397999, -76.596957 39.397561)",,,,,
5314463,True,2,Fairmount Avenue,secondary,,False,70.938,"LINESTRING (-76.596936 39.398371, -76.5969524 39.3984622, -76.596963 39.398521, -76.596968 39.398578, -76.596967 39.398651, -76.596967 39.398721, -76.59695 39.39884, -76.596931 39.398937, -76.5969057 39.3990027)",,,,,
5323596,True,1,East Pennsylvania Avenue,secondary,,False,44.565,"LINESTRING (-76.5966222 39.3999103, -76.596727 39.399921, -76.596762 39.399925, -76.597136 39.399965)",,,,,
