osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name
100577362,True,2,US 1,primary,35 mph,False,130.18800000000002,"LINESTRING (-80.397775 27.6408847, -80.3977291 27.6406023, -80.3975112 27.6400132, -80.3974792 27.6399457, -80.3974458 27.6398955, -80.3973928 27.639835, -80.3973456 27.6397955)",
128573239,False,4,US 1,primary,35 mph,False,135.827,"LINESTRING (-80.397775 27.6408847, -80.3979463 27.6413512, -80.3980031 27.641506, -80.398037 27.6415982, -80.3981495 27.6419046, -80.3982016 27.6420463)",
1257155569,False,,,residential,,False,48.971,"LINESTRING (-80.397775 27.6408847, -80.3976554 27.6408829, -80.3976146 27.6408831, -80.3973434 27.6408847, -80.3972779 27.6408832)",22nd Street
85104650,False,2,,tertiary,30 mph,False,143.994,"LINESTRING (-80.3972771 27.6420309, -80.3958156 27.6420042)",Royal Palm Boulevard
85104650,False,2,,tertiary,30 mph,True,91.08200000000001,"LINESTRING (-80.3972771 27.6420309, -80.3976843 27.6420377, -80.3977509 27.6420388, -80.3980604 27.6420439, -80.3982016 27.6420463)",Royal Palm Boulevard
1257155573,False,,,residential,,True,127.61999999999999,"LINESTRING (-80.3972771 27.6420309, -80.3972772 27.6419416, -80.3972767 27.64192, -80.3972761 27.6418958, -80.3972775 27.6415166, -80.3972776 27.6413511, -80.3972779 27.6409829, -80.3972779 27.6408832)",12th Avenue
1257451133,False,,,residential,,False,129.398,"LINESTRING (-80.3972771 27.6420309, -80.3972773 27.6421323, -80.3972774 27.6421638, -80.3972785 27.6426207, -80.3972788 27.6427512, -80.3972793 27.6429584, -80.3972796 27.6430657, -80.3972799 27.6431946)",12th Avenue
10981544,False,,,residential,,False,97.23500000000001,"LINESTRING (-80.3972799 27.6431946, -80.3973518 27.6431949, -80.3975612 27.6431958, -80.3977615 27.6431966, -80.3977977 27.643197, -80.3979174 27.6431985, -80.3980364 27.6432, -80.398267 27.6432016)",24th Street
1257451133,False,,,residential,,True,129.398,"LINESTRING (-80.3972799 27.6431946, -80.3972796 27.6430657, -80.3972793 27.6429584, -80.3972788 27.6427512, -80.3972785 27.6426207, -80.3972774 27.6421638, -80.3972773 27.6421323, -80.3972771 27.6420309)",12th Avenue
47654883,False,2,,tertiary,,True,101.989,"LINESTRING (-80.3932646 27.6361867, -80.3932699 27.6352695)",10th Avenue
47654883,False,2,,tertiary,,False,102.093,"LINESTRING (-80.3932646 27.6361867, -80.3932512 27.6366899, -80.3932365 27.6371045)",10th Avenue
10981443,False,2,,residential,,False,161.278,"LINESTRING (-80.3977899 27.6361509, -80.3977888 27.6362129, -80.3977845 27.6364557, -80.3977816 27.6366237, -80.3977784 27.6368008, -80.3977752 27.6369789, -80.3977749 27.6369954, -80.3977665 27.6374848, -80.3977701 27.6375093, -80.3977878 27.6375996)",12th Court
694151751,False,2,,residential,,False,47.357,"LINESTRING (-80.3977899 27.6361509, -80.3982309 27.6361608, -80.3982705 27.6361605)",19th Street
"[1246160593, 694151751]",False,2,,residential,,True,102.04599999999999,"LINESTRING (-80.3977899 27.6361509, -80.3974168 27.6361469, -80.3969048 27.6361414, -80.396764 27.6360937)",19th Street
1247659706,False,2,CR 605,secondary,30 mph,True,104.375,"LINESTRING (-80.3982705 27.6361605, -80.397993 27.6352546)",Old Dixie Highway
694151747,False,2,,residential,30 mph,False,113.192,"LINESTRING (-80.3982705 27.6361605, -80.3983871 27.6361616, -80.3989047 27.6361667, -80.3989289 27.636167, -80.399191 27.6361707, -80.3993363 27.6361749, -80.3994194 27.6361739)",19th Street
694151751,False,2,,residential,,True,47.357,"LINESTRING (-80.3982705 27.6361605, -80.3982309 27.6361608, -80.3977899 27.6361509)",19th Street
"[963068400, 694151750]",False,2,CR 605,secondary,30 mph,False,166.575,"LINESTRING (-80.3982705 27.6361605, -80.3984416 27.6366365, -80.3985613 27.6369908, -80.3985836 27.6370573, -80.39866 27.6372854, -80.3987332 27.6375005, -80.3987631 27.6375935)",Old Dixie Highway
694151746,False,2,,tertiary,25 mph,True,150.382,"LINESTRING (-80.3994194 27.6361739, -80.3994207 27.6361329, -80.3994233 27.6359827, -80.3994294 27.6356307, -80.3994296 27.6354316, -80.399449 27.6348218)",14th Avenue
694151747,False,2,,residential,30 mph,True,113.192,"LINESTRING (-80.3994194 27.6361739, -80.3993363 27.6361749, -80.399191 27.6361707, -80.3989289 27.636167, -80.3989047 27.6361667, -80.3983871 27.6361616, -80.3982705 27.6361605)",19th Street
