osmid,highway,oneway,reversed,length,name,geometry,lanes,ref
18454666,residential,False,False,77.127,,"LINESTRING (-90.0540871 36.242348, -90.0540714 36.2416545)",,
18454666,residential,False,True,77.127,,"LINESTRING (-90.0540714 36.2416545, -90.0540871 36.242348)",,
18457214,residential,False,True,147.101,High School Boulevard,"LINESTRING (-90.0540714 36.2416545, -90.0557116 36.241645)",,
18457214,residential,False,False,178.709,High School Boulevard,"LINESTRING (-90.0540714 36.2416545, -90.053931 36.241642, -90.0538281 36.2416004, -90.053734 36.24153, -90.0537253 36.2414609, -90.053696 36.2402337)",,
18457410,tertiary,False,False,27.635,College Avenue,"LINESTRING (-90.0557068 36.2418935, -90.0557116 36.241645)",,
18458626,residential,False,False,102.821,East Clipper Street,"LINESTRING (-90.0557068 36.2418935, -90.0568532 36.2418809)",,
18458819,residential,False,False,98.15,Electric Street,"LINESTRING (-90.0516256 36.2402302, -90.0505312 36.2402295)",,
18458819,residential,False,True,29.3,Electric Street,"LINESTRING (-90.0516256 36.2402302, -90.0519523 36.2402304)",,
18455063,residential,False,False,148.334,Farrar Street,"LINESTRING (-90.0516256 36.2402302, -90.0518333 36.2397123, -90.052221 36.239158, -90.0522867 36.2390142)",,
18455063,residential,False,True,148.334,Farrar Street,"LINESTRING (-90.0522867 36.2390142, -90.052221 36.239158, -90.0518333 36.2397123, -90.0516256 36.2402302)",,
18457807,residential,False,False,60.134,East Washington Street,"LINESTRING (-90.0522867 36.2390142, -90.0525065 36.2390051, -90.0529569 36.2390031)",,
18457807,residential,False,True,96.912,East Washington Street,"LINESTRING (-90.0522867 36.2390142, -90.0519111 36.239066, -90.051734 36.239078, -90.051614 36.239075, -90.051465 36.239044, -90.0512303 36.2389797)",,
18455117,residential,False,False,28.021,,"LINESTRING (-90.0501649 36.2402772, -90.0502496 36.2403026, -90.050313 36.240321, -90.0503539 36.2403347, -90.0504537 36.2403728)",,
18458438,residential,False,False,118.91000000000001,Frisco Street,"LINESTRING (-90.0501649 36.2402772, -90.050156 36.2400115, -90.0501291 36.2398006, -90.0500809 36.2395508, -90.0500122 36.2393421, -90.0499483 36.2392306)",,
18458438,residential,False,True,79.31700000000001,Frisco Street,"LINESTRING (-90.0501649 36.2402772, -90.0501244 36.2403989, -90.0499326 36.2407488, -90.0498161 36.2409307)",,
18458442,residential,False,False,17.384,Frisco Street,"LINESTRING (-90.0504537 36.2403728, -90.0505312 36.2402295)",,
18455117,residential,False,True,28.020999999999997,,"LINESTRING (-90.0504537 36.2403728, -90.0503539 36.2403347, -90.050313 36.240321, -90.0502496 36.2403026, -90.0501649 36.2402772)",,
18458442,residential,False,True,88.668,Frisco Street,"LINESTRING (-90.0504537 36.2403728, -90.0502646 36.2406854, -90.0502297 36.2407395, -90.0501882 36.2407665, -90.0500638 36.2408021, -90.0499707 36.2408386, -90.0499159 36.2408631, -90.0498161 36.2409307)",,
18458442,residential,False,True,151.922,Frisco Street,"LINESTRING (-90.0519036 36.237726, -90.0512303 36.2389797)",,
18456012,residential,False,False,68.144,,"LINESTRING (-90.0519036 36.237726, -90.0518195 36.2376836, -90.0517352 36.2376293, -90.0516684 36.2375887, -90.051557 36.237519, -90.051354 36.23743, -90.0512583 36.237417)",,
18456855,residential,False,False,341.153,Cedar Street,"LINESTRING (-90.0519036 36.237726, -90.051968 36.237762, -90.052155 36.237809, -90.052471 36.237821, -90.053075 36.237817, -90.0540049 36.2378175, -90.0556842 36.2378085)",,
18458442,residential,False,False,143.714,Frisco Street,"LINESTRING (-90.0519036 36.237726, -90.0522468 36.2371148, -90.0524694 36.2366735, -90.0525313 36.2365373)",,
18457303,residential,False,False,97.068,North Anthony Street,"LINESTRING (-90.0512583 36.237417, -90.0512321 36.2365443)",,
18456012,residential,False,True,68.144,,"LINESTRING (-90.0512583 36.237417, -90.051354 36.23743, -90.051557 36.237519, -90.0516684 36.2375887, -90.0517352 36.2376293, -90.0518195 36.2376836, -90.0519036 36.237726)",,
18457456,residential,False,True,108.102,Whitney Street,"LINESTRING (-90.0512583 36.237417, -90.0508583 36.2374055, -90.0500533 36.2374135)",,
18458819,residential,False,False,29.3,Electric Street,"LINESTRING (-90.0519523 36.2402304, -90.0516256 36.2402302)",,
18458819,residential,False,True,90.034,Electric Street,"LINESTRING (-90.0519523 36.2402304, -90.0529562 36.2402311)",,
18456215,residential,False,False,99.18,East 2nd Street,"LINESTRING (-90.051152 36.2357627, -90.0500462 36.2357683)",,
18458169,residential,False,False,8.742,South Anthony Street,"LINESTRING (-90.051152 36.2357627, -90.0511497 36.2356841)",,
18458169,residential,False,True,86.966,South Anthony Street,"LINESTRING (-90.051152 36.2357627, -90.0511488 36.2365448)",,
18456215,residential,False,True,99.18,East 2nd Street,"LINESTRING (-90.0500462 36.2357683, -90.051152 36.2357627)",,
18457591,residential,False,False,120.194,South Hopper Street,"LINESTRING (-90.0500462 36.2357683, -90.0500558 36.2346874)",,
18457591,residential,False,True,87.001,South Hopper Street,"LINESTRING (-90.0500462 36.2357683, -90.0500521 36.2365507)",,
18456605,residential,False,False,91.425,Slicer Street,"LINESTRING (-90.0545492 36.2365182, -90.0545458 36.235696)",,
230529934,primary,False,False,98.656,1st Street,"LINESTRING (-90.0545492 36.2365182, -90.0556491 36.2365298)",4,MO 84
230529934,primary,False,True,95.507,1st Street,"LINESTRING (-90.0545492 36.2365182, -90.0542747 36.2365187, -90.0538654 36.2365232, -90.0534844 36.2365275)",4,MO 84
