osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,junction
988109084,Northwest 3rd Street,residential,False,True,17.466,"LINESTRING (-80.2836635 26.0103911, -80.2837378 26.0103816, -80.2838374 26.0103771)",,,,
197618860,Northwest 106th Avenue,residential,False,True,32.492,"LINESTRING (-80.2873271 26.0087894, -80.2873245 26.0084972)",,,,
"[10806232, 197618860]","['Northwest 3rd Street', 'Northwest 106th Avenue']",residential,False,False,458.031,"LINESTRING (-80.2873271 26.0087894, -80.2873607 26.0098176, -80.2873572 26.0098658, -80.287347 26.0099257, -80.2873259 26.0099859, -80.2872982 26.010041, -80.2872634 26.0100912, -80.2872199 26.0101374, -80.2871692 26.010179, -80.2871008 26.010222, -80.2870297 26.0102539, -80.2869587 26.0102748, -80.286884 26.010287, -80.2842208 26.0103691)",30 mph,,,
10806232,Northwest 3rd Street,residential,False,False,38.324,"LINESTRING (-80.2842208 26.0103691, -80.2841119 26.0103713, -80.2838374 26.0103771)",30 mph,,,
"[10806232, 197618860]","['Northwest 3rd Street', 'Northwest 106th Avenue']",residential,False,True,458.03099999999995,"LINESTRING (-80.2842208 26.0103691, -80.286884 26.010287, -80.2869587 26.0102748, -80.2870297 26.0102539, -80.2871008 26.010222, -80.2871692 26.010179, -80.2872199 26.0101374, -80.2872634 26.0100912, -80.2872982 26.010041, -80.2873259 26.0099859, -80.287347 26.0099257, -80.2873572 26.0098658, -80.2873607 26.0098176, -80.2873271 26.0087894)",30 mph,,,
620267282,Northwest 108th Avenue,residential,False,False,19.041,"LINESTRING (-80.290672 26.0078136, -80.2906761 26.0079848)",,,,
159192300,Northwest 108th Avenue,unclassified,False,False,89.995,"LINESTRING (-80.290672 26.0078136, -80.2906657 26.0076721, -80.2906362 26.0070049)",,,,
534806039,Pines Boulevard,trunk,True,False,314.89,"LINESTRING (-80.290672 26.0078136, -80.2905153 26.0078202, -80.2891759 26.0078561, -80.2875225 26.007899)",45 mph,4,FL 820,
159629280,Pines Boulevard,trunk,True,False,337.15299999999996,"LINESTRING (-80.2873045 26.0080903, -80.2891316 26.0080438, -80.2905189 26.0079908, -80.2906761 26.0079848)",45 mph,3,FL 820,
1191629698,Northwest 106th Avenue,residential,True,False,48.163,"LINESTRING (-80.2873045 26.0080903, -80.2872513 26.0082148, -80.2872532 26.0083025, -80.2872736 26.0084404, -80.2873245 26.0084972)",,,,
620267282,Northwest 108th Avenue,residential,False,True,19.041,"LINESTRING (-80.2906761 26.0079848, -80.290672 26.0078136)",,,,
620267282,Northwest 108th Avenue,residential,False,False,128.12,"LINESTRING (-80.2906761 26.0079848, -80.2906784 26.0081319, -80.290694 26.0091369)",,,,
620267282,Northwest 108th Avenue,residential,False,False,33.284,"LINESTRING (-80.290694 26.0091369, -80.2907078 26.0093189, -80.290724 26.0094349)",,,,
620267282,Northwest 108th Avenue,residential,False,True,128.12,"LINESTRING (-80.290694 26.0091369, -80.2906784 26.0081319, -80.2906761 26.0079848)",,,,
10787991,Northwest 108th Avenue,residential,True,False,140.75199999999998,"LINESTRING (-80.290724 26.0094349, -80.2906843 26.0095611, -80.2906934 26.0098404, -80.2907185 26.010124, -80.2907651 26.010334, -80.2909342 26.0106566)",,,,
620267282,Northwest 108th Avenue,residential,False,True,33.284,"LINESTRING (-80.290724 26.0094349, -80.2907078 26.0093189, -80.290694 26.0091369)",,,,
586471562,City Center Boulevard,unclassified,False,False,10.18,"LINESTRING (-80.2905613 26.0063682, -80.2906631 26.006365)",,,,
159195754,Northwest 108th Avenue,unclassified,True,False,73.844,"LINESTRING (-80.2905613 26.0063682, -80.290568 26.0065456, -80.2905885 26.0069842, -80.2906362 26.0070049)",,,,
197618907,City Center Boulevard,residential,True,False,334.29400000000004,"LINESTRING (-80.2905613 26.0063682, -80.2905102 26.006342, -80.2902794 26.0063473, -80.2899114 26.0063593, -80.2897892 26.0063659, -80.2897248 26.006364, -80.2896804 26.0063605, -80.2896425 26.0063534, -80.2895757 26.0063318, -80.2894868 26.0062937, -80.2892254 26.0061375, -80.2891038 26.0060976, -80.2889712 26.0060686, -80.288837 26.0060501, -80.2887109 26.0060387, -80.2886034 26.0060358, -80.2879186 26.0060513, -80.2878223 26.0060535, -80.2877018 26.0060646, -80.2873942 26.0060742, -80.287355 26.0060742, -80.2873073 26.0060682)",,1,,
159192300,Northwest 108th Avenue,unclassified,False,True,89.995,"LINESTRING (-80.2906362 26.0070049, -80.2906657 26.0076721, -80.290672 26.0078136)",,,,
159195755,Northwest 108th Avenue,unclassified,True,False,74.333,"LINESTRING (-80.2906362 26.0070049, -80.2906902 26.006977, -80.2906739 26.0065462, -80.2906631 26.006365)",,,,
586471562,City Center Boulevard,unclassified,False,True,10.18,"LINESTRING (-80.2906631 26.006365, -80.2905613 26.0063682)",,,,
534806039,Pines Boulevard,trunk,True,False,12.531,"LINESTRING (-80.2835498 26.0080264, -80.2834245 26.0080307)",45 mph,4,FL 820,
"[586471559, 189472492, 1095838267, 1095838268, 1095838269]",Southwest 103rd Avenue,residential,True,False,174.342,"LINESTRING (-80.2835498 26.0080264, -80.2835548 26.0078746, -80.2835549 26.0078371, -80.2835435 26.0075939, -80.2835427 26.0073855, -80.283532 26.0072852, -80.2835132 26.0071556, -80.2835104 26.0070887, -80.2835013 26.0068667, -80.2834977 26.0067797, -80.2834938 26.0067039, -80.2834853 26.0065395, -80.283492 26.0064611)",,"['1', '3', '2']",,
586471554,Southwest 103rd Avenue,residential,True,False,20.432,"LINESTRING (-80.2835251 26.0082088, -80.2835498 26.0080264)",,2,,
159629280,Pines Boulevard,trunk,True,False,345.887,"LINESTRING (-80.2835251 26.0082088, -80.2837335 26.0082019, -80.2852782 26.0081508, -80.2866589 26.0081051, -80.2869839 26.0080944)",45 mph,3,FL 820,
197618952,Southwest 106th Avenue,residential,True,False,196.211,"LINESTRING (-80.2871474 26.004332, -80.2871221 26.0043473, -80.2871003 26.0043643, -80.2870847 26.0043781, -80.2870692 26.0044101, -80.2870594 26.0044442, -80.2870972 26.0055052, -80.2870996 26.0055863, -80.2871124 26.0059079, -80.2871161 26.0060327, -80.2871312 26.0060618)",,1,,
197618912,City Center Boulevard Traffic Circle,residential,True,False,1.537,"LINESTRING (-80.2873073 26.0060682, -80.2872941 26.0060611)",,,,roundabout
197618910,,residential,True,False,24.780999999999995,"LINESTRING (-80.2835685 26.0061811, -80.2835407 26.0061712, -80.2835115 26.0061659, -80.2834717 26.0061664, -80.2834333 26.0061755, -80.2833983 26.0061925, -80.2833725 26.0062131, -80.283352 26.006238)",,,,roundabout
197618906,City Center Boulevard,residential,True,False,326.973,"LINESTRING (-80.2873834 26.006201, -80.2874397 26.0061609, -80.287485 26.0061454, -80.2875362 26.0061399, -80.287703 26.0061342, -80.287825 26.0061421, -80.2879209 26.0061399, -80.2881637 26.0061345, -80.2886096 26.006123, -80.2888249 26.0061297, -80.2889489 26.0061501, -80.2890944 26.0061917, -80.2892239 26.0062442, -80.2894545 26.0063713, -80.2895089 26.0063864, -80.2895806 26.0064063, -80.2896437 26.0064162, -80.2897067 26.0064193, -80.2898969 26.0064056, -80.290281 26.006395, -80.290504 26.0063889, -80.2905613 26.0063682)",,1,,
197618912,City Center Boulevard Traffic Circle,residential,True,False,17.267,"LINESTRING (-80.2873834 26.006201, -80.2873756 26.0061497, -80.2873492 26.0061037, -80.2873073 26.0060682)",,,,roundabout
197618912,City Center Boulevard Traffic Circle,residential,True,False,16.320999999999998,"LINESTRING (-80.2870438 26.0062089, -80.2870571 26.0062563, -80.2870865 26.0062976, -80.2871287 26.0063284)",,,,roundabout
197618910,,residential,True,False,10.762,"LINESTRING (-80.283352 26.006238, -80.2833326 26.0062832, -80.2833305 26.0063315)",,,,roundabout
197703225,,residential,True,False,101.23199999999999,"LINESTRING (-80.283352 26.006238, -80.2832989 26.0062176, -80.2831919 26.0061564, -80.2825432 26.0057855, -80.2824973 26.0057514)",,1,,
197618910,,residential,True,False,10.31,"LINESTRING (-80.2833955 26.0064317, -80.2834412 26.0064533, -80.283492 26.0064611)",,,,roundabout
"[586471560, 197618928, 586471552]",Southwest 103rd Avenue,residential,True,False,177.98499999999999,"LINESTRING (-80.2833955 26.0064317, -80.2833868 26.0065292, -80.2833867 26.0067092, -80.2833799 26.0067856, -80.2833744 26.0068647, -80.2834023 26.0074567, -80.2834129 26.0078422, -80.2834149 26.0078818, -80.2834245 26.0080307)",,"['1', '3', '2']",,
