osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,junction,bridge,maxspeed,tunnel
897609975,Rue du Rivage,living_street,False,True,40.793000000000006,"LINESTRING (4.9442221 49.7020552, 4.9443883 49.7021519, 4.9446729 49.7022765)",,,,,,
"[365594184, 1118624419]",Rue de la Comédie,secondary,True,False,67.37700000000001,"LINESTRING (4.9442221 49.7020552, 4.9441517 49.702142, 4.9441102 49.7021865, 4.9440099 49.7023086, 4.9437796 49.7025892)",,"['1', '2']",,,50,
1073304953,,secondary,True,False,20.681,"LINESTRING (4.9444069 49.7019127, 4.9442221 49.7020552)",,1,roundabout,,30,
149949100,Rue du Rivage,living_street,True,False,51.039,"LINESTRING (4.9452683 49.7025263, 4.9446729 49.7022765)",,,,,,
149949194,Rue des Francs Bourgeois,living_street,True,False,118.374,"LINESTRING (4.9446729 49.7022765, 4.9452803 49.7017978, 4.9457475 49.7014707)",,,,,20,
897609975,Rue du Rivage,living_street,False,False,40.793000000000006,"LINESTRING (4.9446729 49.7022765, 4.9443883 49.7021519, 4.9442221 49.7020552)",,,,,,
149949099,,secondary,True,False,19.16,"LINESTRING (4.9441105 49.7020118, 4.944174 49.7018689, 4.9441856 49.7018465)",,1,roundabout,,30,
"[200706514, 365460094]","['Place Goulden', 'Rue des Moulins']",residential,True,False,82.862,"LINESTRING (4.9441105 49.7020118, 4.9438825 49.7019824, 4.9436243 49.7019201, 4.9430418 49.7017423)",,,,,,
149949194,Rue des Francs Bourgeois,living_street,True,False,55.222,"LINESTRING (4.9457475 49.7014707, 4.9462876 49.7011177)",,,,,20,
149949410,Rue Saint-Michel,living_street,True,False,59.003,"LINESTRING (4.9457475 49.7014707, 4.9462929 49.7018671)",,,,,20,
149949194,Rue des Francs Bourgeois,living_street,True,False,63.048,"LINESTRING (4.9462876 49.7011177, 4.9468512 49.7006834)",,,,,20,
149949480,Rue Sainte-Barbe,living_street,True,False,47.150000000000006,"LINESTRING (4.9462876 49.7011177, 4.9462607 49.7010934, 4.9460757 49.7009702, 4.9458182 49.7008228)",,,,,20,
149949251,Rue de l'Horloge,living_street,True,False,57.015,"LINESTRING (4.9468562 49.7015063, 4.9462929 49.7018671)",,,,,20,
149949480,Rue Sainte-Barbe,living_street,True,False,30.32,"LINESTRING (4.9468562 49.7015063, 4.946566 49.7013085)",,,,,20,
149949410,Rue Saint-Michel,living_street,True,False,66.887,"LINESTRING (4.9462929 49.7018671, 4.9469224 49.7023099)",,,,,20,
149949251,Rue de l'Horloge,living_street,True,False,103.935,"LINESTRING (4.9462929 49.7018671, 4.9458488 49.7021528, 4.9452683 49.7025263)",,,,,20,
149949410,Rue Saint-Michel,living_street,True,False,43.338,"LINESTRING (4.9453228 49.7011942, 4.9457475 49.7014707)",,,,,20,
"[196867731, 196867732, 149949102]","['Rue Gambetta', 'Place Goulden']",residential,True,False,103.547,"LINESTRING (4.9453228 49.7011942, 4.9445619 49.7017931, 4.9445073 49.7018352, 4.9444069 49.7019127)",,1,,,30,building_passage
149949410,Rue Saint-Michel,living_street,True,False,58.473,"LINESTRING (4.9445493 49.7010343, 4.9447795 49.7010792, 4.9448796 49.7010988, 4.9452555 49.7011724, 4.9453228 49.7011942)",,,,,20,
879479380,Avenue du Maréchal Leclerc,secondary,False,False,61.827999999999996,"LINESTRING (4.9445493 49.7010343, 4.9447655 49.700535, 4.9447813 49.7004989)",,2,,,,
"[149949098, 879479380, 1053390954]","['Place Goulden', 'Avenue du Maréchal Leclerc']",secondary,False,"[False, True]",94.023,"LINESTRING (4.9445493 49.7010343, 4.9442705 49.7016597, 4.9442288 49.7017515, 4.9442115 49.7017896, 4.944202 49.7018105, 4.9441856 49.7018465)",,2,,,,
99090572,Rue du Château,residential,False,True,26.432000000000002,"LINESTRING (4.9470643 49.7024082, 4.9468176 49.7025482, 4.9467889 49.7025656)",,,,,,
"[99090585, 365589254]","['Rue Sainte-Barbe', 'Place du Château']",residential,False,True,78.771,"LINESTRING (4.9470643 49.7024082, 4.9475729 49.7021218, 4.9476086 49.702091, 4.947629 49.7020056, 4.9476169 49.7019674, 4.9475218 49.7018782)",,,,,30,
149949102,Rue Gambetta,residential,True,False,54.543,"LINESTRING (4.9458182 49.7008228, 4.9453228 49.7011942)",,1,,,30,
149951155,Rue de Thionville,residential,False,True,46.331,"LINESTRING (4.9476877 49.7000153, 4.9476694 49.6995988)",,,,,,
365545316,Rue Carnot,living_street,True,False,83.295,"LINESTRING (4.9476877 49.7000153, 4.9474785 49.7000206, 4.9465304 49.7000443)",,1,,,20,
365545316,Rue Carnot,living_street,True,False,46.408,"LINESTRING (4.9483325 49.6999992, 4.9476877 49.7000153)",,1,,,20,
149951318,Rue de Mulhouse,residential,False,True,58.428,"LINESTRING (4.9483325 49.6999992, 4.9483381 49.6999319, 4.9484389 49.6994785)",,,,,,
"[149951373, 776338615]",Rue du Ménil,"['residential', 'living_street']",True,False,95.477,"LINESTRING (4.9483325 49.6999992, 4.948429 49.7000001, 4.9486704 49.7000318, 4.9487922 49.7000338, 4.9488653 49.7000296, 4.9489897 49.7000138, 4.9490122 49.7000085, 4.9491223 49.6999825, 4.9496122 49.6998668)",,,,,"['20', '30']",
186949433,Rue des Voyards,residential,False,True,31.725,"LINESTRING (4.9488785 49.6993747, 4.9492907 49.6992731)",,,,,,
"[186949433, 470681859, 470681860]",Rue des Voyards,residential,False,False,33.658,"LINESTRING (4.9488785 49.6993747, 4.9487477 49.6994046, 4.9485685 49.6994475, 4.9484389 49.6994785)",,,,,,building_passage
470681861,Rue des Voyards,residential,False,False,42.885999999999996,"LINESTRING (4.9488785 49.6993747, 4.9489304 49.6994881, 4.948892 49.6996647, 4.9490236 49.699691)",,,,,,
470681861,Rue des Voyards,residential,False,True,42.885999999999996,"LINESTRING (4.9490236 49.699691, 4.948892 49.6996647, 4.9489304 49.6994881, 4.9488785 49.6993747)",,,,,,
186949403,Avenue Aristide Briand,tertiary,False,False,109.607,"LINESTRING (4.947281 49.7034525, 4.947177 49.7034323, 4.9458216 49.7031683)",,2,,,,
186949406,Avenue Aristide Briand,tertiary,True,False,33.084,"LINESTRING (4.947281 49.7034525, 4.9475025 49.7034957, 4.9475737 49.7035213, 4.947693 49.7035771)",,1,,,,
1135637915,,tertiary,True,False,5.207000000000001,"LINESTRING (4.947693 49.7035771, 4.9477288 49.7035808, 4.9477611 49.7035913)",,1,roundabout,,,
186949405,Avenue Aristide Briand,tertiary,True,False,29.533,"LINESTRING (4.9475772 49.703636, 4.9474995 49.7035801, 4.947408 49.7035242, 4.947281 49.7034525)",,1,,,,
1135637915,,tertiary,True,False,11.383,"LINESTRING (4.9475772 49.703636, 4.9475926 49.7036124, 4.9476192 49.7035935, 4.947654 49.7035812, 4.947693 49.7035771)",,1,roundabout,,,
1135637914,,tertiary,True,False,8.081,"LINESTRING (4.9478106 49.7036591, 4.9478021 49.7036827, 4.9477826 49.7037034, 4.9477541 49.7037191)",,1,roundabout,,,
1135637912,,tertiary,True,False,9.123,"LINESTRING (4.9476134 49.7037108, 4.9475928 49.7036952, 4.9475794 49.7036767, 4.947574 49.7036564, 4.9475772 49.703636)",,1,roundabout,,,
"[1135637916, 186949444]",Avenue Winston Churchill,residential,True,False,38.327,"LINESTRING (4.9477541 49.7037191, 4.9477201 49.7038092, 4.9476745 49.7038597, 4.9476129 49.7039185, 4.9474711 49.7039996)",,,,,,
1135637913,,tertiary,True,False,10.844,"LINESTRING (4.9477541 49.7037191, 4.9477192 49.7037284, 4.9476816 49.70373, 4.9476451 49.703724, 4.9476134 49.7037108)",,1,roundabout,,,
186949408,,tertiary,True,False,12.671,"LINESTRING (4.9501577 49.7039303, 4.9501847 49.7039528, 4.9501999 49.7039795, 4.9502018 49.704008, 4.9501903 49.7040355)",,,roundabout,,,
99090576,Avenue Aristide Briand,tertiary,False,False,134.292,"LINESTRING (4.9499221 49.7039704, 4.9488271 49.7037549, 4.9481356 49.7036188)",,2,,,,
186949408,,tertiary,True,False,20.828,"LINESTRING (4.9499221 49.7039704, 4.9499439 49.7039425, 4.9499788 49.7039209, 4.9500227 49.703908, 4.9500708 49.7039053, 4.9501175 49.703913, 4.9501577 49.7039303)",,,roundabout,,,
186949455,Avenue Winston Churchill,residential,True,False,34.473,"LINESTRING (4.9474711 49.7039996, 4.9475711 49.7038636, 4.9476205 49.7037883, 4.9476134 49.7037108)",,,,,,
897609971,Avenue Winston Churchill,residential,False,False,34.613,"LINESTRING (4.9474711 49.7039996, 4.9474231 49.7040352, 4.9473062 49.7041218, 4.947143 49.7042271)",,,,,,
186949408,,tertiary,True,False,10.884999999999998,"LINESTRING (4.9501903 49.7040355, 4.9501705 49.7040563, 4.950143 49.7040731, 4.9501096 49.7040847, 4.9500727 49.7040902)",,,roundabout,,,
186949408,,tertiary,True,False,4.811999999999999,"LINESTRING (4.9500727 49.7040902, 4.9500393 49.7040897, 4.9500069 49.7040842)",,,roundabout,,,
186949408,,tertiary,True,False,15.397,"LINESTRING (4.9500069 49.7040842, 4.9499698 49.7040704, 4.9499406 49.7040501, 4.949922 49.7040252, 4.9499157 49.7039978, 4.9499221 49.7039704)",,,roundabout,,,
186949426,Boulevard Georges Delaw,residential,False,False,100.17,"LINESTRING (4.9500069 49.7040842, 4.9498778 49.704116, 4.9488336 49.7041959, 4.9487534 49.7042127, 4.9486402 49.7042364)",,,,,,
"[186949416, 897609971]",Avenue Winston Churchill,residential,False,False,163.24299999999997,"LINESTRING (4.947143 49.7042271, 4.9465576 49.7046048, 4.9465017 49.7046215, 4.9464286 49.7046326, 4.9463033 49.7046325, 4.9461007 49.7046186, 4.9460006 49.7046212, 4.9458945 49.7046437, 4.9458137 49.7046796, 4.9457427 49.7047241, 4.945695 49.7047549, 4.9456383 49.7047916, 4.9455743 49.704833, 4.9454364 49.7048863, 4.9452716 49.7049129)",,,,,30,
897609971,Avenue Winston Churchill,residential,False,True,34.613,"LINESTRING (4.947143 49.7042271, 4.9473062 49.7041218, 4.9474231 49.7040352, 4.9474711 49.7039996)",,,,,,
186949426,Boulevard Georges Delaw,residential,False,True,100.17,"LINESTRING (4.9486402 49.7042364, 4.9487534 49.7042127, 4.9488336 49.7041959, 4.9498778 49.704116, 4.9500069 49.7040842)",,,,,,
186949484,Rue du Champ de Mars,residential,True,False,116.64699999999999,"LINESTRING (4.9486402 49.7042364, 4.9485804 49.7041768, 4.9480717 49.7040969, 4.9478299 49.7040737, 4.9474395 49.704171, 4.9472783 49.7042359, 4.947143 49.7042271)",,,,,,
365453117,Boulevard Georges Delaw,residential,False,False,92.259,"LINESTRING (4.9486402 49.7042364, 4.9479333 49.7044635, 4.9474941 49.7046092)",,,,,30,
365453118,Boulevard Veuve Héidsieck,residential,False,True,372.18500000000006,"LINESTRING (4.9486402 49.7042364, 4.9486872 49.7043156, 4.9489354 49.7049282, 4.9492166 49.705572, 4.9492368 49.7056637, 4.9492292 49.705739, 4.9491431 49.7058668, 4.9485453 49.7062616, 4.9481714 49.7064832, 4.948059 49.7065499, 4.9477044 49.7067366, 4.947206 49.7069333)",,,,,,
897609970,Avenue Winston Churchill,residential,True,False,32.575,"LINESTRING (4.9437639 49.7044809, 4.943924 49.704545, 4.944156 49.7046274)",,,,,,
186949416,Avenue Winston Churchill,residential,False,False,60.885000000000005,"LINESTRING (4.9452716 49.7049129, 4.9450579 49.7049142, 4.9448304 49.7048644, 4.9447085 49.7048237, 4.9444845 49.7047441)",,,,,30,
"[186949416, 897609971]",Avenue Winston Churchill,residential,False,True,163.243,"LINESTRING (4.9452716 49.7049129, 4.9454364 49.7048863, 4.9455743 49.704833, 4.9456383 49.7047916, 4.945695 49.7047549, 4.9457427 49.7047241, 4.9458137 49.7046796, 4.9458945 49.7046437, 4.9460006 49.7046212, 4.9461007 49.7046186, 4.9463033 49.7046325, 4.9464286 49.7046326, 4.9465017 49.7046215, 4.9465576 49.7046048, 4.947143 49.7042271)",,,,,30,
365677679,,residential,False,False,245.675,"LINESTRING (4.9452716 49.7049129, 4.9452818 49.7049812, 4.9452636 49.7050543, 4.9451586 49.7051523, 4.9432549 49.7066613)",,,,,,
365453117,Boulevard Georges Delaw,residential,False,True,75.815,"LINESTRING (4.9458062 49.7052698, 4.9461292 49.7050785, 4.9463602 49.7049847, 4.9466657 49.7048831)",,,,,30,
365453119,Boulevard des Écossais,residential,False,False,314.375,"LINESTRING (4.9458062 49.7052698, 4.9452599 49.7056772, 4.9446337 49.7061441, 4.9445337 49.7062176, 4.9433377 49.707097, 4.9429148 49.7073901)",,,,,,
365594182,Rue Sainte-Claire,residential,True,False,210.589,"LINESTRING (4.9458062 49.7052698, 4.9460761 49.7055906, 4.9466202 49.7062372, 4.947206 49.7069333)",,,,,,
186949424,Boulevard Victor Hugo,residential,False,True,85.889,"LINESTRING (4.947206 49.7069333, 4.9467636 49.7070576, 4.9466602 49.7070887, 4.9465441 49.7071236, 4.9464795 49.707143, 4.9461174 49.707251)",,,,,,
365453118,Boulevard Veuve Héidsieck,residential,False,False,372.185,"LINESTRING (4.947206 49.7069333, 4.9477044 49.7067366, 4.948059 49.7065499, 4.9481714 49.7064832, 4.9485453 49.7062616, 4.9491431 49.7058668, 4.9492292 49.705739, 4.9492368 49.7056637, 4.9492166 49.705572, 4.9489354 49.7049282, 4.9486872 49.7043156, 4.9486402 49.7042364)",,,,,,
186949424,Boulevard Victor Hugo,residential,False,False,85.88900000000001,"LINESTRING (4.9461174 49.707251, 4.9464795 49.707143, 4.9465441 49.7071236, 4.9466602 49.7070887, 4.9467636 49.7070576, 4.947206 49.7069333)",,,,,,
365453119,Boulevard des Écossais,residential,False,True,314.375,"LINESTRING (4.9429148 49.7073901, 4.9433377 49.707097, 4.9445337 49.7062176, 4.9446337 49.7061441, 4.9452599 49.7056772, 4.9458062 49.7052698)",,,,,,
365589252,Rue Monard,residential,False,True,45.497,"LINESTRING (4.9459686 49.7001448, 4.9460786 49.6998917, 4.9461398 49.6997509)",,,,,,
776338616,Rue de la République,living_street,True,False,35.96,"LINESTRING (4.9459686 49.7001448, 4.9462239 49.700197, 4.9464437 49.7002455)",,,,,20,
187089850,Boulevard Fabert,residential,False,False,82.713,"LINESTRING (4.9387021 49.7002416, 4.9386833 49.7004597, 4.938638 49.7009843)",,,,,,
187089836,Rue Baudin,unclassified,False,False,134.544,"LINESTRING (4.9421303 49.7002641, 4.9409885 49.7003378, 4.9404545 49.7003262, 4.9402676 49.7003081)",,,,,,
187089830,Rue Baudin,residential,True,False,112.878,"LINESTRING (4.9402676 49.7003081, 4.9401058 49.7002924, 4.9387021 49.7002416)",,,,,,
187089836,Rue Baudin,unclassified,False,True,134.544,"LINESTRING (4.9402676 49.7003081, 4.9404545 49.7003262, 4.9409885 49.7003378, 4.9421303 49.7002641)",,,,,,
187089841,Place Calonne,residential,False,True,31.769,"LINESTRING (4.9443631 49.7004069, 4.9447813 49.7004989)",,2,,,,
380272419,Place Calonne,residential,False,False,23.795,"LINESTRING (4.9443631 49.7004069, 4.9440326 49.7003969)",,,,,,
149947974,Place Calonne,residential,False,False,103.064,"LINESTRING (4.9443631 49.7004069, 4.9445507 49.6998891, 4.9446462 49.6996314, 4.9446928 49.6995049)",,,,,30,
"[187089826, 187089827, 380272418]","['Promenoir de la Corne de Soissons', 'Place Calonne']",residential,False,True,47.855999999999995,"LINESTRING (4.9433752 49.7004298, 4.9434526 49.7004069, 4.9438603 49.700403, 4.9440326 49.7003969)",,,,yes,,
187089841,Place Calonne,residential,False,False,31.769,"LINESTRING (4.9447813 49.7004989, 4.9443631 49.7004069)",,2,,,,
365460086,Avenue du Maréchal Leclerc,secondary,False,False,60.034,"LINESTRING (4.9447813 49.7004989, 4.9448559 49.7003285, 4.9449782 49.7000428, 4.9450074 49.6999792)",,2,,,50,
879479380,Avenue du Maréchal Leclerc,secondary,False,True,61.827999999999996,"LINESTRING (4.9447813 49.7004989, 4.9447655 49.700535, 4.9445493 49.7010343)",,2,,,,
187089831,Rue de Neuil,residential,True,False,110.55600000000001,"LINESTRING (4.938638 49.7009843, 4.9395382 49.7010151, 4.9401731 49.7010369)",,,,,,
187089850,Boulevard Fabert,residential,False,False,81.434,"LINESTRING (4.938638 49.7009843, 4.9386149 49.7012884, 4.9386048 49.7014222, 4.9385908 49.701606, 4.9385921 49.7017159)",,,,,,
187089850,Boulevard Fabert,residential,False,True,82.713,"LINESTRING (4.938638 49.7009843, 4.9386833 49.7004597, 4.9387021 49.7002416)",,,,,,
897609961,Rue de Mirbritz,residential,True,False,82.537,"LINESTRING (4.9401731 49.7010369, 4.9402742 49.7008339, 4.9403139 49.7006598, 4.9402904 49.7004472, 4.9402676 49.7003081)",,,,,,
187089846,Boulevard Fabert,residential,False,True,89.644,"LINESTRING (4.9385921 49.7017159, 4.9385275 49.702521)",,,,,,
