osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel,maxspeed
37740037,2,US 1,South Main Street,primary,False,True,76.255,"LINESTRING (-73.667227 40.9974261, -73.666914 40.997528, -73.6667226 40.9975903, -73.6666047 40.9976251, -73.6665655 40.997635, -73.6664896 40.9976543, -73.6663837 40.9976801)",,,
23477216,2,US 1,South Main Street,primary,False,True,41.729,"LINESTRING (-73.6653628 40.997855, -73.66531 40.997922, -73.6652875 40.9979703, -73.6651562 40.9981956)",,,
23515687,,,Purdy Avenue,tertiary,False,True,123.212,"LINESTRING (-73.6653628 40.997855, -73.6652053 40.9978436, -73.6649806 40.9977526, -73.6647696 40.9976591, -73.6645816 40.9975783, -73.6642487 40.9974353, -73.6640664 40.9973553)",,,
37740037,2,US 1,South Main Street,primary,False,False,88.518,"LINESTRING (-73.6653628 40.997855, -73.6654271 40.9978218, -73.6654683 40.997808, -73.665514 40.9978011, -73.6656324 40.9977907, -73.6657625 40.9977771, -73.6659197 40.9977574, -73.6660582 40.9977378, -73.6663837 40.9976801)",,,
23472746,,,Olivia Street,residential,True,False,76.843,"LINESTRING (-73.6704166 40.9975073, -73.6710273 40.9980222)",,,
229258942,,,Smith Street,residential,False,True,272.48499999999996,"LINESTRING (-73.6704166 40.9975073, -73.6700679 40.9978144, -73.669511 40.998305, -73.6692884 40.9985088, -73.6690943 40.9986866, -73.6689571 40.9988359, -73.668935 40.99886, -73.6686353 40.9992175, -73.6684427 40.9994468)",,,
334807491,,,Oak Street,residential,False,True,250.82699999999997,"LINESTRING (-73.6710273 40.9980222, -73.6709479 40.9981185, -73.6705598 40.9986766, -73.6701344 40.9992884, -73.6701214 40.9993102, -73.669961 40.9995757, -73.6696886 41.0000374)",,,
23533903,,,William Street,residential,False,True,93.629,"LINESTRING (-73.6660595 40.9986898, -73.6651562 40.9981956)",,,
23475293,,,East Broadway,residential,False,False,190.782,"LINESTRING (-73.6660595 40.9986898, -73.664993 41.000005, -73.6648683 41.0001511)",,,
"[119598965, 1175573949, 119598966]",,,William Street,residential,True,False,67.929,"LINESTRING (-73.6660595 40.9986898, -73.6660974 40.9987106, -73.6663528 40.9988515, -73.6667147 40.9990485)",yes,,
861298138,,,East Broadway,residential,True,False,56.601,"LINESTRING (-73.664503 41.000579, -73.6648683 41.0001511)",,,
"[792708915, 792708916, 229254719]",2,,Westchester Avenue,secondary,False,False,78.563,"LINESTRING (-73.664503 41.000579, -73.6645486 41.000597, -73.6646646 41.0006429, -73.6647917 41.0007088, -73.6649053 41.0007895, -73.6651274 41.0009629, -73.6652131 41.0010305)",,yes,
792708916,2,,Westchester Avenue,secondary,False,True,62.968,"LINESTRING (-73.664503 41.000579, -73.664052 41.0003982, -73.6638504 41.0003004)",,,
229258940,,,Palace Place,residential,False,False,48.098,"LINESTRING (-73.6650517 41.0043575, -73.664883 41.0047709)",,,
23475962,1,,Summerfield Place,residential,True,False,91.07,"LINESTRING (-73.6650517 41.0043575, -73.6648286 41.0042902, -73.6647547 41.0042768, -73.6646509 41.0042782, -73.6640903 41.0043244, -73.6639904 41.0043368)",,,
868723693,2,NY 120A,King Street,secondary,False,True,60.769999999999996,"LINESTRING (-73.6639904 41.0043368, -73.6638938 41.0040681, -73.6637986 41.0038098)",,,35 mph
23530802,,,Willett Avenue,tertiary,False,False,92.437,"LINESTRING (-73.6634576 41.0039229, -73.6633551 41.0047506)",,,
23476379,2,,Abendroth Place,residential,True,False,242.22300000000004,"LINESTRING (-73.6634576 41.0039229, -73.6633449 41.003912, -73.6626154 41.0038614, -73.6625633 41.0038654, -73.6625371 41.003886, -73.6625225 41.0039225, -73.6624763 41.0042685, -73.6624321 41.0045989, -73.6624294 41.0046309, -73.662444 41.0046515, -73.6624892 41.004672, -73.6632126 41.0047298, -73.6633551 41.0047506)",,,
23530802,,,Willett Avenue,tertiary,False,True,6.785,"LINESTRING (-73.6634576 41.0039229, -73.6634659 41.0038622)",,,
23530802,,,Willett Avenue,tertiary,False,True,92.437,"LINESTRING (-73.6633551 41.0047506, -73.6634576 41.0039229)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,False,84.272,"LINESTRING (-73.6671478 41.0024824, -73.6677755 41.0027583, -73.6680156 41.0028638)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,True,52.444,"LINESTRING (-73.6671478 41.0024824, -73.6669336 41.002368, -73.6667586 41.0022752, -73.6666471 41.002201)",,,
23476740,,,Grove Street,residential,True,False,338.71999999999997,"LINESTRING (-73.6688946 40.9997456, -73.6687858 40.9998453, -73.6686793 40.999947, -73.6686344 41.0000009, -73.668592 41.000064, -73.6684529 41.000296, -73.6679424 41.0011858, -73.6676918 41.0016173, -73.6674752 41.0019629, -73.6673647 41.0021391, -73.6672406 41.0023371, -73.6671478 41.0024824)",,,
766868016,,,West William Street,tertiary,True,False,50.47699999999999,"LINESTRING (-73.6688946 40.9997456, -73.6688244 40.9997091, -73.6684975 40.9994854, -73.6684427 40.9994468)",,,
23476837,,,Palace Place,residential,True,False,204.236,"LINESTRING (-73.6656264 41.0025763, -73.6655772 41.0027415, -73.6655021 41.0030779, -73.6654631 41.0032793, -73.6654172 41.0034449, -73.665306 41.003753, -73.6650517 41.0043575)",,,
229258941,,,Irving Avenue,tertiary,False,False,75.345,"LINESTRING (-73.6656264 41.0025763, -73.6657178 41.0026155, -73.6663003 41.0028677, -73.6663907 41.0029286)",,,
229258941,,,Irving Avenue,tertiary,False,True,36.08,"LINESTRING (-73.6656264 41.0025763, -73.6653595 41.0024644, -73.6652476 41.002423)",,,
229258940,,,Palace Place,residential,False,True,48.098,"LINESTRING (-73.664883 41.0047709, -73.6650517 41.0043575)",,,
23476989,,,Exchange Place,residential,True,False,109.369,"LINESTRING (-73.6700605 41.0037497, -73.6694316 41.0046112)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,False,30.712,"LINESTRING (-73.6700605 41.0037497, -73.6703809 41.0038832)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,True,45.057,"LINESTRING (-73.6700605 41.0037497, -73.6695968 41.0035454)",,,
23528848,2,,Haseco Avenue,tertiary,False,True,41.393,"LINESTRING (-73.6679726 41.0060143, -73.6681354 41.0056629)",,,
23533903,,,William Street,residential,False,False,93.629,"LINESTRING (-73.6651562 40.9981956, -73.6660595 40.9986898)",,,
23477216,2,US 1,South Main Street,primary,False,False,41.729,"LINESTRING (-73.6651562 40.9981956, -73.6652875 40.9979703, -73.66531 40.997922, -73.6653628 40.997855)",,,
23477216,2,US 1,South Main Street,primary,False,True,261.323,"LINESTRING (-73.6651562 40.9981956, -73.6649897 40.998502, -73.6649644 40.9985485, -73.6647893 40.998855, -73.664732 40.9989633, -73.6647155 40.9990245, -73.6647147 40.9990775, -73.664691 40.9991461, -73.6646261 40.9992923, -73.6645337 40.9994795, -73.6644752 40.9995661, -73.6643046 40.9998254, -73.6641177 41.0000761, -73.6640049 41.0001964, -73.6638504 41.0003004)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,False,75.385,"LINESTRING (-73.6680156 41.0028638, -73.6687941 41.0032021)",,,
23504053,,,Oak Street,residential,True,False,344.228,"LINESTRING (-73.6680156 41.0028638, -73.6682426 41.0024598, -73.668283 41.002388, -73.6683395 41.0022935, -73.6696886 41.0000374)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,True,84.272,"LINESTRING (-73.6680156 41.0028638, -73.6677755 41.0027583, -73.6671478 41.0024824)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,False,40.43,"LINESTRING (-73.6687941 41.0032021, -73.6692151 41.0033789)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,True,75.385,"LINESTRING (-73.6687941 41.0032021, -73.6680156 41.0028638)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,False,36.996,"LINESTRING (-73.6692151 41.0033789, -73.6695968 41.0035454)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,True,40.43,"LINESTRING (-73.6692151 41.0033789, -73.6687941 41.0032021)",,,
23528848,2,,Haseco Avenue,tertiary,False,False,104.46300000000001,"LINESTRING (-73.6692151 41.0033789, -73.6691276 41.0035671, -73.6688645 41.004133, -73.6688074 41.0042665)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,False,45.057,"LINESTRING (-73.6695968 41.0035454, -73.6700605 41.0037497)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,True,36.996,"LINESTRING (-73.6695968 41.0035454, -73.6692151 41.0033789)",,,
23503182,,,Spring Street,residential,True,False,359.45799999999997,"LINESTRING (-73.6695968 41.0035454, -73.6702539 41.0024353, -73.6713438 41.0005938)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,True,30.712,"LINESTRING (-73.6703809 41.0038832, -73.6700605 41.0037497)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,False,76.781,"LINESTRING (-73.6703809 41.0038832, -73.670663 41.0039923, -73.6711952 41.0041981)",,,
50250353,2,NY 120A,Westchester Avenue,secondary,False,True,76.781,"LINESTRING (-73.6711952 41.0041981, -73.670663 41.0039923, -73.6703809 41.0038832)",,,
766868016,,,West William Street,tertiary,True,False,76.449,"LINESTRING (-73.6713438 41.0005938, -73.6705155 41.0003076)",,,
229258942,,,Smith Street,residential,False,False,272.48499999999996,"LINESTRING (-73.6684427 40.9994468, -73.6686353 40.9992175, -73.668935 40.99886, -73.6689571 40.9988359, -73.6690943 40.9986866, -73.6692884 40.9985088, -73.669511 40.998305, -73.6700679 40.9978144, -73.6704166 40.9975073)",,,
766868016,,,West William Street,tertiary,True,False,88.849,"LINESTRING (-73.6684427 40.9994468, -73.668278 40.999332, -73.667652 40.9989155)",,,
229835708,,,Poningo Street,tertiary,False,True,84.441,"LINESTRING (-73.6658586 41.004416, -73.6661206 41.0036828)",,,
229835708,,,Poningo Street,tertiary,False,False,84.747,"LINESTRING (-73.6658586 41.004416, -73.6657585 41.0046992, -73.6655983 41.0051524)",,,
23503713,,,Bush Avenue,residential,True,False,236.062,"LINESTRING (-73.6681354 41.0056629, -73.6658586 41.004416)",,,
23528848,2,,Haseco Avenue,tertiary,False,False,41.393,"LINESTRING (-73.6681354 41.0056629, -73.6679726 41.0060143)",,,
23528848,2,,Haseco Avenue,tertiary,False,True,82.24,"LINESTRING (-73.6681354 41.0056629, -73.6684724 41.0049684)",,,
334807491,,,Oak Street,residential,False,False,250.82700000000003,"LINESTRING (-73.6696886 41.0000374, -73.669961 40.9995757, -73.6701214 40.9993102, -73.6701344 40.9992884, -73.6705598 40.9986766, -73.6709479 40.9981185, -73.6710273 40.9980222)",,,
766868016,,,West William Street,tertiary,True,False,74.149,"LINESTRING (-73.6696886 41.0000374, -73.6690221 40.9998011, -73.6688946 40.9997456)",,,
229835708,,,Poningo Street,tertiary,False,False,84.441,"LINESTRING (-73.6661206 41.0036828, -73.6658586 41.004416)",,,
23504200,,,Bulkley Avenue,residential,True,False,243.685,"LINESTRING (-73.6661206 41.0036828, -73.6674099 41.0043876, -73.6684724 41.0049684)",,,
229835708,,,Poningo Street,tertiary,False,True,86.872,"LINESTRING (-73.6661206 41.0036828, -73.6663442 41.0030592, -73.6663907 41.0029286)",,,
23528848,2,,Haseco Avenue,tertiary,False,False,82.24,"LINESTRING (-73.6684724 41.0049684, -73.6681354 41.0056629)",,,
23528848,2,,Haseco Avenue,tertiary,False,True,82.956,"LINESTRING (-73.6684724 41.0049684, -73.6685614 41.0047814, -73.6687448 41.0043963, -73.6688074 41.0042665)",,,
